is001:001	is001:001	is001:001	VERSE	Jes␣1:1␣
is037:033	20b	@	-	eikä␣
is037:033	20a	%clitic	kA	
is037:033	21	@	-	luo␣
is037:033	pers%22	@	-	sitä␣
is037:033	22	@	-	vastaan␣
is037:033	23	@	-	vallia
is037:033	-	(.)	-	.␣
is037:034	is037:034	is037:034	VERSE	Jes␣37:34␣
is037:034	-	(@)	-	Samaa␣
is037:034	1b	@	-	tietä
is037:034	1a	%case	PTV	
is037:034	-	(,)	-	,␣
is037:034	2 4	@	-	jota␣
is037:034	3	(@)	-	hän␣
is037:034	3	@	-	tuli
is037:034	-	(,)	-	,␣
is037:034	5	(@)	-	hän␣
is037:034	5	@	-	palajaa
is037:034	-	(,)	-	,␣
is037:034	6a	@	-	ja␣
is037:034	(8a) 8b	@	-	tähän␣
is037:034	(7a) 7b	@	-	kaupunkiin␣
is037:034	6b	%case	LOC	
is037:034	10	(@)	-	hän␣
is037:034	9	@	-	ei␣
is037:034	10	@	-	tule
is037:034	-	(,)	-	,␣
is037:034	11	@	-	sanoo␣
is037:034	12	@	-	Herra
is037:034	-	(.)	-	.␣
is037:035	is037:035	is037:035	VERSE	Jes␣37:35␣
is037:035	1a	@	-	Sillä␣
is037:035	1b	(@)	-	minä␣
is037:035	1b	@	-	varjelen␣
is037:035	(4a) 4b	@	-	tämän␣
is037:035	(3a) 3b	@	-	kaupungin␣
is037:035	2	%case	GEN	
is037:035	-	(@)	-	ja␣
is037:035	5b	@	-	pelastan␣
is037:035	5a	%case	?	
is037:035	pers%5b	@	-	sen␣
is037:035	pers%6	@	-	itseni␣
is037:035	6	@	-	tähden␣
is037:035	7a	@	-	ja␣
is037:035	9	@	-	palvelijani␣
is037:035	8	@	-	Daavidin␣
is037:035	7b	@	-	tähden
is037:035	-	(.)	-	.
is037:035	-	(@)	-	"␣
is037:036	is037:036	is037:036	VERSE	Jes␣37:36␣
is037:036	1a	@	-	Niin␣
is037:036	3	@	-	Herran␣
is037:036	2	@	-	enkeli␣
is037:036	1b	@	-	lähti␣
is037:036	4a	@	-	ja␣
is037:036	4b	@	-	löi␣
is037:036	6	@	-	Assurin␣
is037:036	5b	@	-	leirissä␣
is037:036	5a	%case	LOC	
is037:036	7	@	-	sata␣
is037:036	(8a)	-	UNTRANSLATED	
is037:036	8b	@	-	kahdeksankymmentä␣
is037:036	(9a)	-	UNTRANSLATED	
is037:036	9b	@	-	viisi␣
is037:036	10	@	-	tuhatta␣
is037:036	-	(@)	-	miestä
is037:036	-	(,)	-	,␣
is037:036	11a	@	-	ja␣
is037:036	-	(@)	-	kun␣
is037:036	11b	@	-	noustiin␣
is037:036	12b	@	-	aamulla␣
is037:036	12a	%case	LOC	
is037:036	11b	@	-	varhain
is037:036	-	(,)	-	,␣
is037:036	13a	@	-	niin␣
is037:036	13b	@	-	katso
is037:036	-	(,)	-	,␣
is037:036	pers%14	@	-	he␣
is037:036	16	(@)	-	olivat␣
is037:036	14	@	-	kaikki␣
is037:036	16	@	-	kuolleina␣
is037:036	15	@	-	ruumiina
is037:036	-	(.)	-	.␣
is037:037	is037:037	is037:037	VERSE	Jes␣37:37␣
is037:037	1a	@	-	Silloin␣
is037:037	4	@	-	Sanherib
is037:037	-	(,)	-	,␣
is037:037	6	@	-	Assurin␣
is037:037	5	@	-	kuningas
is037:037	-	(,)	-	,␣
is037:037	1b	@	-	lähti␣
is037:037	1b	@	-	liikkeelle␣
is037:037	2a	@	-	ja␣
is037:037	2b	@	-	meni␣
is037:037	2b	@	-	pois
is037:037	(3a)	-	UNTRANSLATED	
is037:037	-	(;)	-	;␣
is037:037	3b	(@)	-	hän␣
is037:037	3b	@	-	palasi␣
is037:037	-	(@)	-	maahansa␣
is037:037	7a	@	-	ja␣
is037:037	7b	@	-	jäi␣
is037:037	8b	@	-	Niiniveen
is037:037	8a	%case	LOC	
is037:037	-	(.)	-	.␣
is037:038	is037:038	is037:038	VERSE	Jes␣37:38␣
is037:038	1a	@	-	Mutta␣
is037:038	-	(@)	-	kun␣
is037:038	2	@	-	hän␣
is037:038	1b	@	-	oli␣
is037:038	-	(@)	-	kerran␣
is037:038	3	@	-	rukoilemassa␣
is037:038	6	@	-	jumalansa␣
is037:038	5	@	-	Nisrokin␣
is037:038	4	@	-	temppelissä
is037:038	(7a)	-	UNTRANSLATED	
is037:038	-	(,)	-	,␣
is037:038	10	@	-	surmasivat␣
is037:038	pers%9	@	-	hänen␣
is037:038	9	@	-	poikansa␣
is037:038	7b	@	-	Adrammelek␣
is037:038	8a	@	-	ja␣
is037:038	8b	@	-	Sareser␣
is037:038	pers%10	@	-	hänet␣
is037:038	11b	@	-	miekalla
is037:038	11a	%case	LOC	
is037:038	-	(;)	-	;␣
is037:038	12a	@	-	sitten␣
is037:038	12b	@	-	he␣
is037:038	13	@	-	pakenivat␣
is037:038	15	@	-	Araratin␣
is037:038	14	@	-	maahan
is037:038	-	(.)	-	.␣
is037:038	16a	@	-	Ja␣
is037:038	pers%18	@	-	hänen␣
is037:038	18	@	-	poikansa␣
is037:038	17	@	-	Eesarhaddon␣
is037:038	16b	@	-	tuli␣
is037:038	16b	@	-	kuninkaaksi␣
is037:038	pers%19	@	-	hänen␣
is037:038	19	@	-	sijaansa
is037:038	-	(.)	-	.␣
is038:001	is038:001	is038:001	VERSE	Jes␣38:1␣
is038:001	(2a) 2b	@	-	Niihin␣
is038:001	1b	@	-	aikoihin␣
is038:001	1a	%case	LOC	
is038:001	3	@	-	sairastui␣
is038:001	4	@	-	Hiskia␣
is038:001	-	(@)	-	ja␣
is038:001	5b	(@)	-	oli␣
is038:001	5b	@	-	kuolemaisillaan
is038:001	5a	%case	?	
is038:001	-	(;)	-	;␣
is038:001	6a	@	-	ja␣
is038:001	(11a) 11b	@	-	profeetta␣
is038:001	8	@	-	Jesaja
is038:001	-	(,)	-	,␣
is038:001	10	@	-	Aamoksen␣
is038:001	9	@	-	poika
is038:001	-	(,)	-	,␣
is038:001	6b	@	-	tuli␣
is038:001	pers%7	@	-	hänen␣
is038:001	7	@	-	tykönsä␣
is038:001	12a	@	-	ja␣
is038:001	12b	@	-	sanoi␣
is038:001	13	@	-	hänelle
is038:001	-	(:)	-	:␣
is038:001	-	(@)	-	"
is038:001	14	@	-	Näin␣
is038:001	15	@	-	sanoo␣
is038:001	16	@	-	Herra
is038:001	-	(:)	-	:␣
is038:001	17	@	-	Toimita␣
is038:001	18b	@	-	talosi
is038:001	18a	%case	NOM.GEN	
is038:001	-	(;)	-	;␣
is038:001	19	@	-	sillä␣
is038:001	21	@	-	sinä␣
is038:001	20	@	-	kuolet␣
is038:001	22b	@	-	etkä␣
is038:001	22a	%clitic	kA	
is038:001	-	(@)	-	enää␣
is038:001	23	@	-	parane
is038:001	-	(@)	-	"
is038:001	-	(.)	-	.␣
is038:002	is038:002	is038:002	VERSE	Jes␣38:2␣
is038:002	1a	@	-	Niin␣
is038:002	2	@	-	Hiskia␣
is038:002	1b	@	-	käänsi␣
is038:002	3	@	-	kasvonsa␣
is038:002	(5a) 5b	@	-	seinään␣
is038:002	4	@	-	päin␣
is038:002	6a	@	-	ja␣
is038:002	6b	@	-	rukoili␣
is038:002	8	@	-	Herraa␣
is038:002	7	%case	PTV	
is038:003	is038:003	is038:003	VERSE	Jes␣38:3␣
is038:003	1a	@	-	ja␣
is038:003	1b	@	-	sanoi
is038:003	-	(:)	-	:␣
is038:003	-	(@)	-	"
is038:003	2	@	-	Oi␣
is038:003	3	@	-	Herra
is038:003	-	(,)	-	,␣
is038:003	4	@	-	muista
is038:003	5	%inflection	ACT.IMP.2S	
is038:003	-	(,)	-	,␣
is038:003	6 7	@	-	kuinka␣
is038:003	8	(@)	-	minä␣
is038:003	8	(@)	-	olen␣
is038:003	8	@	-	vaeltanut␣
is038:003	pers%9b	@	-	sinun␣
is038:003	9b	@	-	edessäsi␣
is038:003	9a	%case	LOC	
is038:003	10b	@	-	uskollisesti␣
is038:003	10a	%case	MAN	
is038:003	11a	@	-	ja␣
is038:003	12	@	-	ehyellä␣
is038:003	11c	@	-	sydämellä␣
is038:003	11b	%case	LOC	
is038:003	13a	@	-	ja␣
is038:003	15	@	-	tehnyt␣
is038:003	13b	@	-	sitä
is038:003	-	(,)	-	,␣
is038:003	13b	@	-	mikä␣
is038:003	-	(@)	-	on␣
is038:003	13c	@	-	hyvää␣
is038:003	pers%14b	@	-	sinun␣
is038:003	14b	@	-	silmissäsi
is038:003	14a	%case	LOC	
is038:003	-	(!)	-	!
is038:003	-	(@)	-	"␣
is038:003	16a	@	-	Ja␣
is038:003	17	@	-	Hiskia␣
is038:003	16b	@	-	itki␣
is038:003	19	@	-	katkerasti
is038:003	18	%case	MAN	
is038:003	-	(.)	-	.␣
is038:004	is038:004	is038:004	VERSE	Jes␣38:4␣
is038:004	1a	@	-	Mutta␣
is038:004	5	@	-	Jesajalle␣
is038:004	4	%case	LOC	
is038:004	1b	@	-	tuli␣
is038:004	-	(@)	-	tämä␣
is038:004	3	@	-	Herran␣
is038:004	2	@	-	sana
is038:004	(6a) (6b)	-	UNTRANSLATED	
is038:004	-	(:)	-	:␣
is038:005	is038:005	is038:005	VERSE	Jes␣38:5␣
is038:005	-	(@)	-	"
is038:005	1	@	-	Mene␣
is038:005	2a	@	-	ja␣
is038:005	2b	@	-	sano␣
is038:005	4	@	-	Hiskialle
is038:005	3	%case	LOC	
is038:005	-	(:)	-	:␣
is038:005	-	(@)	-	'
is038:005	5	@	-	Näin␣
is038:005	6	@	-	sanoo␣
is038:005	7	@	-	Herra
is038:005	-	(,)	-	,␣
is038:005	pers%10	@	-	sinun␣
is038:005	10	@	-	isäsi␣
is038:005	9	@	-	Daavidin␣
is038:005	8	@	-	Jumala
is038:005	-	(:)	-	:␣
is038:005	11	(@)	-	Minä␣
is038:005	11	(@)	-	olen␣
is038:005	11	@	-	kuullut␣
is038:005	pers%13	@	-	sinun␣
is038:005	13	@	-	rukouksesi
is038:005	12	%case	NOM.GEN	
is038:005	-	(,)	-	,␣
is038:005	14	(@)	-	olen␣
is038:005	14	@	-	nähnyt␣
is038:005	pers%16	@	-	sinun␣
is038:005	16	@	-	kyyneleesi
is038:005	15	%case	NOM.GEN	
is038:005	-	(.)	-	.␣
is038:005	17	@	-	Katso
is038:005	-	(,)	-	,␣
is038:005	-	(@)	-	minä␣
is038:005	18	@	-	lisään␣
is038:005	pers%20	@	-	sinulle␣
is038:005	20	@	-	ikää␣
is038:005	19	%case	PTV	
is038:005	21 22	@	-	viisitoista␣
is038:005	23	@	-	vuotta
is038:005	-	(;)	-	;␣
is038:006	is038:006	is038:006	VERSE	Jes␣38:6␣
is038:006	1a	@	-	ja␣
is038:006	4	(@)	-	minä␣
is038:006	4	@	-	pelastan␣
is038:006	pers%4	@	-	sinut␣
is038:006	5a	@	-	ja␣
is038:006	(7a) 7b	@	-	tämän␣
is038:006	(6a) 6b	@	-	kaupungin␣
is038:006	5b	%case	GEN	
is038:006	3	@	-	Assurin␣
is038:006	2	@	-	kuninkaan␣
is038:006	1c	@	-	käsistä␣
is038:006	1b	%case	LOC	
is038:006	8a	@	-	ja␣
is038:006	8b	@	-	varjelen␣
is038:006	(11a) 11b	@	-	tätä␣
is038:006	(10a) 10b	@	-	kaupunkia
is038:006	9	%case	PTV	
is038:006	-	(.)	-	.␣
is038:007	is038:007	is038:007	VERSE	Jes␣38:7␣
is038:007	1a	@	-	Ja␣
is038:007	1b	@	-	tämä␣
is038:007	-	(@)	-	on␣
is038:007	-	(@)	-	oleva␣
is038:007	2	@	-	sinulle␣
is038:007	(3a) 3b	@	-	merkkinä␣
is038:007	5	@	-	Herralta␣
is038:007	4a 4b	%case	LOC	
is038:007	6	@	-	siitä
is038:007	-	(,)	-	,␣
is038:007	6	@	-	että␣
is038:007	8	@	-	Herra␣
is038:007	7	@	-	tekee
is038:007	-	(,)	-	,␣
is038:007	(10a) 10b (11a) 11b 12	@	-	mitä␣
is038:007	9	%case	PTV	
is038:007	13	(@)	-	on␣
is038:007	13	@	-	sanonut
is038:007	-	(:)	-	:␣
is038:008	is038:008	is038:008	VERSE	Jes␣38:8␣
is038:008	1	@	-	katso
is038:008	-	(,)	-	,␣
is038:008	2	(@)	-	minä␣
is038:008	2	(@)	-	annan␣
is038:008	(5a) 5b	@	-	aurinkokellon␣
is038:008	4	@	-	varjon␣
is038:008	3	%case	GEN	
is038:008	2	@	-	siirtyä␣
is038:008	2	@	-	takaisin␣
is038:008	11	%case	?	
is038:008	12	@	-	kymmenen␣
is038:008	13	@	-	astetta
is038:008	-	(,)	-	,␣
is038:008	6	@	-	jotka␣
is038:008	7	(@)	-	se␣
is038:008	-	(@)	-	jo␣
is038:008	7	(@)	-	on␣
is038:008	10b	@	-	auringon␣
is038:008	10a	@	-	mukana␣
is038:008	7	@	-	laskeutunut␣
is038:008	9	@	-	Aahaan␣
is038:008	8b	@	-	aurinkokellossa
is038:008	8a	%case	LOC	
is038:008	-	(.)	-	.
is038:008	-	(@)	-	'
is038:008	-	(@)	-	"␣
is038:008	14a	@	-	Ja␣
is038:008	(15a) 15b	@	-	aurinko␣
is038:008	14b	@	-	siirtyi␣
is038:008	18b	@	-	aurinkokellossa␣
is038:008	18a	%case	LOC	
is038:008	14b	@	-	takaisin␣
is038:008	16	@	-	kymmenen␣
is038:008	17	@	-	astetta
is038:008	-	(,)	-	,␣
is038:008	19	@	-	jotka␣
is038:008	20	(@)	-	se␣
is038:008	-	(@)	-	jo␣
is038:008	20	(@)	-	oli␣
is038:008	20	@	-	laskeutunut
is038:008	-	(.)	-	.␣
is038:009	is038:009	is038:009	VERSE	Jes␣38:9␣
is038:009	2b	@	-	Hiskian
is038:009	2a	%case	GEN	
is038:009	-	(,)	-	,␣
is038:009	4	@	-	Juudan␣
is038:009	3	@	-	kuninkaan
is038:009	-	(,)	-	,␣
is038:009	-	(@)	-	kirjoittama␣
is038:009	1	@	-	laulu
is038:009	-	(,)	-	,␣
is038:009	5a	@	-	kun␣
is038:009	pers%5b	@	-	hän␣
is038:009	5b	(@)	-	oli␣
is038:009	5b	@	-	ollut␣
is038:009	5b	@	-	sairaana␣
is038:009	6a	@	-	ja␣
is038:009	6b	@	-	toipunut␣
is038:009	7b	@	-	taudistansa
is038:009	7a	%case	LOC	
is038:009	-	(:)	-	:␣
is038:010	is038:010	is038:010	VERSE	Jes␣38:10␣
is038:010	-	(@)	-	"
is038:010	1	@	-	Minä␣
is038:010	2	@	-	sanoin
is038:010	-	(:)	-	:␣
is038:010	3a	@	-	Kesken␣
is038:010	3b	@	-	rauhallisten␣
is038:010	4	@	-	päivieni␣
is038:010	5	(@)	-	minun␣
is038:010	5	(@)	-	on␣
is038:010	5	@	-	mentävä␣
is038:010	7	@	-	tuonelan␣
is038:010	6b	@	-	porteista
is038:010	6a	%case	LOC	
is038:010	-	(;)	-	;␣
is038:010	9	@	-	jäljellä␣
is038:010	9	@	-	olevat␣
is038:010	10	@	-	vuoteni␣
is038:010	8	(@)	-	on␣
is038:010	8	(@)	-	minulta␣
is038:010	8	@	-	riistetty␣
is038:010	8	@	-	pois
is038:010	-	(.)	-	.␣
is038:011	is038:011	is038:011	VERSE	Jes␣38:11␣
is038:011	1	(@)	-	Minä␣
is038:011	1	@	-	sanoin
is038:011	-	(:)	-	:␣
is038:011	2	@	-	En␣
is038:011	3	(@)	-	saa␣
is038:011	3	(@)	-	minä␣
is038:011	-	(@)	-	enää␣
is038:011	3	@	-	nähdä␣
is038:011	4	@	-	Herraa
is038:011	-	(,)	-	,␣
is038:011	5	@	-	Herraa␣
is038:011	(7a) 7b	@	-	elävien␣
is038:011	6b	@	-	maassa
is038:011	6a	%case	LOC	
is038:011	-	(,)	-	,␣
is038:011	8	@	-	en␣
is038:011	11	@	-	enää␣
is038:011	10	@	-	ihmisiä␣
is038:011	9	@	-	katsella␣
is038:011	14	@	-	manalan␣
is038:011	13	@	-	asukasten␣
is038:011	12	@	-	joukossa
is038:011	-	(.)	-	.␣
is038:012	is038:012	is038:012	VERSE	Jes␣38:12␣
is038:012	pers%1	@	-	Minun␣
is038:012	1	@	-	majani␣
is038:012	2	@	-	puretaan␣
is038:012	3a	@	-	ja␣
is038:012	3b	@	-	viedään␣
is038:012	4	@	-	minulta␣
is038:012	3b	@	-	pois␣
is038:012	5a	@	-	niinkuin␣
is038:012	6	@	-	paimenen␣
is038:012	5b	@	-	teltta
is038:012	-	(;)	-	;␣
is038:012	7	(@)	-	olen␣
is038:012	7	@	-	kutonut␣
is038:012	7	@	-	loppuun␣
is038:012	9	@	-	elämäni
is038:012	-	(,)	-	,␣
is038:012	8a	@	-	niinkuin␣
is038:012	8b	@	-	kankuri␣
is038:012	-	(@)	-	kankaansa
is038:012	-	(,)	-	,␣
is038:012	pers%11	@	-	minut␣
is038:012	11	@	-	leikataan␣
is038:012	11	@	-	irti␣
is038:012	10b	@	-	loimentutkaimista
is038:012	10a	%case	LOC	
is038:012	-	(.)	-	.␣
is038:012	12a	@	-	Ennenkuin␣
is038:012	12b	@	-	päivä␣
is038:012	14	@	-	yöksi␣
is038:012	13	@	-	muuttuu
is038:012	-	(,)	-	,␣
is038:012	15	(@)	-	sinä␣
is038:012	15	@	-	teet␣
is038:012	pers%15	@	-	minusta␣
is038:012	15	@	-	lopun
is038:012	-	(.)	-	.␣
is038:013	is038:013	is038:013	VERSE	Jes␣38:13␣
is038:013	1	(@)	-	Minä␣
is038:013	1	@	-	viihdyttelin␣
is038:013	1	(@)	-	itseäni␣
is038:013	3	@	-	aamuun␣
is038:013	2	@	-	asti␣
is038:013	-	(-)	-	-␣
is038:013	4a	@	-	niinkuin␣
is038:013	4b	@	-	leijona␣
is038:013	(5)	-	UNTRANSLATED	
is038:013	6	(@)	-	hän␣
is038:013	6	@	-	murskaa␣
is038:013	7	@	-	kaikki␣
is038:013	pers%8	@	-	minun␣
is038:013	8	@	-	luuni
is038:013	-	(;)	-	;␣
is038:013	9a	@	-	ennenkuin␣
is038:013	9b	@	-	päivä␣
is038:013	11	@	-	yöksi␣
is038:013	10	@	-	muuttuu
is038:013	-	(,)	-	,␣
is038:013	12	(@)	-	sinä␣
is038:013	12	@	-	teet␣
is038:013	pers%12	@	-	minusta␣
is038:013	12	@	-	lopun
is038:013	-	(.)	-	.␣
is038:014	is038:014	is038:014	VERSE	Jes␣38:14␣
is038:014	1a	@	-	Niinkuin␣
is038:014	1b	@	-	pääskynen
is038:014	-	(,)	-	,␣
is038:014	-	(@)	-	niinkuin␣
is038:014	2	@	-	kurki␣
is038:014	(3)	-	UNTRANSLATED	
is038:014	4	(@)	-	minä␣
is038:014	4	@	-	kuikutan
is038:014	-	(,)	-	,␣
is038:014	5	(@)	-	minä␣
is038:014	5	@	-	kujerran␣
is038:014	6a	@	-	kuin␣
is038:014	6b	@	-	kyyhkynen
is038:014	-	(;)	-	;␣
is038:014	7	@	-	hiueten␣
is038:014	7	@	-	katsovat␣
is038:014	pers%8	@	-	minun␣
is038:014	8	@	-	silmäni␣
is038:014	9b	@	-	korkeuteen
is038:014	9a	%case	LOC	
is038:014	-	(:)	-	:␣
is038:014	10	@	-	Herra
is038:014	-	(,)	-	,␣
is038:014	12	@	-	minulla␣
is038:014	11	@	-	on␣
is038:014	11	@	-	ahdistus
is038:014	-	(,)	-	,␣
is038:014	13	@	-	puolusta␣
is038:014	pers%13	@	-	minua
is038:014	-	(.)	-	.␣
is038:015	is038:015	is038:015	VERSE	Jes␣38:15␣
is038:015	1	@	-	Mitä␣
is038:015	-	(@)	-	nyt␣
is038:015	2	@	-	sanonkaan
is038:015	(3a)	-	UNTRANSLATED	
is038:015	-	(?)	-	?␣
is038:015	3b	(@)	-	Hän␣
is038:015	3b	@	-	lupasi␣
is038:015	4	@	-	minulle␣
is038:015	5a	@	-	ja␣
is038:015	(5b)	-	UNTRANSLATED	
is038:015	6	@	-	täytti␣
is038:015	-	(@)	-	myös
is038:015	-	(:)	-	:␣
is038:015	7	(@)	-	minä␣
is038:015	7	@	-	vaellan␣
is038:015	-	(@)	-	hiljaisesti␣
is038:015	8	@	-	kaikki␣
is038:015	-	(@)	-	elämäni␣
is038:015	9	@	-	vuodet␣
is038:015	12	@	-	sieluni␣
is038:015	11	@	-	murheen␣
is038:015	10	@	-	tähden
is038:015	-	(.)	-	.␣
is038:016	is038:016	is038:016	VERSE	Jes␣38:16␣
is038:016	1	@	-	Herra
is038:016	-	(,)	-	,␣
is038:016	2	@	-	tämänkaltaiset␣
is038:016	3	@	-	ovat␣
is038:016	3	@	-	elämäksi
is038:016	-	(,)	-	,␣
is038:016	4a	@	-	ja␣
is038:016	5	@	-	niissä␣
is038:016	-	(@)	-	on␣
is038:016	4c	@	-	koko␣
is038:016	4b	%case	?	
is038:016	pers%7	@	-	minun␣
is038:016	7	@	-	henkeni␣
is038:016	6	@	-	elämä
is038:016	(8a)	-	UNTRANSLATED	
is038:016	-	(.)	-	.␣
is038:016	8b	(@)	-	Sinä␣
is038:016	8b	@	-	teet␣
is038:016	pers%8b	@	-	minut␣
is038:016	8b	@	-	terveeksi
is038:016	(9a)	-	UNTRANSLATED	
is038:016	-	(;)	-	;␣
is038:016	9b	(@)	-	anna␣
is038:016	pers%9b	@	-	minun␣
is038:016	9b	@	-	elää
is038:016	-	(.)	-	.␣
is038:017	is038:017	is038:017	VERSE	Jes␣38:17␣
is038:017	1	@	-	Katso
is038:017	-	(,)	-	,␣
is038:017	2b	@	-	onneksi␣
is038:017	2a	%case	TRA	
is038:017	-	(@)	-	muuttui␣
is038:017	4	@	-	minulle␣
is038:017	5	@	-	katkera␣
is038:017	3	@	-	murhe
is038:017	(6a)	-	UNTRANSLATED	
is038:017	-	(:)	-	:␣
is038:017	6b	@	-	sinä␣
is038:017	7	@	-	rakastit␣
is038:017	pers%8	@	-	minun␣
is038:017	8	@	-	sieluani
is038:017	-	(,)	-	,␣
is038:017	-	(@)	-	nostit␣
is038:017	-	(@)	-	sen␣
is038:017	10	@	-	kadotuksen␣
is038:017	9b	@	-	kuopasta
is038:017	9a	%case	LOC	
is038:017	-	(,)	-	,␣
is038:017	11	@	-	sillä␣
is038:017	12	(@)	-	sinä␣
is038:017	12	@	-	heitit␣
is038:017	15	@	-	kaikki␣
is038:017	pers%16	@	-	minun␣
is038:017	16	@	-	syntini␣
is038:017	14	@	-	selkäsi␣
is038:017	13	@	-	taa
is038:017	-	(.)	-	.␣
is038:018	is038:018	is038:018	VERSE	Jes␣38:18␣
is038:018	1	@	-	Sillä␣
is038:018	2	@	-	ei␣
is038:018	3	@	-	tuonela␣
is038:018	pers%4	@	-	sinua␣
is038:018	4	@	-	kiitä
is038:018	-	(,)	-	,␣
is038:018	7	@	-	ei␣
is038:018	5	@	-	kuolema␣
is038:018	pers%6	@	-	sinua␣
is038:018	6	@	-	ylistä
is038:018	-	(;)	-	;␣
is038:018	-	(@)	-	eivät␣
is038:018	10	@	-	hautaan␣
is038:018	9	@	-	vaipuneet␣
is038:018	8	@	-	pane␣
is038:018	pers%12	@	-	sinun␣
is038:018	12	@	-	totuuteesi␣
is038:018	11	%case	LOC	
is038:018	8	@	-	toivoansa
is038:018	-	(.)	-	.␣
is038:019	is038:019	is038:019	VERSE	Jes␣38:19␣
is038:019	1	@	-	Elävät
is038:019	-	(,)	-	,␣
is038:019	2	@	-	elävät␣
is038:019	(3)	-	UNTRANSLATED	
is038:019	pers%4	@	-	sinua␣
is038:019	4	@	-	kiittävät
is038:019	-	(,)	-	,␣
is038:019	5	@	-	niinkuin␣
is038:019	pers%5	@	-	minä␣
is038:019	(6a) 6b	@	-	tänä␣
is038:019	(6a) 6b	@	-	päivänä
is038:019	-	(;)	-	;␣
is038:019	7	@	-	isä␣
is038:019	9	@	-	ilmoittaa␣
is038:019	8b	@	-	lapsillensa␣
is038:019	8a	%case	LOC	
is038:019	pers%11	@	-	sinun␣
is038:019	11	@	-	totuutesi
is038:019	10	%case	NOM.GEN	
is038:019	-	(.)	-	.␣
is038:020	is038:020	is038:020	VERSE	Jes␣38:20␣
is038:020	1	@	-	Herra␣
is038:020	2b	@	-	on␣
is038:020	pers%2b	@	-	minun␣
is038:020	2b	@	-	auttajani
is038:020	2a	%case	NOM.GEN	
is038:020	(3a)	-	UNTRANSLATED	
is038:020	-	(.)	-	.␣
is038:020	3b	(@)	-	Minun␣
is038:020	3b	(@)	-	kanteleeni␣
is038:020	3b	@	-	soittoja␣
is038:020	4	@	-	soittakaamme␣
is038:020	5	@	-	kaikkina␣
is038:020	6 7	@	-	elinpäivinämme␣
is038:020	10	@	-	Herran␣
is038:020	9	@	-	temppelissä
is038:020	8	%case	LOC	
is038:020	-	(.)	-	.
is038:020	-	(@)	-	"␣
is038:021	is038:021	is038:021	VERSE	Jes␣38:21␣
is038:021	1a	@	-	Ja␣
is038:021	2	@	-	Jesaja␣
is038:021	1b	@	-	käski␣
is038:021	3	@	-	tuoda␣
is038:021	4 5	@	-	viikunakakkua␣
is038:021	6a	@	-	ja␣
is038:021	6b	@	-	hautoa␣
is038:021	(8a) 8b	@	-	paisetta
is038:021	7	%case	PTV	
is038:021	-	(,)	-	,␣
is038:021	9a	@	-	että␣
is038:021	9b	(@)	-	hän␣
is038:021	9b	@	-	tulisi␣
is038:021	9b	@	-	terveeksi
is038:021	-	(.)	-	.␣
is038:022	is038:022	is038:022	VERSE	Jes␣38:22␣
is038:022	1a	@	-	Niin␣
is038:022	2	@	-	Hiskia␣
is038:022	1b	@	-	sanoi
is038:022	-	(:)	-	:␣
is038:022	-	(@)	-	"
is038:022	3	@	-	Mikä␣
is038:022	-	(@)	-	on␣
is038:022	4	@	-	merkkinä␣
is038:022	-	(@)	-	siitä
is038:022	-	(,)	-	,␣
is038:022	5	@	-	että␣
is038:022	6	(@)	-	minä␣
is038:022	6	(@)	-	voin␣
is038:022	6	@	-	mennä␣
is038:022	8	@	-	Herran␣
is038:022	7	@	-	temppeliin
is038:022	-	(?)	-	?
