ga001:001	ga001:001	ga001:001	VERSE	Gal␣1:1␣
ga003:017	18	@	-	kumota
ga003:017	-	(,)	-	,␣
ga003:017	19	@	-	niin␣
ga003:017	19	@	-	että␣
ga003:017	-	(@)	-	se␣
ga003:017	(20) 21	@	-	tekisi␣
ga003:017	(22) 23a	@	-	lupauksen␣
ga003:017	(20) 21	@	-	mitättömäksi
ga003:017	23b	.	-	.␣
ga003:018	ga003:018	ga003:018	VERSE	Gal␣3:18␣
ga003:018	2	@	-	Sillä␣
ga003:018	1	@	-	jos␣
ga003:018	(5) 6a	@	-	perintö␣
ga003:018	-	(@)	-	tulisi␣
ga003:018	4	@	-	laista
ga003:018	3	%case	LOC	
ga003:018	-	(,)	-	,␣
ga003:018	-	(@)	-	niin␣
ga003:018	-	(@)	-	se␣
ga003:018	7	@	-	ei␣
ga003:018	7	@	-	enää␣
ga003:018	-	(@)	-	tulisikaan␣
ga003:018	9a	@	-	lupauksesta
ga003:018	8	%case	LOC	
ga003:018	-	(.)	-	.␣
ga003:018	11	@	-	Mutta␣
ga003:018	(10) 12	@	-	Aabrahamille␣
ga003:018	(16) 17a	@	-	Jumala␣
ga003:018	15	(@)	-	on␣
ga003:018	-	(@)	-	sen␣
ga003:018	15	@	-	lahjoittanut␣
ga003:018	14	@	-	lupauksen␣
ga003:018	13	@	-	kautta
ga003:018	17b	.	-	.␣
ga003:019	ga003:019	ga003:019	VERSE	Gal␣3:19␣
ga003:019	1	@	-	Mitä␣
ga003:019	1	@	-	varten␣
ga003:019	2	@	-	sitten␣
ga003:019	-	(@)	-	on␣
ga003:019	(3) 4a	@	-	laki
ga003:019	-	(?)	-	?␣
ga003:019	8a	(@)	-	Se␣
ga003:019	8a	(@)	-	on␣
ga003:019	(5) 6	@	-	rikkomusten␣
ga003:019	7	@	-	tähden␣
ga003:019	8a	@	-	jäljestäpäin␣
ga003:019	8a	@	-	lisätty␣
ga003:019	-	(@)	-	olemaan␣
ga003:019	10 9	@	-	siihen␣
ga003:019	10 9	@	-	asti
ga003:019	-	(,)	-	,␣
ga003:019	10 9	@	-	kunnes␣
ga003:019	11	(@)	-	oli␣
ga003:019	11	@	-	tuleva␣
ga003:019	12	@	-	se␣
ga003:019	13	@	-	siemen
ga003:019	-	(,)	-	,␣
ga003:019	14	@	-	jolle␣
ga003:019	15a	@	-	lupaus␣
ga003:019	15a	(@)	-	oli␣
ga003:019	15a	@	-	annettu
ga003:019	-	(;)	-	;␣
ga003:019	-	(@)	-	ja␣
ga003:019	16	(@)	-	se␣
ga003:019	16	@	-	säädettiin␣
ga003:019	18	@	-	enkelien␣
ga003:019	17	@	-	kautta
ga003:019	-	(,)	-	,␣
ga003:019	21a	@	-	välimiehen␣
ga003:019	20	@	-	kädellä
ga003:019	19	%case	LOC	
ga003:019	21b	.	-	.␣
ga003:020	ga003:020	ga003:020	VERSE	Gal␣3:20␣
ga003:020	(1) 3	@	-	Välimies␣
ga003:020	2	@	-	taas␣
ga003:020	5	@	-	ei␣
ga003:020	6a	@	-	ole␣
ga003:020	4	@	-	yhtä␣
ga003:020	case%4	@	-	varten
ga003:020	-	(;)	-	;␣
ga003:020	8	@	-	mutta␣
ga003:020	(7) 9	@	-	Jumala␣
ga003:020	11a	@	-	on␣
ga003:020	10	@	-	yksi
ga003:020	11b	.	-	.␣
ga003:021	ga003:021	ga003:021	VERSE	Gal␣3:21␣
ga003:021	2	(@)	-	Onko␣
ga003:021	2	@	-	sitten␣
ga003:021	(1) 3	@	-	laki␣
ga003:021	4	@	-	vastoin␣
ga003:021	(7) 8a	@	-	Jumalan␣
ga003:021	(5) 6a	@	-	lupauksia
ga003:021	-	(?)	-	?␣
ga003:021	10a 9	@	-	Pois␣
ga003:021	10a 9	@	-	se
ga003:021	-	(!)	-	!␣
ga003:021	12	@	-	Sillä␣
ga003:021	11	@	-	jos␣
ga003:021	13	(@)	-	olisi␣
ga003:021	13	@	-	annettu␣
ga003:021	14	@	-	laki
ga003:021	-	(,)	-	,␣
ga003:021	15	@	-	joka␣
ga003:021	16	@	-	voisi␣
ga003:021	17a	@	-	eläväksi␣
ga003:021	17a	@	-	tehdä
ga003:021	17b	,	-	,␣
ga003:021	18	(@)	-	niin␣
ga003:021	(23) 24a	@	-	vanhurskaus␣
ga003:021	18	@	-	todella␣
ga003:021	22	@	-	tulisi␣
ga003:021	21	%modus	COND	
ga003:021	20	@	-	laista
ga003:021	19	%case	LOC	
ga003:021	24b	.	-	.␣
ga003:022	ga003:022	ga003:022	VERSE	Gal␣3:22␣
ga003:022	1	@	-	Mutta␣
ga003:022	(3) 4	@	-	Raamattu␣
ga003:022	2	(@)	-	on␣
ga003:022	2	@	-	sulkenut␣
ga003:022	(5) 6	@	-	kaikki␣
ga003:022	8a	@	-	synnin␣
ga003:022	7	@	-	alle
ga003:022	8b	,	-	,␣
ga003:022	9	@	-	että␣
ga003:022	10	@	-	se
ga003:022	-	(,)	-	,␣
ga003:022	10	@	-	mikä␣
ga003:022	11	@	-	luvattu␣
ga003:022	11	(@)	-	oli
ga003:022	-	(,)	-	,␣
ga003:022	16	@	-	annettaisiin␣
ga003:022	13	@	-	uskosta␣
ga003:022	12	%case	LOC	
ga003:022	14	@	-	Jeesukseen␣
ga003:022	15	@	-	Kristukseen␣
ga003:022	17	@	-	niille
ga003:022	-	(,)	-	,␣
ga003:022	17	@	-	jotka␣
ga003:022	18a	@	-	uskovat
ga003:022	18b	.	-	.␣
ga003:023	ga003:023	ga003:023	VERSE	Gal␣3:23␣
ga003:023	3	@	-	Mutta␣
ga003:023	1	@	-	ennenkuin␣
ga003:023	(5) 6	@	-	usko␣
ga003:023	(2) 4	@	-	tuli
ga003:023	-	(,)	-	,␣
ga003:023	9	@	-	vartioitiin␣
ga003:023	9	(@)	-	meitä␣
ga003:023	8	@	-	lain␣
ga003:023	7	@	-	alle␣
ga003:023	10	@	-	suljettuina␣
ga003:023	14	@	-	uskoa␣
ga003:023	11	@	-	varten
ga003:023	-	(,)	-	,␣
ga003:023	12	@	-	joka␣
ga003:023	15a	(@)	-	oli␣
ga003:023	13	@	-	vastedes␣
ga003:023	15a	@	-	ilmestyvä
ga003:023	15b	.	-	.␣
ga003:024	ga003:024	ga003:024	VERSE	Gal␣3:24␣
ga003:024	1	@	-	Niinmuodoin␣
ga003:024	6	(@)	-	on␣
ga003:024	(2) 3	@	-	laista␣
ga003:024	6	@	-	tullut␣
ga003:024	5	@	-	meille␣
ga003:024	4	@	-	kasvattaja␣
ga003:024	8a	@	-	Kristukseen
ga003:024	7	%case	LOC	
ga003:024	8b	,	-	,␣
ga003:024	9	@	-	että␣
ga003:024	12a	(@)	-	me␣
ga003:024	11	@	-	uskosta␣
ga003:024	10	%case	LOC	
ga003:024	12a	@	-	vanhurskaiksi␣
ga003:024	12a	@	-	tulisimme
ga003:024	12b	.	-	.␣
ga003:025	ga003:025	ga003:025	VERSE	Gal␣3:25␣
ga003:025	2	@	-	Mutta␣
ga003:025	(3) 4	@	-	uskon␣
ga003:025	1	@	-	tultua␣
ga003:025	8a	(@)	-	me␣
ga003:025	5	@	-	emme␣
ga003:025	5	@	-	enää␣
ga003:025	8a	@	-	ole␣
ga003:025	7	@	-	kasvattajan␣
ga003:025	6	@	-	alaisia
ga003:025	8b	.	-	.␣
ga003:026	ga003:026	ga003:026	VERSE	Gal␣3:26␣
ga003:026	2	@	-	Sillä␣
ga003:026	-	(@)	-	te␣
ga003:026	5	@	-	olette␣
ga003:026	1	@	-	kaikki␣
ga003:026	(7) 8	@	-	uskon␣
ga003:026	6	@	-	kautta␣
ga003:026	4	@	-	Jumalan␣
ga003:026	3	@	-	lapsia␣
ga003:026	10	@	-	Kristuksessa␣
ga003:026	11a	@	-	Jeesuksessa
ga003:026	9	%case	LOC	
ga003:026	11b	.	-	.␣
ga003:027	ga003:027	ga003:027	VERSE	Gal␣3:27␣
ga003:027	2	@	-	Sillä␣
ga003:027	1	@	-	kaikki␣
ga003:027	5a	(@)	-	te
ga003:027	-	(,)	-	,␣
ga003:027	1	@	-	jotka␣
ga003:027	5a	(@)	-	olette␣
ga003:027	4	@	-	Kristukseen␣
ga003:027	3	%case	LOC	
ga003:027	5a	@	-	kastetut
ga003:027	5b	,	-	,␣
ga003:027	7a	(@)	-	olette␣
ga003:027	6	@	-	Kristuksen␣
ga003:027	7a	@	-	päällenne␣
ga003:027	7a	@	-	pukeneet
ga003:027	7b	.	-	.␣
ga003:028	ga003:028	ga003:028	VERSE	Gal␣3:28␣
ga003:028	1	@	-	Ei␣
ga003:028	2	@	-	ole␣
ga003:028	-	(@)	-	tässä␣
ga003:028	3	@	-	juutalaista␣
ga003:028	4	@	-	eikä␣
ga003:028	5a	@	-	kreikkalaista
ga003:028	5b	,	-	,␣
ga003:028	6	@	-	ei␣
ga003:028	7	@	-	ole␣
ga003:028	8	@	-	orjaa␣
ga003:028	9	@	-	eikä␣
ga003:028	10a	@	-	vapaata
ga003:028	10b	,	-	,␣
ga003:028	11	@	-	ei␣
ga003:028	12	@	-	ole␣
ga003:028	13	@	-	miestä␣
ga003:028	14	@	-	eikä␣
ga003:028	15a	@	-	naista
ga003:028	15b	;	-	;␣
ga003:028	17	@	-	sillä␣
ga003:028	16	@	-	kaikki␣
ga003:028	18	@	-	te␣
ga003:028	20	@	-	olette␣
ga003:028	19	@	-	yhtä␣
ga003:028	22	@	-	Kristuksessa␣
ga003:028	23a	@	-	Jeesuksessa
ga003:028	21	%case	LOC	
ga003:028	23b	.	-	.␣
ga003:029	ga003:029	ga003:029	VERSE	Gal␣3:29␣
ga003:029	2	@	-	Mutta␣
ga003:029	1	@	-	jos␣
ga003:029	3	@	-	te␣
ga003:029	-	(@)	-	olette␣
ga003:029	4a	@	-	Kristuksen␣
ga003:029	case%4a	@	-	omat
ga003:029	4b	,	-	,␣
ga003:029	5	@	-	niin␣
ga003:029	-	(@)	-	te␣
ga003:029	-	(@)	-	siis␣
ga003:029	9a	@	-	olette␣
ga003:029	(6) 7	@	-	Aabrahamin␣
ga003:029	8	@	-	siementä
ga003:029	9b	,	-	,␣
ga003:029	12a	@	-	perillisiä␣
ga003:029	11	@	-	lupauksen␣
ga003:029	10	@	-	mukaan
ga003:029	12b	.	-	.␣
ga004:001	ga004:001	ga004:001	VERSE	Gal␣4:1␣
ga004:001	2a	@	-	Mutta␣
ga004:001	1	(@)	-	minä␣
ga004:001	1	@	-	sanon
ga004:001	2b	:	-	:␣
ga004:001	4 5	@	-	niin␣
ga004:001	4 5	@	-	kauan␣
ga004:001	4 5	@	-	kuin␣
ga004:001	3	%case	?	
ga004:001	(6) 7	@	-	perillinen␣
ga004:001	9a	@	-	on␣
ga004:001	8	@	-	alaikäinen
ga004:001	9b	,	-	,␣
ga004:001	10	@	-	ei␣
ga004:001	11	(@)	-	hän␣
ga004:001	10	@	-	missään␣
ga004:001	10	@	-	kohden␣
ga004:001	11	@	-	eroa␣
ga004:001	12	@	-	orjasta
ga004:001	-	(,)	-	,␣
ga004:001	15a	(@)	-	vaikka␣
ga004:001	15a	(@)	-	hän␣
ga004:001	15a	@	-	onkin␣
ga004:001	14	@	-	kaiken␣
ga004:001	13	@	-	herra
ga004:001	15b	;	-	;␣
ga004:002	ga004:002	ga004:002	VERSE	Gal␣4:2␣
ga004:002	1	@	-	vaan␣
ga004:002	4	(@)	-	hän␣
ga004:002	4	@	-	on␣
ga004:002	3	@	-	holhoojain␣
ga004:002	5	@	-	ja␣
ga004:002	6	@	-	huoneenhaltijain␣
ga004:002	2	@	-	alainen␣
ga004:002	(10) 11a	@	-	isän␣
ga004:002	(8) 9	@	-	määräämään␣
ga004:002	(8) 9	@	-	aikaan␣
ga004:002	7	@	-	asti
ga004:002	11b	.	-	.␣
ga004:003	ga004:003	ga004:003	VERSE	Gal␣4:3␣
ga004:003	1	@	-	Samoin␣
ga004:003	3a	@	-	mekin
ga004:003	2	%clitic	kin	
ga004:003	3b	;	-	;␣
ga004:003	4	@	-	kun␣
ga004:003	5	@	-	olimme␣
ga004:003	6a	@	-	alaikäisiä
ga004:003	6b	,	-	,␣
ga004:003	12	@	-	olimme␣
ga004:003	13a	@	-	orjuutetut␣
ga004:003	(10) 11	@	-	maailman␣
ga004:003	(8) 9	@	-	alkeisvoimien␣
ga004:003	7	@	-	alle
ga004:003	13b	.	-	.␣
ga004:004	ga004:004	ga004:004	VERSE	Gal␣4:4␣
ga004:004	2	@	-	Mutta␣
ga004:004	1	@	-	kun␣
ga004:004	(6) 7a	@	-	aika␣
ga004:004	3	@	-	oli␣
ga004:004	(4) 5	@	-	täytetty
ga004:004	7b	,	-	,␣
ga004:004	8	@	-	lähetti␣
ga004:004	10 (9)	@	-	Jumala␣
ga004:004	(11) 12	@	-	Poikansa
ga004:004	13a	%pers	3	
ga004:004	13b	,	-	,␣
ga004:004	16a	@	-	vaimosta␣
ga004:004	15	%case	LOC	
ga004:004	14	@	-	syntyneen
ga004:004	16b	,	-	,␣
ga004:004	19a	@	-	lain␣
ga004:004	18	@	-	alaiseksi␣
ga004:004	17	@	-	syntyneen
ga004:004	19b	,	-	,␣
ga004:005	ga004:005	ga004:005	VERSE	Gal␣4:5␣
ga004:005	5a	@	-	lunastamaan␣
ga004:005	1	%case	LOC	
ga004:005	4	@	-	lain␣
ga004:005	(2) 3	@	-	alaiset
ga004:005	5b	,	-	,␣
ga004:005	6	@	-	että␣
ga004:005	9a	(@)	-	me␣
ga004:005	9a	@	-	pääsisimme␣
ga004:005	(7) 8	@	-	lapsen␣
ga004:005	(7) 8	@	-	asemaan
ga004:005	9b	.	-	.␣
ga004:006	ga004:006	ga004:006	VERSE	Gal␣4:6␣
ga004:006	2	@	-	Ja␣
ga004:006	1	@	-	koska␣
ga004:006	3	(@)	-	te␣
ga004:006	3	@	-	olette␣
ga004:006	4a	@	-	lapsia
ga004:006	4b	,	-	,␣
ga004:006	5	(@)	-	on␣
ga004:006	(6) 7	@	-	Jumala␣
ga004:006	5	@	-	lähettänyt␣
ga004:006	16	@	-	meidän␣
ga004:006	(14) 15	@	-	sydämeemme␣
ga004:006	13	%case	LOC	
ga004:006	(10) 11	@	-	Poikansa␣
ga004:006	12	%pers	3	
ga004:006	(8) 9	@	-	Hengen
ga004:006	-	(,)	-	,␣
ga004:006	17a	(@)	-	joka␣
ga004:006	17a	@	-	huutaa
ga004:006	17b	:	-	:␣
ga004:006	17b	@	-	"
ga004:006	18	@	-	Abba
ga004:006	-	(!)	-	!␣
ga004:006	(19) 20a	@	-	Isä
ga004:006	-	(!)	-	!
ga004:006	20b	@	-	"␣
ga004:007	ga004:007	ga004:007	VERSE	Gal␣4:7␣
ga004:007	1	@	-	Niinpä␣
ga004:007	3	(@)	-	sinä␣
ga004:007	2	@	-	et␣
ga004:007	1	@	-	siis␣
ga004:007	2	@	-	enää␣
ga004:007	3	@	-	ole␣
ga004:007	4	@	-	orja
ga004:007	-	(,)	-	,␣
ga004:007	5	@	-	vaan␣
ga004:007	6a	@	-	lapsi
ga004:007	6b	;	-	;␣
ga004:007	8	@	-	mutta␣
ga004:007	7	@	-	jos␣
ga004:007	-	(@)	-	olet␣
ga004:007	9a	@	-	lapsi
ga004:007	-	(,)	-	,␣
ga004:007	-	(@)	-	olet␣
ga004:007	10	@	-	myös␣
ga004:007	11	@	-	perillinen␣
ga004:007	13a	@	-	Jumalan␣
ga004:007	12	@	-	kautta
ga004:007	13b	.	-	.␣
ga004:008	ga004:008	ga004:008	VERSE	Gal␣4:8␣
ga004:008	1	@	-	Mutta␣
ga004:008	2	@	-	silloin
ga004:008	-	(,)	-	,␣
ga004:008	(3)	-	UNTRANSLATED	
ga004:008	5	(@)	-	kun␣
ga004:008	4	@	-	ette␣
ga004:008	5	@	-	tunteneet␣
ga004:008	6	@	-	Jumalaa
ga004:008	-	(,)	-	,␣
ga004:008	7	(@)	-	te␣
ga004:008	7	@	-	palvelitte␣
ga004:008	-	(@)	-	jumalia
ga004:008	-	(,)	-	,␣
ga004:008	11	(@)	-	jotka␣
ga004:008	9	@	-	luonnostaan␣
ga004:008	10	@	-	eivät␣
ga004:008	12a (8)	@	-	jumalia␣
ga004:008	11	@	-	ole
ga004:008	12b	.	-	.␣
ga004:009	ga004:009	ga004:009	VERSE	Gal␣4:9␣
ga004:009	1	@	-	Nyt␣
ga004:009	2	@	-	sitävastoin
ga004:009	-	(,)	-	,␣
ga004:009	3	(@)	-	kun␣
ga004:009	3	(@)	-	olette␣
ga004:009	3	(@)	-	tulleet␣
ga004:009	3	@	-	tuntemaan␣
ga004:009	4a	@	-	Jumalan␣
ga004:009	6	@	-	ja
ga004:009	-	(,)	-	,␣
ga004:009	-	(@)	-	mikä␣
ga004:009	5	@	-	enemmän␣
ga004:009	-	(@)	-	on
ga004:009	-	(,)	-	,␣
ga004:009	7	(@)	-	kun␣
ga004:009	9a	@	-	Jumala␣
ga004:009	8	%case	NOM	
ga004:009	7	@	-	tuntee␣
ga004:009	7	(@)	-	teidät
ga004:009	9b	,	-	,␣
ga004:009	10	@	-	kuinka␣
ga004:009	11	(@)	-	te␣
ga004:009	12	@	-	jälleen␣
ga004:009	11	@	-	käännytte␣
ga004:009	14	@	-	noiden␣
ga004:009	15	@	-	heikkojen␣
ga004:009	16	@	-	ja␣
ga004:009	17	@	-	köyhien␣
ga004:009	18	@	-	alkeisvoimien␣
ga004:009	13	@	-	puoleen
ga004:009	-	(,)	-	,␣
ga004:009	19	@	-	joiden␣
ga004:009	22	@	-	orjiksi␣
ga004:009	20	@	-	taas␣
ga004:009	21	@	-	uudestaan␣
ga004:009	23a	@	-	tahdotte␣
ga004:009	22	@	-	tulla
ga004:009	-	(?)	-	?␣
ga004:010	ga004:010	ga004:010	VERSE	Gal␣4:10␣
ga004:010	2	(@)	-	Te␣
ga004:010	2	@	-	otatte␣
ga004:010	2	@	-	vaarin␣
ga004:010	1	@	-	päivistä␣
ga004:010	3	@	-	ja␣
ga004:010	4	@	-	kuukausista␣
ga004:010	5	@	-	ja␣
ga004:010	6	@	-	juhla-ajoista␣
ga004:010	7	@	-	ja␣
ga004:010	8a	@	-	vuosista
ga004:010	8b	.	-	.␣
ga004:011	ga004:011	ga004:011	VERSE	Gal␣4:11␣
ga004:011	1	(@)	-	Minä␣
ga004:011	1	@	-	pelkään␣
ga004:011	2	@	-	teidän␣
ga004:011	case%2	@	-	tähtenne
ga004:011	-	(,)	-	,␣
ga004:011	3 4	@	-	että␣
ga004:011	6	(@)	-	olen␣
ga004:011	3 4	@	-	ehkä␣
ga004:011	5	@	-	turhaan␣
ga004:011	8a	@	-	teistä␣
ga004:011	7	%case	LOC	
ga004:011	6	@	-	vaivaa␣
ga004:011	6	@	-	nähnyt
ga004:011	8b	.	-	.␣
ga004:012	ga004:012	ga004:012	VERSE	Gal␣4:12␣
ga004:012	1	@	-	Tulkaa␣
ga004:012	3a	@	-	minun␣
ga004:012	2	@	-	kaltaisikseni
ga004:012	3b	,	-	,␣
ga004:012	4	@	-	koska␣
ga004:012	6	@	-	minäkin␣
ga004:012	-	(@)	-	olen␣
ga004:012	-	(@)	-	tullut␣
ga004:012	8a	@	-	teidän␣
ga004:012	7	@	-	kaltaiseksenne
ga004:012	8b	,	-	,␣
ga004:012	9a	@	-	veljet
ga004:012	-	(,)	-	,␣
ga004:012	10	(@)	-	minä␣
ga004:012	10	@	-	pyydän␣
ga004:012	-	(@)	-	sitä␣
ga004:012	11a	@	-	teiltä
ga004:012	11b	.	-	.␣
ga004:012	12	@	-	Ette␣
ga004:012	14a	(@)	-	ole␣
ga004:012	13	@	-	minua␣
ga004:012	12	@	-	mitenkään␣
ga004:012	14a	@	-	loukanneet
ga004:012	14b	.	-	.␣
ga004:013	ga004:013	ga004:013	VERSE	Gal␣4:13␣
ga004:013	1	@	-	Tiedättehän
ga004:013	2	%clitic	hAn	
ga004:013	-	(,)	-	,␣
ga004:013	3	@	-	että␣
ga004:013	(6) 7	@	-	ruumiillinen␣
ga004:013	5	@	-	heikkous␣
ga004:013	4	(@)	-	oli␣
ga004:013	4	@	-	syynä␣
ga004:013	4	@	-	siihen
ga004:013	-	(,)	-	,␣
ga004:013	4	@	-	että␣
ga004:013	8	(@)	-	minä␣
ga004:013	(10) 11a	@	-	ensi␣
ga004:013	(10) 11a	@	-	kerralla␣
ga004:013	8	@	-	julistin␣
ga004:013	9	@	-	teille␣
ga004:013	8	@	-	evankeliumia
ga004:013	11b	,	-	,␣
ga004:014	ga004:014	ga004:014	VERSE	Gal␣4:14␣
ga004:014	1	@	-	ja␣
ga004:014	-	(@)	-	tiedätte
ga004:014	-	(,)	-	,␣
ga004:014	2	@	-	mikä␣
ga004:014	3	@	-	kiusaus␣
ga004:014	4	@	-	teillä␣
ga004:014	-	(@)	-	oli␣
ga004:014	8	@	-	minun␣
ga004:014	(6) 7	@	-	ruumiillisesta␣
ga004:014	(6) 7	@	-	tilastani
ga004:014	5	%case	LOC	
ga004:014	-	(;)	-	;␣
ga004:014	9	@	-	ette␣
ga004:014	-	(@)	-	minua␣
ga004:014	10	@	-	halveksineet␣
ga004:014	11	@	-	ettekä␣
ga004:014	12a	@	-	vieroneet
ga004:014	12b	,	-	,␣
ga004:014	13	@	-	vaan␣
ga004:014	17	@	-	otitte␣
ga004:014	18a	@	-	minut␣
ga004:014	17	@	-	vastaan␣
ga004:014	14	@	-	niinkuin␣
ga004:014	16	@	-	Jumalan␣
ga004:014	15	@	-	enkelin
ga004:014	-	(,)	-	,␣
ga004:014	-	(@)	-	jopa␣
ga004:014	19	@	-	niinkuin␣
ga004:014	20	@	-	Kristuksen␣
ga004:014	21a	@	-	Jeesuksen
ga004:014	21b	.	-	.␣
ga004:015	ga004:015	ga004:015	VERSE	Gal␣4:15␣
ga004:015	1	@	-	Missä␣
ga004:015	-	(@)	-	on␣
ga004:015	2	@	-	nyt␣
ga004:015	5a	@	-	teiltä␣
ga004:015	(3) 4	@	-	kerskaaminen␣
ga004:015	(3) 4	@	-	onnestanne
ga004:015	-	(?)	-	?␣
ga004:015	7	@	-	Sillä␣
ga004:015	6	(@)	-	minä␣
ga004:015	6	@	-	annan␣
ga004:015	8	@	-	teistä␣
ga004:015	-	(@)	-	sen␣
ga004:015	6	@	-	todistuksen
ga004:015	-	(,)	-	,␣
ga004:015	9	@	-	että␣
ga004:015	15	(@)	-	te
ga004:015	-	(,)	-	,␣
ga004:015	10	@	-	jos␣
ga004:015	-	(@)	-	se␣
ga004:015	-	(@)	-	olisi␣
ga004:015	-	(@)	-	ollut␣
ga004:015	11	@	-	mahdollista
ga004:015	-	(,)	-	,␣
ga004:015	15	(@)	-	olisitte␣
ga004:015	15	@	-	kaivaneet␣
ga004:015	(12) 13	@	-	silmät␣
ga004:015	pro%14	@	-	päästänne␣
ga004:015	-	(@)	-	ja␣
ga004:015	16	@	-	antaneet␣
ga004:015	17a	@	-	minulle
ga004:015	17b	.	-	.␣
ga004:016	ga004:016	ga004:016	VERSE	Gal␣4:16␣
ga004:016	4	(@)	-	Onko␣
ga004:016	4	(@)	-	minusta␣
ga004:016	1	@	-	siis␣
ga004:016	4	@	-	tullut␣
ga004:016	3	@	-	teidän␣
ga004:016	2	@	-	vihamiehenne␣
ga004:016	-	(@)	-	sentähden
ga004:016	-	(,)	-	,␣
ga004:016	-	(@)	-	että␣
ga004:016	5	(@)	-	minä␣
ga004:016	5	@	-	puhun␣
ga004:016	6a	@	-	teille␣
ga004:016	5	@	-	totuuden
ga004:016	-	(?)	-	?␣
ga004:017	ga004:017	ga004:017	VERSE	Gal␣4:17␣
ga004:017	1	(@)	-	Heillä␣
ga004:017	1	@	-	on␣
ga004:017	1	@	-	intoa␣
ga004:017	2	@	-	teidän␣
ga004:017	case%2	@	-	hyväksenne
ga004:017	-	(,)	-	,␣
ga004:017	-	(@)	-	mutta␣
ga004:017	3	@	-	ei␣
ga004:017	4a	@	-	oikeata
ga004:017	4b	;	-	;␣
ga004:017	5	@	-	vaan␣
ga004:017	8a	(@)	-	he␣
ga004:017	8a	@	-	tahtovat␣
ga004:017	6	@	-	eristää␣
ga004:017	7	@	-	teidät
ga004:017	8b	,	-	,␣
ga004:017	9	@	-	että␣
ga004:017	11a	(@)	-	teillä␣
ga004:017	11a	@	-	olisi␣
ga004:017	11a	@	-	intoa␣
ga004:017	10	@	-	heidän␣
ga004:017	case%10	@	-	hyväksensä
ga004:017	11b	.	-	.␣
ga004:018	ga004:018	ga004:018	VERSE	Gal␣4:18␣
ga004:018	1	(@)	-	On␣
ga004:018	1	@	-	hyvä
ga004:018	-	(,)	-	,␣
ga004:018	2	@	-	jos␣
ga004:018	3	@	-	osoitetaan␣
ga004:018	3	@	-	intoa␣
ga004:018	5	@	-	hyvässä␣
ga004:018	5	(@)	-	asiassa␣
ga004:018	4	%case	LOC	
ga004:018	6	@	-	aina
ga004:018	-	(,)	-	,␣
ga004:018	8	@	-	eikä␣
ga004:018	7	%clitic	kA	
ga004:018	9	@	-	ainoastaan␣
ga004:018	10	@	-	silloin
ga004:018	-	(,)	-	,␣
ga004:018	10	@	-	kun␣
ga004:018	13	@	-	minä␣
ga004:018	(11) 12	@	-	olen␣
ga004:018	15a	@	-	teidän␣
ga004:018	14	@	-	tykönänne
ga004:018	15b	.	-	.␣
ga004:019	ga004:019	ga004:019	VERSE	Gal␣4:19␣
ga004:019	1	@	-	Lapsukaiseni
ga004:019	2a	%pers	?	
ga004:019	2b	,	-	,␣
ga004:019	3	@	-	jotka␣
ga004:019	5	(@)	-	minun␣
ga004:019	4	@	-	jälleen␣
ga004:019	tasp%5	@	-	täytyy␣
ga004:019	5	@	-	kivulla␣
ga004:019	5	@	-	synnyttää
ga004:019	-	(,)	-	,␣
ga004:019	6 7	@	-	kunnes␣
ga004:019	9	@	-	Kristus␣
ga004:019	8	@	-	saa␣
ga004:019	8	@	-	muodon␣
ga004:019	11a	@	-	teissä
ga004:019	10	%case	LOC	
ga004:019	11b	,	-	,␣
ga004:020	ga004:020	ga004:020	VERSE	Gal␣4:20␣
ga004:020	1	@	-	tahtoisinpa␣
ga004:020	2	%clitic	pA	
ga004:020	6	@	-	nyt␣
ga004:020	3	@	-	olla␣
ga004:020	5	@	-	teidän␣
ga004:020	4	@	-	tykönänne␣
ga004:020	7	@	-	ja␣
ga004:020	10 (9)	@	-	äänenikin␣
ga004:020	11a	%pers	?	
ga004:020	8	@	-	muuttaa
ga004:020	-	(!)	-	!␣
ga004:020	12	@	-	Sillä␣
ga004:020	13	(@)	-	minä␣
ga004:020	13	@	-	olen␣
ga004:020	13	(@)	-	aivan␣
ga004:020	13	@	-	ymmällä␣
ga004:020	15a	@	-	teistä
ga004:020	14	%case	LOC	
ga004:020	15b	.	-	.␣
ga004:021	ga004:021	ga004:021	VERSE	Gal␣4:21␣
ga004:021	1	@	-	Sanokaa␣
ga004:021	2a	@	-	minulle␣
ga004:021	3	@	-	te
ga004:021	-	(,)	-	,␣
ga004:021	3	@	-	jotka␣
ga004:021	6	@	-	tahdotte␣
ga004:021	5	@	-	lain␣
ga004:021	4	@	-	alaisia␣
ga004:021	7a	@	-	olla
ga004:021	-	(,)	-	,␣
ga004:021	10	@	-	ettekö␣
ga004:021	11a	@	-	kuule
ga004:021	-	(,)	-	,␣
ga004:021	-	(@)	-	mitä␣
ga004:021	(8) 9	@	-	laki␣
ga004:021	-	(@)	-	sanoo
ga004:021	-	(?)	-	?␣
ga004:022	ga004:022	ga004:022	VERSE	Gal␣4:22␣
ga004:022	1	(@)	-	Onhan␣
ga004:022	2	%clitic	hAn	
ga004:022	1	@	-	kirjoitettu
ga004:022	-	(,)	-	,␣
ga004:022	3	@	-	että␣
ga004:022	4	@	-	Aabrahamilla␣
ga004:022	7a	@	-	oli␣
ga004:022	5	@	-	kaksi␣
