pp001:001	pp001:001	pp001:001	VERSE	Flp␣1:1␣
pp003:007	5b	,	-	,␣
pp003:007	6	@	-	sen␣
pp003:007	7	(@)	-	minä␣
pp003:007	7	(@)	-	olen␣
pp003:007	10 (9)	@	-	Kristuksen␣
pp003:007	8	@	-	tähden␣
pp003:007	7	@	-	lukenut␣
pp003:007	11a	@	-	tappioksi
pp003:007	11b	.	-	.␣
pp003:008	pp003:008	pp003:008	VERSE	Flp␣3:8␣
pp003:008	1	@	-	Niinpä␣
pp003:008	4	(@)	-	minä␣
pp003:008	2	@	-	todella␣
pp003:008	(3)	-	UNTRANSLATED	
pp003:008	4	@	-	luen␣
pp003:008	5	@	-	kaikki␣
pp003:008	6	@	-	tappioksi␣
pp003:008	(7)	-	UNTRANSLATED	
pp003:008	9	@	-	tuon␣
pp003:008	10	@	-	ylen␣
pp003:008	10	@	-	kalliin
pp003:008	-	(,)	-	,␣
pp003:008	13	@	-	Kristuksen␣
pp003:008	14	@	-	Jeesuksen
pp003:008	-	(,)	-	,␣
pp003:008	17a	@	-	minun␣
pp003:008	(15) 16	@	-	Herrani
pp003:008	-	(,)	-	,␣
pp003:008	(11) 12	@	-	tuntemisen␣
pp003:008	8	@	-	rinnalla
pp003:008	17b	,	-	,␣
pp003:008	-	(@)	-	sillä␣
pp003:008	19	@	-	hänen␣
pp003:008	18	@	-	tähtensä␣
pp003:008	-	(@)	-	minä␣
pp003:008	22a	(@)	-	olen␣
pp003:008	22a	@	-	menettänyt␣
pp003:008	(20) 21	@	-	kaikki␣
pp003:008	23	@	-	ja␣
pp003:008	24	@	-	pidän␣
pp003:008	-	(@)	-	sen␣
pp003:008	25a	@	-	roskana␣
pp003:008	25b	-	-	-␣
pp003:008	26	@	-	että␣
pp003:008	28	@	-	voittaisin␣
pp003:008	28	(@)	-	omakseni␣
pp003:008	27	@	-	Kristuksen␣
pp003:009	pp003:009	pp003:009	VERSE	Flp␣3:9␣
pp003:009	1	@	-	ja␣
pp003:009	2	(@)	-	minun␣
pp003:009	2	@	-	havaittaisiin␣
pp003:009	-	(@)	-	olevan␣
pp003:009	4a	@	-	hänessä␣
pp003:009	3	%case	LOC	
pp003:009	-	(@)	-	ja␣
pp003:009	6	@	-	omistavan
pp003:009	-	(,)	-	,␣
pp003:009	5	@	-	ei␣
pp003:009	7	@	-	omaa␣
pp003:009	8	@	-	vanhurskautta
pp003:009	-	(,)	-	,␣
pp003:009	9	@	-	sitä
pp003:009	-	(,)	-	,␣
pp003:009	9	@	-	joka␣
pp003:009	11	@	-	laista␣
pp003:009	10	%case	LOC	
pp003:009	-	(@)	-	tulee
pp003:009	-	(,)	-	,␣
pp003:009	12	@	-	vaan␣
pp003:009	13	@	-	sen
pp003:009	-	(,)	-	,␣
pp003:009	13	@	-	joka␣
pp003:009	-	(@)	-	tulee␣
pp003:009	16a	@	-	Kristuksen␣
pp003:009	15	@	-	uskon␣
pp003:009	14	@	-	kautta
pp003:009	16b	,	-	,␣
pp003:009	17	@	-	sen␣
pp003:009	20	@	-	vanhurskauden
pp003:009	-	(,)	-	,␣
pp003:009	-	(@)	-	joka␣
pp003:009	-	(@)	-	tulee␣
pp003:009	19	@	-	Jumalasta␣
pp003:009	18	%case	LOC	
pp003:009	(22) 23a	@	-	uskon␣
pp003:009	21	@	-	perusteella
pp003:009	23b	;	-	;␣
pp003:010	pp003:010	pp003:010	VERSE	Flp␣3:10␣
pp003:010	(1) 2	@	-	tunteakseni␣
pp003:010	3	@	-	hänet␣
pp003:010	4	@	-	ja␣
pp003:010	9	@	-	hänen␣
pp003:010	(7) 8	@	-	ylösnousemisensa␣
pp003:010	(5) 6	@	-	voiman␣
pp003:010	10a	@	-	ja␣
pp003:010	15a	@	-	hänen␣
pp003:010	(13a) 14	@	-	kärsimyksiensä␣
pp003:010	(11a) 12a	@	-	osallisuuden
pp003:010	15b	,	-	,␣
pp003:010	16	@	-	tullessani␣
pp003:010	19a	@	-	hänen␣
pp003:010	16	@	-	kaltaisekseen␣
pp003:010	-	(@)	-	samankaltaisen␣
pp003:010	(17) 18	@	-	kuoleman␣
pp003:010	case%18	@	-	kautta
pp003:010	19b	,	-	,␣
pp003:011	pp003:011	pp003:011	VERSE	Flp␣3:11␣
pp003:011	1	@	-	jos␣
pp003:011	3	(@)	-	minä␣
pp003:011	2	@	-	ehkä␣
pp003:011	3	@	-	pääsen␣
pp003:011	(5) 6	@	-	ylösnousemiseen␣
pp003:011	4	%case	LOC	
pp003:011	(7)	-	UNTRANSLATED	
pp003:011	9a	@	-	kuolleista
pp003:011	8	%case	LOC	
pp003:011	9b	.	-	.␣
pp003:012	pp003:012	pp003:012	VERSE	Flp␣3:12␣
pp003:012	1	@	-	Ei␣
pp003:012	-	(@)	-	niin
pp003:012	-	(,)	-	,␣
pp003:012	2	@	-	että␣
pp003:012	3	@	-	jo␣
pp003:012	4	(@)	-	olisin␣
pp003:012	-	(@)	-	sen␣
pp003:012	4	@	-	saavuttanut␣
pp003:012	5	@	-	tai␣
pp003:012	-	(@)	-	että␣
pp003:012	6	@	-	jo␣
pp003:012	7a	(@)	-	olisin␣
pp003:012	7a	@	-	tullut␣
pp003:012	7a	@	-	täydelliseksi
pp003:012	7b	,	-	,␣
pp003:012	9	@	-	vaan␣
pp003:012	8	(@)	-	minä␣
pp003:012	8	@	-	riennän␣
pp003:012	-	(@)	-	sitä␣
pp003:012	8	@	-	kohti
pp003:012	-	(,)	-	,␣
pp003:012	10 11	@	-	että␣
pp003:012	12a	(@)	-	minä␣
pp003:012	-	(@)	-	sen␣
pp003:012	12a	@	-	omakseni␣
pp003:012	12a	@	-	voittaisin
pp003:012	12b	,	-	,␣
pp003:012	14	@	-	koskapa␣
pp003:012	15	%clitic	pA	
pp003:012	13	%case	?	
pp003:012	18a	@	-	Kristus␣
pp003:012	19a	@	-	Jeesus␣
pp003:012	17	%case	NOM	
pp003:012	16	(@)	-	on␣
pp003:012	16	@	-	voittanut␣
pp003:012	16	(@)	-	minut
pp003:012	19c	.	-	.␣
pp003:013	pp003:013	pp003:013	VERSE	Flp␣3:13␣
pp003:013	1a	@	-	Veljet
pp003:013	1b	,	-	,␣
pp003:013	2	@	-	minä␣
pp003:013	4	@	-	en␣
pp003:013	-	(@)	-	vielä␣
pp003:013	5	@	-	katso␣
pp003:013	-	(@)	-	sitä␣
pp003:013	6a	@	-	voittaneeni
pp003:013	3	%pers	?	
pp003:013	6b	;	-	;␣
pp003:013	8a	@	-	mutta␣
pp003:013	7	@	-	yhden␣
pp003:013	-	(@)	-	minä␣
pp003:013	-	(@)	-	teen
pp003:013	8b	:	-	:␣
pp003:013	12	@	-	unhottaen␣
pp003:013	9	@	-	sen
pp003:013	-	(,)	-	,␣
pp003:013	9	@	-	mikä␣
pp003:013	(10)	-	UNTRANSLATED	
pp003:013	-	(@)	-	on␣
pp003:013	11	@	-	takana
pp003:013	-	(,)	-	,␣
pp003:013	14	@	-	ja␣
pp003:013	16a	@	-	kurottautuen␣
pp003:013	13	@	-	sitä␣
pp003:013	16a	@	-	kohti
pp003:013	-	(,)	-	,␣
pp003:013	13	@	-	mikä␣
pp003:013	-	(@)	-	on␣
pp003:013	15	@	-	edessäpäin
pp003:013	16b	,	-	,␣
pp003:014	pp003:014	pp003:014	VERSE	Flp␣3:14␣
pp003:014	3	(@)	-	minä␣
pp003:014	3	@	-	riennän␣
pp003:014	1	@	-	kohti␣
pp003:014	2	@	-	päämäärää
pp003:014	-	(,)	-	,␣
pp003:014	(5) 6	@	-	voittopalkintoa
pp003:014	4	%case	PTV	
pp003:014	-	(,)	-	,␣
pp003:014	-	(@)	-	johon␣
pp003:014	(10) 11	@	-	Jumala␣
pp003:014	-	(@)	-	on␣
pp003:014	-	(@)	-	minut␣
pp003:014	8	@	-	taivaallisella␣
pp003:014	(7) 9	@	-	kutsumisella␣
pp003:014	-	(@)	-	kutsunut␣
pp003:014	13	@	-	Kristuksessa␣
pp003:014	14a	@	-	Jeesuksessa
pp003:014	12	%case	LOC	
pp003:014	14b	.	-	.␣
pp003:015	pp003:015	pp003:015	VERSE	Flp␣3:15␣
pp003:015	5a	@	-	Olkoon␣
pp003:015	2	@	-	siis␣
pp003:015	5a	(@)	-	meillä
pp003:015	-	(,)	-	,␣
pp003:015	1	@	-	niin␣
pp003:015	1	@	-	monta␣
pp003:015	1	@	-	kuin␣
pp003:015	-	(@)	-	meitä␣
pp003:015	-	(@)	-	on␣
pp003:015	3a	@	-	täydellistä
pp003:015	-	(,)	-	,␣
pp003:015	4	@	-	tämä␣
pp003:015	5a	@	-	mieli
pp003:015	5b	;	-	;␣
pp003:015	6	@	-	ja␣
pp003:015	7	@	-	jos␣
pp003:015	10a	(@)	-	teillä␣
pp003:015	8	@	-	jossakin␣
pp003:015	8	@	-	kohden␣
pp003:015	10a	@	-	on␣
pp003:015	9	@	-	toinen␣
pp003:015	10a	@	-	mieli
pp003:015	10b	,	-	,␣
pp003:015	11	@	-	niin␣
pp003:015	(13) 14	@	-	Jumala␣
pp003:015	16a	(@)	-	on␣
pp003:015	12	@	-	siinäkin␣
pp003:015	15	@	-	teille␣
pp003:015	16a	@	-	ilmoittava
pp003:015	-	(,)	-	,␣
pp003:015	-	(@)	-	kuinka␣
pp003:015	-	(@)	-	asia␣
pp003:015	-	(@)	-	on
pp003:015	16b	.	-	.␣
pp003:016	pp003:016	pp003:016	VERSE	Flp␣3:16␣
pp003:016	1	@	-	Kunhan␣
pp003:016	1	@	-	vain
pp003:016	-	(,)	-	,␣
pp003:016	3	@	-	mihin␣
pp003:016	2	@	-	saakka␣
pp003:016	4a	(@)	-	olemme␣
pp003:016	4a	@	-	ehtineetkin
pp003:016	4b	,	-	,␣
pp003:016	7a	@	-	vaellamme␣
pp003:016	(5) 6	@	-	samaa␣
pp003:016	7a	@	-	tietä
pp003:016	7b	!	-	!␣
pp003:017	pp003:017	pp003:017	VERSE	Flp␣3:17␣
pp003:017	3a	@	-	Olkaa␣
pp003:017	2	@	-	minun␣
pp003:017	1	@	-	seuraajiani
pp003:017	3b	,	-	,␣
pp003:017	4a	@	-	veljet
pp003:017	4b	,	-	,␣
pp003:017	5	@	-	ja␣
pp003:017	6	@	-	katselkaa␣
pp003:017	7	@	-	niitä
pp003:017	-	(,)	-	,␣
pp003:017	7	@	-	jotka␣
pp003:017	8	@	-	näin␣
pp003:017	9	@	-	vaeltavat
pp003:017	-	(,)	-	,␣
pp003:017	10	@	-	niinkuin␣
pp003:017	13a	@	-	me␣
pp003:017	11	@	-	olemme␣
pp003:017	11	(@)	-	teille␣
pp003:017	12	@	-	esikuvana
pp003:017	13b	.	-	.␣
pp003:018	pp003:018	pp003:018	VERSE	Flp␣3:18␣
pp003:018	2	@	-	Sillä␣
pp003:018	1	@	-	monet
pp003:018	-	(,)	-	,␣
pp003:018	4	@	-	joista␣
pp003:018	5	@	-	usein␣
pp003:018	6	(@)	-	olen␣
pp003:018	-	(@)	-	sen␣
pp003:018	7a	@	-	teille␣
pp003:018	6	@	-	sanonut␣
pp003:018	9	@	-	ja␣
pp003:018	8	@	-	nyt␣
pp003:018	10	@	-	aivan␣
pp003:018	11	@	-	itkien␣
pp003:018	12a	@	-	sanon
pp003:018	-	(,)	-	,␣
pp003:018	3	@	-	vaeltavat␣
pp003:018	(17) 18a	@	-	Kristuksen␣
pp003:018	(15) 16	@	-	ristin␣
pp003:018	(13) 14	@	-	vihollisina
pp003:018	18b	;	-	;␣
pp003:019	pp003:019	pp003:019	VERSE	Flp␣3:19␣
pp003:019	pro%1	@	-	heidän␣
pp003:019	(2) 3	@	-	loppunsa␣
pp003:019	-	(@)	-	on␣
pp003:019	4a	@	-	kadotus
pp003:019	4b	,	-	,␣
pp003:019	(8) 9	@	-	vatsa␣
pp003:019	-	(@)	-	on␣
pp003:019	pro%5	@	-	heidän␣
pp003:019	(6) 7	@	-	jumalansa
pp003:019	-	(,)	-	,␣
pp003:019	(10)	-	UNTRANSLATED	
pp003:019	-	(@)	-	heidän␣
pp003:019	(11) 12	@	-	kunnianaan␣
pp003:019	-	(@)	-	on␣
pp003:019	16a	@	-	heidän␣
pp003:019	(14) 15	@	-	häpeänsä
pp003:019	13	%case	NOM.GEN	
pp003:019	16b	,	-	,␣
pp003:019	-	(@)	-	ja␣
pp003:019	(18) 19	@	-	maallisiin␣
pp003:019	20a	@	-	on␣
pp003:019	17	@	-	heidän␣
pp003:019	20a	@	-	mielensä
pp003:019	20b	.	-	.␣
pp003:020	pp003:020	pp003:020	VERSE	Flp␣3:20␣
pp003:020	2	@	-	Mutta␣
pp003:020	1	@	-	meillä␣
pp003:020	7a	@	-	on␣
pp003:020	(3) 4	@	-	yhdyskuntamme␣
pp003:020	6	@	-	taivaissa
pp003:020	5	%case	LOC	
pp003:020	7b	,	-	,␣
pp003:020	-	(@)	-	ja␣
pp003:020	9	@	-	sieltä␣
pp003:020	8	%case	LOC	
pp003:020	12	(@)	-	me␣
pp003:020	10	@	-	myös␣
pp003:020	12	@	-	odotamme␣
pp003:020	13	@	-	Herraa␣
pp003:020	14	@	-	Jeesusta␣
pp003:020	15a	@	-	Kristusta␣
pp003:020	11	@	-	Vapahtajaksi
pp003:020	15b	,	-	,␣
pp003:021	pp003:021	pp003:021	VERSE	Flp␣3:21␣
pp003:021	1	@	-	joka␣
pp003:021	2	(@)	-	on␣
pp003:021	2	@	-	muuttava␣
pp003:021	7	@	-	meidän␣
pp003:021	(5) 6	@	-	alennustilamme␣
pp003:021	(3) 4	@	-	ruumiin␣
pp003:021	(11) 12	@	-	kirkkautensa␣
pp003:021	13	%pers	3	
pp003:021	10 (9)	@	-	ruumiin␣
pp003:021	8	@	-	kaltaiseksi␣
pp003:021	15	@	-	sillä␣
pp003:021	16	@	-	voimallaan
pp003:021	14	%case	LOC	
pp003:021	-	(,)	-	,␣
pp003:021	17	@	-	jolla␣
pp003:021	19	@	-	hän␣
pp003:021	20	@	-	myös␣
pp003:021	18	@	-	voi␣
pp003:021	21	@	-	tehdä␣
pp003:021	(23) 24a	@	-	kaikki␣
pp003:021	22	@	-	itsellensä␣
pp003:021	21	@	-	alamaiseksi
pp003:021	24b	.	-	.␣
pp004:001	pp004:001	pp004:001	VERSE	Flp␣4:1␣
pp004:001	1a	@	-	Sentähden
pp004:001	1b	,	-	,␣
pp004:001	4	@	-	rakkaat␣
pp004:001	5	@	-	ja␣
pp004:001	6a	@	-	ikävöidyt␣
pp004:001	2	@	-	veljeni
pp004:001	3	%pers	?	
pp004:001	6b	,	-	,␣
pp004:001	-	(@)	-	te␣
pp004:001	10a	@	-	minun␣
pp004:001	7	@	-	iloni␣
pp004:001	8	@	-	ja␣
pp004:001	9	@	-	kruununi
pp004:001	10b	,	-	,␣
pp004:001	12	@	-	seisokaa␣
pp004:001	11	@	-	näin␣
pp004:001	14a	@	-	Herrassa␣
pp004:001	13	%case	LOC	
pp004:001	12	@	-	lujina
pp004:001	14b	,	-	,␣
pp004:001	15a	@	-	rakkaat
pp004:001	15b	!	-	!␣
pp004:002	pp004:002	pp004:002	VERSE	Flp␣4:2␣
pp004:002	1	@	-	Euodiaa␣
pp004:002	2	(@)	-	minä␣
pp004:002	2	@	-	kehoitan␣
pp004:002	3	@	-	ja␣
pp004:002	4	@	-	Syntykeä␣
pp004:002	5	(@)	-	minä␣
pp004:002	5	@	-	kehoitan␣
pp004:002	8	@	-	olemaan␣
pp004:002	(6) 7	@	-	yksimielisiä␣
pp004:002	10a	@	-	Herrassa
pp004:002	9	%case	LOC	
pp004:002	10b	.	-	.␣
pp004:003	pp004:003	pp004:003	VERSE	Flp␣4:3␣
pp004:003	3	@	-	Myös␣
pp004:003	(1)	-	UNTRANSLATED	
pp004:003	4a	@	-	sinua
pp004:003	-	(,)	-	,␣
pp004:003	case%5	@	-	sinä␣
pp004:003	-	(@)	-	minun␣
pp004:003	5	@	-	oikea␣
pp004:003	6a	@	-	Synsygukseni
pp004:003	-	(,)	-	,␣
pp004:003	2	(@)	-	minä␣
pp004:003	2	@	-	pyydän
pp004:003	6b	:	-	:␣
pp004:003	7	@	-	ole␣
pp004:003	8a	@	-	näille␣
pp004:003	8a	(@)	-	vaimoille␣
pp004:003	7	@	-	avullinen
pp004:003	8b	,	-	,␣
pp004:003	-	(@)	-	sillä␣
pp004:003	pro%9	@	-	he␣
pp004:003	13	(@)	-	ovat␣
pp004:003	13	@	-	taistelleet␣
pp004:003	14	@	-	minun␣
pp004:003	13	@	-	kanssani␣
pp004:003	(11) 12	@	-	evankeliumin␣
pp004:003	10	@	-	hyväksi
pp004:003	-	(,)	-	,␣
pp004:003	15	@	-	yhdessä␣
pp004:003	16	@	-	sekä␣
pp004:003	17	@	-	Klemensin␣
pp004:003	18	@	-	että␣
pp004:003	20	@	-	muiden␣
pp004:003	(19) 21	@	-	työtoverieni␣
pp004:003	22a	%pers	?	
pp004:003	15	@	-	kanssa
pp004:003	22b	,	-	,␣
pp004:003	23	@	-	joiden␣
pp004:003	(24) 25	@	-	nimet␣
pp004:003	-	(@)	-	ovat␣
pp004:003	27 28a	@	-	elämän~kirjassa
pp004:003	26	%case	LOC	
pp004:003	28b	.	-	.␣
pp004:004	pp004:004	pp004:004	VERSE	Flp␣4:4␣
pp004:004	1	@	-	Iloitkaa␣
pp004:004	4a	@	-	aina␣
pp004:004	3	@	-	Herrassa
pp004:004	2	%case	LOC	
pp004:004	4b	!	-	!␣
pp004:004	5	@	-	Vieläkin␣
pp004:004	6a	(@)	-	minä␣
pp004:004	6a	@	-	sanon
pp004:004	6b	:	-	:␣
pp004:004	7a	@	-	iloitkaa
pp004:004	7b	!	-	!␣
pp004:005	pp004:005	pp004:005	VERSE	Flp␣4:5␣
pp004:005	4	@	-	Tulkoon␣
pp004:005	3	@	-	teidän␣
pp004:005	(1) 2	@	-	lempeytenne␣
pp004:005	5	@	-	kaikkien␣
pp004:005	6a	@	-	ihmisten␣
pp004:005	4	@	-	tietoon
pp004:005	6b	.	-	.␣
pp004:005	(7) 8	@	-	Herra␣
pp004:005	-	(@)	-	on␣
pp004:005	9a	@	-	lähellä
pp004:005	9b	.	-	.␣
pp004:006	pp004:006	pp004:006	VERSE	Flp␣4:6␣
pp004:006	1	@	-	Älkää␣
pp004:006	1	@	-	mistään␣
pp004:006	2a	@	-	murehtiko
pp004:006	2b	,	-	,␣
pp004:006	3	@	-	vaan␣
pp004:006	5	@	-	kaikessa␣
pp004:006	4	%case	LOC	
pp004:006	16	@	-	saattakaa␣
pp004:006	(13) 14	@	-	pyyntönne␣
pp004:006	15	%pers	?	
pp004:006	(6) 7	@	-	rukouksella␣
pp004:006	8	@	-	ja␣
pp004:006	10 (9)	@	-	anomisella␣
pp004:006	12	@	-	kiitoksen␣
pp004:006	11	@	-	kanssa␣
pp004:006	(18) 19a	@	-	Jumalalle␣
pp004:006	17	%case	LOC	
pp004:006	16	@	-	tiettäväksi
pp004:006	19b	,	-	,␣
pp004:007	pp004:007	pp004:007	VERSE	Flp␣4:7␣
pp004:007	1	@	-	ja␣
pp004:007	(4) 5	@	-	Jumalan␣
pp004:007	(2) 3	@	-	rauha
pp004:007	-	(,)	-	,␣
pp004:007	6	@	-	joka␣
pp004:007	7	@	-	on␣
pp004:007	8	@	-	kaikkea␣
pp004:007	9	@	-	ymmärrystä␣
pp004:007	7	@	-	ylempi
pp004:007	-	(,)	-	,␣
pp004:007	10	(@)	-	on␣
pp004:007	10	@	-	varjeleva␣
pp004:007	13	@	-	teidän␣
pp004:007	(11) 12	@	-	sydämenne␣
pp004:007	14	@	-	ja␣
pp004:007	(15) 16	@	-	ajatuksenne␣
pp004:007	17	%pers	?	
pp004:007	19	@	-	Kristuksessa␣
pp004:007	20a	@	-	Jeesuksessa
pp004:007	18	%case	LOC	
pp004:007	20b	.	-	.␣
pp004:008	pp004:008	pp004:008	VERSE	Flp␣4:8␣
pp004:008	-	(@)	-	Ja␣
pp004:008	(1) 2a	@	-	vielä
pp004:008	2b	,	-	,␣
pp004:008	3a	@	-	veljet
pp004:008	3b	,	-	,␣
pp004:008	4	@	-	kaikki
pp004:008	-	(,)	-	,␣
pp004:008	4	@	-	mikä␣
pp004:008	5	@	-	on␣
pp004:008	6a	@	-	totta
pp004:008	6b	,	-	,␣
pp004:008	7	@	-	mikä␣
pp004:008	8a	@	-	kunnioitettavaa
pp004:008	8b	,	-	,␣
pp004:008	9	@	-	mikä␣
pp004:008	10a	@	-	oikeaa
pp004:008	10b	,	-	,␣
pp004:008	11	@	-	mikä␣
pp004:008	12a	@	-	puhdasta
pp004:008	12b	,	-	,␣
pp004:008	13	@	-	mikä␣
pp004:008	14a	@	-	rakastettavaa
pp004:008	14b	,	-	,␣
pp004:008	15	@	-	mikä␣
pp004:008	16a	@	-	hyvältä␣
pp004:008	16a	@	-	kuuluvaa
pp004:008	16b	,	-	,␣
pp004:008	17	@	-	jos␣
pp004:008	-	(@)	-	on␣
pp004:008	18	@	-	jokin␣
pp004:008	19	@	-	avu␣
pp004:008	20	@	-	ja␣
pp004:008	21	@	-	jos␣
pp004:008	-	(@)	-	on␣
pp004:008	22	@	-	jotakin␣
pp004:008	23a	@	-	kiitettävää
pp004:008	23b	,	-	,␣
pp004:008	24	@	-	sitä␣
pp004:008	25a	@	-	ajatelkaa
pp004:008	25b	;	-	;␣
pp004:009	pp004:009	pp004:009	VERSE	Flp␣4:9␣
pp004:009	1	@	-	mitä␣
pp004:009	2	@	-	myös␣
pp004:009	3	(@)	-	olette␣
pp004:009	3	@	-	oppineet␣
pp004:009	4	@	-	ja␣
pp004:009	5	@	-	saaneet␣
pp004:009	6	@	-	ja␣
pp004:009	-	(@)	-	minulta␣
pp004:009	7	@	-	kuulleet␣
pp004:009	8	@	-	ja␣
pp004:009	11a	@	-	minussa␣
pp004:009	10	%case	LOC	
pp004:009	9	@	-	nähneet
pp004:009	11b	,	-	,␣
pp004:009	12	@	-	sitä␣
pp004:009	13a	@	-	tehkää
pp004:009	13b	,	-	,␣
pp004:009	14	@	-	niin␣
pp004:009	(17) 18	@	-	rauhan␣
pp004:009	(15) 16	@	-	Jumala␣
pp004:009	19	(@)	-	on␣
pp004:009	19	@	-	oleva␣
pp004:009	21a	@	-	teidän␣
pp004:009	20	@	-	kanssanne
pp004:009	21b	.	-	.␣
pp004:010	pp004:010	pp004:010	VERSE	Flp␣4:10␣
pp004:010	1	(@)	-	Minä␣
pp004:010	1	@	-	ihastuin␣
pp004:010	(2)	-	UNTRANSLATED	
pp004:010	5	@	-	suuresti␣
pp004:010	4	@	-	Herrassa
pp004:010	3	%case	LOC	
pp004:010	-	(,)	-	,␣
pp004:010	6	@	-	että␣
pp004:010	9	(@)	-	te␣
pp004:010	7	@	-	jo␣
pp004:010	8	@	-	vihdoinkin␣
pp004:010	9	(@)	-	olitte␣
pp004:010	9	@	-	elpyneet␣
pp004:010	(10) 13a	@	-	pitämään␣
pp004:010	12	@	-	minusta␣
pp004:010	11	%case	LOC	
pp004:010	(10) 13a	@	-	huolta
pp004:010	13b	,	-	,␣
pp004:010	15	@	-	johon␣
pp004:010	14	%case	LOC	
pp004:010	(16)	-	UNTRANSLATED	
pp004:010	17a	(@)	-	teillä␣
pp004:010	-	(@)	-	ennenkin␣
pp004:010	17a	(@)	-	oli␣
pp004:010	17a	@	-	ollut␣
pp004:010	17a	@	-	halua
pp004:010	17b	,	-	,␣
pp004:010	19a	@	-	vaikka␣
pp004:010	18	@	-	ei␣
pp004:010	18	@	-	tilaisuutta
pp004:010	19b	.	-	.␣
pp004:011	pp004:011	pp004:011	VERSE	Flp␣4:11␣
pp004:011	1	@	-	Ei␣
pp004:011	-	(@)	-	niin
pp004:011	-	(,)	-	,␣
pp004:011	2	@	-	että␣
pp004:011	5a	(@)	-	minä␣
pp004:011	4	@	-	puutteen␣
pp004:011	3	@	-	vuoksi␣
pp004:011	-	(@)	-	tätä␣
pp004:011	5a	@	-	sanon
pp004:011	5b	;	-	;␣
pp004:011	7	@	-	sillä␣
pp004:011	6	@	-	minä␣
pp004:011	8	(@)	-	olen␣
pp004:011	8	@	-	oppinut␣
pp004:011	11	@	-	oloihini␣
pp004:011	10 9	%case	LOC	
pp004:011	12	@	-	tyytymään
pp004:011	13a	%tasp	INF3	
pp004:011	13b	.	-	.␣
pp004:012	pp004:012	pp004:012	VERSE	Flp␣4:12␣
pp004:012	1	@	-	Osaan␣
pp004:012	(2)	-	UNTRANSLATED	
pp004:012	3a	@	-	elää␣
pp004:012	3a	@	-	niukkuudessa
pp004:012	3b	,	-	,␣
pp004:012	4	@	-	osaan␣
pp004:012	5	@	-	myös␣
pp004:012	6a	@	-	elää␣
pp004:012	6a	@	-	runsaudessa
pp004:012	6b	;	-	;␣
pp004:012	8	@	-	kaikkeen␣
pp004:012	7	%case	LOC	
pp004:012	9	@	-	ja␣
pp004:012	11	@	-	kaikenlaisiin␣
pp004:012	10	%case	LOC	
pp004:012	11	(@)	-	oloihin␣
pp004:012	12a	(@)	-	minä␣
pp004:012	12a	(@)	-	olen␣
pp004:012	12a	@	-	tottunut
pp004:012	12b	;	-	;␣
pp004:012	13	@	-	sekä␣
pp004:012	14	@	-	olemaan␣
pp004:012	14	@	-	ravittuna␣
pp004:012	15	@	-	että␣
pp004:012	16	@	-	näkemään␣
pp004:012	16	@	-	nälkää
pp004:012	-	(,)	-	,␣
pp004:012	18	@	-	elämään␣
pp004:012	17	@	-	sekä␣
pp004:012	18	@	-	runsaudessa␣
pp004:012	19	@	-	että␣
pp004:012	20a	@	-	puutteessa
pp004:012	20b	.	-	.␣
pp004:013	pp004:013	pp004:013	VERSE	Flp␣4:13␣
pp004:013	1	@	-	Kaikki␣
pp004:013	2	(@)	-	minä␣
pp004:013	2	@	-	voin␣
pp004:013	4	@	-	hänessä
pp004:013	3	%case	LOC	
pp004:013	-	(,)	-	,␣
pp004:013	4	@	-	joka␣
pp004:013	6a	@	-	minua␣
pp004:013	5	@	-	vahvistaa
pp004:013	6b	.	-	.␣
pp004:014	pp004:014	pp004:014	VERSE	Flp␣4:14␣
pp004:014	1	@	-	Kuitenkin␣
pp004:014	3	@	-	teitte␣
pp004:014	2	@	-	hyvin
pp004:014	-	(,)	-	,␣
pp004:014	4	(@)	-	kun␣
pp004:014	4	@	-	otitte␣
pp004:014	4	@	-	osaa␣
pp004:014	5	@	-	minun␣
pp004:014	(6) 7a	@	-	ahdinkooni
pp004:014	7b	.	-	.␣
pp004:015	pp004:015	pp004:015	VERSE	Flp␣4:15␣
pp004:015	1	@	-	Tiedättehän␣
pp004:015	4a	@	-	tekin
pp004:015	2 3	%clitic	kin	
pp004:015	4b	,	-	,␣
pp004:015	5a	@	-	filippiläiset
pp004:015	5b	,	-	,␣
pp004:015	6	@	-	että␣
pp004:015	10a (9)	@	-	evankeliumin␣
pp004:015	8	@	-	alkuaikoina
pp004:015	7	%case	ESS	
pp004:015	10b	,	-	,␣
pp004:015	11	@	-	kun␣
pp004:015	12	@	-	lähdin␣
pp004:015	14a	@	-	Makedoniasta
pp004:015	13	%case	LOC	
pp004:015	14b	,	-	,␣
pp004:015	15	@	-	ei␣
pp004:015	15	@	-	mikään␣
pp004:015	15	@	-	muu␣
pp004:015	17	@	-	seurakunta␣
pp004:015	24 25	@	-	kuin␣
pp004:015	26	@	-	te␣
pp004:015	27a	@	-	yksin␣
pp004:015	18	@	-	käynyt␣
pp004:015	16	@	-	minun␣
pp004:015	18	@	-	kanssani␣
pp004:015	20	@	-	tiliyhteyteen␣
pp004:015	19	%case	LOC	
pp004:015	21	@	-	annetusta␣
pp004:015	22	@	-	ja␣
pp004:015	23	@	-	vastaanotetusta
pp004:015	27b	.	-	.␣
pp004:016	pp004:016	pp004:016	VERSE	Flp␣4:16␣
