ep001:001	ep001:001	ep001:001	VERSE	Ef␣1:1␣
ep004:004	6	@	-	niinkuin␣
ep004:004	8	(@)	-	te␣
ep004:004	8	(@)	-	olette␣
ep004:004	8	@	-	kutsututkin␣
ep004:004	7	%clitic	kin	
ep004:004	10	@	-	yhteen␣
ep004:004	-	(@)	-	ja␣
ep004:004	-	(@)	-	samaan␣
ep004:004	11	@	-	toivoon
ep004:004	9	%case	LOC	
ep004:004	-	(,)	-	,␣
ep004:004	-	(@)	-	jonka␣
ep004:004	14a	@	-	te␣
ep004:004	(12) 13	@	-	kutsumuksessanne␣
ep004:004	-	(@)	-	saitte
ep004:004	14b	;	-	;␣
ep004:005	ep004:005	ep004:005	VERSE	Ef␣4:5␣
ep004:005	1	@	-	yksi␣
ep004:005	2a	@	-	Herra
ep004:005	2b	,	-	,␣
ep004:005	3	@	-	yksi␣
ep004:005	4a	@	-	usko
ep004:005	4b	,	-	,␣
ep004:005	5	@	-	yksi␣
ep004:005	6a	@	-	kaste
ep004:005	6b	;	-	;␣
ep004:006	ep004:006	ep004:006	VERSE	Ef␣4:6␣
ep004:006	1	@	-	yksi␣
ep004:006	2	@	-	Jumala␣
ep004:006	3	@	-	ja␣
ep004:006	5a	@	-	kaikkien␣
ep004:006	4	@	-	Isä
ep004:006	5b	,	-	,␣
ep004:006	6	@	-	joka␣
ep004:006	-	(@)	-	on␣
ep004:006	7	@	-	yli␣
ep004:006	8	@	-	kaikkien␣
ep004:006	9	@	-	ja␣
ep004:006	11	@	-	kaikkien␣
ep004:006	10	@	-	kautta␣
ep004:006	12	@	-	ja␣
ep004:006	14a	@	-	kaikissa
ep004:006	13	%case	LOC	
ep004:006	14b	.	-	.␣
ep004:007	ep004:007	ep004:007	VERSE	Ef␣4:7␣
ep004:007	2	@	-	Mutta␣
ep004:007	1 3	@	-	itsekullekin␣
ep004:007	4	@	-	meistä␣
ep004:007	5	(@)	-	on␣
ep004:007	(6) 7	@	-	armo␣
ep004:007	5	@	-	annettu␣
ep004:007	(13) 14a	@	-	Kristuksen␣
ep004:007	(11) 12	@	-	lahjan␣
ep004:007	10 (9)	@	-	mitan␣
ep004:007	8	@	-	mukaan
ep004:007	14b	.	-	.␣
ep004:008	ep004:008	ep004:008	VERSE	Ef␣4:8␣
ep004:008	1	@	-	Sentähden␣
ep004:008	2a	(@)	-	on␣
ep004:008	2a	@	-	sanottu
ep004:008	-	(:)	-	:␣
ep004:008	-	(@)	-	"
ep004:008	3	(@)	-	Hän␣
ep004:008	3	@	-	astui␣
ep004:008	3	@	-	ylös␣
ep004:008	5	@	-	korkeuteen
ep004:008	4	%case	LOC	
ep004:008	-	(,)	-	,␣
ep004:008	6	(@)	-	hän␣
ep004:008	6	@	-	otti␣
ep004:008	6	@	-	vankeja␣
ep004:008	7a	@	-	saaliikseen
ep004:008	7b	,	-	,␣
ep004:008	8	(@)	-	hän␣
ep004:008	8	@	-	antoi␣
ep004:008	9	@	-	lahjoja␣
ep004:008	(10) 11a	@	-	ihmisille
ep004:008	-	(@)	-	"
ep004:008	11b	.	-	.␣
ep004:009	ep004:009	ep004:009	VERSE	Ef␣4:9␣
ep004:009	2	@	-	Mutta␣
ep004:009	pro%1	@	-	että␣
ep004:009	3	(@)	-	hän␣
ep004:009	3	@	-	astui␣
ep004:009	3	@	-	ylös
ep004:009	-	(,)	-	,␣
ep004:009	4	@	-	mitä␣
ep004:009	5a	(@)	-	se␣
ep004:009	5a	@	-	on␣
ep004:009	6 7	@	-	muuta
ep004:009	-	(,)	-	,␣
ep004:009	6 7	@	-	kuin␣
ep004:009	8	@	-	että␣
ep004:009	10	(@)	-	hän␣
ep004:009	10	(@)	-	oli␣
ep004:009	10	@	-	astunut␣
ep004:009	10	@	-	alaskin
ep004:009	9	%clitic	kin	
ep004:009	-	(,)	-	,␣
ep004:009	(15) 16a	@	-	maan␣
ep004:009	13a	@	-	alimpiin␣
ep004:009	(12) 14a	@	-	paikkoihin
ep004:009	11	%case	LOC	
ep004:009	-	(?)	-	?␣
ep004:010	ep004:010	ep004:010	VERSE	Ef␣4:10␣
ep004:010	1	@	-	Hän
ep004:010	-	(,)	-	,␣
ep004:010	1	@	-	joka␣
ep004:010	2	(@)	-	on␣
ep004:010	2	@	-	astunut␣
ep004:010	2	@	-	alas
ep004:010	-	(,)	-	,␣
ep004:010	4	@	-	on␣
ep004:010	3	@	-	se
ep004:010	-	(,)	-	,␣
ep004:010	6	@	-	joka␣
ep004:010	5	@	-	myös␣
ep004:010	7	@	-	astui␣
ep004:010	7	@	-	ylös
ep004:010	-	(,)	-	,␣
ep004:010	9	@	-	kaikkia␣
ep004:010	(10) 11a	@	-	taivaita␣
ep004:010	8	@	-	ylemmäksi
ep004:010	11b	,	-	,␣
ep004:010	13	@	-	täyttääkseen␣
ep004:010	12	%case	TRA	
ep004:010	(14) 15a	@	-	kaikki
ep004:010	15b	.	-	.␣
ep004:011	ep004:011	ep004:011	VERSE	Ef␣4:11␣
ep004:011	1	@	-	Ja␣
ep004:011	2	@	-	hän␣
ep004:011	3	@	-	antoi␣
ep004:011	4	@	-	muutamat␣
ep004:011	5	%case	NOM	
ep004:011	6a	@	-	apostoleiksi
ep004:011	6b	,	-	,␣
ep004:011	7	@	-	toiset␣
ep004:011	8	%case	NOM	
ep004:011	9a	@	-	profeetoiksi
ep004:011	9b	,	-	,␣
ep004:011	10	@	-	toiset␣
ep004:011	11	%case	NOM	
ep004:011	12a	@	-	evankelistoiksi
ep004:011	12b	,	-	,␣
ep004:011	13	@	-	toiset␣
ep004:011	14	%case	NOM	
ep004:011	15	@	-	paimeniksi␣
ep004:011	16	@	-	ja␣
ep004:011	17a	@	-	opettajiksi
ep004:011	17b	,	-	,␣
ep004:012	ep004:012	ep004:012	VERSE	Ef␣4:12␣
ep004:012	(2) 3	@	-	tehdäkseen␣
ep004:012	1	%case	TRA	
ep004:012	(4) 5	@	-	pyhät␣
ep004:012	(2) 3	@	-	täysin␣
ep004:012	(2) 3	@	-	valmiiksi␣
ep004:012	8a	@	-	palveluksen␣
ep004:012	7	@	-	työhön
ep004:012	6	%case	LOC	
ep004:012	8b	,	-	,␣
ep004:012	(13) 14a	@	-	Kristuksen␣
ep004:012	(11) 12	@	-	ruumiin␣
ep004:012	10	@	-	rakentamiseen
ep004:012	9	%case	LOC	
ep004:012	14b	,	-	,␣
ep004:013	ep004:013	ep004:013	VERSE	Ef␣4:13␣
ep004:013	1	@	-	kunnes␣
ep004:013	3	@	-	me␣
ep004:013	4	@	-	kaikki␣
ep004:013	2	@	-	pääsemme␣
ep004:013	(6) 7	@	-	yhteyteen␣
ep004:013	5	%case	LOC	
ep004:013	(8) 9	@	-	uskossa␣
ep004:013	10	@	-	ja␣
ep004:013	(15) 16a	@	-	Jumalan␣
ep004:013	(13) 14	@	-	Pojan␣
ep004:013	(11) 12	@	-	tuntemisessa
ep004:013	16b	,	-	,␣
ep004:013	19a	@	-	täyteen␣
ep004:013	18	@	-	miehuuteen
ep004:013	17	%case	LOC	
ep004:013	19b	,	-	,␣
ep004:013	(25) 26a	@	-	Kristuksen␣
ep004:013	(23) 24	@	-	täyteyden␣
ep004:013	22	@	-	täyden␣
ep004:013	22	@	-	iän␣
ep004:013	21	@	-	määrään
ep004:013	20	%case	LOC	
ep004:013	26b	,	-	,␣
ep004:014	ep004:014	ep004:014	VERSE	Ef␣4:14␣
ep004:014	2	@	-	ettemme␣
ep004:014	1	%case	?	
ep004:014	2	@	-	enää␣
ep004:014	3	@	-	olisi␣
ep004:014	4a	@	-	alaikäisiä
ep004:014	4b	,	-	,␣
ep004:014	5	(@)	-	jotka␣
ep004:014	5	@	-	ajelehtivat␣
ep004:014	6	@	-	ja␣
ep004:014	7	(@)	-	joita␣
ep004:014	7	@	-	viskellään␣
ep004:014	8	@	-	kaikissa␣
ep004:014	(10) 11 9	@	-	opintuulissa␣
ep004:014	-	(@)	-	ja␣
ep004:014	(15) 16a	@	-	ihmisten␣
ep004:014	(13) 14	@	-	arpapelissä␣
ep004:014	12	%case	LOC	
ep004:014	-	(@)	-	ja␣
ep004:014	(22) 23a	@	-	eksytyksen␣
ep004:014	18	@	-	kavalissa␣
ep004:014	17	%case	LOC	
ep004:014	(20) 21	@	-	juonissa
ep004:014	19	%case	LOC	
ep004:014	23b	;	-	;␣
ep004:015	ep004:015	ep004:015	VERSE	Ef␣4:15␣
ep004:015	2	@	-	vaan␣
ep004:015	2	@	-	että␣
ep004:015	5	(@)	-	me
ep004:015	-	(,)	-	,␣
ep004:015	1	@	-	totuutta␣
ep004:015	1	@	-	noudattaen␣
ep004:015	4	@	-	rakkaudessa
ep004:015	3	%case	LOC	
ep004:015	-	(,)	-	,␣
ep004:015	(8) 9a	@	-	kaikin␣
ep004:015	(8) 9a	@	-	tavoin␣
ep004:015	5	@	-	kasvaisimme␣
ep004:015	7	@	-	häneen
ep004:015	6	%case	LOC	
ep004:015	9b	,	-	,␣
ep004:015	10	@	-	joka␣
ep004:015	11	@	-	on␣
ep004:015	(12) 13a	@	-	pää
ep004:015	13b	,	-	,␣
ep004:015	14a	@	-	Kristus
ep004:015	14b	,	-	,␣
ep004:016	ep004:016	ep004:016	VERSE	Ef␣4:16␣
ep004:016	2	@	-	josta␣
ep004:016	1	%case	LOC	
ep004:016	3	@	-	koko␣
ep004:016	(4) 5	@	-	ruumis
ep004:016	-	(,)	-	,␣
ep004:016	6	@	-	yhteen␣
ep004:016	6	@	-	liitettynä␣
ep004:016	7	@	-	ja␣
ep004:016	8	@	-	koossa␣
ep004:016	8	@	-	pysyen␣
ep004:016	10	@	-	jokaisen␣
ep004:016	11	@	-	jänteensä␣
ep004:016	9	%case	NOM.GEN	
ep004:016	(12) 13	@	-	avulla
ep004:016	-	(,)	-	,␣
ep004:016	(21) 22 (23) 24 25	@	-	kasvaa␣
ep004:016	27	@	-	rakentuakseen␣
ep004:016	28	%pers	3	
ep004:016	26	%case	TRA	
ep004:016	30a	@	-	rakkaudessa␣
ep004:016	29	%case	LOC	
ep004:016	-	(@)	-	sen␣
ep004:016	15	@	-	voiman␣
ep004:016	17	@	-	määrän␣
ep004:016	16	%case	GEN	
ep004:016	14	@	-	mukaan
ep004:016	-	(,)	-	,␣
ep004:016	-	(@)	-	mikä␣
ep004:016	18 19	@	-	kullakin␣
ep004:016	20	@	-	osalla␣
ep004:016	-	(@)	-	on
ep004:016	30b	.	-	.␣
ep004:017	ep004:017	ep004:017	VERSE	Ef␣4:17␣
ep004:017	1	@	-	Sen␣
ep004:017	3	(@)	-	minä␣
ep004:017	2	@	-	siis␣
ep004:017	3	@	-	sanon␣
ep004:017	4	@	-	ja␣
ep004:017	5	@	-	varoitan␣
ep004:017	7a	@	-	Herrassa
ep004:017	6	%case	LOC	
ep004:017	7b	:	-	:␣
ep004:017	8	@	-	älkää␣
ep004:017	9	%pers	2P	
ep004:017	8	@	-	enää␣
ep004:017	10a	@	-	vaeltako
ep004:017	10b	,	-	,␣
ep004:017	11	@	-	niinkuin␣
ep004:017	(12)	-	UNTRANSLATED	
ep004:017	(13) 14	@	-	pakanat␣
ep004:017	15	@	-	vaeltavat␣
ep004:017	(18) 19	@	-	mielensä␣
ep004:017	20a	%pers	3	
ep004:017	17	@	-	turhuudessa
ep004:017	16	%case	LOC	
ep004:017	20b	,	-	,␣
ep004:018	ep004:018	ep004:018	VERSE	Ef␣4:18␣
ep004:018	1	(@)	-	nuo
ep004:018	-	(,)	-	,␣
ep004:018	1	(@)	-	jotka
ep004:018	-	(,)	-	,␣
ep004:018	1	@	-	pimentyneinä␣
ep004:018	4a	%inflection	ACT.PCP2.PL.ESS	
ep004:018	(2) 3	@	-	ymmärrykseltään␣
ep004:018	-	(@)	-	ja␣
ep004:018	5	@	-	vieraantuneina␣
ep004:018	(8) 9	@	-	Jumalan␣
ep004:018	(6) 7	@	-	elämästä␣
ep004:018	16a	@	-	heissä␣
ep004:018	15	%case	LOC	
ep004:018	(13) 14	@	-	olevan␣
ep004:018	(11) 12	@	-	tietämättömyyden␣
ep004:018	10	@	-	tähden␣
ep004:018	-	(@)	-	ja␣
ep004:018	(20) 21	@	-	sydämensä␣
ep004:018	22a	%pers	3	
ep004:018	(18) 19	@	-	paatumuksen␣
ep004:018	17	@	-	tähden
ep004:018	22b	,	-	,␣
ep004:019	ep004:019	ep004:019	VERSE	Ef␣4:19␣
ep004:019	2	(@)	-	ovat␣
ep004:019	(1)	-	UNTRANSLATED	
ep004:019	2	(@)	-	päästäneet␣
ep004:019	2	@	-	tuntonsa␣
ep004:019	2	@	-	turtumaan␣
ep004:019	-	(@)	-	ja␣
ep004:019	4	@	-	heittäytyneet␣
ep004:019	3	%case	NOM	
ep004:019	(5) 6	@	-	irstauden␣
ep004:019	case%6	@	-	valtaan
ep004:019	-	(,)	-	,␣
ep004:019	8	@	-	harjoittamaan␣
ep004:019	7	%case	LOC	
ep004:019	10	@	-	kaikkinaista␣
ep004:019	9	@	-	saastaisuutta
ep004:019	-	(,)	-	,␣
ep004:019	12a	@	-	ahneudessa
ep004:019	11	%case	LOC	
ep004:019	12b	.	-	.␣
ep004:020	ep004:020	ep004:020	VERSE	Ef␣4:20␣
ep004:020	2	@	-	Mutta␣
ep004:020	4	@	-	näin␣
ep004:020	1	@	-	te␣
ep004:020	3	@	-	ette␣
ep004:020	5	(@)	-	ole␣
ep004:020	5	@	-	oppineet␣
ep004:020	(6) 7a	@	-	Kristusta␣
ep004:020	5	(@)	-	tuntemaan
ep004:020	7b	,	-	,␣
ep004:021	ep004:021	ep004:021	VERSE	Ef␣4:21␣
ep004:021	1	@	-	jos␣
ep004:021	2	@	-	muutoin␣
ep004:021	4	(@)	-	olette␣
ep004:021	3	@	-	hänestä␣
ep004:021	4	@	-	kuulleet␣
ep004:021	5	@	-	ja␣
ep004:021	7	@	-	hänessä␣
ep004:021	6	%case	LOC	
ep004:021	8a	@	-	opetusta␣
ep004:021	8a	@	-	saaneet
ep004:021	8b	,	-	,␣
ep004:021	9	@	-	niinkuin␣
ep004:021	11	@	-	totuus␣
ep004:021	10	@	-	on␣
ep004:021	(13) 14a	@	-	Jeesuksessa
ep004:021	12	%case	LOC	
ep004:021	14b	:	-	:␣
ep004:022	ep004:022	ep004:022	VERSE	Ef␣4:22␣
ep004:022	-	(@)	-	että␣
ep004:022	2	@	-	teidän␣
ep004:022	tasp%1	@	-	tulee␣
ep004:022	1	@	-	panna␣
ep004:022	1	@	-	pois␣
ep004:022	8	@	-	vanha␣
ep004:022	(7) 9	@	-	ihmisenne
ep004:022	-	(,)	-	,␣
ep004:022	-	(@)	-	jonka␣
ep004:022	3	@	-	mukaan␣
ep004:022	-	(@)	-	te␣
ep004:022	5	@	-	ennen␣
ep004:022	(4) 6	@	-	vaelsitte␣
ep004:022	-	(@)	-	ja␣
ep004:022	10	@	-	joka␣
ep004:022	11	@	-	turmelee␣
ep004:022	11	@	-	itsensä␣
ep004:022	(15) 16a	@	-	petollisia␣
ep004:022	(13) 14	@	-	himoja␣
ep004:022	12	@	-	seuraten
ep004:022	16b	,	-	,␣
ep004:023	ep004:023	ep004:023	VERSE	Ef␣4:23␣
ep004:023	2	@	-	ja␣
ep004:023	1	@	-	uudistua␣
ep004:023	(5) 6	@	-	mielenne␣
ep004:023	7	%pers	?	
ep004:023	(3) 4	@	-	hengeltä␣
ep004:024	ep004:024	ep004:024	VERSE	Ef␣4:24␣
ep004:024	1	@	-	ja␣
ep004:024	2	@	-	pukea␣
ep004:024	2	@	-	päällenne␣
ep004:024	4	@	-	uusi␣
ep004:024	(3) 5	@	-	ihminen
ep004:024	-	(,)	-	,␣
ep004:024	6	@	-	joka␣
ep004:024	8	@	-	Jumalan␣
ep004:024	7	@	-	mukaan␣
ep004:024	9	(@)	-	on␣
ep004:024	9	@	-	luotu␣
ep004:024	(14) 15a	@	-	totuuden␣
ep004:024	11	@	-	vanhurskauteen␣
ep004:024	10	%case	LOC	
ep004:024	12	@	-	ja␣
ep004:024	13	@	-	pyhyyteen
ep004:024	15b	.	-	.␣
ep004:025	ep004:025	ep004:025	VERSE	Ef␣4:25␣
ep004:025	2	@	-	Pankaa␣
ep004:025	1	@	-	sentähden␣
ep004:025	2	@	-	pois␣
ep004:025	(3) 4	@	-	valhe␣
ep004:025	-	(@)	-	ja␣
ep004:025	5	@	-	puhukaa␣
ep004:025	6	@	-	totta
ep004:025	-	(,)	-	,␣
ep004:025	7	@	-	kukin␣
ep004:025	10 (9)	@	-	lähimmäisensä␣
ep004:025	11a	%pers	3	
ep004:025	8	@	-	kanssa
ep004:025	11b	,	-	,␣
ep004:025	12	@	-	sillä␣
ep004:025	13	(@)	-	me␣
ep004:025	13	@	-	olemme␣
ep004:025	14	@	-	toinen␣
ep004:025	14	@	-	toisemme␣
ep004:025	15a	@	-	jäseniä
ep004:025	15b	.	-	.␣
ep004:026	ep004:026	ep004:026	VERSE	Ef␣4:26␣
ep004:026	-	(@)	-	"
ep004:026	1	@	-	Vihastukaa
ep004:026	-	(,)	-	,␣
ep004:026	2	@	-	mutta␣
ep004:026	3	@	-	älkää␣
ep004:026	4a	@	-	syntiä␣
ep004:026	4a	@	-	tehkö
ep004:026	4b	.	-	.
ep004:026	-	(@)	-	"␣
ep004:026	7	@	-	Älkää␣
ep004:026	tasp%8	@	-	antako␣
ep004:026	(5) 6	@	-	auringon␣
ep004:026	8	@	-	laskea␣
ep004:026	(10a) 11	@	-	vihanne␣
ep004:026	12a	%pers	?	
ep004:026	9a	@	-	yli
ep004:026	12b	,	-	,␣
ep004:027	ep004:027	ep004:027	VERSE	Ef␣4:27␣
ep004:027	1	@	-	älkääkä␣
ep004:027	2	@	-	antako␣
ep004:027	(4) 5a	@	-	perkeleelle␣
ep004:027	3	@	-	sijaa
ep004:027	5b	.	-	.␣
ep004:028	ep004:028	ep004:028	VERSE	Ef␣4:28␣
ep004:028	1	@	-	Joka␣
ep004:028	2	(@)	-	on␣
ep004:028	2	@	-	varastanut
ep004:028	-	(,)	-	,␣
ep004:028	3	@	-	älköön␣
ep004:028	3	@	-	enää␣
ep004:028	4a	@	-	varastako
ep004:028	4b	,	-	,␣
ep004:028	6	@	-	vaan␣
ep004:028	7	@	-	tehköön␣
ep004:028	5	@	-	ennemmin␣
ep004:028	7	@	-	työtä␣
ep004:028	-	(@)	-	ja␣
ep004:028	8	@	-	toimittakoon␣
ep004:028	11 (9a)	@	-	käsillään␣
ep004:028	10a	%pers	3	
ep004:028	-	(@)	-	sitä
ep004:028	-	(,)	-	,␣
ep004:028	-	(@)	-	mikä␣
ep004:028	(12) 13a	@	-	hyvää␣
ep004:028	-	(@)	-	on
ep004:028	13b	,	-	,␣
ep004:028	14	@	-	että␣
ep004:028	15	(@)	-	hänellä␣
ep004:028	15	@	-	olisi
ep004:028	-	(,)	-	,␣
ep004:028	16	(@)	-	mitä␣
ep004:028	16	@	-	antaa␣
ep004:028	(17) 18 19a	@	-	tarvitsevalle
ep004:028	19b	.	-	.␣
ep004:029	ep004:029	ep004:029	VERSE	Ef␣4:29␣
ep004:029	1	@	-	Mikään␣
ep004:029	3	@	-	rietas␣
ep004:029	2	@	-	puhe␣
ep004:029	8	@	-	älköön␣
ep004:029	(5) 6	@	-	suustanne␣
ep004:029	7	%pers	?	
ep004:029	4	%case	LOC	
ep004:029	9a	@	-	lähtekö
ep004:029	9b	,	-	,␣
ep004:029	10	@	-	vaan␣
ep004:029	11	@	-	ainoastaan␣
ep004:029	11	@	-	sellainen
ep004:029	-	(,)	-	,␣
ep004:029	12	@	-	mikä␣
ep004:029	(13)	-	UNTRANSLATED	
ep004:029	-	(@)	-	on␣
ep004:029	15	@	-	rakentavaista␣
ep004:029	14	%case	PTV	
ep004:029	-	(@)	-	ja␣
ep004:029	(16) 17a	@	-	tarpeellista␣
ep004:029	-	(@)	-	ja␣
ep004:029	19	@	-	on␣
ep004:029	18	%case	?	
ep004:029	20	@	-	mieluista␣
ep004:029	21	@	-	niille
ep004:029	-	(,)	-	,␣
ep004:029	21	@	-	jotka␣
ep004:029	22a	@	-	kuulevat
ep004:029	22b	.	-	.␣
ep004:030	ep004:030	ep004:030	VERSE	Ef␣4:30␣
ep004:030	2	@	-	Älkääkä␣
ep004:030	1	%clitic	kA	
ep004:030	3	@	-	saattako␣
ep004:030	3	@	-	murheelliseksi␣
ep004:030	(8) 9a	@	-	Jumalan␣
ep004:030	(6) 7	@	-	Pyhää␣
ep004:030	(4) 5	@	-	Henkeä
ep004:030	9b	,	-	,␣
ep004:030	11	@	-	joka␣
ep004:030	10	%case	NOM	
ep004:030	12	(@)	-	on␣
ep004:030	12	(@)	-	teille␣
ep004:030	12	@	-	annettu␣
ep004:030	12	@	-	sinetiksi␣
ep004:030	15a	@	-	lunastuksen␣
ep004:030	14	@	-	päivään␣
ep004:030	13	@	-	saakka
ep004:030	15b	.	-	.␣
ep004:031	ep004:031	ep004:031	VERSE	Ef␣4:31␣
ep004:031	1	@	-	Kaikki␣
ep004:031	2	@	-	katkeruus␣
ep004:031	3	@	-	ja␣
ep004:031	4	@	-	kiivastus␣
ep004:031	5	@	-	ja␣
ep004:031	6	@	-	viha␣
ep004:031	7	@	-	ja␣
ep004:031	8	@	-	huuto␣
ep004:031	9	@	-	ja␣
ep004:031	10	@	-	herjaus
ep004:031	-	(,)	-	,␣
ep004:031	15	@	-	kaikki␣
ep004:031	16a	@	-	pahuus␣
ep004:031	14	%case	NOM	
ep004:031	11	@	-	olkoon␣
ep004:031	11	@	-	kaukana␣
ep004:031	13	@	-	teistä
ep004:031	12	%case	LOC	
ep004:031	16b	.	-	.␣
ep004:032	ep004:032	ep004:032	VERSE	Ef␣4:32␣
ep004:032	1a	@	-	Olkaa␣
ep004:032	2a	@	-	sen␣
ep004:032	2a	@	-	sijaan␣
ep004:032	4	@	-	toisianne␣
ep004:032	3	@	-	kohtaan␣
ep004:032	5a	@	-	ystävällisiä
ep004:032	5b	,	-	,␣
ep004:032	6a	@	-	hyväsydämisiä
ep004:032	6b	,	-	,␣
ep004:032	7	@	-	anteeksiantavaisia␣
ep004:032	8a	@	-	toinen␣
ep004:032	8a	@	-	toisellenne
ep004:032	8b	,	-	,␣
ep004:032	9	@	-	niinkuin␣
ep004:032	(11) 12	@	-	Jumalakin␣
ep004:032	10	%clitic	kin	
ep004:032	15	(@)	-	on␣
ep004:032	14	@	-	Kristuksessa␣
ep004:032	13	%case	LOC	
ep004:032	16a	@	-	teille␣
ep004:032	15	@	-	anteeksi␣
ep004:032	15	@	-	antanut
ep004:032	16b	.	-	.␣
ep005:001	ep005:001	ep005:001	VERSE	Ef␣5:1␣
ep005:001	1	@	-	Olkaa␣
ep005:001	2	@	-	siis␣
ep005:001	(4) 5	@	-	Jumalan␣
ep005:001	3	@	-	seuraajia
ep005:001	-	(,)	-	,␣
ep005:001	6	@	-	niinkuin␣
ep005:001	8	@	-	rakkaat␣
ep005:001	7	@	-	lapset
ep005:001	-	(,)	-	,␣
ep005:002	ep005:002	ep005:002	VERSE	Ef␣5:2␣
ep005:002	1	@	-	ja␣
ep005:002	2	@	-	vaeltakaa␣
ep005:002	4a	@	-	rakkaudessa
ep005:002	3	%case	LOC	
ep005:002	4b	,	-	,␣
ep005:002	5	@	-	niinkuin␣
ep005:002	(7) 8	@	-	Kristuskin␣
ep005:002	6	%clitic	kin	
ep005:002	9	@	-	rakasti␣
ep005:002	10b	@	-	teitä␣
ep005:002	11	@	-	ja␣
ep005:002	12	@	-	antoi␣
ep005:002	13	@	-	itsensä␣
ep005:002	15	@	-	meidän␣
ep005:002	14	@	-	edestämme␣
ep005:002	16	@	-	lahjaksi␣
ep005:002	17	@	-	ja␣
ep005:002	18	@	-	uhriksi
ep005:002	-	(,)	-	,␣
ep005:002	(19) 20	@	-	Jumalalle␣
ep005:002	-	(@)	-	"
ep005:002	23a	@	-	suloiseksi␣
ep005:002	22	@	-	tuoksuksi
ep005:002	21	%case	TRA	
ep005:002	-	(@)	-	"
ep005:002	23b	.	-	.␣
ep005:003	ep005:003	ep005:003	VERSE	Ef␣5:3␣
ep005:003	2	@	-	Mutta␣
ep005:003	1	@	-	haureutta␣
ep005:003	3	@	-	ja␣
ep005:003	5	@	-	minkäänlaista␣
ep005:003	4	@	-	saastaisuutta␣
ep005:003	6	@	-	tai␣
ep005:003	7	@	-	ahneutta␣
ep005:003	8	@	-	älköön␣
ep005:003	8	@	-	edes␣
ep005:003	9	@	-	mainittako␣
ep005:003	11a	@	-	teidän␣
ep005:003	10	@	-	keskuudessanne␣
ep005:003	11b	-	-	-␣
ep005:003	12	@	-	niinkuin␣
ep005:003	14a	@	-	pyhien␣
ep005:003	13	@	-	sopii␣
ep005:003	14b	-	-	-␣
ep005:004	ep005:004	ep005:004	VERSE	Ef␣5:4␣
ep005:004	1	@	-	älköön␣
ep005:004	-	(@)	-	myös␣
ep005:004	2	@	-	rivoutta␣
ep005:004	3	@	-	tai␣
ep005:004	4	@	-	tyhmää␣
ep005:004	4	@	-	lorua␣
ep005:004	5	@	-	tai␣
ep005:004	6a	@	-	ilvehtimistä
ep005:004	6b	,	-	,␣
ep005:004	7	@	-	jotka␣
ep005:004	9a	@	-	ovat␣
ep005:004	9a	@	-	sopimattomia
ep005:004	8	%case	PTV	
ep005:004	9b	,	-	,␣
ep005:004	10	@	-	vaan␣
ep005:004	11	@	-	paremmin␣
ep005:004	12a	@	-	kiitosta
ep005:004	12b	.	-	.␣
ep005:005	ep005:005	ep005:005	VERSE	Ef␣5:5␣
ep005:005	2	@	-	Sillä␣
ep005:005	1	@	-	sen␣
ep005:005	3	(@)	-	te␣
ep005:005	3	@	-	tiedätte␣
ep005:005	-	(@)	-	ja␣
ep005:005	4a	@	-	tunnette
ep005:005	4b	,	-	,␣
ep005:005	15 5	@	-	ettei␣
ep005:005	6	@	-	yhdelläkään␣
ep005:005	7	@	-	haureellisella␣
ep005:005	8	@	-	eikä␣
ep005:005	9	@	-	saastaisella␣
ep005:005	10	@	-	eikä␣
ep005:005	11a	@	-	ahneella␣
ep005:005	-	(-)	-	-␣
ep005:005	-	(@)	-	sillä␣
ep005:005	12	@	-	hän␣
ep005:005	13	@	-	on␣
ep005:005	14a	@	-	epäjumalanpalvelija␣
ep005:005	-	(-)	-	-␣
ep005:005	16	@	-	ole␣
ep005:005	17	@	-	perintöosaa␣
ep005:005	(21) 22	@	-	Kristuksen␣
ep005:005	23	@	-	ja␣
ep005:005	24a	@	-	Jumalan␣
ep005:005	(19) 20	@	-	valtakunnassa
ep005:005	18	%case	LOC	
ep005:005	24b	.	-	.␣
ep005:006	ep005:006	ep005:006	VERSE	Ef␣5:6␣
ep005:006	1	@	-	Älköön␣
ep005:006	1	@	-	kukaan␣
ep005:006	3	@	-	pettäkö␣
ep005:006	2	@	-	teitä␣
ep005:006	4	@	-	tyhjillä␣
ep005:006	5a	@	-	puheilla
ep005:006	5b	,	-	,␣
ep005:006	8	@	-	sillä␣
ep005:006	7	@	-	semmoisten␣
ep005:006	6	@	-	tähden␣
ep005:006	9	@	-	kohtaa␣
ep005:006	(12) 13	@	-	Jumalan␣
ep005:006	(10) 11	@	-	viha␣
ep005:006	(17) 18a	@	-	tottelemattomuuden␣
ep005:006	(15) 16	@	-	lapsia
ep005:006	14	%case	PTV	
ep005:006	18b	;	-	;␣
ep005:007	ep005:007	ep005:007	VERSE	Ef␣5:7␣
ep005:007	1	@	-	älkää␣
ep005:007	2	@	-	siis␣
ep005:007	3	@	-	olko␣
ep005:007	-	(@)	-	niihin␣
ep005:007	4	@	-	osallisia␣
ep005:007	5a	@	-	heidän␣
ep005:007	case%5a	@	-	kanssaan
ep005:007	5b	.	-	.␣
ep005:008	ep005:008	ep005:008	VERSE	Ef␣5:8␣
