rm001:001	rm001:001	rm001:001	VERSE	Rm␣1:1␣
rm008:025	-	(@)	-	niin␣
rm008:025	9a	(@)	-	me␣
rm008:025	9a	@	-	odotamme␣
rm008:025	-	(@)	-	sitä␣
rm008:025	8	@	-	kärsivällisyydellä
rm008:025	7	%case	LOC	
rm008:025	9b	.	-	.␣
rm008:026	rm008:026	rm008:026	VERSE	Rm␣8:26␣
rm008:026	1	@	-	Samoin␣
rm008:026	(2)	-	UNTRANSLATED	
rm008:026	3	@	-	myös␣
rm008:026	(4) 5	@	-	Henki␣
rm008:026	6	@	-	auttaa␣
rm008:026	9a	@	-	meidän␣
rm008:026	(7) 8	@	-	heikkouttamme
rm008:026	-	(.)	-	.␣
rm008:026	(10)	-	UNTRANSLATED	
rm008:026	11	@	-	Sillä␣
rm008:026	-	(@)	-	me␣
rm008:026	16	@	-	emme␣
rm008:026	17a	@	-	tiedä
rm008:026	-	(,)	-	,␣
rm008:026	12	@	-	mitä␣
rm008:026	13	(@)	-	meidän␣
rm008:026	tasp%13	@	-	pitää␣
rm008:026	13	@	-	rukoileman
rm008:026	-	(,)	-	,␣
rm008:026	14	@	-	niinkuin␣
rm008:026	-	(@)	-	rukoilla␣
rm008:026	15	@	-	tulisi
rm008:026	17b	,	-	,␣
rm008:026	18	@	-	mutta␣
rm008:026	(20) 21	@	-	Henki␣
rm008:026	19	@	-	itse␣
rm008:026	22	@	-	rukoilee␣
rm008:026	-	(@)	-	meidän␣
rm008:026	22	@	-	puolestamme␣
rm008:026	24a	@	-	sanomattomilla␣
rm008:026	23	@	-	huokauksilla
rm008:026	24b	.	-	.␣
rm008:027	rm008:027	rm008:027	VERSE	Rm␣8:27␣
rm008:027	2	@	-	Mutta␣
rm008:027	(4) 5	@	-	sydänten␣
rm008:027	(1) 3	@	-	tutkija␣
rm008:027	6	@	-	tietää
rm008:027	-	(,)	-	,␣
rm008:027	7	@	-	mikä␣
rm008:027	(10) 11a	@	-	Hengen␣
rm008:027	(8) 9	@	-	mieli␣
rm008:027	-	(@)	-	on
rm008:027	11b	,	-	,␣
rm008:027	12	@	-	sillä␣
rm008:027	-	(@)	-	Henki␣
rm008:027	15	@	-	rukoilee␣
rm008:027	14	@	-	Jumalan␣
rm008:027	-	(@)	-	tahdon␣
rm008:027	13	@	-	mukaan␣
rm008:027	17a	@	-	pyhien␣
rm008:027	16	@	-	edestä
rm008:027	17b	.	-	.␣
rm008:028	rm008:028	rm008:028	VERSE	Rm␣8:28␣
rm008:028	2	@	-	Mutta␣
rm008:028	1	(@)	-	me␣
rm008:028	1	@	-	tiedämme
rm008:028	-	(,)	-	,␣
rm008:028	3	@	-	että␣
rm008:028	8	@	-	kaikki␣
rm008:028	10	@	-	yhdessä␣
rm008:028	10	@	-	vaikuttaa␣
rm008:028	4	@	-	niiden␣
rm008:028	12a	@	-	parhaaksi
rm008:028	11	%case	TRA	
rm008:028	-	(,)	-	,␣
rm008:028	4	@	-	jotka␣
rm008:028	(6) 7	@	-	Jumalaa␣
rm008:028	5	@	-	rakastavat
rm008:028	12b	,	-	,␣
rm008:028	13	@	-	niiden
rm008:028	-	(,)	-	,␣
rm008:028	13	@	-	jotka␣
rm008:028	-	(@)	-	hänen␣
rm008:028	15	@	-	aivoituksensa␣
rm008:028	14	@	-	mukaan␣
rm008:028	17a	@	-	ovat␣
rm008:028	16	@	-	kutsutut
rm008:028	17b	.	-	.␣
rm008:029	rm008:029	rm008:029	VERSE	Rm␣8:29␣
rm008:029	1	@	-	Sillä␣
rm008:029	2	@	-	ne
rm008:029	-	(,)	-	,␣
rm008:029	2	@	-	jotka␣
rm008:029	3a	(@)	-	hän␣
rm008:029	3a	(@)	-	on␣
rm008:029	3a	@	-	edeltätuntenut
rm008:029	-	(,)	-	,␣
rm008:029	5	(@)	-	hän␣
rm008:029	5	(@)	-	on␣
rm008:029	4	@	-	myös␣
rm008:029	5	@	-	edeltämäärännyt␣
rm008:029	10 (9)	@	-	Poikansa␣
rm008:029	11a	%pers	3	
rm008:029	(7) 8	@	-	kuvan␣
rm008:029	6	@	-	kaltaisiksi
rm008:029	11b	,	-	,␣
rm008:029	12	@	-	että␣
rm008:029	15	@	-	hän␣
rm008:029	(13) 14	@	-	olisi␣
rm008:029	16	@	-	esikoinen␣
rm008:029	18	@	-	monien␣
rm008:029	19a	@	-	veljien␣
rm008:029	17	@	-	joukossa
rm008:029	19b	;	-	;␣
rm008:030	rm008:030	rm008:030	VERSE	Rm␣8:30␣
rm008:030	2	@	-	mutta␣
rm008:030	1	@	-	jotka␣
rm008:030	3a	(@)	-	hän␣
rm008:030	3a	(@)	-	on␣
rm008:030	3a	@	-	edeltämäärännyt
rm008:030	3b	,	-	,␣
rm008:030	4	@	-	ne␣
rm008:030	6a	(@)	-	hän␣
rm008:030	6a	(@)	-	on␣
rm008:030	5	@	-	myös␣
rm008:030	6a	@	-	kutsunut
rm008:030	6b	;	-	;␣
rm008:030	7	@	-	ja␣
rm008:030	8	@	-	jotka␣
rm008:030	9a	(@)	-	hän␣
rm008:030	9a	(@)	-	on␣
rm008:030	9a	@	-	kutsunut
rm008:030	9b	,	-	,␣
rm008:030	10	@	-	ne␣
rm008:030	12a	(@)	-	hän␣
rm008:030	12a	(@)	-	on␣
rm008:030	11	@	-	myös␣
rm008:030	12a	@	-	vanhurskauttanut
rm008:030	12b	;	-	;␣
rm008:030	14	@	-	mutta␣
rm008:030	13	@	-	jotka␣
rm008:030	15a	(@)	-	hän␣
rm008:030	15a	(@)	-	on␣
rm008:030	15a	@	-	vanhurskauttanut
rm008:030	15b	,	-	,␣
rm008:030	16	@	-	ne␣
rm008:030	18a	(@)	-	hän␣
rm008:030	18a	(@)	-	on␣
rm008:030	17	@	-	myös␣
rm008:030	18a	@	-	kirkastanut
rm008:030	18b	.	-	.␣
rm008:031	rm008:031	rm008:031	VERSE	Rm␣8:31␣
rm008:031	1	@	-	Mitä␣
rm008:031	3	(@)	-	me␣
rm008:031	2	@	-	siis␣
rm008:031	5a	@	-	tähän␣
rm008:031	4	%case	LOC	
rm008:031	3	@	-	sanomme
rm008:031	-	(?)	-	?␣
rm008:031	6	@	-	Jos␣
rm008:031	(7) 8	@	-	Jumala␣
rm008:031	-	(@)	-	on␣
rm008:031	10a	@	-	meidän␣
rm008:031	9	@	-	puolellamme
rm008:031	10b	,	-	,␣
rm008:031	11	@	-	kuka␣
rm008:031	-	(@)	-	voi␣
rm008:031	-	(@)	-	olla␣
rm008:031	13a	@	-	meitä␣
rm008:031	12	@	-	vastaan
rm008:031	-	(?)	-	?␣
rm008:032	rm008:032	rm008:032	VERSE	Rm␣8:32␣
rm008:032	1	@	-	Hän
rm008:032	-	(,)	-	,␣
rm008:032	1	@	-	joka␣
rm008:032	6	@	-	ei␣
rm008:032	7	@	-	säästänyt␣
rm008:032	4	@	-	omaa␣
rm008:032	(3) 5	@	-	Poikaansakaan
rm008:032	2	%clitic	kAAn	
rm008:032	-	(,)	-	,␣
rm008:032	8	@	-	vaan␣
rm008:032	12	@	-	antoi␣
rm008:032	13a	@	-	hänet␣
rm008:032	12	@	-	alttiiksi␣
rm008:032	11	@	-	kaikkien␣
rm008:032	10	@	-	meidän␣
rm008:032	9	@	-	edestämme
rm008:032	13b	,	-	,␣
rm008:032	14	@	-	kuinka␣
rm008:032	22a	(@)	-	hän␣
rm008:032	15	@	-	ei␣
rm008:032	22a	@	-	lahjoittaisi␣
rm008:032	21	@	-	meille␣
rm008:032	(19) 20	@	-	kaikkea␣
rm008:032	(19) 20	(@)	-	muutakin␣
rm008:032	16	%clitic	kin	
rm008:032	18	@	-	hänen␣
rm008:032	17	@	-	kanssansa
rm008:032	-	(?)	-	?␣
rm008:033	rm008:033	rm008:033	VERSE	Rm␣8:33␣
rm008:033	1	@	-	Kuka␣
rm008:033	2	(@)	-	voi␣
rm008:033	2	@	-	syyttää␣
rm008:033	5a	@	-	Jumalan␣
rm008:033	4	@	-	valittuja
rm008:033	3	%case	PTV	
rm008:033	-	(?)	-	?␣
rm008:033	6	@	-	Jumala␣
rm008:033	-	(@)	-	on␣
rm008:033	7	@	-	se
rm008:033	-	(,)	-	,␣
rm008:033	7	@	-	joka␣
rm008:033	8a	@	-	vanhurskauttaa
rm008:033	8b	.	-	.␣
rm008:034	rm008:034	rm008:034	VERSE	Rm␣8:34␣
rm008:034	1	@	-	Kuka␣
rm008:034	tasp%3a	@	-	voi␣
rm008:034	(2) 3a	@	-	tuomita␣
rm008:034	(2) 3a	@	-	kadotukseen
rm008:034	3b	?	-	?␣
rm008:034	4a	@	-	Kristus␣
rm008:034	5a	@	-	Jeesus␣
rm008:034	-	(@)	-	on␣
rm008:034	6	@	-	se
rm008:034	-	(,)	-	,␣
rm008:034	6	@	-	joka␣
rm008:034	7a	(@)	-	on␣
rm008:034	7a	@	-	kuollut
rm008:034	7b	,	-	,␣
rm008:034	9	@	-	onpa␣
rm008:034	8	@	-	vielä␣
rm008:034	10a	@	-	herätettykin
rm008:034	10b	,	-	,␣
rm008:034	12	@	-	ja␣
rm008:034	11	@	-	hän␣
rm008:034	13	@	-	on␣
rm008:034	(16) 17a	@	-	Jumalan␣
rm008:034	15	@	-	oikealla␣
rm008:034	14	%case	LOC	
rm008:034	15	(@)	-	puolella
rm008:034	17b	,	-	,␣
rm008:034	19	@	-	ja␣
rm008:034	18	@	-	hän␣
rm008:034	19	@	-	myös␣
rm008:034	20	@	-	rukoilee␣
rm008:034	22a	@	-	meidän␣
rm008:034	21	@	-	edestämme
rm008:034	22b	.	-	.␣
rm008:035	rm008:035	rm008:035	VERSE	Rm␣8:35␣
rm008:035	1	@	-	Kuka␣
rm008:035	tasp%3	@	-	voi␣
rm008:035	2	@	-	meidät␣
rm008:035	3	@	-	erottaa␣
rm008:035	(7) 8a	@	-	Kristuksen␣
rm008:035	(5) 6	@	-	rakkaudesta
rm008:035	4	%case	LOC	
rm008:035	-	(?)	-	?␣
rm008:035	9	@	-	Tuskako
rm008:035	-	(,)	-	,␣
rm008:035	10	@	-	vai␣
rm008:035	11	@	-	ahdistus
rm008:035	-	(,)	-	,␣
rm008:035	12	@	-	vai␣
rm008:035	13	@	-	vaino
rm008:035	-	(,)	-	,␣
rm008:035	14	@	-	vai␣
rm008:035	15	@	-	nälkä
rm008:035	-	(,)	-	,␣
rm008:035	16	@	-	vai␣
rm008:035	17	@	-	alastomuus
rm008:035	-	(,)	-	,␣
rm008:035	18	@	-	vai␣
rm008:035	19	@	-	vaara
rm008:035	-	(,)	-	,␣
rm008:035	20	@	-	vai␣
rm008:035	21a	@	-	miekka
rm008:035	-	(?)	-	?␣
rm008:036	rm008:036	rm008:036	VERSE	Rm␣8:36␣
rm008:036	1	@	-	Niinkuin␣
rm008:036	2	@	-	kirjoitettu␣
rm008:036	2	(@)	-	on
rm008:036	3	:	-	:␣
rm008:036	-	(@)	-	"
rm008:036	5	@	-	Sinun␣
rm008:036	4	@	-	tähtesi␣
rm008:036	6	(@)	-	meitä␣
rm008:036	6	@	-	surmataan␣
rm008:036	7	@	-	kaiken␣
rm008:036	(8) 9a	@	-	päivää
rm008:036	9b	;	-	;␣
rm008:036	10	(@)	-	meitä␣
rm008:036	10	@	-	pidetään␣
rm008:036	12 13a	@	-	teuraslampaina
rm008:036	11	%case	ESS	
rm008:036	13b	@	-	"
rm008:036	13b	.	-	.␣
rm008:037	rm008:037	rm008:037	VERSE	Rm␣8:37␣
rm008:037	1	@	-	Mutta␣
rm008:037	3	@	-	näissä␣
rm008:037	4	@	-	kaikissa␣
rm008:037	2	%case	LOC	
rm008:037	5	(@)	-	me␣
rm008:037	5	@	-	saamme␣
rm008:037	5	@	-	jalon␣
rm008:037	5	@	-	voiton␣
rm008:037	7	@	-	hänen␣
rm008:037	6	@	-	kauttansa
rm008:037	-	(,)	-	,␣
rm008:037	7	@	-	joka␣
rm008:037	9a	@	-	meitä␣
rm008:037	8	(@)	-	on␣
rm008:037	8	@	-	rakastanut
rm008:037	9b	.	-	.␣
rm008:038	rm008:038	rm008:038	VERSE	Rm␣8:38␣
rm008:038	2	@	-	Sillä␣
rm008:038	1	(@)	-	minä␣
rm008:038	1	@	-	olen␣
rm008:038	1	@	-	varma␣
rm008:038	-	(@)	-	siitä
rm008:038	-	(,)	-	,␣
rm008:038	3 4	@	-	ettei␣
rm008:038	5	@	-	kuolema␣
rm008:038	6	@	-	eikä␣
rm008:038	7	@	-	elämä
rm008:038	-	(,)	-	,␣
rm008:038	8	@	-	ei␣
rm008:038	9	@	-	enkelit␣
rm008:038	10	@	-	eikä␣
rm008:038	11	@	-	henkivallat
rm008:038	-	(,)	-	,␣
rm008:038	12	@	-	ei␣
rm008:038	13	@	-	nykyiset␣
rm008:038	14	@	-	eikä␣
rm008:038	15	@	-	tulevaiset
rm008:038	-	(,)	-	,␣
rm008:038	16	@	-	ei␣
rm008:038	17	@	-	voimat
rm008:038	-	(,)	-	,␣
rm008:039	rm008:039	rm008:039	VERSE	Rm␣8:39␣
rm008:039	1	@	-	ei␣
rm008:039	2	@	-	korkeus␣
rm008:039	3	@	-	eikä␣
rm008:039	4	@	-	syvyys
rm008:039	-	(,)	-	,␣
rm008:039	5	@	-	eikä␣
rm008:039	6	@	-	mikään␣
rm008:039	8	@	-	muu␣
rm008:039	7	@	-	luotu␣
rm008:039	9	@	-	voi␣
rm008:039	10	@	-	meitä␣
rm008:039	11	@	-	erottaa␣
rm008:039	(15) 16	@	-	Jumalan␣
rm008:039	(13) 14	@	-	rakkaudesta
rm008:039	12	%case	LOC	
rm008:039	-	(,)	-	,␣
rm008:039	17	@	-	joka␣
rm008:039	-	(@)	-	on␣
rm008:039	19	@	-	Kristuksessa␣
rm008:039	20	@	-	Jeesuksessa
rm008:039	18	%case	LOC	
rm008:039	-	(,)	-	,␣
rm008:039	23a	@	-	meidän␣
rm008:039	(21) 22	@	-	Herrassamme
rm008:039	18	%case	LOC	
rm008:039	23b	.	-	.␣
rm009:001	rm009:001	rm009:001	VERSE	Rm␣9:1␣
rm009:001	2	(@)	-	Minä␣
rm009:001	2	@	-	sanon␣
rm009:001	1	@	-	totuuden␣
rm009:001	4a	@	-	Kristuksessa
rm009:001	3	%case	LOC	
rm009:001	4b	,	-	,␣
rm009:001	5	@	-	en␣
rm009:001	6a	@	-	valhettele␣
rm009:001	-	(-)	-	-␣
rm009:001	-	(@)	-	sen␣
rm009:001	7	@	-	todistaa␣
rm009:001	8	@	-	minulle␣
rm009:001	10 (9)	@	-	omatuntoni␣
rm009:001	11	%pers	?	
rm009:001	14a	@	-	Pyhässä␣
rm009:001	13	@	-	Hengessä␣
rm009:001	12	%case	LOC	
rm009:001	14b	-	-	-␣
rm009:002	rm009:002	rm009:002	VERSE	Rm␣9:2␣
rm009:002	1	@	-	että␣
rm009:002	3	@	-	minulla␣
rm009:002	4	@	-	on␣
rm009:002	5	@	-	suuri␣
rm009:002	2	@	-	murhe␣
rm009:002	6	@	-	ja␣
rm009:002	7	@	-	ainainen␣
rm009:002	8	@	-	kipu␣
rm009:002	10 (9)	@	-	sydämessäni
rm009:002	11a	%pers	?	
rm009:002	11b	.	-	.␣
rm009:003	rm009:003	rm009:003	VERSE	Rm␣9:3␣
rm009:003	2	@	-	Sillä␣
rm009:003	6	@	-	minä␣
rm009:003	1	@	-	soisin␣
rm009:003	5	@	-	itse␣
rm009:003	4	@	-	olevani␣
rm009:003	3	@	-	kirottu␣
rm009:003	7	@	-	pois␣
rm009:003	(8) 9	@	-	Kristuksesta␣
rm009:003	(11) 12	@	-	veljieni␣
rm009:003	13	%pers	?	
rm009:003	10	@	-	hyväksi
rm009:003	-	(,)	-	,␣
rm009:003	14	@	-	jotka␣
rm009:003	-	(@)	-	ovat␣
rm009:003	16	@	-	minun␣
rm009:003	15	@	-	sukulaisiani␣
rm009:003	18a	@	-	lihan␣
rm009:003	17	@	-	puolesta
rm009:003	18b	,	-	,␣
rm009:004	rm009:004	rm009:004	VERSE	Rm␣9:4␣
rm009:004	2	@	-	ovat␣
rm009:004	(1)	-	UNTRANSLATED	
rm009:004	3a	@	-	israelilaisia
rm009:004	3b	:	-	:␣
rm009:004	4	@	-	heidän␣
rm009:004	-	(@)	-	on␣
rm009:004	(5) 6	@	-	lapseus␣
rm009:004	7	@	-	ja␣
rm009:004	(8) 9	@	-	kirkkaus␣
rm009:004	10	@	-	ja␣
rm009:004	(11) 12	@	-	liitot␣
rm009:004	13	@	-	ja␣
rm009:004	(14) 15	@	-	lain␣
rm009:004	(14) 15	@	-	antaminen␣
rm009:004	16	@	-	ja␣
rm009:004	(17) 18	@	-	jumalanpalvelus␣
rm009:004	19	@	-	ja␣
rm009:004	(20) 21a	@	-	lupaukset
rm009:004	21b	;	-	;␣
rm009:005	rm009:005	rm009:005	VERSE	Rm␣9:5␣
rm009:005	1	@	-	heidän␣
rm009:005	-	(@)	-	ovat␣
rm009:005	(2) 3	@	-	isät
rm009:005	-	(,)	-	,␣
rm009:005	4	@	-	ja␣
rm009:005	6	@	-	heistä␣
rm009:005	5	%case	LOC	
rm009:005	-	(@)	-	on␣
rm009:005	(7) 8	@	-	Kristus␣
rm009:005	11a (9)	@	-	lihan␣
rm009:005	10	@	-	puolesta
rm009:005	11b	,	-	,␣
rm009:005	12	@	-	hän
rm009:005	-	(,)	-	,␣
rm009:005	12	@	-	joka␣
rm009:005	13	@	-	on␣
rm009:005	14	@	-	yli␣
rm009:005	15	@	-	kaiken
rm009:005	-	(,)	-	,␣
rm009:005	16	@	-	Jumala
rm009:005	-	(,)	-	,␣
rm009:005	17	@	-	ylistetty␣
rm009:005	(19) 20a	@	-	iankaikkisesti
rm009:005	18	%case	MAN	
rm009:005	20b	,	-	,␣
rm009:005	21a	@	-	amen
rm009:005	-	(!)	-	!␣
rm009:006	rm009:006	rm009:006	VERSE	Rm␣9:6␣
rm009:006	3	@	-	Mutta␣
rm009:006	1	@	-	ei␣
rm009:006	2	@	-	niin
rm009:006	-	(,)	-	,␣
rm009:006	4	@	-	että␣
rm009:006	(8) 9a	@	-	Jumalan␣
rm009:006	(6) 7	@	-	sana␣
rm009:006	5	(@)	-	olisi␣
rm009:006	5	@	-	harhaan␣
rm009:006	5	@	-	mennyt
rm009:006	9b	.	-	.␣
rm009:006	11	@	-	Sillä␣
rm009:006	10	@	-	eivät␣
rm009:006	12	@	-	kaikki␣
rm009:006	16	@	-	ne
rm009:006	-	(,)	-	,␣
rm009:006	13	@	-	jotka␣
rm009:006	-	(@)	-	ovat␣
rm009:006	15	@	-	Israelista
rm009:006	14	%case	LOC	
rm009:006	-	(,)	-	,␣
rm009:006	-	(@)	-	ole␣
rm009:006	-	(@)	-	silti␣
rm009:006	17a	@	-	Israel
rm009:006	17b	,	-	,␣
rm009:007	rm009:007	rm009:007	VERSE	Rm␣9:7␣
rm009:007	1	@	-	eivät␣
rm009:007	6	@	-	kaikki␣
rm009:007	3	@	-	ole␣
rm009:007	7a	@	-	lapsia␣
rm009:007	2	@	-	sentähden
rm009:007	-	(,)	-	,␣
rm009:007	2	@	-	että␣
rm009:007	3	@	-	ovat␣
rm009:007	5	@	-	Aabrahamin␣
rm009:007	4	@	-	siementä
rm009:007	7b	,	-	,␣
rm009:007	8a	@	-	vaan
rm009:007	8b	:	-	:␣
rm009:007	8b	@	-	"
rm009:007	10	@	-	Iisakista␣
rm009:007	9	%case	LOC	
rm009:007	12	@	-	sinä␣
rm009:007	11	@	-	saat␣
rm009:007	11	@	-	nimellesi␣
rm009:007	13a	@	-	jälkeläiset
rm009:007	13b	@	-	"
rm009:007	13b	;	-	;␣
rm009:008	rm009:008	rm009:008	VERSE	Rm␣9:8␣
rm009:008	1	@	-	se␣
rm009:008	2a	@	-	on
rm009:008	2b	:	-	:␣
rm009:008	3	@	-	eivät␣
rm009:008	4	@	-	ne
rm009:008	-	(,)	-	,␣
rm009:008	4	@	-	jotka␣
rm009:008	(6) 7	@	-	lihan␣
rm009:008	case%7	@	-	puolesta␣
rm009:008	-	(@)	-	ovat␣
rm009:008	5	@	-	lapsia
rm009:008	-	(,)	-	,␣
rm009:008	pro%8	@	-	ole␣
rm009:008	(10) 11	@	-	Jumalan␣
rm009:008	9	@	-	lapsia
rm009:008	-	(,)	-	,␣
rm009:008	12	@	-	vaan␣
rm009:008	(15) 16	@	-	lupauksen␣
rm009:008	(13) 14	@	-	lapset
rm009:008	-	(,)	-	,␣
rm009:008	17	(@)	-	ne␣
rm009:008	17	@	-	luetaan␣
rm009:008	19a	@	-	siemeneksi
rm009:008	18	%case	TRA	
rm009:008	19b	.	-	.␣
rm009:009	rm009:009	rm009:009	VERSE	Rm␣9:9␣
rm009:009	2	@	-	Sillä␣
rm009:009	1	@	-	lupauksen␣
rm009:009	(3) 4	@	-	sana␣
rm009:009	-	(@)	-	oli␣
rm009:009	5a	@	-	tämä
rm009:009	-	(:)	-	:␣
rm009:009	-	(@)	-	"
rm009:009	10	(@)	-	Minä␣
rm009:009	10	@	-	palaan␣
rm009:009	-	(@)	-	tulevana␣
rm009:009	-	(@)	-	vuonna␣
rm009:009	9	@	-	tähän␣
rm009:009	(7) 8	@	-	aikaan
rm009:009	6	%case	LOC	
rm009:009	-	(,)	-	,␣
rm009:009	11	@	-	ja␣
rm009:009	-	(@)	-	silloin␣
rm009:009	(13) 14	@	-	Saaralla␣
rm009:009	12	(@)	-	on␣
rm009:009	12	@	-	oleva␣
rm009:009	15a	@	-	poika
rm009:009	15b	@	-	"
rm009:009	15b	.	-	.␣
rm009:010	rm009:010	rm009:010	VERSE	Rm␣9:10␣
rm009:010	3a	@	-	Eikä␣
rm009:010	1	%clitic	kA	
rm009:010	2	@	-	ainoastaan␣
rm009:010	-	(@)	-	hänelle␣
rm009:010	-	(@)	-	näin␣
rm009:010	-	(@)	-	käynyt
rm009:010	3b	,	-	,␣
rm009:010	4	@	-	vaan␣
rm009:010	5	@	-	samoin␣
rm009:010	-	(@)	-	kävi␣
rm009:010	6	@	-	Rebekallekin
rm009:010	-	(,)	-	,␣
rm009:010	10a	(@)	-	joka␣
rm009:010	10a	(@)	-	oli␣
rm009:010	10a	@	-	tullut␣
rm009:010	9	@	-	raskaaksi␣
rm009:010	8	@	-	yhdestä
rm009:010	7	%case	LOC	
rm009:010	10b	,	-	,␣
rm009:010	14a	@	-	meidän␣
rm009:010	(12) 13	@	-	isästämme␣
rm009:010	11	@	-	Iisakista
rm009:010	14b	;	-	;␣
rm009:011	rm009:011	rm009:011	VERSE	Rm␣9:11␣
rm009:011	-	(@)	-	ja␣
rm009:011	1	@	-	ennenkuin␣
rm009:011	(2)	-	UNTRANSLATED	
rm009:011	-	(@)	-	kaksoset␣
rm009:011	3	(@)	-	olivat␣
rm009:011	3	@	-	syntyneetkään␣
rm009:011	4	@	-	ja␣
rm009:011	4	@	-	ennenkuin␣
rm009:011	5	(@)	-	olivat␣
rm009:011	5	@	-	tehneet␣
rm009:011	6	@	-	mitään
rm009:011	-	(,)	-	,␣
rm009:011	7	@	-	hyvää␣
rm009:011	8	@	-	tai␣
rm009:011	9a	@	-	pahaa
rm009:011	9b	,	-	,␣
rm009:011	10	@	-	niin␣
rm009:011	-	(-)	-	-␣
rm009:011	10	@	-	että␣
rm009:011	(15) 16	@	-	Jumalan␣
rm009:011	13	@	-	valinnan␣
rm009:011	12	@	-	mukainen␣
rm009:011	(11) 14	@	-	aivoitus␣
rm009:011	17a	@	-	pysyisi
rm009:011	17b	,	-	,␣
rm009:011	1/12	@	-	ei␣
rm009:011	3/12	@	-	tekojen␣
rm009:011	2/12	@	-	tähden
rm009:011	-	(,)	-	,␣
rm009:011	4/12	@	-	vaan␣
rm009:011	(6/12) 7a/12	@	-	kutsujan␣
rm009:011	5/12	@	-	tähden␣
rm009:011	-	(-)	-	-␣
rm009:012	rm009:012	rm009:012	VERSE	Rm␣9:12␣
rm009:012	8	@	-	sanottiin␣
rm009:012	9	@	-	hänelle
rm009:012	10	:	-	:␣
rm009:012	-	(@)	-	"
rm009:012	(11) 12	@	-	Vanhempi␣
rm009:012	13	(@)	-	on␣
rm009:012	13	@	-	palveleva␣
rm009:012	(14) 15a	@	-	nuorempaa
rm009:012	15b	@	-	"
rm009:012	15b	,	-	,␣
rm009:013	rm009:013	rm009:013	VERSE	Rm␣9:13␣
rm009:013	1	@	-	niinkuin␣
rm009:013	2a	@	-	kirjoitettu␣
rm009:013	2a	(@)	-	on
rm009:013	-	(:)	-	:␣
rm009:013	-	(@)	-	"
rm009:013	(3) 4	@	-	Jaakobia␣
rm009:013	5a	(@)	-	minä␣
rm009:013	5a	@	-	rakastin
rm009:013	-	(,)	-	,␣
rm009:013	7	@	-	mutta␣
rm009:013	(6) 8	@	-	Eesauta␣
rm009:013	9a	(@)	-	minä␣
rm009:013	9a	@	-	vihasin
rm009:013	9b	@	-	"
rm009:013	9b	.	-	.␣
rm009:014	rm009:014	rm009:014	VERSE	Rm␣9:14␣
rm009:014	1	@	-	Mitä␣
rm009:014	2	@	-	siis␣
rm009:014	3a	@	-	sanomme
rm009:014	-	(?)	-	?␣
rm009:014	4	@	-	Ei␣
rm009:014	4	@	-	kaiketi␣
rm009:014	(7) 8a	@	-	Jumalassa␣
rm009:014	6	%case	LOC	
rm009:014	-	(@)	-	ole␣
rm009:014	5	@	-	vääryyttä
rm009:014	-	(?)	-	?␣
rm009:014	10a 9	@	-	Pois␣
rm009:014	10a 9	@	-	se
rm009:014	-	(!)	-	!␣
rm009:015	rm009:015	rm009:015	VERSE	Rm␣9:15␣
rm009:015	3	@	-	Sillä␣
rm009:015	(1) 2	@	-	Moosekselle␣
rm009:015	4a	(@)	-	hän␣
rm009:015	4a	@	-	sanoo
rm009:015	-	(:)	-	:␣
rm009:015	-	(@)	-	"
rm009:015	5	(@)	-	Minä␣
rm009:015	5	@	-	olen␣
rm009:015	5	@	-	armollinen
rm009:015	-	(,)	-	,␣
rm009:015	6	@	-	kenelle␣
rm009:015	8	@	-	olen␣
rm009:015	8	@	-	armollinen
rm009:015	7	%modus	?	
rm009:015	-	(,)	-	,␣
rm009:015	9	@	-	ja␣
rm009:015	10	@	-	armahdan
rm009:015	-	(,)	-	,␣
rm009:015	11	@	-	ketä␣
rm009:015	13a	@	-	armahdan
rm009:015	12	%modus	IND	
rm009:015	13b	@	-	"
rm009:015	13b	.	-	.␣
rm009:016	rm009:016	rm009:016	VERSE	Rm␣9:16␣
rm009:016	1	@	-	Niin␣
rm009:016	-	(@)	-	se␣
rm009:016	3	@	-	ei␣
rm009:016	2	@	-	siis␣
rm009:016	-	(@)	-	ole␣
rm009:016	-	(@)	-	sen␣
rm009:016	-	(@)	-	vallassa
rm009:016	-	(,)	-	,␣
rm009:016	4	@	-	joka␣
rm009:016	5	@	-	tahtoo
rm009:016	-	(,)	-	,␣
rm009:016	6	@	-	eikä␣
rm009:016	7	@	-	sen
rm009:016	-	(,)	-	,␣
rm009:016	7	@	-	joka␣
rm009:016	8	@	-	juoksee
rm009:016	-	(,)	-	,␣
rm009:016	9	@	-	vaan␣
rm009:016	12a	@	-	Jumalan
rm009:016	-	(,)	-	,␣
rm009:016	10	@	-	joka␣
rm009:016	11	@	-	on␣
rm009:016	11	@	-	armollinen
rm009:016	12b	.	-	.␣
rm009:017	rm009:017	rm009:017	VERSE	Rm␣9:17␣
rm009:017	2	@	-	Sillä␣
rm009:017	(3) 4	@	-	Raamattu␣
rm009:017	1	@	-	sanoo␣
rm009:017	(5) 6	@	-	faraolle
rm009:017	7	:	-	:␣
