ex001:001	ex001:001	ex001:001	VERSE	2Ms␣1:1␣
ex024:001	ex024:001	ex024:001	VERSE	2Ms␣24:1␣
ex024:001	1a	@	-	Ja␣
ex024:001	3	(@)	-	hän␣
ex024:001	3	@	-	sanoi␣
ex024:001	2	@	-	Moosekselle
ex024:001	1b	%case	LOC	
ex024:001	-	(:)	-	:␣
ex024:001	-	(@)	-	"
ex024:001	4	@	-	Nouse␣
ex024:001	6	@	-	Herran␣
ex024:001	5	@	-	tykö
ex024:001	-	(,)	-	,␣
ex024:001	7	@	-	sinä␣
ex024:001	8a	@	-	ja␣
ex024:001	8b	@	-	Aaron
ex024:001	-	(,)	-	,␣
ex024:001	9	@	-	Naadab␣
ex024:001	10a	@	-	ja␣
ex024:001	10b	@	-	Abihu␣
ex024:001	11a	@	-	ynnä␣
ex024:001	11b	@	-	seitsemänkymmentä␣
ex024:001	13	@	-	Israelin␣
ex024:001	12b	@	-	vanhinta
ex024:001	12a	%case	PTV	
ex024:001	-	(;)	-	;␣
ex024:001	14a	@	-	ja␣
ex024:001	14b	@	-	kumartukaa␣
ex024:001	14b	@	-	ja␣
ex024:001	14b	@	-	rukoilkaa␣
ex024:001	15b	@	-	taampana
ex024:001	15a	%case	ESS	
ex024:001	-	(.)	-	.␣
ex024:002	ex024:002	ex024:002	VERSE	2Ms␣24:2␣
ex024:002	(1a)	-	UNTRANSLATED	
ex024:002	2	@	-	Mooses␣
ex024:002	3a 3b	@	-	yksinään␣
ex024:002	1b	@	-	lähestyköön␣
ex024:002	5	@	-	Herraa
ex024:002	4	%case	PTV	
ex024:002	(6a)	-	UNTRANSLATED	
ex024:002	-	(;)	-	;␣
ex024:002	6b	@	-	muut␣
ex024:002	7	@	-	älkööt␣
ex024:002	8	@	-	lähestykö
ex024:002	-	(,)	-	,␣
ex024:002	9a	@	-	ja␣
ex024:002	(9b) 9c	@	-	kansa␣
ex024:002	10	@	-	älköön␣
ex024:002	11	@	-	nousko␣
ex024:002	-	(@)	-	sinne␣
ex024:002	pers%12	@	-	hänen␣
ex024:002	12	@	-	kanssansa
ex024:002	-	(.)	-	.
ex024:002	-	(@)	-	"␣
ex024:003	ex024:003	ex024:003	VERSE	2Ms␣24:3␣
ex024:003	1a	@	-	Ja␣
ex024:003	2	@	-	Mooses␣
ex024:003	1b	@	-	tuli␣
ex024:003	3a	@	-	ja␣
ex024:003	3b	@	-	kertoi␣
ex024:003	4b	@	-	kansalle␣
ex024:003	4a	%case	LOC	
ex024:003	6	@	-	kaikki␣
ex024:003	5	%case	NOM	
ex024:003	8	@	-	Herran␣
ex024:003	7	@	-	sanat␣
ex024:003	9a	@	-	ja␣
ex024:003	10	@	-	kaikki␣
ex024:003	9b	%case	NOM	
ex024:003	-	(@)	-	hänen␣
ex024:003	(11a) 11b	@	-	säädöksensä
ex024:003	-	(.)	-	.␣
ex024:003	12a	@	-	Niin␣
ex024:003	13	@	-	koko␣
ex024:003	(14a) 14b	@	-	kansa␣
ex024:003	12b	@	-	vastasi␣
ex024:003	16	@	-	yhteen␣
ex024:003	15	@	-	ääneen␣
ex024:003	17a	@	-	ja␣
ex024:003	17b	@	-	sanoi
ex024:003	-	(:)	-	:␣
ex024:003	-	(@)	-	"
ex024:003	18	@	-	Kaiken
ex024:003	(19a) (19b)	-	UNTRANSLATED	
ex024:003	-	(,)	-	,␣
ex024:003	20	@	-	mitä␣
ex024:003	22	@	-	Herra␣
ex024:003	21	(@)	-	on␣
ex024:003	21	@	-	puhunut
ex024:003	-	(,)	-	,␣
ex024:003	23	(@)	-	me␣
ex024:003	23	@	-	teemme
ex024:003	-	(@)	-	"
ex024:003	-	(.)	-	.␣
ex024:004	ex024:004	ex024:004	VERSE	2Ms␣24:4␣
ex024:004	1a	@	-	Sitten␣
ex024:004	2	@	-	Mooses␣
ex024:004	1b	@	-	kirjoitti␣
ex024:004	4	@	-	kaikki␣
ex024:004	3	%case	NOM	
ex024:004	6	@	-	Herran␣
ex024:004	5	@	-	sanat
ex024:004	-	(.)	-	.␣
ex024:004	7a	@	-	Ja␣
ex024:004	7b	(@)	-	hän␣
ex024:004	7b	@	-	nousi␣
ex024:004	7b	@	-	varhain␣
ex024:004	sem%8b	@	-	seuraavana␣
ex024:004	8b	@	-	aamuna␣
ex024:004	8a	%case	ESS	
ex024:004	9a	@	-	ja␣
ex024:004	9b	@	-	rakensi␣
ex024:004	10	@	-	alttarin␣
ex024:004	(12a) 12b	@	-	vuoren␣
ex024:004	11	@	-	juurelle␣
ex024:004	13a	@	-	sekä␣
ex024:004	-	(@)	-	pystytti␣
ex024:004	13b 14	@	-	kaksitoista␣
ex024:004	15	@	-	patsasta␣
ex024:004	19	@	-	Israelin␣
ex024:004	16b 17	@	-	kahdentoista␣
ex024:004	18	@	-	sukukunnan␣
ex024:004	16a	@	-	mukaan
ex024:004	-	(.)	-	.␣
ex024:005	ex024:005	ex024:005	VERSE	2Ms␣24:5␣
ex024:005	1a	@	-	Ja␣
ex024:005	1b	(@)	-	hän␣
ex024:005	1b	@	-	lähetti␣
ex024:005	4 5	@	-	israelilaisten␣
ex024:005	-	(@)	-	joukosta␣
ex024:005	3	@	-	nuoria␣
ex024:005	3	@	-	miehiä␣
ex024:005	2	%case	PTV	
ex024:005	6b	@	-	uhraamaan␣
ex024:005	6a	%inflection	INF3.ILL	
ex024:005	7	@	-	polttouhreja␣
ex024:005	8a	@	-	ja␣
ex024:005	8b	@	-	teurastamaan␣
ex024:005	12	@	-	härkiä␣
ex024:005	10 9	@	-	yhteysuhriksi␣
ex024:005	11b	@	-	Herralle
ex024:005	11a	%case	LOC	
ex024:005	-	(.)	-	.␣
ex024:006	ex024:006	ex024:006	VERSE	2Ms␣24:6␣
ex024:006	1a	@	-	Ja␣
ex024:006	2	@	-	Mooses␣
ex024:006	1b	@	-	otti␣
ex024:006	(4a) 4b	@	-	verestä␣
ex024:006	3	@	-	puolet␣
ex024:006	5a	@	-	ja␣
ex024:006	5b	@	-	pani␣
ex024:006	6b	@	-	uhrimaljoihin
ex024:006	6a	%case	LOC	
ex024:006	-	(,)	-	,␣
ex024:006	7a	@	-	ja␣
ex024:006	sem%7b	@	-	toisen␣
ex024:006	7b	@	-	puolen␣
ex024:006	(8a) (8b)	-	UNTRANSLATED	
ex024:006	9	(@)	-	hän␣
ex024:006	9	@	-	vihmoi␣
ex024:006	(11a) 11b	@	-	alttarille
ex024:006	10	%case	LOC	
ex024:006	-	(.)	-	.␣
ex024:007	ex024:007	ex024:007	VERSE	2Ms␣24:7␣
ex024:007	1a	@	-	Ja␣
ex024:007	1b	(@)	-	hän␣
ex024:007	1b	@	-	otti␣
ex024:007	2 (3a) 3b	@	-	liitonkirjan␣
ex024:007	4a	@	-	ja␣
ex024:007	4b	@	-	luki␣
ex024:007	-	(@)	-	sen␣
ex024:007	(6a) 6b	@	-	kansan␣
ex024:007	5b	@	-	kuullen
ex024:007	5a	%case	MAN	
ex024:007	-	(.)	-	.␣
ex024:007	7a	@	-	Ja␣
ex024:007	7b	(@)	-	he␣
ex024:007	7b	@	-	sanoivat
ex024:007	-	(:)	-	:␣
ex024:007	-	(@)	-	"
ex024:007	8	@	-	Kaikkea
ex024:007	-	(,)	-	,␣
ex024:007	9	@	-	mitä␣
ex024:007	11	@	-	Herra␣
ex024:007	10	(@)	-	on␣
ex024:007	10	@	-	puhunut
ex024:007	-	(,)	-	,␣
ex024:007	12	(@)	-	me␣
ex024:007	12	@	-	noudatamme␣
ex024:007	13a	@	-	ja␣
ex024:007	13b	@	-	tottelemme
ex024:007	-	(@)	-	"
ex024:007	-	(.)	-	.␣
ex024:008	ex024:008	ex024:008	VERSE	2Ms␣24:8␣
ex024:008	1a	@	-	Niin␣
ex024:008	2	@	-	Mooses␣
ex024:008	1b	@	-	otti␣
ex024:008	(4a) 4b	@	-	veren␣
ex024:008	3	%case	GEN	
ex024:008	5a	@	-	ja␣
ex024:008	5b	@	-	vihmoi␣
ex024:008	-	(@)	-	sitä␣
ex024:008	(7a) 7b	@	-	kansan␣
ex024:008	6	@	-	päälle␣
ex024:008	8a	@	-	ja␣
ex024:008	8b	@	-	sanoi
ex024:008	-	(:)	-	:␣
ex024:008	-	(@)	-	"
ex024:008	9	@	-	Katso
ex024:008	-	(,)	-	,␣
ex024:008	-	(@)	-	tämä␣
ex024:008	-	(@)	-	on␣
ex024:008	11a	@	-	sen␣
ex024:008	11b	@	-	liiton␣
ex024:008	10	@	-	veri
ex024:008	-	(,)	-	,␣
ex024:008	12	@	-	jonka␣
ex024:008	14	@	-	Herra␣
ex024:008	13	(@)	-	on␣
ex024:008	13	@	-	tehnyt␣
ex024:008	pers%15	@	-	teidän␣
ex024:008	15	@	-	kanssanne␣
ex024:008	17	@	-	kaikkien␣
ex024:008	(19a) 19b	@	-	näiden␣
ex024:008	(18a) 18b	@	-	sanojen␣
ex024:008	16	@	-	perusteella
ex024:008	-	(@)	-	"
ex024:008	-	(.)	-	.␣
ex024:009	ex024:009	ex024:009	VERSE	2Ms␣24:9␣
ex024:009	1a	@	-	Ja␣
ex024:009	2	@	-	Mooses␣
ex024:009	3a	@	-	ja␣
ex024:009	3b	@	-	Aaron
ex024:009	-	(,)	-	,␣
ex024:009	4	@	-	Naadab␣
ex024:009	5a	@	-	ja␣
ex024:009	5b	@	-	Abihu␣
ex024:009	6a	@	-	ynnä␣
ex024:009	6b	@	-	seitsemänkymmentä␣
ex024:009	8	@	-	Israelin␣
ex024:009	7b	@	-	vanhinta␣
ex024:009	7a	%case	PTV	
ex024:009	1b	@	-	nousivat␣
ex024:009	-	(@)	-	vuorelle
ex024:009	-	(.)	-	.␣
ex024:010	ex024:010	ex024:010	VERSE	2Ms␣24:10␣
ex024:010	1a	@	-	Ja␣
ex024:010	1b	(@)	-	he␣
ex024:010	1b	@	-	näkivät␣
ex024:010	4	@	-	Israelin␣
ex024:010	3	@	-	Jumalan
ex024:010	2	%case	GEN	
ex024:010	-	(;)	-	;␣
ex024:010	5a	@	-	ja␣
ex024:010	pers%6	@	-	hänen␣
ex024:010	6	@	-	jalkainsa␣
ex024:010	5b	@	-	alla␣
ex024:010	-	(@)	-	oli␣
ex024:010	(7b)	-	UNTRANSLATED	
ex024:010	8	@	-	alusta
ex024:010	-	(,)	-	,␣
ex024:010	7a	@	-	niinkuin␣
ex024:010	(9a) 9b	@	-	safiirikivistä
ex024:010	(10a)	-	UNTRANSLATED	
ex024:010	-	(,)	-	,␣
ex024:010	12b	@	-	kirkas␣
ex024:010	12a	%case	NOM	
ex024:010	10b	@	-	kuin␣
ex024:010	10c	@	-	itse␣
ex024:010	(11a) 11b	@	-	taivas
ex024:010	-	(.)	-	.␣
ex024:011	ex024:011	ex024:011	VERSE	2Ms␣24:11␣
ex024:011	5	@	-	Eikä␣
ex024:011	1a	%clitic	kA	
ex024:011	6	(@)	-	hän␣
ex024:011	6	@	-	kajonnut␣
ex024:011	7	@	-	kädellänsä␣
ex024:011	3 4	@	-	israelilaisten␣
ex024:011	2	@	-	valittuihin
ex024:011	1b	%case	LOC	
ex024:011	-	(,)	-	,␣
ex024:011	8a	@	-	ja␣
ex024:011	8b	(@)	-	he␣
ex024:011	8b	@	-	katselivat␣
ex024:011	(10a) 10b	@	-	Jumalaa
ex024:011	9	%case	PTV	
ex024:011	(11a)	-	UNTRANSLATED	
ex024:011	-	(,)	-	,␣
ex024:011	11b	@	-	söivät␣
ex024:011	12a	@	-	ja␣
ex024:011	12b	@	-	joivat
ex024:011	-	(.)	-	.␣
ex024:012	ex024:012	ex024:012	VERSE	2Ms␣24:12␣
ex024:012	1a	@	-	Ja␣
ex024:012	2	@	-	Herra␣
ex024:012	1b	@	-	sanoi␣
ex024:012	4	@	-	Moosekselle
ex024:012	3	%case	LOC	
ex024:012	-	(:)	-	:␣
ex024:012	-	(@)	-	"
ex024:012	5	@	-	Nouse␣
ex024:012	pers%6	@	-	minun␣
ex024:012	6	@	-	tyköni␣
ex024:012	(7a) 7b	@	-	vuorelle␣
ex024:012	8a	@	-	ja␣
ex024:012	8b	@	-	ole␣
ex024:012	9	@	-	siellä
ex024:012	-	(,)	-	,␣
ex024:012	10a	@	-	niin␣
ex024:012	10b	(@)	-	minä␣
ex024:012	10b	@	-	annan␣
ex024:012	11	@	-	sinulle␣
ex024:012	13 (14a) 14b	@	-	kivitaulut␣
ex024:012	12	%case	NOM	
ex024:012	15a	@	-	ynnä␣
ex024:012	(15b) 15c	@	-	lain␣
ex024:012	16a	@	-	ja␣
ex024:012	(16b) 16c	@	-	käskyt
ex024:012	-	(,)	-	,␣
ex024:012	17	@	-	jotka␣
ex024:012	18	(@)	-	minä␣
ex024:012	18	(@)	-	olen␣
ex024:012	18	@	-	kirjoittanut␣
ex024:012	pers%19b	@	-	heille␣
ex024:012	19b	@	-	opetukseksi
ex024:012	19a	%case	TRA	
ex024:012	-	(@)	-	"
ex024:012	-	(.)	-	.␣
ex024:013	ex024:013	ex024:013	VERSE	2Ms␣24:13␣
ex024:013	1a	@	-	Silloin␣
ex024:013	2	@	-	Mooses␣
ex024:013	3a	@	-	ja␣
ex024:013	pers%4	@	-	hänen␣
ex024:013	4	@	-	palvelijansa␣
ex024:013	3b	@	-	Joosua␣
ex024:013	1b	@	-	lähtivät
ex024:013	-	(;)	-	;␣
ex024:013	5a	@	-	ja␣
ex024:013	6	@	-	Mooses␣
ex024:013	5b	@	-	nousi␣
ex024:013	(9a) 9b	@	-	Jumalan␣
ex024:013	8	@	-	vuorelle
ex024:013	7	%case	LOC	
ex024:013	-	(.)	-	.␣
ex024:014	ex024:014	ex024:014	VERSE	2Ms␣24:14␣
ex024:014	1a	@	-	Mutta␣
ex024:014	(2a) 2b	@	-	vanhimmille␣
ex024:014	1b	%case	LOC	
ex024:014	3	(@)	-	hän␣
ex024:014	3	@	-	sanoi
ex024:014	-	(:)	-	:␣
ex024:014	-	(@)	-	"
ex024:014	4	@	-	Odottakaa␣
ex024:014	5	@	-	meitä␣
ex024:014	6b	@	-	täällä
ex024:014	6a	%case	LOC	
ex024:014	-	(,)	-	,␣
ex024:014	7 8	@	-	kunnes␣
ex024:014	9	@	-	palaamme␣
ex024:014	pers%10	@	-	teidän␣
ex024:014	10	@	-	tykönne
ex024:014	-	(.)	-	.␣
ex024:014	11a	@	-	Ja␣
ex024:014	11b	@	-	katso
ex024:014	-	(,)	-	,␣
ex024:014	12	@	-	Aaron␣
ex024:014	13a	@	-	ja␣
ex024:014	13b	@	-	Huur␣
ex024:014	-	(@)	-	ovat␣
ex024:014	pers%14	@	-	teidän␣
ex024:014	14	@	-	kanssanne
ex024:014	-	(;)	-	;␣
ex024:014	15	@	-	jolla␣
ex024:014	-	(@)	-	on␣
ex024:014	16 17	@	-	jotakin␣
ex024:014	16 17	@	-	asiaa
ex024:014	-	(,)	-	,␣
ex024:014	18	@	-	kääntyköön␣
ex024:014	pers%19	@	-	heidän␣
ex024:014	19	@	-	puoleensa
ex024:014	-	(.)	-	.
ex024:014	-	(@)	-	"␣
ex024:015	ex024:015	ex024:015	VERSE	2Ms␣24:15␣
ex024:015	1a	@	-	Kun␣
ex024:015	2	@	-	Mooses␣
ex024:015	1b	(@)	-	oli␣
ex024:015	1b	@	-	noussut␣
ex024:015	(4a) 4b	@	-	vuorelle
ex024:015	3	%case	LOC	
ex024:015	(5a)	-	UNTRANSLATED	
ex024:015	-	(,)	-	,␣
ex024:015	5b	@	-	peitti␣
ex024:015	(6a) 6b	@	-	pilvi␣
ex024:015	(8a) 8b	@	-	vuoren
ex024:015	7	%case	GEN	
ex024:015	-	(.)	-	.␣
ex024:016	ex024:016	ex024:016	VERSE	2Ms␣24:16␣
ex024:016	1a	@	-	Ja␣
ex024:016	3	@	-	Herran␣
ex024:016	2	@	-	kirkkaus␣
ex024:016	1b	@	-	laskeutui␣
ex024:016	6	@	-	Siinain␣
ex024:016	5	@	-	vuorelle
ex024:016	4	%case	LOC	
ex024:016	-	(,)	-	,␣
ex024:016	7a	@	-	ja␣
ex024:016	(8a) 8b	@	-	pilvi␣
ex024:016	7b	@	-	peitti␣
ex024:016	pers%7b	@	-	sen␣
ex024:016	9	@	-	kuusi␣
ex024:016	10	@	-	päivää
ex024:016	-	(;)	-	;␣
ex024:016	11a	@	-	ja␣
ex024:016	(15a) 15b	@	-	seitsemäntenä␣
ex024:016	14b	@	-	päivänä␣
ex024:016	14a	%case	ESS	
ex024:016	11b	(@)	-	hän␣
ex024:016	11b	@	-	huusi␣
ex024:016	13	@	-	Moosesta␣
ex024:016	12	%case	PTV	
ex024:016	(17a) 17b	@	-	pilven␣
ex024:016	16b	@	-	keskeltä
ex024:016	16a	%case	LOC	
ex024:016	-	(.)	-	.␣
ex024:017	ex024:017	ex024:017	VERSE	2Ms␣24:17␣
ex024:017	1a	@	-	Ja␣
ex024:017	3	@	-	Herran␣
ex024:017	2	@	-	kirkkaus␣
ex024:017	(7a) 7b	@	-	vuoren␣
ex024:017	6b	@	-	kukkulalla␣
ex024:017	6a	%case	LOC	
ex024:017	1b	@	-	näytti␣
ex024:017	10 9	@	-	israelilaisten␣
ex024:017	8b	@	-	silmissä␣
ex024:017	8a	%case	LOC	
ex024:017	5	@	-	kuluttavalta␣
ex024:017	4b	@	-	tulelta
ex024:017	4a	%case	LOC	
ex024:017	-	(.)	-	.␣
ex024:018	ex024:018	ex024:018	VERSE	2Ms␣24:18␣
ex024:018	1a	@	-	Ja␣
ex024:018	2	@	-	Mooses␣
ex024:018	1b	@	-	meni␣
ex024:018	(4a) 4b	@	-	pilven␣
ex024:018	3b	@	-	keskelle␣
ex024:018	3a	%case	LOC	
ex024:018	5a	@	-	ja␣
ex024:018	5b	@	-	nousi␣
ex024:018	(7a) 7b	@	-	vuorelle
ex024:018	6	%case	LOC	
ex024:018	-	(.)	-	.␣
ex024:018	8a	@	-	Ja␣
ex024:018	9	@	-	Mooses␣
ex024:018	8b	@	-	oli␣
ex024:018	10b	@	-	vuorella␣
ex024:018	10a	%case	LOC	
ex024:018	11	@	-	neljäkymmentä␣
ex024:018	12	@	-	päivää␣
ex024:018	13a	@	-	ja␣
ex024:018	13b	@	-	neljäkymmentä␣
ex024:018	14	@	-	yötä
ex024:018	-	(.)	-	.␣
ex025:001	ex025:001	ex025:001	VERSE	2Ms␣25:1␣
ex025:001	1a	@	-	Ja␣
ex025:001	2	@	-	Herra␣
ex025:001	1b	@	-	puhui␣
ex025:001	4	@	-	Moosekselle␣
ex025:001	3	%case	LOC	
ex025:001	5a 5b	@	-	sanoen
ex025:001	-	(:)	-	:␣
ex025:002	ex025:002	ex025:002	VERSE	2Ms␣25:2␣
