jn001:001	jn001:001	jn001:001	VERSE	Jh␣1:1␣
jn012:009	28a	@	-	kuolleista
jn012:009	27	%case	LOC	
jn012:009	-	(.)	-	.␣
jn012:010	jn012:010	jn012:010	VERSE	Jh␣12:10␣
jn012:010	2	@	-	Mutta␣
jn012:010	(3) 4	@	-	ylipapit␣
jn012:010	1	@	-	päättivät␣
jn012:010	9a	@	-	tappaa␣
jn012:010	5	%case	LAT	
jn012:010	(7) 8	@	-	Lasaruksenkin
jn012:010	6	%clitic	kin	
jn012:010	-	(,)	-	,␣
jn012:011	jn012:011	jn012:011	VERSE	Jh␣12:11␣
jn012:011	1	@	-	koska␣
jn012:011	2	@	-	monet␣
jn012:011	(6) 7	@	-	juutalaiset␣
jn012:011	4	@	-	hänen␣
jn012:011	3	@	-	tähtensä␣
jn012:011	5	@	-	menivät␣
jn012:011	-	(@)	-	sinne␣
jn012:011	8	@	-	ja␣
jn012:011	9	@	-	uskoivat␣
jn012:011	(11) 12a	@	-	Jeesukseen
jn012:011	10	%case	LOC	
jn012:011	-	(.)	-	.␣
jn012:012	jn012:012	jn012:012	VERSE	Jh␣12:12␣
jn012:012	(1) 2	@	-	Seuraavana␣
jn012:012	(1) 2	@	-	päivänä
jn012:012	-	(,)	-	,␣
jn012:012	-	(@)	-	kun␣
jn012:012	5	@	-	suuri␣
jn012:012	(3) 4	@	-	kansanjoukko
jn012:012	-	(,)	-	,␣
jn012:012	6	@	-	joka␣
jn012:012	7	(@)	-	oli␣
jn012:012	7	@	-	saapunut␣
jn012:012	10a (9)	@	-	juhlille
jn012:012	8	%case	LOC	
jn012:012	-	(,)	-	,␣
jn012:012	11	@	-	kuuli
jn012:012	-	(,)	-	,␣
jn012:012	12	@	-	että␣
jn012:012	(14) 15	@	-	Jeesus␣
jn012:012	13	(@)	-	oli␣
jn012:012	13	@	-	tulossa␣
jn012:012	17	@	-	Jerusalemiin
jn012:012	16	%case	LOC	
jn012:012	-	(,)	-	,␣
jn012:013	jn012:013	jn012:013	VERSE	Jh␣12:13␣
jn012:013	1	@	-	ottivat␣
jn012:013	1	(@)	-	he␣
jn012:013	(4) 5	@	-	palmupuiden␣
jn012:013	(2) 3	@	-	oksia␣
jn012:013	6	@	-	ja␣
jn012:013	7	@	-	menivät␣
jn012:013	10	@	-	häntä␣
jn012:013	9	@	-	vastaan␣
jn012:013	8	%case	LOC	
jn012:013	11	@	-	ja␣
jn012:013	12a	@	-	huusivat
jn012:013	-	(:)	-	:␣
jn012:013	-	(@)	-	"
jn012:013	13a	@	-	Hoosianna
jn012:013	-	(,)	-	,␣
jn012:013	14	@	-	siunattu␣
jn012:013	14	(@)	-	olkoon␣
jn012:013	15	@	-	hän
jn012:013	-	(,)	-	,␣
jn012:013	15	@	-	joka␣
jn012:013	16	@	-	tulee␣
jn012:013	19a	@	-	Herran␣
jn012:013	18	@	-	nimeen
jn012:013	17	%case	LOC	
jn012:013	-	(,)	-	,␣
jn012:013	(20a)	-	UNTRANSLATED	
jn012:013	(23) 24a	@	-	Israelin␣
jn012:013	(21) 22	@	-	kuningas
jn012:013	-	(!)	-	!
jn012:013	-	(@)	-	"␣
jn012:014	jn012:014	jn012:014	VERSE	Jh␣12:14␣
jn012:014	2	@	-	Ja␣
jn012:014	1	@	-	saatuansa␣
jn012:014	5	@	-	nuoren␣
jn012:014	5	@	-	aasin␣
jn012:014	(3) 4	@	-	Jeesus␣
jn012:014	6	@	-	istui␣
jn012:014	8a	@	-	sen␣
jn012:014	pro%7	@	-	selkään
jn012:014	-	(,)	-	,␣
jn012:014	9	@	-	niinkuin␣
jn012:014	11a	@	-	kirjoitettu␣
jn012:014	10	@	-	on
jn012:014	-	(:)	-	:␣
jn012:015	jn012:015	jn012:015	VERSE	Jh␣12:15␣
jn012:015	-	(@)	-	"
jn012:015	1	@	-	Älä␣
jn012:015	2a	@	-	pelkää
jn012:015	-	(,)	-	,␣
jn012:015	3	@	-	tytär␣
jn012:015	4a	@	-	Siion
jn012:015	-	(;)	-	;␣
jn012:015	5	@	-	katso
jn012:015	-	(,)	-	,␣
jn012:015	8	@	-	sinun␣
jn012:015	(6) 7	@	-	kuninkaasi␣
jn012:015	9a	@	-	tulee␣
jn012:015	10	@	-	istuen␣
jn012:015	13a	@	-	aasin␣
jn012:015	12	@	-	varsan␣
jn012:015	pro%11	@	-	selässä
jn012:015	-	(@)	-	"
jn012:015	-	(.)	-	.␣
jn012:016	jn012:016	jn012:016	VERSE	Jh␣12:16␣
jn012:016	1	@	-	Tätä␣
jn012:016	4	@	-	hänen␣
jn012:016	(5) 6	@	-	opetuslapsensa␣
jn012:016	2	@	-	eivät␣
jn012:016	(7) 8a	@	-	aluksi␣
jn012:016	3	@	-	ymmärtäneet
jn012:016	-	(;)	-	;␣
jn012:016	9	@	-	mutta␣
jn012:016	10	@	-	kun␣
jn012:016	12	@	-	Jeesus␣
jn012:016	11	(@)	-	oli␣
jn012:016	11	@	-	kirkastettu
jn012:016	-	(,)	-	,␣
jn012:016	13	@	-	silloin␣
jn012:016	14	(@)	-	he␣
jn012:016	14	@	-	muistivat
jn012:016	-	(,)	-	,␣
jn012:016	15	@	-	että␣
jn012:016	16	@	-	tämä␣
jn012:016	17	@	-	oli␣
jn012:016	19	@	-	hänestä␣
jn012:016	18	%case	LOC	
jn012:016	20	@	-	kirjoitettu␣
jn012:016	21	@	-	ja␣
jn012:016	-	(@)	-	että␣
jn012:016	23	(@)	-	he␣
jn012:016	23	(@)	-	olivat␣
jn012:016	22	@	-	tämän␣
jn012:016	24a	@	-	hänelle␣
jn012:016	23	@	-	tehneet
jn012:016	-	(.)	-	.␣
jn012:017	jn012:017	jn012:017	VERSE	Jh␣12:17␣
jn012:017	2	@	-	Niin␣
jn012:017	(3) 4	@	-	kansa
jn012:017	-	(,)	-	,␣
jn012:017	5	@	-	joka␣
jn012:017	6	(@)	-	oli␣
jn012:017	6	@	-	ollut␣
jn012:017	8	@	-	hänen␣
jn012:017	7	@	-	kanssansa
jn012:017	-	(,)	-	,␣
jn012:017	9	@	-	kun␣
jn012:017	12	(@)	-	hän␣
jn012:017	12	@	-	kutsui␣
jn012:017	(10) 11	@	-	Lasaruksen␣
jn012:017	(14) 15	@	-	haudasta␣
jn012:017	13	%case	LOC	
jn012:017	16	@	-	ja␣
jn012:017	17	@	-	herätti␣
jn012:017	18	@	-	hänet␣
jn012:017	20a	@	-	kuolleista
jn012:017	19	%case	LOC	
jn012:017	-	(,)	-	,␣
jn012:017	1	@	-	todisti␣
jn012:017	-	(@)	-	hänestä
jn012:017	-	(.)	-	.␣
jn012:018	jn012:018	jn012:018	VERSE	Jh␣12:18␣
jn012:018	1 2a	@	-	Sentähden␣
jn012:018	(6) 7a	@	-	kansa␣
jn012:018	4	@	-	menikin␣
jn012:018	3a	%clitic	kin	
jn012:018	5	@	-	häntä␣
jn012:018	4	@	-	vastaan
jn012:018	-	(,)	-	,␣
jn012:018	8	@	-	koska␣
jn012:018	9	(@)	-	he␣
jn012:018	9	@	-	kuulivat
jn012:018	-	(,)	-	,␣
jn012:018	-	(@)	-	että␣
jn012:018	11	@	-	hän␣
jn012:018	12	(@)	-	oli␣
jn012:018	12	@	-	tehnyt␣
jn012:018	10	@	-	sen␣
jn012:018	(13) 14a	@	-	tunnusteon
jn012:018	-	(.)	-	.␣
jn012:019	jn012:019	jn012:019	VERSE	Jh␣12:19␣
jn012:019	2	@	-	Niin␣
jn012:019	(1) 3	@	-	fariseukset␣
jn012:019	4	@	-	sanoivat␣
jn012:019	6a	@	-	keskenään
jn012:019	5	%case	?	
jn012:019	-	(:)	-	:␣
jn012:019	-	(@)	-	"
jn012:019	7	(@)	-	Te␣
jn012:019	7	@	-	näette
jn012:019	-	(,)	-	,␣
jn012:019	8 9	@	-	ettette␣
jn012:019	10	@	-	saa␣
jn012:019	11a	@	-	mitään␣
jn012:019	10	@	-	aikaan
jn012:019	-	(;)	-	;␣
jn012:019	12	@	-	katso
jn012:019	-	(,)	-	,␣
jn012:019	-	(@)	-	koko␣
jn012:019	(13) 14	@	-	maailma␣
jn012:019	17a	@	-	juoksee␣
jn012:019	16	@	-	hänen␣
jn012:019	15	@	-	perässään
jn012:019	-	(@)	-	"
jn012:019	-	(.)	-	.␣
jn012:020	jn012:020	jn012:020	VERSE	Jh␣12:20␣
jn012:020	2	@	-	Ja␣
jn012:020	1	@	-	oli␣
jn012:020	4	@	-	muutamia␣
jn012:020	3	@	-	kreikkalaisia␣
jn012:020	6	@	-	niiden␣
jn012:020	5	@	-	joukosta
jn012:020	-	(,)	-	,␣
jn012:020	6	@	-	jotka␣
jn012:020	7	@	-	tulivat␣
jn012:020	7	@	-	ylös␣
jn012:020	(11) 12a	@	-	juhlaan␣
jn012:020	10	%case	LOC	
jn012:020	9	@	-	rukoilemaan
jn012:020	8	%case	LOC	
jn012:020	-	(.)	-	.␣
jn012:021	jn012:021	jn012:021	VERSE	Jh␣12:21␣
jn012:021	(2)	-	UNTRANSLATED	
jn012:021	1	@	-	Nämä␣
jn012:021	3	@	-	menivät␣
jn012:021	4	@	-	Filippuksen␣
jn012:021	3	@	-	luo
jn012:021	-	(,)	-	,␣
jn012:021	5	@	-	joka␣
jn012:021	-	(@)	-	oli␣
jn012:021	(8) 9	@	-	Galilean␣
jn012:021	7	@	-	Beetsaidasta
jn012:021	6	%case	LOC	
jn012:021	-	(,)	-	,␣
jn012:021	10	@	-	ja␣
jn012:021	11	@	-	pyysivät␣
jn012:021	12	@	-	häntä␣
jn012:021	13a	@	-	sanoen
jn012:021	-	(:)	-	:␣
jn012:021	-	(@)	-	"
jn012:021	14a	@	-	Herra
jn012:021	-	(,)	-	,␣
jn012:021	15	(@)	-	me␣
jn012:021	15	@	-	haluamme␣
jn012:021	18a	@	-	nähdä␣
jn012:021	(16) 17	@	-	Jeesuksen
jn012:021	-	(@)	-	"
jn012:021	-	(.)	-	.␣
jn012:022	jn012:022	jn012:022	VERSE	Jh␣12:22␣
jn012:022	(2) 3	@	-	Filippus␣
jn012:022	1	@	-	meni␣
jn012:022	4	@	-	ja␣
jn012:022	5	@	-	sanoi␣
jn012:022	-	(@)	-	sen␣
jn012:022	(6) 7a	@	-	Andreaalle
jn012:022	-	(;)	-	;␣
jn012:022	9	@	-	Andreas␣
jn012:022	10	@	-	ja␣
jn012:022	11	@	-	Filippus␣
jn012:022	8	@	-	menivät␣
jn012:022	12	@	-	ja␣
jn012:022	13	@	-	sanoivat␣
jn012:022	(14) 15a	@	-	Jeesukselle
jn012:022	-	(.)	-	.␣
jn012:023	jn012:023	jn012:023	VERSE	Jh␣12:23␣
jn012:023	2	@	-	Mutta␣
jn012:023	(1) 3	@	-	Jeesus␣
jn012:023	4	@	-	vastasi␣
jn012:023	5	@	-	heille␣
jn012:023	6a	@	-	sanoen
jn012:023	-	(:)	-	:␣
jn012:023	-	(@)	-	"
jn012:023	(8) 9	@	-	Hetki␣
jn012:023	7	(@)	-	on␣
jn012:023	7	@	-	tullut
jn012:023	-	(,)	-	,␣
jn012:023	10	@	-	että␣
jn012:023	(14) 15a	@	-	Ihmisen␣
jn012:023	(12) 13	@	-	Poika␣
jn012:023	11	@	-	kirkastetaan
jn012:023	-	(.)	-	.␣
jn012:024	jn012:024	jn012:024	VERSE	Jh␣12:24␣
jn012:024	1	@	-	Totisesti
jn012:024	-	(,)	-	,␣
jn012:024	2	@	-	totisesti␣
jn012:024	3	(@)	-	minä␣
jn012:024	3	@	-	sanon␣
jn012:024	4a	@	-	teille
jn012:024	-	(:)	-	:␣
jn012:024	5	@	-	jos␣
jn012:024	6	@	-	ei␣
jn012:024	10 (9)	@	-	nisun␣
jn012:024	(7) 8	@	-	jyvä␣
jn012:024	11	@	-	putoa␣
jn012:024	(13) 14	@	-	maahan␣
jn012:024	12	%case	LOC	
jn012:024	-	(@)	-	ja␣
jn012:024	15a	@	-	kuole
jn012:024	-	(,)	-	,␣
jn012:024	-	(@)	-	niin␣
jn012:024	16	@	-	se␣
jn012:024	18a	@	-	jää␣
jn012:024	17	@	-	yksin
jn012:024	-	(;)	-	;␣
jn012:024	20	@	-	mutta␣
jn012:024	19	@	-	jos␣
jn012:024	21a	(@)	-	se␣
jn012:024	21a	@	-	kuolee
jn012:024	-	(,)	-	,␣
jn012:024	-	(@)	-	niin␣
jn012:024	24a	(@)	-	se␣
jn012:024	24a	@	-	tuottaa␣
jn012:024	22	@	-	paljon␣
jn012:024	23	@	-	hedelmää
jn012:024	-	(.)	-	.␣
jn012:025	jn012:025	jn012:025	VERSE	Jh␣12:25␣
jn012:025	1	@	-	Joka␣
jn012:025	(3) 4	@	-	elämäänsä␣
jn012:025	5	%pers	3	
jn012:025	2	@	-	rakastaa
jn012:025	-	(,)	-	,␣
jn012:025	6	@	-	kadottaa␣
jn012:025	7a	@	-	sen
jn012:025	-	(;)	-	;␣
jn012:025	8	@	-	mutta␣
jn012:025	9	@	-	joka␣
jn012:025	10	@	-	vihaa␣
jn012:025	(11) 12	@	-	elämäänsä␣
jn012:025	13	%pers	3	
jn012:025	17	@	-	tässä␣
jn012:025	(15) 16	@	-	maailmassa
jn012:025	14	%case	LOC	
jn012:025	-	(,)	-	,␣
jn012:025	21	(@)	-	hän␣
jn012:025	21	(@)	-	on␣
jn012:025	21	@	-	säilyttävä␣
jn012:025	22a	@	-	sen␣
jn012:025	20	@	-	iankaikkiseen␣
jn012:025	19	@	-	elämään
jn012:025	18	%case	LOC	
jn012:025	-	(.)	-	.␣
jn012:026	jn012:026	jn012:026	VERSE	Jh␣12:26␣
jn012:026	1	@	-	Jos␣
jn012:026	3	@	-	joku␣
jn012:026	2	@	-	minua␣
jn012:026	4a	@	-	palvelee
jn012:026	-	(,)	-	,␣
jn012:026	6a	@	-	seuratkoon␣
jn012:026	6a	(@)	-	hän␣
jn012:026	5	@	-	minua
jn012:026	-	(;)	-	;␣
jn012:026	7	@	-	ja␣
jn012:026	8	@	-	missä␣
jn012:026	10	@	-	minä␣
jn012:026	9	@	-	olen
jn012:026	-	(,)	-	,␣
jn012:026	11	@	-	siellä␣
jn012:026	17a	(@)	-	on␣
jn012:026	12	@	-	myös␣
jn012:026	(15) 16	@	-	minun␣
jn012:026	(13) 14	@	-	palvelijani␣
jn012:026	17a	@	-	oleva
jn012:026	-	(.)	-	.␣
jn012:026	-	(@)	-	Ja␣
jn012:026	18	@	-	jos␣
jn012:026	19	@	-	joku␣
jn012:026	20	@	-	minua␣
jn012:026	21	@	-	palvelee
jn012:026	-	(,)	-	,␣
jn012:026	-	(@)	-	niin␣
jn012:026	(24) 25a	@	-	Isä␣
jn012:026	22	(@)	-	on␣
jn012:026	22	@	-	kunnioittava␣
jn012:026	23	@	-	häntä
jn012:026	-	(.)	-	.␣
jn012:027	jn012:027	jn012:027	VERSE	Jh␣12:27␣
jn012:027	1	@	-	Nyt␣
jn012:027	4	@	-	minun␣
jn012:027	(2) 3	@	-	sieluni␣
jn012:027	5a	(@)	-	on␣
jn012:027	5a	@	-	järkytetty
jn012:027	-	(;)	-	;␣
jn012:027	6	@	-	ja␣
jn012:027	7	@	-	mitä␣
jn012:027	tasp%8a	@	-	pitäisi␣
jn012:027	8a	(@)	-	minun␣
jn012:027	8a	@	-	sanoman
jn012:027	-	(?)	-	?␣
jn012:027	9a	@	-	Isä
jn012:027	-	(,)	-	,␣
jn012:027	10	@	-	pelasta␣
jn012:027	11	@	-	minut␣
jn012:027	15a	@	-	tästä␣
jn012:027	(13) 14	@	-	hetkestä
jn012:027	12	%case	LOC	
jn012:027	-	(.)	-	.␣
jn012:027	16	@	-	Kuitenkin
jn012:027	-	(:)	-	:␣
jn012:027	18	@	-	sitä␣
jn012:027	17	@	-	varten␣
jn012:027	19	(@)	-	minä␣
jn012:027	19	(@)	-	olen␣
jn012:027	23a	@	-	tähän␣
jn012:027	(21) 22	@	-	hetkeen␣
jn012:027	20	%case	LOC	
jn012:027	19	@	-	tullut
jn012:027	-	(.)	-	.␣
jn012:028	jn012:028	jn012:028	VERSE	Jh␣12:28␣
jn012:028	1a	@	-	Isä
jn012:028	-	(,)	-	,␣
jn012:028	2	@	-	kirkasta␣
jn012:028	(4) 5a	@	-	nimesi
jn012:028	3	%pers	?	
jn012:028	-	(!)	-	!
jn012:028	-	(@)	-	"␣
jn012:028	7	@	-	Niin␣
jn012:028	(10) 11a	@	-	taivaasta␣
jn012:028	9	%case	LOC	
jn012:028	6	@	-	tuli␣
jn012:028	8	@	-	ääni
jn012:028	-	(:)	-	:␣
jn012:028	-	(@)	-	"
jn012:028	(12)	-	UNTRANSLATED	
jn012:028	13	(@)	-	Minä␣
jn012:028	13	(@)	-	olen␣
jn012:028	-	(@)	-	sen␣
jn012:028	13	@	-	kirkastanut
jn012:028	-	(,)	-	,␣
jn012:028	14	@	-	ja␣
jn012:028	16a	(@)	-	olen␣
jn012:028	-	(@)	-	sen␣
jn012:028	15	@	-	vielä␣
jn012:028	16a	@	-	kirkastava
jn012:028	-	(@)	-	"
jn012:028	-	(.)	-	.␣
jn012:029	jn012:029	jn012:029	VERSE	Jh␣12:29␣
jn012:029	2	@	-	Niin␣
jn012:029	(1) 3	@	-	kansa
jn012:029	-	(,)	-	,␣
jn012:029	4	@	-	joka␣
jn012:029	5	@	-	seisoi␣
jn012:029	6	@	-	ja␣
jn012:029	7	@	-	kuuli␣
jn012:029	-	(@)	-	sen
jn012:029	-	(,)	-	,␣
jn012:029	8	@	-	sanoi␣
jn012:029	9	@	-	ukkosen␣
jn012:029	10a	@	-	jylisseen
jn012:029	-	(.)	-	.␣
jn012:029	11	@	-	Toiset␣
jn012:029	12a	@	-	sanoivat
jn012:029	-	(:)	-	:␣
jn012:029	-	(@)	-	"
jn012:029	14	@	-	Häntä␣
jn012:029	15a	@	-	puhutteli␣
jn012:029	13	@	-	enkeli
jn012:029	-	(@)	-	"
jn012:029	-	(.)	-	.␣
jn012:030	jn012:030	jn012:030	VERSE	Jh␣12:30␣
jn012:030	2	@	-	Jeesus␣
jn012:030	1	@	-	vastasi␣
jn012:030	3	@	-	ja␣
jn012:030	4a	@	-	sanoi
jn012:030	-	(:)	-	:␣
jn012:030	-	(@)	-	"
jn012:030	5	@	-	Ei␣
jn012:030	10	@	-	tämä␣
jn012:030	(8) 9	@	-	ääni␣
jn012:030	11	@	-	tullut␣
jn012:030	7	@	-	minun␣
jn012:030	6	@	-	tähteni
jn012:030	-	(,)	-	,␣
jn012:030	12	@	-	vaan␣
jn012:030	14a	@	-	teidän␣
jn012:030	13	@	-	tähtenne
jn012:030	-	(.)	-	.␣
jn012:031	jn012:031	jn012:031	VERSE	Jh␣12:31␣
jn012:031	1	@	-	Nyt␣
jn012:031	3	@	-	käy␣
jn012:031	2	@	-	tuomio␣
jn012:031	6a	@	-	tämän␣
jn012:031	(4) 5	@	-	maailman␣
jn012:031	case%5	@	-	ylitse
jn012:031	-	(;)	-	;␣
jn012:031	7	@	-	nyt␣
jn012:031	12	@	-	tämän␣
jn012:031	(10) 11	@	-	maailman␣
jn012:031	(8) 9	@	-	ruhtinas␣
jn012:031	tasp%13	@	-	pitää␣
jn012:031	13	@	-	heitettämän␣
jn012:031	14a	@	-	ulos
jn012:031	14b	.	-	.␣
jn012:032	jn012:032	jn012:032	VERSE	Jh␣12:32␣
jn012:032	2	@	-	Ja␣
jn012:032	3	@	-	kun␣
jn012:032	2	@	-	minut␣
jn012:032	4	@	-	ylennetään␣
jn012:032	(6) 7a	@	-	maasta
jn012:032	5	%case	LOC	
jn012:032	-	(,)	-	,␣
jn012:032	-	(@)	-	niin␣
jn012:032	9	(@)	-	minä␣
jn012:032	9	@	-	vedän␣
jn012:032	8	@	-	kaikki␣
jn012:032	11a	@	-	tyköni
jn012:032	10	%case	?	
jn012:032	-	(.)	-	.
jn012:032	-	(@)	-	"␣
jn012:033	jn012:033	jn012:033	VERSE	Jh␣12:33␣
jn012:033	2	@	-	Mutta␣
jn012:033	1	@	-	sen␣
jn012:033	3	(@)	-	hän␣
jn012:033	3	@	-	sanoi␣
jn012:033	4	@	-	antaen␣
jn012:033	4	@	-	tietää
jn012:033	-	(,)	-	,␣
jn012:033	5	@	-	minkäkaltaisella␣
jn012:033	6	@	-	kuolemalla␣
jn012:033	8a	(@)	-	hän␣
jn012:033	8a	(@)	-	oli␣
jn012:033	8a	@	-	kuoleva
jn012:033	7	%tasp	FUTR	
jn012:033	-	(.)	-	.␣
jn012:034	jn012:034	jn012:034	VERSE	Jh␣12:34␣
jn012:034	(4) 5a	@	-	Kansa␣
jn012:034	1	@	-	vastasi␣
jn012:034	(2)	-	UNTRANSLATED	
jn012:034	3	@	-	hänelle
jn012:034	-	(:)	-	:␣
jn012:034	-	(@)	-	"
jn012:034	6	@	-	Me␣
jn012:034	7	(@)	-	olemme␣
jn012:034	10 (9)	@	-	laista␣
jn012:034	8	%case	LOC	
jn012:034	7	@	-	kuulleet
jn012:034	-	(,)	-	,␣
jn012:034	11	@	-	että␣
jn012:034	(12) 13	@	-	Kristus␣
jn012:034	14	@	-	pysyy␣
jn012:034	(16) 17a	@	-	iankaikkisesti
jn012:034	15	%case	MAN	
jn012:034	-	(;)	-	;␣
jn012:034	19	@	-	kuinka␣
jn012:034	21	@	-	sinä␣
jn012:034	18	@	-	sitten␣
jn012:034	20	@	-	sanot
jn012:034	-	(,)	-	,␣
jn012:034	22	@	-	että␣
jn012:034	(27) 28a	@	-	Ihmisen␣
jn012:034	(25) 26	@	-	Poika␣
jn012:034	23	@	-	pitää␣
jn012:034	24	@	-	ylennettämän
jn012:034	-	(?)	-	?␣
jn012:034	29	@	-	Kuka␣
jn012:034	30	@	-	on␣
jn012:034	31	@	-	se␣
jn012:034	(34) 35a	@	-	Ihmisen␣
jn012:034	(32) 33	@	-	Poika
jn012:034	-	(?)	-	?
jn012:034	-	(@)	-	"␣
jn012:035	jn012:035	jn012:035	VERSE	Jh␣12:35␣
jn012:035	2	@	-	Niin␣
jn012:035	(4) 5a	@	-	Jeesus␣
jn012:035	1	@	-	sanoi␣
jn012:035	3	@	-	heille
jn012:035	-	(:)	-	:␣
jn012:035	-	(@)	-	"
jn012:035	6	@	-	Vielä␣
jn012:035	7	@	-	vähän␣
jn012:035	8	@	-	aikaa␣
jn012:035	10 (9)	@	-	valkeus␣
jn012:035	13a	@	-	on␣
jn012:035	12	@	-	teidän␣
jn012:035	11	@	-	keskuudessanne
jn012:035	-	(.)	-	.␣
jn012:035	14	@	-	Vaeltakaa
jn012:035	-	(,)	-	,␣
jn012:035	15	@	-	niin␣
jn012:035	15	@	-	kauan␣
jn012:035	15	@	-	kuin␣
jn012:035	18a	(@)	-	teillä␣
jn012:035	(16) 17	@	-	valkeus␣
jn012:035	18a	@	-	on
jn012:035	-	(,)	-	,␣
jn012:035	19 20	@	-	ettei␣
jn012:035	21	@	-	pimeys␣
jn012:035	23a	@	-	saisi␣
jn012:035	22	@	-	teitä␣
jn012:035	23a	@	-	valtaansa
jn012:035	-	(.)	-	.␣
jn012:035	(24)	-	UNTRANSLATED	
jn012:035	25	@	-	Joka␣
jn012:035	(28) 29	@	-	pimeässä␣
jn012:035	27	%case	LOC	
jn012:035	26	@	-	vaeltaa
jn012:035	-	(,)	-	,␣
jn012:035	31	(@)	-	se␣
jn012:035	30	@	-	ei␣
jn012:035	31	@	-	tiedä
jn012:035	-	(,)	-	,␣
jn012:035	32	@	-	mihin␣
jn012:035	33a	(@)	-	hän␣
jn012:035	33a	@	-	menee
jn012:035	-	(.)	-	.␣
jn012:036	jn012:036	jn012:036	VERSE	Jh␣12:36␣
jn012:036	1	@	-	Niin␣
jn012:036	1	@	-	kauan␣
jn012:036	1	@	-	kuin␣
jn012:036	4a	(@)	-	teillä␣
jn012:036	(2) 3	@	-	valkeus␣
jn012:036	4a	@	-	on
jn012:036	-	(,)	-	,␣
jn012:036	5	@	-	uskokaa␣
jn012:036	(7) 8a	@	-	valkeuteen
jn012:036	6	%case	LOC	
jn012:036	-	(,)	-	,␣
jn012:036	9	@	-	että␣
jn012:036	12a	(@)	-	te␣
jn012:036	11	@	-	valkeuden␣
jn012:036	10	@	-	lapsiksi␣
jn012:036	12a	@	-	tulisitte
jn012:036	-	(.)	-	.
jn012:036	-	(@)	-	"␣
jn012:036	13	@	-	Tämän␣
jn012:036	15a	@	-	Jeesus␣
jn012:036	14	@	-	puhui␣
jn012:036	16	@	-	ja␣
jn012:036	17	@	-	meni␣
jn012:036	17	@	-	pois␣
jn012:036	-	(@)	-	ja␣
jn012:036	18	@	-	kätkeytyi␣
jn012:036	20a	@	-	heiltä
jn012:036	19	%case	LOC	
jn012:036	-	(.)	-	.␣
jn012:037	jn012:037	jn012:037	VERSE	Jh␣12:37␣
jn012:037	2	@	-	Ja␣
jn012:037	2	@	-	vaikka␣
jn012:037	3	@	-	hän␣
jn012:037	5	(@)	-	oli␣
jn012:037	5	@	-	tehnyt␣
jn012:037	1	@	-	niin␣
jn012:037	1	@	-	monta␣
jn012:037	4	@	-	tunnustekoa␣
jn012:037	7	@	-	heidän␣
jn012:037	6	@	-	nähtensä
jn012:037	-	(,)	-	,␣
jn012:037	8	@	-	eivät␣
jn012:037	9	(@)	-	he␣
jn012:037	9	@	-	uskoneet␣
jn012:037	11a	@	-	häneen
jn012:037	10	%case	LOC	
jn012:037	-	(,)	-	,␣
jn012:038	jn012:038	jn012:038	VERSE	Jh␣12:38␣
jn012:038	1	@	-	että␣
jn012:038	7	@	-	kävisi␣
jn012:038	7	@	-	toteen␣
jn012:038	(5) 6	@	-	profeetta␣
jn012:038	4	@	-	Esaiaan␣
jn012:038	(2) 3	@	-	sana
jn012:038	-	(,)	-	,␣
jn012:038	8	@	-	jonka␣
jn012:038	9a	(@)	-	hän␣
jn012:038	9a	(@)	-	on␣
jn012:038	9a	@	-	sanonut
jn012:038	-	(:)	-	:␣
jn012:038	-	(@)	-	"
jn012:038	10a	@	-	Herra
jn012:038	-	(,)	-	,␣
jn012:038	11	@	-	kuka␣
jn012:038	12	@	-	uskoo␣
jn012:038	15a	@	-	meidän␣
jn012:038	(13) 14	@	-	saarnamme
jn012:038	-	(,)	-	,␣
jn012:038	16	@	-	ja␣
jn012:038	20	@	-	kenelle␣
jn012:038	19	@	-	Herran␣
jn012:038	(17) 18	@	-	käsivarsi␣
jn012:038	21a	@	-	ilmoitetaan
jn012:038	-	(?)	-	?
jn012:038	-	(@)	-	"␣
jn012:039	jn012:039	jn012:039	VERSE	Jh␣12:39␣
jn012:039	1 2	@	-	Sentähden␣
jn012:039	4	(@)	-	he␣
jn012:039	3	@	-	eivät␣
jn012:039	4	@	-	voineet␣
jn012:039	5a	@	-	uskoa
jn012:039	-	(,)	-	,␣
jn012:039	6	@	-	koska␣
jn012:039	9a	@	-	Esaias␣
jn012:039	8	(@)	-	on␣
jn012:039	7	@	-	vielä␣
jn012:039	8	@	-	sanonut
jn012:039	-	(:)	-	:␣
jn012:040	jn012:040	jn012:040	VERSE	Jh␣12:40␣
