mt001:001	mt001:001	mt001:001	VERSE	Mt␣1:1␣
mt015:034	15b	.	-	.␣
mt015:035	mt015:035	mt015:035	VERSE	Mt␣15:35␣
mt015:035	1	@	-	Niin␣
mt015:035	2	(@)	-	hän␣
mt015:035	2	@	-	käski␣
mt015:035	(3) 4	@	-	kansan␣
mt015:035	5	@	-	asettua␣
mt015:035	(7) 8	@	-	maahan
mt015:035	6	%case	LOC	
mt015:035	-	(.)	-	.␣
mt015:036	mt015:036	mt015:036	VERSE	Mt␣15:36␣
mt015:036	-	(@)	-	Ja␣
mt015:036	1	(@)	-	hän␣
mt015:036	1	@	-	otti␣
mt015:036	2	@	-	ne␣
mt015:036	3	@	-	seitsemän␣
mt015:036	4	@	-	leipää␣
mt015:036	5	@	-	ja␣
mt015:036	(6) 7	@	-	kalat
mt015:036	-	(,)	-	,␣
mt015:036	(8)	-	UNTRANSLATED	
mt015:036	9	@	-	kiitti
mt015:036	-	(,)	-	,␣
mt015:036	10	@	-	mursi␣
mt015:036	11	@	-	ja␣
mt015:036	12	@	-	antoi␣
mt015:036	(13) 14a	@	-	opetuslapsillensa
mt015:036	-	(,)	-	,␣
mt015:036	16	@	-	ja␣
mt015:036	(15) 17	@	-	opetuslapset␣
mt015:036	-	(@)	-	antoivat␣
mt015:036	(18) 19a	@	-	kansalle
mt015:036	19b	.	-	.␣
mt015:037	mt015:037	mt015:037	VERSE	Mt␣15:37␣
mt015:037	1	@	-	Ja␣
mt015:037	3	@	-	kaikki␣
mt015:037	2	@	-	söivät␣
mt015:037	4	@	-	ja␣
mt015:037	5a	(@)	-	tulivat␣
mt015:037	5a	@	-	ravituiksi
mt015:037	5b	.	-	.␣
mt015:037	6	@	-	Sitten␣
mt015:037	11	(@)	-	he␣
mt015:037	11	@	-	keräsivät␣
mt015:037	(7) 8	@	-	jääneet␣
mt015:037	10 (9)	@	-	palaset
mt015:037	-	(,)	-	,␣
mt015:037	12	@	-	seitsemän␣
mt015:037	14a	@	-	täyttä␣
mt015:037	13	@	-	vasullista
mt015:037	14b	.	-	.␣
mt015:038	mt015:038	mt015:038	VERSE	Mt␣15:38␣
mt015:038	2	@	-	Ja␣
mt015:038	1	@	-	niitä
mt015:038	-	(,)	-	,␣
mt015:038	1	@	-	jotka␣
mt015:038	3	@	-	aterioivat
mt015:038	-	(,)	-	,␣
mt015:038	4	@	-	oli␣
mt015:038	5	@	-	neljätuhatta␣
mt015:038	6	@	-	miestä
mt015:038	-	(,)	-	,␣
mt015:038	7	@	-	paitsi␣
mt015:038	8	@	-	naisia␣
mt015:038	9	@	-	ja␣
mt015:038	10a	@	-	lapsia
mt015:038	10b	.	-	.␣
mt015:039	mt015:039	mt015:039	VERSE	Mt␣15:39␣
mt015:039	1	@	-	Ja␣
mt015:039	2	@	-	laskettuaan␣
mt015:039	(3) 4	@	-	kansan␣
mt015:039	2	@	-	tyköänsä␣
mt015:039	5	(@)	-	hän␣
mt015:039	5	@	-	astui␣
mt015:039	(7) 8	@	-	venheeseen␣
mt015:039	6	%case	LOC	
mt015:039	9	@	-	ja␣
mt015:039	10	@	-	meni␣
mt015:039	14a	@	-	Magadanin␣
mt015:039	(12) 13	@	-	alueelle
mt015:039	11	%case	LOC	
mt015:039	14b	.	-	.␣
mt016:001	mt016:001	mt016:001	VERSE	Mt␣16:1␣
mt016:001	1	@	-	Ja␣
mt016:001	(3) 4	@	-	fariseukset␣
mt016:001	5	@	-	ja␣
mt016:001	6	@	-	saddukeukset␣
mt016:001	2	@	-	tulivat␣
mt016:001	-	(@)	-	hänen␣
mt016:001	2	@	-	luoksensa␣
mt016:001	-	(@)	-	ja␣
mt016:001	7	@	-	kiusasivat␣
mt016:001	-	(@)	-	häntä␣
mt016:001	8	@	-	pyytäen␣
mt016:001	9	@	-	häntä␣
mt016:001	14	@	-	näyttämään␣
mt016:001	15a	@	-	heille␣
mt016:001	10	@	-	merkin␣
mt016:001	(12) 13	@	-	taivaasta
mt016:001	11	%case	LOC	
mt016:001	15b	.	-	.␣
mt016:002	mt016:002	mt016:002	VERSE	Mt␣16:2␣
mt016:002	2	@	-	Mutta␣
mt016:002	1	@	-	hän␣
mt016:002	3	@	-	vastasi␣
mt016:002	-	(@)	-	ja␣
mt016:002	4	@	-	sanoi␣
mt016:002	5a	@	-	heille
mt016:002	5b 5c	:	-	:␣
mt016:002	5b 5c	@	-	"
mt016:002	7	(@)	-	Kun␣
mt016:002	6	@	-	ilta␣
mt016:002	7	@	-	tulee
mt016:002	-	(,)	-	,␣
mt016:002	8a	@	-	sanotte␣
mt016:002	-	(@)	-	te
mt016:002	-	(:)	-	:␣
mt016:002	-	(@)	-	'
mt016:002	-	(@)	-	Tulee␣
mt016:002	9a	@	-	selkeä␣
mt016:002	9a	@	-	ilma
mt016:002	9b	,	-	,␣
mt016:002	11	@	-	sillä␣
mt016:002	(12) 13a	@	-	taivas␣
mt016:002	10	@	-	ruskottaa
mt016:002	13b	@	-	'
mt016:002	13b	,	-	,␣
mt016:003	mt016:003	mt016:003	VERSE	Mt␣16:3␣
mt016:003	1	@	-	ja␣
mt016:003	2a	@	-	aamulla
mt016:003	2b	:	-	:␣
mt016:003	2b	@	-	'
mt016:003	3	@	-	Tänään␣
mt016:003	-	(@)	-	tulee␣
mt016:003	4a	@	-	rajuilma
mt016:003	4b	,	-	,␣
mt016:003	6	@	-	sillä␣
mt016:003	(8) 9a	@	-	taivas␣
mt016:003	5	@	-	ruskottaa␣
mt016:003	-	(@)	-	ja␣
mt016:003	7	@	-	on␣
mt016:003	7	@	-	synkkä
mt016:003	-	(@)	-	'
mt016:003	-	(.)	-	.␣
mt016:003	(13) 14	@	-	Taivaan␣
mt016:003	(10) 12	@	-	muodon␣
mt016:003	(11)	-	UNTRANSLATED	
mt016:003	-	(@)	-	te␣
mt016:003	15	@	-	osaatte␣
mt016:003	16a	@	-	arvioida
mt016:003	-	(,)	-	,␣
mt016:003	18	@	-	mutta␣
mt016:003	(20) 21	@	-	aikain␣
mt016:003	(17) 19	@	-	merkkejä␣
mt016:003	22	@	-	ette␣
mt016:003	23a	@	-	osaa
mt016:003	23b 23c	.	-	.␣
mt016:004	mt016:004	mt016:004	VERSE	Mt␣16:4␣
mt016:004	-	(@)	-	Tämä␣
mt016:004	2	@	-	paha␣
mt016:004	3	@	-	ja␣
mt016:004	4	@	-	avionrikkoja␣
mt016:004	1	@	-	sukupolvi␣
mt016:004	6a	@	-	tavoittelee␣
mt016:004	5	@	-	merkkiä
mt016:004	6b	,	-	,␣
mt016:004	7	@	-	mutta␣
mt016:004	11	@	-	sille␣
mt016:004	9	@	-	ei␣
mt016:004	10	@	-	anneta␣
mt016:004	12 13	@	-	muuta␣
mt016:004	8	@	-	merkkiä␣
mt016:004	12 13	@	-	kuin␣
mt016:004	16a	@	-	Joonaan␣
mt016:004	(14) 15	@	-	merkki
mt016:004	16b	.	-	.
mt016:004	16b	@	-	"␣
mt016:004	17	@	-	Ja␣
mt016:004	18	(@)	-	hän␣
mt016:004	18	@	-	jätti␣
mt016:004	19	@	-	heidät␣
mt016:004	-	(@)	-	ja␣
mt016:004	20a	@	-	meni␣
mt016:004	20a	@	-	pois
mt016:004	20b	.	-	.␣
mt016:005	mt016:005	mt016:005	VERSE	Mt␣16:5␣
mt016:005	2	(@)	-	Kun␣
mt016:005	(1)	-	UNTRANSLATED	
mt016:005	(3) 4	@	-	opetuslapset␣
mt016:005	2	@	-	saapuivat␣
mt016:005	(6) 7	@	-	toiselle␣
mt016:005	(6) 7	@	-	rannalle
mt016:005	5	%case	LOC	
mt016:005	-	(,)	-	,␣
mt016:005	8	(@)	-	olivat␣
mt016:005	8	(@)	-	he␣
mt016:005	8	@	-	unhottaneet␣
mt016:005	10a	@	-	ottaa␣
mt016:005	9	@	-	leipää␣
mt016:005	10a	@	-	mukaansa
mt016:005	10b	.	-	.␣
mt016:006	mt016:006	mt016:006	VERSE	Mt␣16:6␣
mt016:006	2	@	-	Ja␣
mt016:006	(1) 3	@	-	Jeesus␣
mt016:006	4	@	-	sanoi␣
mt016:006	5a	@	-	heille
mt016:006	5b	:	-	:␣
mt016:006	5b	@	-	"
mt016:006	6	@	-	Varokaa␣
mt016:006	7	@	-	ja␣
mt016:006	8	@	-	kavahtakaa␣
mt016:006	(12) 13	@	-	fariseusten␣
mt016:006	14	@	-	ja␣
mt016:006	15a	@	-	saddukeusten␣
mt016:006	(10) 11	@	-	hapatusta
mt016:006	9	%case	PTV	
mt016:006	15b	@	-	"
mt016:006	15b	.	-	.␣
mt016:007	mt016:007	mt016:007	VERSE	Mt␣16:7␣
mt016:007	2	@	-	Niin␣
mt016:007	1	@	-	he␣
mt016:007	3	@	-	puhuivat␣
mt016:007	5	@	-	keskenään␣
mt016:007	4	%case	?	
mt016:007	6	@	-	sanoen
mt016:007	7	:	-	:␣
mt016:007	-	(@)	-	"
mt016:007	9	@	-	Emme␣
mt016:007	10a	@	-	ottaneet␣
mt016:007	8	@	-	leipää␣
mt016:007	10a	@	-	mukaamme
mt016:007	10b	@	-	"
mt016:007	10b	.	-	.␣
mt016:008	mt016:008	mt016:008	VERSE	Mt␣16:8␣
mt016:008	2	@	-	Mutta␣
mt016:008	1	(@)	-	kun␣
mt016:008	(3) 4	@	-	Jeesus␣
mt016:008	-	(@)	-	sen␣
mt016:008	1	@	-	huomasi
mt016:008	-	(,)	-	,␣
mt016:008	5a	@	-	sanoi␣
mt016:008	5a	(@)	-	hän
mt016:008	-	(:)	-	:␣
mt016:008	-	(@)	-	"
mt016:008	10a	(@)	-	Te␣
mt016:008	10a	@	-	vähäuskoiset
mt016:008	-	(,)	-	,␣
mt016:008	6	@	-	mitä␣
mt016:008	7	@	-	puhutte␣
mt016:008	9a	@	-	keskenänne␣
mt016:008	8	%case	?	
mt016:008	-	(@)	-	siitä
mt016:008	10b	,	-	,␣
mt016:008	11 13	@	-	ettei␣
mt016:008	14a	(@)	-	teillä␣
mt016:008	14a	@	-	ole␣
mt016:008	12	@	-	leipää␣
mt016:008	14a	@	-	mukananne
mt016:008	-	(?)	-	?␣
mt016:009	mt016:009	mt016:009	VERSE	Mt␣16:9␣
mt016:009	1	@	-	Ettekö␣
mt016:009	1	@	-	vielä␣
mt016:009	2a	@	-	käsitä
mt016:009	-	(?)	-	?␣
mt016:009	-	(@)	-	Ja␣
mt016:009	3	@	-	ettekö␣
mt016:009	4	@	-	muista␣
mt016:009	5	@	-	niitä␣
mt016:009	6	@	-	viittä␣
mt016:009	7	@	-	leipää␣
mt016:009	(8) 9	@	-	viidelletuhannelle␣
mt016:009	10	@	-	ja␣
mt016:009	11	@	-	kuinka␣
mt016:009	11	@	-	monta␣
mt016:009	12	@	-	vakallista␣
mt016:009	13a	@	-	otitte␣
mt016:009	13a	@	-	talteen
mt016:009	13b	,	-	,␣
mt016:010	mt016:010	mt016:010	VERSE	Mt␣16:10␣
mt016:010	1	@	-	ettekä␣
mt016:010	2	@	-	niitä␣
mt016:010	3	@	-	seitsemää␣
mt016:010	4	@	-	leipää␣
mt016:010	(5) 6	@	-	neljälletuhannelle␣
mt016:010	7	@	-	ja␣
mt016:010	8	@	-	kuinka␣
mt016:010	8	@	-	monta␣
mt016:010	9	@	-	vasullista␣
mt016:010	10a	@	-	otitte␣
mt016:010	10a	@	-	talteen
mt016:010	-	(?)	-	?␣
mt016:011	mt016:011	mt016:011	VERSE	Mt␣16:11␣
mt016:011	1	@	-	Kuinka␣
mt016:011	3	(@)	-	te␣
mt016:011	2	@	-	ette␣
mt016:011	3	@	-	käsitä
mt016:011	-	(,)	-	,␣
mt016:011	4 5	@	-	etten␣
mt016:011	8	(@)	-	minä␣
mt016:011	8	@	-	puhunut␣
mt016:011	9a	@	-	teille␣
mt016:011	7	@	-	leivästä
mt016:011	6	%case	LOC	
mt016:011	-	(?)	-	?␣
mt016:011	11	@	-	Vaan␣
mt016:011	10	@	-	kavahtakaa␣
mt016:011	(15) 16	@	-	fariseusten␣
mt016:011	17	@	-	ja␣
mt016:011	18a	@	-	saddukeusten␣
mt016:011	(13) 14	@	-	hapatusta
mt016:011	12	%case	PTV	
mt016:011	18b	.	-	.
mt016:011	18b	@	-	"␣
mt016:012	mt016:012	mt016:012	VERSE	Mt␣16:12␣
mt016:012	1	@	-	Silloin␣
mt016:012	2	(@)	-	he␣
mt016:012	2	@	-	ymmärsivät
mt016:012	-	(,)	-	,␣
mt016:012	3 4	@	-	ettei␣
mt016:012	5	(@)	-	hän␣
mt016:012	5	@	-	käskenyt␣
mt016:012	6	@	-	kavahtamaan␣
mt016:012	(10) 11	@	-	leivän␣
mt016:012	(8) 9	@	-	hapatusta
mt016:012	7	%case	PTV	
mt016:012	-	(,)	-	,␣
mt016:012	12	@	-	vaan␣
mt016:012	(16) 17	@	-	fariseusten␣
mt016:012	18	@	-	ja␣
mt016:012	19a	@	-	saddukeusten␣
mt016:012	(14) 15	@	-	oppia
mt016:012	13	%case	PTV	
mt016:012	19b	.	-	.␣
mt016:013	mt016:013	mt016:013	VERSE	Mt␣16:13␣
mt016:013	1	(@)	-	Kun␣
mt016:013	(2)	-	UNTRANSLATED	
mt016:013	(3) 4	@	-	Jeesus␣
mt016:013	1	@	-	tuli␣
mt016:013	10 (9)	@	-	Filippuksen␣
mt016:013	8	@	-	Kesarean␣
mt016:013	(6) 7	@	-	tienoille
mt016:013	5	%case	LOC	
mt016:013	-	(,)	-	,␣
mt016:013	11	@	-	kysyi␣
mt016:013	11	(@)	-	hän␣
mt016:013	(12) 13	@	-	opetuslapsiltaan␣
mt016:013	14	%pers	3	
mt016:013	15a	@	-	sanoen
mt016:013	15b	:	-	:␣
mt016:013	15b	@	-	"
mt016:013	16	@	-	Kenen␣
mt016:013	(18) 19	@	-	ihmiset␣
mt016:013	17	@	-	sanovat␣
mt016:013	(23) 24a	@	-	Ihmisen␣
mt016:013	(21) 22	@	-	Pojan␣
mt016:013	20	@	-	olevan
mt016:013	-	(?)	-	?
mt016:013	24b	@	-	"␣
mt016:014	mt016:014	mt016:014	VERSE	Mt␣16:14␣
mt016:014	2	@	-	Niin␣
mt016:014	1	@	-	he␣
mt016:014	3a	@	-	sanoivat
mt016:014	3b	:	-	:␣
mt016:014	3b	@	-	"
mt016:014	(4) 5	@	-	Muutamat␣
mt016:014	6	@	-	Johannes␣
mt016:014	(7) 8a	@	-	Kastajan
mt016:014	8b	,	-	,␣
mt016:014	9	@	-	toiset␣
mt016:014	(10)	-	UNTRANSLATED	
mt016:014	11a	@	-	Eliaan
mt016:014	11b	,	-	,␣
mt016:014	12	@	-	toiset␣
mt016:014	13	@	-	taas␣
mt016:014	14	@	-	Jeremiaan␣
mt016:014	15	@	-	tahi␣
mt016:014	16	@	-	jonkun␣
mt016:014	-	(@)	-	muun␣
mt016:014	(17) 18a	@	-	profeetoista
mt016:014	18b	@	-	"
mt016:014	18b	.	-	.␣
mt016:015	mt016:015	mt016:015	VERSE	Mt␣16:15␣
mt016:015	1	(@)	-	Hän␣
mt016:015	1	@	-	sanoi␣
mt016:015	2a	@	-	heille
mt016:015	2b	:	-	:␣
mt016:015	2b	@	-	"
mt016:015	5	@	-	Kenenkä␣
mt016:015	4	%inflection	INT.SG.GEN	
mt016:015	3	@	-	te␣
mt016:015	7	@	-	sanotte␣
mt016:015	6	@	-	minun␣
mt016:015	8a	@	-	olevan
mt016:015	-	(?)	-	?
mt016:015	8b	@	-	"␣
mt016:016	mt016:016	mt016:016	VERSE	Mt␣16:16␣
mt016:016	3	@	-	Simon␣
mt016:016	(2)	-	UNTRANSLATED	
mt016:016	4	@	-	Pietari␣
mt016:016	1	@	-	vastasi␣
mt016:016	-	(@)	-	ja␣
mt016:016	5a	@	-	sanoi
mt016:016	5b	:	-	:␣
mt016:016	5b	@	-	"
mt016:016	6	@	-	Sinä␣
mt016:016	7	@	-	olet␣
mt016:016	(8) 9	@	-	Kristus
mt016:016	-	(,)	-	,␣
mt016:016	(14) 15a	@	-	elävän␣
mt016:016	(12) 13	@	-	Jumalan␣
mt016:016	(10) 11	@	-	Poika
mt016:016	15b	@	-	"
mt016:016	15b	.	-	.␣
mt016:017	mt016:017	mt016:017	VERSE	Mt␣16:17␣
mt016:017	(3) 4	@	-	Jeesus␣
mt016:017	1	@	-	vastasi␣
mt016:017	2	@	-	ja␣
mt016:017	5	@	-	sanoi␣
mt016:017	6a	@	-	hänelle
mt016:017	6b	:	-	:␣
mt016:017	6b	@	-	"
mt016:017	7	@	-	Autuas␣
mt016:017	8a	@	-	olet␣
mt016:017	8a	(@)	-	sinä
mt016:017	8b	,	-	,␣
mt016:017	9	@	-	Simon
mt016:017	-	(,)	-	,␣
mt016:017	10a	@	-	Joonaan␣
mt016:017	10a	@	-	poika
mt016:017	10b	,	-	,␣
mt016:017	11	@	-	sillä␣
mt016:017	15	@	-	ei␣
mt016:017	12	@	-	liha␣
mt016:017	13	@	-	eikä␣
mt016:017	14	@	-	veri␣
mt016:017	16	(@)	-	ole␣
mt016:017	-	(@)	-	sitä␣
mt016:017	17	@	-	sinulle␣
mt016:017	16	@	-	ilmoittanut
mt016:017	-	(,)	-	,␣
mt016:017	18	@	-	vaan␣
mt016:017	21	@	-	minun␣
mt016:017	(19) 20	@	-	Isäni
mt016:017	-	(,)	-	,␣
mt016:017	22	@	-	joka␣
mt016:017	-	(@)	-	on␣
mt016:017	(24) 25a	@	-	taivaissa
mt016:017	23	%case	LOC	
mt016:017	25b	.	-	.␣
mt016:018	mt016:018	mt016:018	VERSE	Mt␣16:18␣
mt016:018	2	@	-	Ja␣
mt016:018	2	@	-	minä␣
mt016:018	(3)	-	UNTRANSLATED	
mt016:018	5	@	-	sanon␣
mt016:018	4	@	-	sinulle
mt016:018	6	:	-	:␣
mt016:018	7	@	-	sinä␣
mt016:018	8	@	-	olet␣
mt016:018	9a	@	-	Pietari
mt016:018	9b	,	-	,␣
mt016:018	10	@	-	ja␣
mt016:018	12	@	-	tälle␣
mt016:018	(13) 14	@	-	kalliolle␣
mt016:018	11	%case	LOC	
mt016:018	15	(@)	-	minä␣
mt016:018	15	@	-	rakennan␣
mt016:018	(17) 18	@	-	seurakuntani
mt016:018	16	%pers	?	
mt016:018	-	(,)	-	,␣
mt016:018	19	@	-	ja␣
mt016:018	21	@	-	tuonelan␣
mt016:018	20	@	-	portit␣
mt016:018	22	@	-	eivät␣
mt016:018	24a	@	-	sitä␣
mt016:018	23	@	-	voita
mt016:018	24b	.	-	.␣
mt016:019	mt016:019	mt016:019	VERSE	Mt␣16:19␣
mt016:019	1	(@)	-	Minä␣
mt016:019	1	(@)	-	olen␣
mt016:019	1	@	-	antava␣
mt016:019	2	@	-	sinulle␣
mt016:019	(7) 8a	@	-	taivasten␣
mt016:019	(5) 6	@	-	valtakunnan␣
mt016:019	(3) 4	@	-	avaimet
mt016:019	8b	,	-	,␣
mt016:019	9	@	-	ja␣
mt016:019	10	@	-	minkä␣
mt016:019	12	(@)	-	sinä␣
mt016:019	12	@	-	sidot␣
mt016:019	(14) 15	@	-	maan␣
mt016:019	13	@	-	päällä
mt016:019	-	(,)	-	,␣
mt016:019	16	(@)	-	se␣
mt016:019	16	(@)	-	on␣
mt016:019	16	@	-	oleva␣
mt016:019	17	@	-	sidottu␣
mt016:019	(19) 20a	@	-	taivaissa
mt016:019	18	%case	LOC	
mt016:019	20b	,	-	,␣
mt016:019	21	@	-	ja␣
mt016:019	22	@	-	minkä␣
mt016:019	24	(@)	-	sinä␣
mt016:019	24	@	-	päästät␣
mt016:019	(26) 27	@	-	maan␣
mt016:019	25	@	-	päällä
mt016:019	-	(,)	-	,␣
mt016:019	28	(@)	-	se␣
mt016:019	28	(@)	-	on␣
mt016:019	28	@	-	oleva␣
mt016:019	29	@	-	päästetty␣
mt016:019	(31) 32a	@	-	taivaissa
mt016:019	30	%case	LOC	
mt016:019	32b	.	-	.
mt016:019	32b	@	-	"␣
mt016:020	mt016:020	mt016:020	VERSE	Mt␣16:20␣
mt016:020	1	@	-	Silloin␣
mt016:020	2	(@)	-	hän␣
mt016:020	2	@	-	varoitti␣
mt016:020	2	@	-	vakavasti␣
mt016:020	(3) 4	@	-	opetuslapsiaan␣
mt016:020	6	@	-	kenellekään␣
mt016:020	7	@	-	sanomasta
mt016:020	5	%case	LOC	
mt016:020	-	(,)	-	,␣
mt016:020	8	@	-	että␣
mt016:020	9	@	-	hän␣
mt016:020	10	@	-	on␣
mt016:020	(11) 12a	@	-	Kristus
mt016:020	12b	.	-	.␣
mt016:021	mt016:021	mt016:021	VERSE	Mt␣16:21␣
mt016:021	2	@	-	Siitä␣
mt016:021	1	@	-	lähtien␣
mt016:021	(4) 5	@	-	Jeesus␣
mt016:021	3	@	-	alkoi␣
mt016:021	6	@	-	ilmoittaa␣
mt016:021	(7) 8	@	-	opetuslapsilleen
mt016:021	9	%pers	3	
mt016:021	-	(,)	-	,␣
mt016:021	10	@	-	että␣
mt016:021	12	@	-	hänen␣
mt016:021	11	@	-	piti␣
mt016:021	15	@	-	menemän␣
mt016:021	14	@	-	Jerusalemiin␣
mt016:021	13	%case	LOC	
mt016:021	16	@	-	ja␣
mt016:021	18	@	-	kärsimän␣
mt016:021	17	@	-	paljon␣
mt016:021	(20) 21	@	-	vanhimmilta␣
mt016:021	19	%case	LOC	
mt016:021	22	@	-	ja␣
mt016:021	23	@	-	ylipapeilta␣
mt016:021	24	@	-	ja␣
mt016:021	25	@	-	kirjanoppineilta␣
mt016:021	26	@	-	ja␣
mt016:021	27	(@)	-	tuleman␣
mt016:021	27	@	-	tapetuksi␣
mt016:021	28	@	-	ja␣
mt016:021	30	@	-	kolmantena␣
mt016:021	(29) 31	@	-	päivänä␣
mt016:021	32a	@	-	nouseman␣
mt016:021	32a	@	-	ylös
mt016:021	32b	.	-	.␣
mt016:022	mt016:022	mt016:022	VERSE	Mt␣16:22␣
mt016:022	1	@	-	Silloin␣
mt016:022	(4) 5	@	-	Pietari␣
mt016:022	2	@	-	otti␣
mt016:022	3	@	-	hänet␣
mt016:022	2	@	-	erilleen␣
mt016:022	-	(@)	-	ja␣
mt016:022	6	@	-	rupesi␣
mt016:022	7	@	-	nuhtelemaan␣
mt016:022	8	@	-	häntä␣
mt016:022	9a	@	-	sanoen
mt016:022	9b	:	-	:␣
mt016:022	9b	@	-	"
mt016:022	10 11a	@	-	Jumala␣
mt016:022	10 11a	@	-	varjelkoon
mt016:022	11b	,	-	,␣
mt016:022	12a	@	-	Herra
mt016:022	12b	,	-	,␣
mt016:022	13 14	@	-	älköön␣
mt016:022	17a	@	-	se␣
mt016:022	16	@	-	sinulle␣
mt016:022	15	@	-	tapahtuko
mt016:022	17b	@	-	"
mt016:022	17b	.	-	.␣
mt016:023	mt016:023	mt016:023	VERSE	Mt␣16:23␣
mt016:023	2	@	-	Mutta␣
mt016:023	1	@	-	hän␣
mt016:023	3	@	-	kääntyi␣
mt016:023	-	(@)	-	ja␣
mt016:023	4	@	-	sanoi␣
mt016:023	(5) 6a	@	-	Pietarille
mt016:023	6b	:	-	:␣
mt016:023	6b	@	-	"
mt016:023	7	@	-	Mene␣
mt016:023	7	@	-	pois␣
mt016:023	9a	@	-	minun␣
mt016:023	8	@	-	edestäni
mt016:023	9b	,	-	,␣
mt016:023	10a	@	-	saatana
mt016:023	-	(;)	-	;␣
mt016:023	12	(@)	-	sinä␣
mt016:023	12	@	-	olet␣
mt016:023	13a	@	-	minulle␣
mt016:023	11	@	-	pahennukseksi
mt016:023	13b	,	-	,␣
mt016:023	14	@	-	sillä␣
mt016:023	16	(@)	-	sinä␣
mt016:023	15	@	-	et␣
mt016:023	16	@	-	ajattele␣
mt016:023	17	@	-	sitä
mt016:023	-	(,)	-	,␣
mt016:023	17	@	-	mikä␣
mt016:023	-	(@)	-	on␣
mt016:023	(18) 19	@	-	Jumalan
mt016:023	-	(,)	-	,␣
mt016:023	20	@	-	vaan␣
mt016:023	21	@	-	sitä
mt016:023	-	(,)	-	,␣
mt016:023	21	@	-	mikä␣
mt016:023	-	(@)	-	on␣
mt016:023	(22) 23a	@	-	ihmisten
mt016:023	23b	@	-	"
mt016:023	23b	.	-	.␣
mt016:024	mt016:024	mt016:024	VERSE	Mt␣16:24␣
mt016:024	1	@	-	Silloin␣
mt016:024	(2) 3	@	-	Jeesus␣
mt016:024	4	@	-	sanoi␣
mt016:024	(5) 6	@	-	opetuslapsillensa
mt016:024	7a	%pers	3	
mt016:024	7b	:	-	:␣
