lk001:001	lk001:001	lk001:001	VERSE	Lk␣1:1␣
lk012:054	lk012:054	lk012:054	VERSE	Lk␣12:54␣
lk012:054	2	@	-	Ja␣
lk012:054	1	(@)	-	hän␣
lk012:054	1	@	-	sanoi␣
lk012:054	3	@	-	myöskin␣
lk012:054	(4) 5a	@	-	kansalle
lk012:054	5b	:	-	:␣
lk012:054	5b	@	-	"
lk012:054	6	@	-	Kun␣
lk012:054	7a	@	-	näette␣
lk012:054	(8a) 9	@	-	pilven␣
lk012:054	10	@	-	nousevan␣
lk012:054	12a	@	-	lännestä
lk012:054	11	%case	LOC	
lk012:054	12b	,	-	,␣
lk012:054	14	@	-	sanotte␣
lk012:054	13	@	-	kohta
lk012:054	15	:	-	:␣
lk012:054	-	(@)	-	'
lk012:054	17a	@	-	Tulee␣
lk012:054	16	@	-	sade
lk012:054	17b	@	-	'
lk012:054	17b	;	-	;␣
lk012:054	18	@	-	ja␣
lk012:054	20a	@	-	niin␣
lk012:054	19	@	-	tuleekin
lk012:054	20b	.	-	.␣
lk012:055	lk012:055	lk012:055	VERSE	Lk␣12:55␣
lk012:055	1	@	-	Ja␣
lk012:055	2	@	-	kun␣
lk012:055	-	(@)	-	näette␣
lk012:055	3	@	-	etelätuulen␣
lk012:055	4a	@	-	puhaltavan
lk012:055	4b	,	-	,␣
lk012:055	5	@	-	sanotte
lk012:055	6	:	-	:␣
lk012:055	-	(@)	-	'
lk012:055	8a	@	-	Tulee␣
lk012:055	7	@	-	helle
lk012:055	8b	@	-	'
lk012:055	8b	;	-	;␣
lk012:055	9	@	-	ja␣
lk012:055	-	(@)	-	niin␣
lk012:055	10a	@	-	tuleekin
lk012:055	10b	.	-	.␣
lk012:056	lk012:056	lk012:056	VERSE	Lk␣12:56␣
lk012:056	case%1a	@	-	Te␣
lk012:056	1a	@	-	ulkokullatut
lk012:056	-	(,)	-	,␣
lk012:056	(4) 5	@	-	maan␣
lk012:056	6	@	-	ja␣
lk012:056	(7) 8	@	-	taivaan␣
lk012:056	(2) 3	@	-	muodon␣
lk012:056	9	(@)	-	te␣
lk012:056	9	@	-	osaatte␣
lk012:056	10a	@	-	arvioida
lk012:056	-	(;)	-	;␣
lk012:056	13	@	-	mutta␣
lk012:056	15	@	-	kuinka␣
lk012:056	16	@	-	ette␣
lk012:056	18a	@	-	arvioitse␣
lk012:056	17	%tasp	PRES	
lk012:056	14	@	-	tätä␣
lk012:056	(11) 12	@	-	aikaa
lk012:056	-	(?)	-	?␣
lk012:057	lk012:057	lk012:057	VERSE	Lk␣12:57␣
lk012:057	1	@	-	Miksi␣
lk012:057	(2)	-	UNTRANSLATED	
lk012:057	6	@	-	ette␣
lk012:057	3	@	-	jo␣
lk012:057	5	@	-	itsestänne␣
lk012:057	4	%case	LOC	
lk012:057	7	@	-	päätä
lk012:057	-	(,)	-	,␣
lk012:057	8	@	-	mikä␣
lk012:057	9a	@	-	oikeata␣
lk012:057	-	(@)	-	on
lk012:057	-	(?)	-	?␣
lk012:058	lk012:058	lk012:058	VERSE	Lk␣12:58␣
lk012:058	1	@	-	Kun␣
lk012:058	(2)	-	UNTRANSLATED	
lk012:058	3	@	-	kuljet␣
lk012:058	(5) 6	@	-	riitapuolesi␣
lk012:058	7	%pers	?	
lk012:058	4	@	-	kanssa␣
lk012:058	9a	@	-	hallitusmiehen␣
lk012:058	8	@	-	eteen
lk012:058	-	(,)	-	,␣
lk012:058	-	(@)	-	niin␣
lk012:058	13	@	-	tee␣
lk012:058	(11) 12	@	-	matkalla␣
lk012:058	10	%case	LOC	
lk012:058	14	@	-	voitavasi␣
lk012:058	15	@	-	päästäksesi␣
lk012:058	17a	@	-	hänestä␣
lk012:058	16	%case	LOC	
lk012:058	15	@	-	sovussa␣
lk012:058	15	@	-	eroon
lk012:058	17b	,	-	,␣
lk012:058	18	@	-	ettei␣
lk012:058	19	(@)	-	hän␣
lk012:058	19	@	-	raastaisi␣
lk012:058	20	@	-	sinua␣
lk012:058	(22) 23a	@	-	tuomarin␣
lk012:058	21	@	-	eteen␣
lk012:058	24	@	-	ja␣
lk012:058	(25) 26	@	-	tuomari␣
lk012:058	28	@	-	antaisi␣
lk012:058	27	@	-	sinua␣
lk012:058	(29) 30a	@	-	oikeudenpalvelijalle
lk012:058	30b	,	-	,␣
lk012:058	31	@	-	ja␣
lk012:058	-	(@)	-	ettei␣
lk012:058	(32) 33	@	-	oikeudenpalvelija␣
lk012:058	35	@	-	heittäisi␣
lk012:058	34	@	-	sinua␣
lk012:058	37a	@	-	vankeuteen
lk012:058	36	%case	LOC	
lk012:058	37b	.	-	.␣
lk012:059	lk012:059	lk012:059	VERSE	Lk␣12:59␣
lk012:059	1	(@)	-	Minä␣
lk012:059	1	@	-	sanon␣
lk012:059	2a	@	-	sinulle
lk012:059	2b	:	-	:␣
lk012:059	6a	@	-	sieltä␣
lk012:059	3 4	@	-	et␣
lk012:059	5	@	-	pääse
lk012:059	6b	,	-	,␣
lk012:059	7	@	-	ennenkuin␣
lk012:059	12a	@	-	maksat␣
lk012:059	10 (9)	@	-	viimeisenkin␣
lk012:059	8	%clitic	kin	
lk012:059	11	@	-	rovon
lk012:059	12b	.	-	.
lk012:059	12b	@	-	"␣
lk013:001	lk013:001	lk013:001	VERSE	Lk␣13:1␣
lk013:001	5	@	-	Samaan␣
lk013:001	(2)	-	UNTRANSLATED	
lk013:001	(6) 7	@	-	aikaan␣
lk013:001	4	%case	LOC	
lk013:001	1	@	-	oli␣
lk013:001	1	@	-	saapuvilla␣
lk013:001	3	@	-	muutamia
lk013:001	-	(,)	-	,␣
lk013:001	8	(@)	-	jotka␣
lk013:001	8	@	-	kertoivat␣
lk013:001	9	@	-	hänelle␣
lk013:001	11	@	-	niistä␣
lk013:001	12	@	-	galilealaisista
lk013:001	10	%case	LOC	
lk013:001	-	(,)	-	,␣
lk013:001	13	@	-	joiden␣
lk013:001	(14) 15	@	-	veren␣
lk013:001	16	@	-	Pilatus␣
lk013:001	17	(@)	-	oli␣
lk013:001	17	@	-	sekoittanut␣
lk013:001	21a	@	-	heidän␣
lk013:001	(19) 20	@	-	uhriensa␣
lk013:001	18	%case	GEN	
lk013:001	-	(@)	-	vereen
lk013:001	21b	.	-	.␣
lk013:002	lk013:002	lk013:002	VERSE	Lk␣13:2␣
lk013:002	1	@	-	Niin␣
lk013:002	-	(@)	-	Jeesus␣
lk013:002	2	@	-	vastasi␣
lk013:002	-	(@)	-	ja␣
lk013:002	3	@	-	sanoi␣
lk013:002	4a	@	-	heille
lk013:002	4b	:	-	:␣
lk013:002	4b	@	-	"
lk013:002	5	@	-	Luuletteko
lk013:002	-	(,)	-	,␣
lk013:002	6	@	-	että␣
lk013:002	9	@	-	nämä␣
lk013:002	(7) 8	@	-	galilealaiset␣
lk013:002	15a	@	-	olivat␣
lk013:002	10	@	-	syntisemmät␣
lk013:002	11	@	-	kuin␣
lk013:002	12	@	-	kaikki␣
lk013:002	pro%13	@	-	muut␣
lk013:002	14	@	-	galilealaiset
lk013:002	15b	,	-	,␣
lk013:002	16	@	-	koska␣
lk013:002	18a	(@)	-	he␣
lk013:002	18a	@	-	saivat␣
lk013:002	18a	@	-	kärsiä␣
lk013:002	17	@	-	tämän
lk013:002	-	(?)	-	?␣
lk013:003	lk013:003	lk013:003	VERSE	Lk␣13:3␣
lk013:003	1a	@	-	Eivät␣
lk013:003	-	(@)	-	olleet
lk013:003	1b	,	-	,␣
lk013:003	2	@	-	sanon␣
lk013:003	2	(@)	-	minä␣
lk013:003	3a	@	-	teille
lk013:003	3b	,	-	,␣
lk013:003	4	@	-	mutta␣
lk013:003	(5) 6	@	-	ellette␣
lk013:003	7	@	-	tee␣
lk013:003	7	@	-	parannusta
lk013:003	-	(,)	-	,␣
lk013:003	-	(@)	-	niin␣
lk013:003	9	@	-	samoin␣
lk013:003	10a	(@)	-	te␣
lk013:003	8	@	-	kaikki␣
lk013:003	10a	@	-	hukutte
lk013:003	10b	.	-	.␣
lk013:004	lk013:004	lk013:004	VERSE	Lk␣13:4␣
lk013:004	1	@	-	Taikka␣
lk013:004	2	@	-	ne␣
lk013:004	(3) 4	@	-	kahdeksantoista
lk013:004	-	(,)	-	,␣
lk013:004	15a	@	-	jotka␣
lk013:004	14	@	-	saivat␣
lk013:004	14	@	-	surmansa
lk013:004	(13)	-	UNTRANSLATED	
lk013:004	-	(,)	-	,␣
lk013:004	-	(@)	-	kun␣
lk013:004	(8) 9	@	-	torni␣
lk013:004	(11) 12	@	-	Siloassa␣
lk013:004	10	%case	LOC	
lk013:004	7	@	-	kaatui␣
lk013:004	6	@	-	heidän␣
lk013:004	5	@	-	päällensä
lk013:004	15b	,	-	,␣
lk013:004	16	@	-	luuletteko
lk013:004	-	(,)	-	,␣
lk013:004	17	@	-	että␣
lk013:004	18	@	-	he␣
lk013:004	20	@	-	olivat␣
lk013:004	19	@	-	syyllisemmät␣
lk013:004	21	@	-	kuin␣
lk013:004	22	@	-	kaikki␣
lk013:004	21	(@)	-	muut␣
lk013:004	(23) 24	@	-	ihmiset
lk013:004	-	(,)	-	,␣
lk013:004	25	@	-	jotka␣
lk013:004	27a	@	-	Jerusalemissa␣
lk013:004	26	@	-	asuvat
lk013:004	-	(?)	-	?␣
lk013:005	lk013:005	lk013:005	VERSE	Lk␣13:5␣
lk013:005	1a	@	-	Eivät␣
lk013:005	-	(@)	-	olleet
lk013:005	1b	,	-	,␣
lk013:005	2	@	-	sanon␣
lk013:005	2	(@)	-	minä␣
lk013:005	3a	@	-	teille
lk013:005	3b	,	-	,␣
lk013:005	4	@	-	mutta␣
lk013:005	5 6	@	-	ellette␣
lk013:005	7	@	-	tee␣
lk013:005	7	@	-	parannusta
lk013:005	-	(,)	-	,␣
lk013:005	-	(@)	-	niin␣
lk013:005	9	@	-	samoin␣
lk013:005	10a	(@)	-	te␣
lk013:005	8	@	-	kaikki␣
lk013:005	10a	@	-	hukutte
lk013:005	10b	.	-	.
lk013:005	10b	@	-	"␣
lk013:006	lk013:006	lk013:006	VERSE	Lk␣13:6␣
lk013:006	2	@	-	Ja␣
lk013:006	1	(@)	-	hän␣
lk013:006	1	@	-	puhui␣
lk013:006	3	@	-	tämän␣
lk013:006	(4) 5a	@	-	vertauksen
lk013:006	5b	:	-	:␣
lk013:006	5b	@	-	"
lk013:006	8	@	-	Eräällä␣
lk013:006	8	(@)	-	miehellä␣
lk013:006	7	@	-	oli␣
lk013:006	6	@	-	viikunapuu␣
lk013:006	9	@	-	istutettuna␣
lk013:006	(11) 12	@	-	viinitarhassaan
lk013:006	13a	%pers	3	
lk013:006	10	%case	LOC	
lk013:006	13b	;	-	;␣
lk013:006	14	@	-	ja␣
lk013:006	15	(@)	-	hän␣
lk013:006	15	@	-	tuli␣
lk013:006	16	@	-	etsimään␣
lk013:006	17	@	-	hedelmää␣
lk013:006	19	@	-	siitä
lk013:006	18	%case	LOC	
lk013:006	-	(,)	-	,␣
lk013:006	20	@	-	mutta␣
lk013:006	21	@	-	ei␣
lk013:006	22a	@	-	löytänyt
lk013:006	22b	.	-	.␣
lk013:007	lk013:007	lk013:007	VERSE	Lk␣13:7␣
lk013:007	2	@	-	Niin␣
lk013:007	1	(@)	-	hän␣
lk013:007	1	@	-	sanoi␣
lk013:007	(4) 5a	@	-	viinitarhurille
lk013:007	3	%case	LOC	
lk013:007	5b	:	-	:␣
lk013:007	5b	@	-	'
lk013:007	6	@	-	Katso
lk013:007	-	(,)	-	,␣
lk013:007	7	@	-	kolmena␣
lk013:007	8	@	-	vuotena␣
lk013:007	10 9	%case	ESS	
lk013:007	11	(@)	-	minä␣
lk013:007	11	(@)	-	olen␣
lk013:007	11	@	-	käynyt␣
lk013:007	12	@	-	etsimässä␣
lk013:007	13	@	-	hedelmää␣
lk013:007	17	@	-	tästä␣
lk013:007	(15) 16	@	-	viikunapuusta
lk013:007	14	%case	LOC	
lk013:007	-	(,)	-	,␣
lk013:007	18	@	-	mutta␣
lk013:007	19	@	-	en␣
lk013:007	20a	(@)	-	ole␣
lk013:007	20a	@	-	löytänyt
lk013:007	20b	.	-	.␣
lk013:007	21a	@	-	Hakkaa␣
lk013:007	23a	@	-	se␣
lk013:007	(22a)	-	UNTRANSLATED	
lk013:007	21a	@	-	pois
lk013:007	23b	;	-	;␣
lk013:007	24	@	-	mitä␣
lk013:007	24	@	-	varten␣
lk013:007	28a	(@)	-	se␣
lk013:007	25	@	-	vielä␣
lk013:007	(26) 27	@	-	maata␣
lk013:007	28a	@	-	laihduttaa
lk013:007	-	(?)	-	?
lk013:007	28b	@	-	'␣
lk013:008	lk013:008	lk013:008	VERSE	Lk␣13:8␣
lk013:008	2	@	-	Mutta␣
lk013:008	1	@	-	tämä␣
lk013:008	3	@	-	vastasi␣
lk013:008	-	(@)	-	ja␣
lk013:008	4	@	-	sanoi␣
lk013:008	5a	@	-	hänelle
lk013:008	5b	:	-	:␣
lk013:008	5b	@	-	'
lk013:008	6a	@	-	Herra
lk013:008	6b	,	-	,␣
lk013:008	7	@	-	anna␣
lk013:008	8	@	-	sen␣
lk013:008	7	@	-	olla␣
lk013:008	9	@	-	vielä␣
lk013:008	10	@	-	tämä␣
lk013:008	(11) 12a	@	-	vuosi
lk013:008	12b	;	-	;␣
lk013:008	13 14	@	-	sillä␣
lk013:008	13 14	@	-	aikaa␣
lk013:008	15	(@)	-	minä␣
lk013:008	15	@	-	kuokin␣
lk013:008	18	@	-	ja␣
lk013:008	19 20a	@	-	lannoitan␣
lk013:008	-	(@)	-	maan␣
lk013:008	17	@	-	sen␣
lk013:008	16	@	-	ympäriltä
lk013:008	20b	.	-	.␣
lk013:009	lk013:009	lk013:009	VERSE	Lk␣13:9␣
lk013:009	2 3	@	-	Ehkä␣
lk013:009	4	(@)	-	se␣
lk013:009	(7) 8a	@	-	ensi␣
lk013:009	(7) 8a	@	-	vuonna␣
lk013:009	6	%case	ESS	
lk013:009	4	@	-	tekee␣
lk013:009	5	@	-	hedelmää
lk013:009	8b	;	-	;␣
lk013:009	10	@	-	mutta␣
lk013:009	9	@	-	jos␣
lk013:009	11 12a	@	-	ei
lk013:009	-	(,)	-	,␣
lk013:009	-	(@)	-	niin␣
lk013:009	13	@	-	hakkaa␣
lk013:009	14a	@	-	se␣
lk013:009	13	@	-	pois
lk013:009	14b	@	-	'
lk013:009	14b	.	-	.
lk013:009	14b	@	-	"␣
lk013:010	lk013:010	lk013:010	VERSE	Lk␣13:10␣
lk013:010	2	@	-	Ja␣
lk013:010	1	(@)	-	hän␣
lk013:010	1	@	-	oli␣
lk013:010	3	@	-	opettamassa␣
lk013:010	5	@	-	eräässä␣
lk013:010	4	%case	LOC	
lk013:010	(6) 7	@	-	synagoogassa␣
lk013:010	10a (9)	@	-	sapattina
lk013:010	8	%case	ESS	
lk013:010	10b	.	-	.␣
lk013:011	lk013:011	lk013:011	VERSE	Lk␣13:11␣
lk013:011	1	@	-	Ja␣
lk013:011	2	@	-	katso
lk013:011	-	(,)	-	,␣
lk013:011	-	(@)	-	siellä␣
lk013:011	-	(@)	-	oli␣
lk013:011	3	@	-	nainen
lk013:011	-	(,)	-	,␣
lk013:011	5	(@)	-	jossa␣
lk013:011	5	(@)	-	oli␣
lk013:011	5	@	-	ollut␣
lk013:011	6	@	-	heikkouden␣
lk013:011	4	@	-	henki␣
lk013:011	8	@	-	kahdeksantoista␣
lk013:011	7	@	-	vuotta
lk013:011	-	(,)	-	,␣
lk013:011	9	@	-	ja␣
lk013:011	10	(@)	-	hän␣
lk013:011	10	@	-	oli␣
lk013:011	11	@	-	koukistunut␣
lk013:011	12	@	-	ja␣
lk013:011	(17) 18a	@	-	täydelleen␣
lk013:011	16	%case	LOC	
lk013:011	13 14	@	-	kykenemätön␣
lk013:011	15	@	-	oikaisemaan␣
lk013:011	15	(@)	-	itseänsä
lk013:011	18b	.	-	.␣
lk013:012	lk013:012	lk013:012	VERSE	Lk␣13:12␣
lk013:012	3	@	-	Hänet␣
lk013:012	(2)	-	UNTRANSLATED	
lk013:012	1	@	-	nähdessään␣
lk013:012	(4) 5	@	-	Jeesus␣
lk013:012	6	@	-	kutsui␣
lk013:012	-	(@)	-	hänet␣
lk013:012	6	@	-	luoksensa␣
lk013:012	7	@	-	ja␣
lk013:012	8	@	-	sanoi␣
lk013:012	9a	@	-	hänelle
lk013:012	9b	:	-	:␣
lk013:012	9b	@	-	"
lk013:012	10a	@	-	Nainen
lk013:012	-	(,)	-	,␣
lk013:012	11	(@)	-	sinä␣
lk013:012	11	(@)	-	olet␣
lk013:012	11	@	-	päässyt␣
lk013:012	(12) 13	@	-	heikkoudestasi
lk013:012	14a	%pers	?	
lk013:012	14b	@	-	"
lk013:012	14b	,	-	,␣
lk013:013	lk013:013	lk013:013	VERSE	Lk␣13:13␣
lk013:013	1	@	-	ja␣
lk013:013	2	@	-	pani␣
lk013:013	(4) 5a	@	-	kätensä␣
lk013:013	3	@	-	hänen␣
lk013:013	2	@	-	päälleen
lk013:013	-	(.)	-	.␣
lk013:013	6	@	-	Ja␣
lk013:013	7	@	-	heti␣
lk013:013	8	(@)	-	hän␣
lk013:013	8	@	-	oikaisi␣
lk013:013	8	@	-	itsensä␣
lk013:013	8	@	-	suoraksi␣
lk013:013	9	@	-	ja␣
lk013:013	10	@	-	ylisti␣
lk013:013	(11) 12a	@	-	Jumalaa
lk013:013	-	(.)	-	.␣
lk013:014	lk013:014	lk013:014	VERSE	Lk␣13:14␣
lk013:014	2	@	-	Mutta␣
lk013:014	(3) 4a	@	-	synagoogan␣
lk013:014	(3) 4a	@	-	esimies
lk013:014	-	(,)	-	,␣
lk013:014	5	(@)	-	joka␣
lk013:014	5	@	-	närkästyi␣
lk013:014	6	@	-	siitä
lk013:014	-	(,)	-	,␣
lk013:014	6	@	-	että␣
lk013:014	(10) 11a	@	-	Jeesus␣
lk013:014	9	@	-	paransi␣
lk013:014	(7) 8	@	-	sapattina
lk013:014	-	(,)	-	,␣
lk013:014	1	@	-	rupesi␣
lk013:014	1	@	-	puhumaan␣
lk013:014	-	(@)	-	ja␣
lk013:014	12	@	-	sanoi␣
lk013:014	(13) 14	@	-	kansalle
lk013:014	15	:	-	:␣
lk013:014	-	(@)	-	"
lk013:014	16	@	-	Kuusi␣
lk013:014	17	@	-	päivää␣
lk013:014	18	@	-	on
lk013:014	-	(,)	-	,␣
lk013:014	20	@	-	joina␣
lk013:014	19	%case	ESS	
lk013:014	21	@	-	tulee␣
lk013:014	22a	@	-	työtä␣
lk013:014	22a	@	-	tehdä
lk013:014	22b	;	-	;␣
lk013:014	26	@	-	tulkaa␣
lk013:014	25	@	-	siis␣
lk013:014	24	@	-	niinä␣
lk013:014	23	%case	ESS	
lk013:014	-	(@)	-	päivinä␣
lk013:014	27	@	-	parannuttamaan␣
lk013:014	27	@	-	itseänne
lk013:014	-	(,)	-	,␣
lk013:014	29	@	-	älkääkä␣
lk013:014	28	%clitic	kA	
lk013:014	(30) 31 (32) 33a	@	-	sapatinpäivänä
lk013:014	33b	@	-	"
lk013:014	33b	.	-	.␣
lk013:015	lk013:015	lk013:015	VERSE	Lk␣13:15␣
lk013:015	2	@	-	Mutta␣
lk013:015	(4) 5	@	-	Herra␣
lk013:015	1	@	-	vastasi␣
lk013:015	3	@	-	hänelle␣
lk013:015	6	@	-	ja␣
lk013:015	7a	@	-	sanoi
lk013:015	-	(:)	-	:␣
lk013:015	-	(@)	-	"
lk013:015	case%8a	@	-	Te␣
lk013:015	8a	@	-	ulkokullatut
lk013:015	8b	,	-	,␣
lk013:015	13	@	-	eikö␣
lk013:015	9	@	-	jokainen␣
lk013:015	10	@	-	teistä␣
lk013:015	(11) 12	@	-	sapattina␣
lk013:015	14	@	-	päästä␣
lk013:015	(15) 16	@	-	härkäänsä␣
lk013:015	17	%pers	3	
lk013:015	18	@	-	tai␣
lk013:015	(19) 20	@	-	aasiansa␣
lk013:015	(22) 23	@	-	seimestä␣
lk013:015	21	%case	LOC	
lk013:015	24	@	-	ja␣
lk013:015	25	@	-	vie␣
lk013:015	-	(@)	-	sitä␣
lk013:015	26a	@	-	juomaan
lk013:015	-	(?)	-	?␣
lk013:016	lk013:016	lk013:016	VERSE	Lk␣13:16␣
lk013:016	2	@	-	Ja␣
lk013:016	1	@	-	tätä␣
lk013:016	-	(@)	-	naista
lk013:016	-	(,)	-	,␣
lk013:016	5a	(@)	-	joka␣
lk013:016	5a	@	-	on␣
lk013:016	4	@	-	Aabrahamin␣
lk013:016	3	@	-	tytär␣
lk013:016	-	(@)	-	ja␣
lk013:016	6	@	-	jota␣
lk013:016	(8) 9	@	-	saatana␣
lk013:016	7	(@)	-	on␣
lk013:016	tasp%7	@	-	pitänyt␣
lk013:016	7	@	-	sidottuna
lk013:016	-	(,)	-	,␣
lk013:016	10	@	-	katso
lk013:016	-	(,)	-	,␣
lk013:016	-	(@)	-	jo␣
lk013:016	11 12 13	@	-	kahdeksantoista␣
lk013:016	14a	@	-	vuotta
lk013:016	-	(,)	-	,␣
lk013:016	-	(@)	-	tätäkö␣
lk013:016	15	@	-	ei␣
lk013:016	16	(@)	-	olisi␣
lk013:016	16	@	-	pitänyt␣
lk013:016	17	@	-	päästää␣
lk013:016	21	@	-	siitä␣
lk013:016	(19) 20	@	-	siteestä␣
lk013:016	18	%case	LOC	
lk013:016	(22) 23 (24) 25a	@	-	sapatinpäivänä
lk013:016	-	(?)	-	?
lk013:016	25b	@	-	"␣
lk013:017	lk013:017	lk013:017	VERSE	Lk␣13:17␣
lk013:017	1	@	-	Ja␣
lk013:017	4	@	-	hänen␣
lk013:017	2	@	-	näin␣
lk013:017	3	@	-	sanoessaan␣
lk013:017	6	@	-	kaikki␣
lk013:017	9a	@	-	hänen␣
lk013:017	(7) 8	@	-	vastustajansa␣
lk013:017	5	@	-	häpesivät
lk013:017	9b	,	-	,␣
lk013:017	10	@	-	ja␣
lk013:017	11	@	-	kaikki␣
lk013:017	(12) 13	@	-	kansa␣
lk013:017	14	@	-	iloitsi␣
lk013:017	16	@	-	kaikista␣
lk013:017	15	%case	LOC	
lk013:017	17	@	-	niistä␣
lk013:017	18	@	-	ihmeellisistä␣
lk013:017	-	(@)	-	teoista
lk013:017	-	(,)	-	,␣
lk013:017	19	@	-	joita␣
lk013:017	22a	@	-	hän␣
lk013:017	21	%case	NOM	
lk013:017	20	@	-	teki
lk013:017	22b	.	-	.␣
lk013:018	lk013:018	lk013:018	VERSE	Lk␣13:18␣
lk013:018	2a	@	-	Niin␣
lk013:018	1	(@)	-	hän␣
lk013:018	1	@	-	sanoi
lk013:018	2b	:	-	:␣
lk013:018	2b	@	-	"
lk013:018	3	@	-	Minkä␣
lk013:018	4	@	-	kaltainen␣
lk013:018	5	@	-	on␣
lk013:018	(8) 9	@	-	Jumalan␣
lk013:018	(6) 7	@	-	valtakunta
lk013:018	-	(,)	-	,␣
lk013:018	10	@	-	ja␣
lk013:018	11	@	-	mihin␣
lk013:018	12	(@)	-	minä␣
lk013:018	13a	@	-	sen␣
lk013:018	12	@	-	vertaisin
lk013:018	-	(?)	-	?␣
lk013:019	lk013:019	lk013:019	VERSE	Lk␣13:19␣
lk013:019	2	(@)	-	Se␣
lk013:019	2	@	-	on␣
lk013:019	3 4a	@	-	sinapinsiemenen␣
lk013:019	1	@	-	kaltainen
lk013:019	4b	,	-	,␣
lk013:019	5	@	-	jonka␣
lk013:019	7	@	-	mies␣
lk013:019	6	@	-	otti␣
lk013:019	-	(@)	-	ja␣
lk013:019	8	@	-	kylvi␣
lk013:019	10	@	-	puutarhaansa
lk013:019	11a	%pers	3	
lk013:019	9	%case	LOC	
lk013:019	11b	;	-	;␣
lk013:019	12	@	-	ja␣
lk013:019	13	(@)	-	se␣
lk013:019	13	@	-	kasvoi
lk013:019	-	(,)	-	,␣
lk013:019	14	@	-	ja␣
lk013:019	15	(@)	-	siitä␣
lk013:019	15	@	-	tuli␣
lk013:019	17a	@	-	puu
lk013:019	16	%case	NOM	
lk013:019	17b	,	-	,␣
lk013:019	18	@	-	ja␣
lk013:019	(21) 22	@	-	taivaan␣
lk013:019	(19) 20	@	-	linnut␣
lk013:019	23	@	-	tekivät␣
lk013:019	23	@	-	pesänsä␣
lk013:019	27a	@	-	sen␣
lk013:019	(25) 26	@	-	oksille
lk013:019	24	%case	LOC	
lk013:019	27b	.	-	.
lk013:019	27b	@	-	"␣
lk013:020	lk013:020	lk013:020	VERSE	Lk␣13:20␣
lk013:020	1	@	-	Ja␣
lk013:020	2	@	-	taas␣
lk013:020	3a	(@)	-	hän␣
lk013:020	3a	@	-	sanoi
lk013:020	3b	:	-	:␣
lk013:020	3b	@	-	"
lk013:020	4	@	-	Mihin␣
lk013:020	5	(@)	-	minä␣
lk013:020	5	@	-	vertaisin␣
lk013:020	(8) 9a	@	-	Jumalan␣
lk013:020	(6) 7	@	-	valtakunnan
lk013:020	-	(?)	-	?␣
lk013:021	lk013:021	lk013:021	VERSE	Lk␣13:21␣
lk013:021	2	(@)	-	Se␣
lk013:021	2	@	-	on␣
lk013:021	3a	@	-	hapatuksen␣
lk013:021	1	@	-	kaltainen
lk013:021	3b	,	-	,␣
lk013:021	4	@	-	jonka␣
lk013:021	6	@	-	nainen␣
lk013:021	5	@	-	otti␣
lk013:021	-	(@)	-	ja␣
lk013:021	8	@	-	sekoitti␣
lk013:021	12	@	-	kolmeen␣
lk013:021	11	@	-	vakalliseen␣
lk013:021	10	@	-	jauhoja
lk013:021	9	%case	PTV	
lk013:021	-	(,)	-	,␣
lk013:021	13 14	@	-	kunnes␣
lk013:021	16a	@	-	kaikki␣
lk013:021	15	@	-	happani
lk013:021	16b	.	-	.
lk013:021	16b	@	-	"␣
lk013:022	lk013:022	lk013:022	VERSE	Lk␣13:22␣
lk013:022	1	@	-	Ja␣
lk013:022	2	(@)	-	hän␣
lk013:022	2	@	-	vaelsi␣
lk013:022	4	@	-	kaupungista␣
lk013:022	4	@	-	kaupunkiin␣
lk013:022	3	%case	LOC	
lk013:022	5	@	-	ja␣
lk013:022	6	@	-	kylästä␣
lk013:022	6	@	-	kylään␣
lk013:022	3	%case	LOC	
lk013:022	-	(@)	-	ja␣
lk013:022	7	@	-	opetti
lk013:022	-	(,)	-	,␣
lk013:022	(8)	-	UNTRANSLATED	
lk013:022	10 9	@	-	kulkien␣
lk013:022	12a	@	-	Jerusalemia␣
lk013:022	11	@	-	kohti
lk013:022	12b	.	-	.␣
lk013:023	lk013:023	lk013:023	VERSE	Lk␣13:23␣
lk013:023	2	@	-	Ja␣
lk013:023	3	@	-	joku␣
lk013:023	1	@	-	kysyi␣
lk013:023	4a	@	-	häneltä
lk013:023	4b	:	-	:␣
lk013:023	4b	@	-	"
lk013:023	5a	@	-	Herra
lk013:023	5b	,	-	,␣
lk013:023	6	@	-	onko␣
lk013:023	8	@	-	niitä␣
lk013:023	7	@	-	vähän
lk013:023	-	(,)	-	,␣
lk013:023	8	@	-	jotka␣
lk013:023	9a	@	-	pelastuvat
lk013:023	-	(?)	-	?
lk013:023	9b	@	-	"␣
lk013:023	11	@	-	Niin␣
lk013:023	10	@	-	hän␣
lk013:023	12	@	-	sanoi␣
lk013:023	14a	@	-	heille
lk013:023	13	%case	LOC	
lk013:023	14b	:	-	:␣
lk013:024	lk013:024	lk013:024	VERSE	Lk␣13:24␣
