2p001:001	2p001:001	2p001:001	VERSE	2Pt␣1:1␣
2p003:016	10a	@	-	näistä␣
2p003:016	9	%case	LOC	
2p003:016	10a	(@)	-	asioista
2p003:016	-	(,)	-	,␣
2p003:016	-	(@)	-	vaikka␣
2p003:016	12	@	-	niissä␣
2p003:016	11	%case	LOC	
2p003:016	-	(@)	-	tosin␣
2p003:016	13	@	-	on␣
2p003:016	15a	@	-	yhtä␣
2p003:016	15a	@	-	ja␣
2p003:016	15a	@	-	toista␣
2p003:016	14	@	-	vaikeatajuista
2p003:016	15b	,	-	,␣
2p003:016	16	@	-	jota␣
2p003:016	(17) 18	@	-	tietämättömät␣
2p003:016	19	@	-	ja␣
2p003:016	20	@	-	vakaantumattomat␣
2p003:016	21	@	-	vääntävät␣
2p003:016	21	@	-	kieroon␣
2p003:016	22	@	-	niinkuin␣
2p003:016	25	@	-	muitakin␣
2p003:016	23	%clitic	kin	
2p003:016	(24) 26	@	-	kirjoituksia
2p003:016	-	(,)	-	,␣
2p003:016	29	@	-	omaksi␣
2p003:016	(28) 31a	@	-	kadotuksekseen
2p003:016	30	%pers	3	
2p003:016	27	%case	TRA	
2p003:016	31b	.	-	.␣
2p003:017	2p003:017	2p003:017	VERSE	2Pt␣3:17␣
2p003:017	4	(@)	-	Koska␣
2p003:017	1	@	-	te␣
2p003:017	2a	@	-	siis
2p003:017	2b	,	-	,␣
2p003:017	3a	@	-	rakkaani
2p003:017	-	(,)	-	,␣
2p003:017	-	(@)	-	tämän␣
2p003:017	4	@	-	jo␣
2p003:017	4	@	-	edeltäpäin␣
2p003:017	4	@	-	tiedätte
2p003:017	-	(,)	-	,␣
2p003:017	-	(@)	-	niin␣
2p003:017	5a	@	-	olkaa␣
2p003:017	5a	@	-	varuillanne
2p003:017	5b	,	-	,␣
2p003:017	6 7	@	-	ettette␣
2p003:017	10 (9)	@	-	rietasten␣
2p003:017	11 (8)	@	-	eksymyksen␣
2p003:017	12	@	-	mukaansa␣
2p003:017	12	@	-	tempaamina␣
2p003:017	13	@	-	lankeaisi␣
2p003:017	13	@	-	pois␣
2p003:017	15	@	-	omalta␣
2p003:017	(14) 16a	@	-	lujalta␣
2p003:017	(14) 16a	@	-	pohjaltanne
2p003:017	16b	,	-	,␣
2p003:018	2p003:018	2p003:018	VERSE	2Pt␣3:18␣
2p003:018	2	@	-	ja␣
2p003:018	1	@	-	kasvakaa␣
2p003:018	9	@	-	meidän␣
2p003:018	(7) 8	@	-	Herramme␣
2p003:018	10	@	-	ja␣
2p003:018	11	@	-	Vapahtajamme␣
2p003:018	12	@	-	Jeesuksen␣
2p003:018	13a	@	-	Kristuksen␣
2p003:018	4	@	-	armossa␣
2p003:018	3	%case	LOC	
2p003:018	5	@	-	ja␣
2p003:018	6	@	-	tuntemisessa
2p003:018	13b	.	-	.␣
2p003:018	14	@	-	Hänen␣
2p003:018	-	(@)	-	olkoon␣
2p003:018	(15) 16	@	-	kunnia␣
2p003:018	17	@	-	sekä␣
2p003:018	18	@	-	nyt␣
2p003:018	19	@	-	että␣
2p003:018	20	@	-	hamaan␣
2p003:018	22a	@	-	iankaikkisuuden␣
2p003:018	21	@	-	päivään
2p003:018	(23a)	-	UNTRANSLATED	
2p003:018	-	(.)	-	.␣
