1p001:001	1p001:001	1p001:001	VERSE	1Pt␣1:1␣
1p003:010	-	(@)	-	"
1p003:010	1	@	-	joka␣
1p003:010	3	@	-	tahtoo␣
1p003:010	5	@	-	rakastaa␣
1p003:010	4	@	-	elämää␣
1p003:010	6	@	-	ja␣
1p003:010	7	@	-	nähdä␣
1p003:010	9	@	-	hyviä␣
1p003:010	8	@	-	päiviä
1p003:010	-	(,)	-	,␣
1p003:010	10	@	-	varjelkoon␣
1p003:010	(11) 12	@	-	kielensä␣
1p003:010	14	@	-	pahasta␣
1p003:010	13	%case	LOC	
1p003:010	15	@	-	ja␣
1p003:010	16	@	-	huulensa␣
1p003:010	(17) 20a	@	-	vilppiä␣
1p003:010	19	@	-	puhumasta
1p003:010	18	%inflection	INF3.ELA	
1p003:010	20b	,	-	,␣
1p003:011	1p003:011	1p003:011	VERSE	1Pt␣3:11␣
1p003:011	1	@	-	kääntyköön␣
1p003:011	1	@	-	pois␣
1p003:011	(2)	-	UNTRANSLATED	
1p003:011	4	@	-	pahasta␣
1p003:011	3	%case	LOC	
1p003:011	5	@	-	ja␣
1p003:011	6	@	-	tehköön␣
1p003:011	7a	@	-	hyvää
1p003:011	7b	,	-	,␣
1p003:011	8	@	-	etsiköön␣
1p003:011	9	@	-	rauhaa␣
1p003:011	10	@	-	ja␣
1p003:011	11	@	-	pyrkiköön␣
1p003:011	12a	@	-	siihen
1p003:011	12b	.	-	.␣
1p003:012	1p003:012	1p003:012	VERSE	1Pt␣3:12␣
1p003:012	1	@	-	Sillä␣
1p003:012	3	@	-	Herran␣
1p003:012	2	@	-	silmät␣
1p003:012	4	@	-	tarkkaavat␣
1p003:012	5	@	-	vanhurskaita␣
1p003:012	6	@	-	ja␣
1p003:012	8	@	-	hänen␣
1p003:012	7	@	-	korvansa␣
1p003:012	11a	@	-	heidän␣
1p003:012	10	@	-	rukouksiansa
1p003:012	9	%case	PTV	
1p003:012	11b	,	-	,␣
1p003:012	13	@	-	mutta␣
1p003:012	14	@	-	Herran␣
1p003:012	12	@	-	kasvot␣
1p003:012	-	(@)	-	ovat␣
1p003:012	16 17a	@	-	pahantekijöitä␣
1p003:012	15	@	-	vastaan
1p003:012	17b	.	-	.
1p003:012	17b	@	-	"␣
1p003:013	1p003:013	1p003:013	VERSE	1Pt␣3:13␣
1p003:013	1	@	-	Ja␣
1p003:013	2	@	-	kuka␣
1p003:013	-	(@)	-	on
1p003:013	-	(,)	-	,␣
1p003:013	3	@	-	joka␣
1p003:013	tasp%4	@	-	voi␣
1p003:013	5	@	-	teitä␣
1p003:013	4	@	-	vahingoittaa
1p003:013	-	(,)	-	,␣
1p003:013	6	@	-	jos␣
1p003:013	10a	(@)	-	teillä␣
1p003:013	10a	@	-	on␣
1p003:013	9	@	-	kiivaus␣
1p003:013	(7) 8	@	-	hyvään
1p003:013	-	(?)	-	?␣
1p003:014	1p003:014	1p003:014	VERSE	1Pt␣3:14␣
1p003:014	1	@	-	Vaan␣
1p003:014	2	@	-	vaikka␣
1p003:014	tasp%4	@	-	saisittekin␣
1p003:014	3	%clitic	kin	
1p003:014	4	@	-	kärsiä␣
1p003:014	6a	@	-	vanhurskauden␣
1p003:014	5	@	-	tähden
1p003:014	-	(,)	-	,␣
1p003:014	-	(@)	-	olette␣
1p003:014	-	(@)	-	kuitenkin␣
1p003:014	7a	@	-	autuaita
1p003:014	-	(.)	-	.␣
1p003:014	-	(@)	-	"
1p003:014	9	@	-	Mutta␣
1p003:014	12	@	-	älkää␣
1p003:014	tasp%13	@	-	antako␣
1p003:014	11	@	-	heidän␣
1p003:014	10 (8)	@	-	pelkonsa␣
1p003:014	13	@	-	peljättää␣
1p003:014	13	@	-	itseänne
1p003:014	-	(,)	-	,␣
1p003:014	14	@	-	älkääkä␣
1p003:014	15a	@	-	hämmästykö
1p003:014	15b	@	-	"
1p003:014	15b	,	-	,␣
1p003:015	1p003:015	1p003:015	VERSE	1Pt␣3:15␣
1p003:015	2	@	-	vaan␣
1p003:015	5	@	-	pyhittäkää␣
1p003:015	1	@	-	Herra␣
1p003:015	(3) 4	@	-	Kristus␣
1p003:015	(7) 8	@	-	sydämissänne␣
1p003:015	9a	%pers	?	
1p003:015	6	%case	LOC	
1p003:015	-	(@)	-	ja␣
1p003:015	-	(@)	-	olkaa␣
1p003:015	11	@	-	aina␣
1p003:015	10	@	-	valmiit␣
1p003:015	13	@	-	vastaamaan␣
1p003:015	12	%case	LOC	
1p003:015	14	@	-	jokaiselle
1p003:015	-	(,)	-	,␣
1p003:015	15	@	-	joka␣
1p003:015	17	@	-	teiltä␣
1p003:015	16	@	-	kysyy␣
1p003:015	-	(@)	-	sen␣
1p003:015	(20) 23a	@	-	toivon␣
1p003:015	19	%case	GEN	
1p003:015	18	@	-	perustusta
1p003:015	-	(,)	-	,␣
1p003:015	-	(@)	-	joka␣
1p003:015	22	@	-	teissä␣
1p003:015	21	%case	LOC	
1p003:015	-	(@)	-	on
1p003:015	23b	,	-	,␣
1p003:015	1/16	@	-	kuitenkin␣
1p003:015	3/16	@	-	sävyisyydellä␣
1p003:015	2/16	%case	LOC	
1p003:015	4/16	@	-	ja␣
1p003:015	5a/16	@	-	pelolla
1p003:015	5b/16	,	-	,␣
1p003:016	1p003:016	1p003:016	VERSE	1Pt␣3:16␣
1p003:016	7	@	-	pitäen␣
1p003:016	8a	@	-	hyvän␣
1p003:016	6	@	-	omantunnon
1p003:016	8b	,	-	,␣
1p003:016	9	@	-	että␣
1p003:016	14	@	-	ne
1p003:016	-	(,)	-	,␣
1p003:016	14	@	-	jotka␣
1p003:016	15	@	-	parjaavat␣
1p003:016	16	@	-	teidän␣
1p003:016	18	@	-	hyvää␣
1p003:016	(17) 21a	@	-	vaellustanne␣
1p003:016	20	@	-	Kristuksessa
1p003:016	19	%case	LOC	
1p003:016	-	(,)	-	,␣
1p003:016	13	@	-	joutuisivat␣
1p003:016	13	@	-	häpeään␣
1p003:016	11	@	-	siinä
1p003:016	10	%case	LOC	
1p003:016	-	(,)	-	,␣
1p003:016	11	@	-	mistä␣
1p003:016	12	(@)	-	he␣
1p003:016	12	(@)	-	teitä␣
1p003:016	12	@	-	panettelevat
1p003:016	21b	.	-	.␣
1p003:017	1p003:017	1p003:017	VERSE	1Pt␣3:17␣
1p003:017	2	@	-	Sillä␣
1p003:017	1	@	-	parempi␣
1p003:017	-	(@)	-	on␣
1p003:017	3a	@	-	hyvää␣
1p003:017	3a	@	-	tehden␣
1p003:017	10	@	-	kärsiä
1p003:017	-	(,)	-	,␣
1p003:017	4	@	-	jos␣
1p003:017	5	@	-	niin␣
1p003:017	5	@	-	on␣
1p003:017	(8) 9a	@	-	Jumalan␣
1p003:017	(6) 7	@	-	tahto
1p003:017	-	(,)	-	,␣
1p003:017	11	@	-	kuin␣
1p003:017	12a	@	-	pahaa␣
1p003:017	12a	@	-	tehden
1p003:017	12b	.	-	.␣
1p003:018	1p003:018	1p003:018	VERSE	1Pt␣3:18␣
1p003:018	1	@	-	Sillä␣
1p003:018	2	@	-	myös␣
1p003:018	3	@	-	Kristus␣
1p003:018	7a	@	-	kärsi␣
1p003:018	4	@	-	kerran␣
1p003:018	-	(@)	-	kuoleman␣
1p003:018	6	@	-	syntien␣
1p003:018	5	@	-	tähden
1p003:018	7b	,	-	,␣
1p003:018	8	@	-	vanhurskas␣
1p003:018	10a	@	-	vääräin␣
1p003:018	9	@	-	puolesta
1p003:018	10b	,	-	,␣
1p003:018	13	@	-	johdattaaksensa␣
1p003:018	11	%case	TRA	
1p003:018	12	@	-	meidät␣
1p003:018	(14) 15	@	-	Jumalan␣
1p003:018	13	@	-	tykö
1p003:018	-	(;)	-	;␣
1p003:018	16	(@)	-	hän
1p003:018	-	(,)	-	,␣
1p003:018	16	(@)	-	joka␣
1p003:018	17	@	-	tosin␣
1p003:018	16	@	-	kuoletettiin␣
1p003:018	18	@	-	lihassa
1p003:018	-	(,)	-	,␣
1p003:018	20	@	-	mutta␣
1p003:018	19	@	-	tehtiin␣
1p003:018	19	@	-	eläväksi␣
1p003:018	21a	@	-	hengessä
1p003:018	21b	,	-	,␣
1p003:019	1p003:019	1p003:019	VERSE	1Pt␣3:19␣
1p003:019	2	@	-	jossa␣
1p003:019	1	%case	LOC	
1p003:019	8	(@)	-	hän␣
1p003:019	3	@	-	myös␣
1p003:019	8	@	-	meni␣
1p003:019	8	@	-	pois␣
1p003:019	-	(@)	-	ja␣
1p003:019	9a	@	-	saarnasi␣
1p003:019	6	@	-	vankeudessa␣
1p003:019	5	%case	LOC	
1p003:019	pro%4	@	-	oleville␣
1p003:019	7	@	-	hengille
1p003:019	9b	,	-	,␣
1p003:020	1p003:020	1p003:020	VERSE	1Pt␣3:20␣
1p003:020	1	(@)	-	jotka␣
1p003:020	2	@	-	muinoin␣
1p003:020	1	@	-	eivät␣
1p003:020	1	@	-	olleet␣
1p003:020	1	@	-	kuuliaiset
1p003:020	-	(,)	-	,␣
1p003:020	3	@	-	kun␣
1p003:020	(6) 7	@	-	Jumalan␣
1p003:020	(5) 8	@	-	pitkämielisyys␣
1p003:020	4	@	-	odotti␣
1p003:020	11	@	-	Nooan␣
1p003:020	10	@	-	päivinä
1p003:020	9	%case	ESS	
1p003:020	-	(,)	-	,␣
1p003:020	12	(@)	-	silloin␣
1p003:020	12	(@)	-	kun␣
1p003:020	12	@	-	valmistettiin␣
1p003:020	13	@	-	arkkia
1p003:020	-	(,)	-	,␣
1p003:020	15	@	-	jossa␣
1p003:020	14	%case	LOC	
1p003:020	-	(@)	-	vain␣
1p003:020	16a	@	-	muutamat
1p003:020	16b	,	-	,␣
1p003:020	17	@	-	se␣
1p003:020	18	@	-	on␣
1p003:020	19	@	-	kahdeksan␣
1p003:020	20a	@	-	sielua
1p003:020	20b	,	-	,␣
1p003:020	21	@	-	pelastuivat␣
1p003:020	23a	@	-	veden␣
1p003:020	22	@	-	kautta
1p003:020	23b	.	-	.␣
1p003:021	1p003:021	1p003:021	VERSE	1Pt␣3:21␣
1p003:021	1	@	-	Tämän␣
1p003:021	4	@	-	vertauskuvan␣
1p003:021	case%4	@	-	mukaan␣
1p003:021	-	(@)	-	vesi␣
1p003:021	5	@	-	nyt␣
1p003:021	3	@	-	teidätkin␣
1p003:021	2	%clitic	kin	
1p003:021	6	@	-	pelastaa
1p003:021	-	(,)	-	,␣
1p003:021	7a	@	-	kasteena␣
1p003:021	-	(-)	-	-␣
1p003:021	-	(@)	-	joka␣
1p003:021	8	@	-	ei␣
1p003:021	-	(@)	-	ole␣
1p003:021	9	@	-	lihan␣
1p003:021	11	@	-	saastan␣
1p003:021	10	@	-	poistamista
1p003:021	-	(,)	-	,␣
1p003:021	12	@	-	vaan␣
1p003:021	14	@	-	hyvän␣
1p003:021	13	@	-	omantunnon␣
1p003:021	15	@	-	pyytämistä␣
1p003:021	17a	@	-	Jumalalta␣
1p003:021	16	%case	LOC	
1p003:021	17b	-	-	-␣
1p003:021	20	@	-	Jeesuksen␣
1p003:021	21a	@	-	Kristuksen␣
1p003:021	19	@	-	ylösnousemuksen␣
1p003:021	18	@	-	kautta
1p003:021	21b	,	-	,␣
1p003:022	1p003:022	1p003:022	VERSE	1Pt␣3:22␣
1p003:022	1	@	-	hänen
1p003:022	-	(,)	-	,␣
1p003:022	1	@	-	joka␣
1p003:022	7	(@)	-	on␣
1p003:022	7	@	-	mennyt␣
1p003:022	9	@	-	taivaaseen␣
1p003:022	8	%case	LOC	
1p003:022	-	(@)	-	ja␣
1p003:022	2	@	-	on␣
1p003:022	(5a) 6	@	-	Jumalan␣
1p003:022	4a	@	-	oikealla␣
1p003:022	4a	@	-	puolella
1p003:022	3	%case	LOC	
1p003:022	-	(;)	-	;␣
1p003:022	-	(@)	-	ja␣
1p003:022	11	@	-	hänen␣
1p003:022	10	@	-	allensa␣
1p003:022	10	(@)	-	ovat␣
1p003:022	12	@	-	enkelit␣
1p003:022	13	@	-	ja␣
1p003:022	14	@	-	vallat␣
1p003:022	15	@	-	ja␣
1p003:022	16a	@	-	voimat␣
1p003:022	10	@	-	alistetut
1p003:022	16b	.	-	.␣
1p004:001	1p004:001	1p004:001	VERSE	1Pt␣4:1␣
1p004:001	3	(@)	-	Koska␣
1p004:001	2	@	-	siis␣
1p004:001	1	@	-	Kristus␣
1p004:001	3	(@)	-	on␣
1p004:001	3	@	-	kärsinyt␣
1p004:001	4	@	-	lihassa
1p004:001	-	(,)	-	,␣
1p004:001	-	(@)	-	niin␣
1p004:001	10a	@	-	ottakaa␣
1p004:001	6	@	-	tekin␣
1p004:001	5	%clitic	kin	
1p004:001	10a	@	-	aseeksenne␣
1p004:001	8	@	-	sama␣
1p004:001	(7) 9	@	-	mieli␣
1p004:001	10b	-	-	-␣
1p004:001	11	@	-	sillä␣
1p004:001	12	@	-	joka␣
1p004:001	14	@	-	lihassa␣
1p004:001	13	@	-	kärsii
1p004:001	-	(,)	-	,␣
1p004:001	15	(@)	-	se␣
1p004:001	15	@	-	lakkaa␣
1p004:001	16	@	-	synnistä␣
1p004:001	-	(-)	-	-␣
1p004:002	1p004:002	1p004:002	VERSE	1Pt␣4:2␣
1p004:002	3	@	-	ettette␣
1p004:002	3	@	-	enää␣
1p004:002	1	%case	?	
1p004:002	13 (2)	@	-	eläisi␣
1p004:002	9	@	-	tätä␣
1p004:002	12	@	-	lihassa␣
1p004:002	11	%case	LOC	
1p004:002	10	@	-	vielä␣
1p004:002	10	@	-	elettävää␣
1p004:002	14a	@	-	aikaa␣
1p004:002	4	@	-	ihmisten␣
1p004:002	5	@	-	himojen␣
1p004:002	case%5	@	-	mukaan
1p004:002	-	(,)	-	,␣
1p004:002	6	@	-	vaan␣
1p004:002	8	@	-	Jumalan␣
1p004:002	7	@	-	tahdon␣
1p004:002	case%7	@	-	mukaan
1p004:002	14b	.	-	.␣
1p004:003	1p004:003	1p004:003	VERSE	1Pt␣4:3␣
1p004:003	1	@	-	Riittäähän
1p004:003	2	%clitic	hAn	
1p004:003	-	(,)	-	,␣
1p004:003	-	(@)	-	että␣
1p004:003	4	@	-	menneen␣
1p004:003	(3) 5	@	-	ajan␣
1p004:003	10	(@)	-	olette␣
1p004:003	10	@	-	täyttäneet␣
1p004:003	(8) 9	@	-	pakanain␣
1p004:003	(6) 7	@	-	tahtoa␣
1p004:003	11	@	-	vaeltaessanne␣
1p004:003	13a	@	-	irstaudessa
1p004:003	12	%case	LOC	
1p004:003	-	(,)	-	,␣
1p004:003	14a	@	-	himoissa
1p004:003	-	(,)	-	,␣
1p004:003	15a	@	-	juoppoudessa
1p004:003	-	(,)	-	,␣
1p004:003	16a	@	-	mässäyksissä
1p004:003	-	(,)	-	,␣
1p004:003	17	@	-	juomingeissa␣
1p004:003	18	@	-	ja␣
1p004:003	19	@	-	kauheassa␣
1p004:003	20a	@	-	epäjumalain␣
1p004:003	20a	@	-	palvelemisessa
1p004:003	20b	.	-	.␣
1p004:004	1p004:004	1p004:004	VERSE	1Pt␣4:4␣
1p004:004	2	@	-	Sentähden␣
1p004:004	1	%case	?	
1p004:004	3	(@)	-	he␣
1p004:004	3	@	-	oudoksuvat␣
1p004:004	2	@	-	sitä
1p004:004	1	%case	PTV	
1p004:004	-	(,)	-	,␣
1p004:004	4	@	-	ettette␣
1p004:004	5	@	-	juokse␣
1p004:004	6	@	-	heidän␣
1p004:004	5	@	-	mukanansa␣
1p004:004	9	@	-	samaan␣
1p004:004	(10) 11	@	-	riettauden␣
1p004:004	12 (8)	@	-	lätäkköön
1p004:004	7	%case	LOC	
1p004:004	-	(,)	-	,␣
1p004:004	-	(@)	-	ja␣
1p004:004	13a	@	-	herjaavat
1p004:004	13b	.	-	.␣
1p004:005	1p004:005	1p004:005	VERSE	1Pt␣4:5␣
1p004:005	-	(@)	-	Mutta␣
1p004:005	1	@	-	heidän␣
1p004:005	2	(@)	-	on␣
1p004:005	2	@	-	tehtävä␣
1p004:005	3	@	-	tili␣
1p004:005	4	@	-	hänelle
1p004:005	-	(,)	-	,␣
1p004:005	4	@	-	joka␣
1p004:005	6	@	-	on␣
1p004:005	5	@	-	valmis␣
1p004:005	7	@	-	tuomitsemaan␣
1p004:005	8	@	-	eläviä␣
1p004:005	9	@	-	ja␣
1p004:005	10a	@	-	kuolleita
1p004:005	10b	.	-	.␣
1p004:006	1p004:006	1p004:006	VERSE	1Pt␣4:6␣
1p004:006	3	@	-	Sillä␣
1p004:006	2	@	-	sitä␣
1p004:006	1	@	-	varten␣
1p004:006	5	@	-	kuolleillekin␣
1p004:006	4	%clitic	kin	
1p004:006	6a	(@)	-	on␣
1p004:006	6a	@	-	julistettu␣
1p004:006	6a	@	-	evankeliumi
1p004:006	6b	,	-	,␣
1p004:006	7	@	-	että␣
1p004:006	8	(@)	-	he␣
1p004:006	9	@	-	tosin␣
1p004:006	8	(@)	-	olisivat␣
1p004:006	8	@	-	tuomitut␣
1p004:006	12	@	-	lihassa␣
1p004:006	10	@	-	niinkuin␣
1p004:006	11	@	-	ihmiset
1p004:006	-	(,)	-	,␣
1p004:006	14	@	-	mutta␣
1p004:006	-	(@)	-	että␣
1p004:006	13	(@)	-	heillä␣
1p004:006	17a	@	-	hengessä␣
1p004:006	13	@	-	olisi␣
1p004:006	13	@	-	elämä
1p004:006	-	(,)	-	,␣
1p004:006	15	@	-	niinkuin␣
1p004:006	16	@	-	Jumala␣
1p004:006	-	(@)	-	elää
1p004:006	17b	.	-	.␣
1p004:007	1p004:007	1p004:007	VERSE	1Pt␣4:7␣
1p004:007	2	@	-	Mutta␣
1p004:007	1	@	-	kaiken␣
1p004:007	(3) 4	@	-	loppu␣
1p004:007	5a	@	-	on␣
1p004:007	5a	@	-	lähellä
1p004:007	5b	.	-	.␣
1p004:007	7	@	-	Sentähden␣
1p004:007	6	@	-	olkaa␣
1p004:007	6	@	-	maltilliset␣
1p004:007	8	@	-	ja␣
1p004:007	9	@	-	raittiit␣
1p004:007	11a	@	-	rukoilemaan
1p004:007	10	%case	LOC	
1p004:007	11b	.	-	.␣
1p004:008	1p004:008	1p004:008	VERSE	1Pt␣4:8␣
1p004:008	1	@	-	Ennen␣
1p004:008	2	@	-	kaikkea␣
1p004:008	8a	@	-	olkoon␣
1p004:008	-	(@)	-	teidän␣
1p004:008	6	@	-	rakkautenne␣
1p004:008	5	@	-	toisianne␣
1p004:008	4	@	-	kohtaan␣
1p004:008	7	@	-	harras
1p004:008	8b	,	-	,␣
1p004:008	9	@	-	sillä␣
1p004:008	-	(@)	-	"
1p004:008	10	@	-	rakkaus␣
1p004:008	11	@	-	peittää␣
1p004:008	13a	@	-	syntien␣
1p004:008	12	@	-	paljouden
1p004:008	13b	@	-	"
1p004:008	13b	.	-	.␣
1p004:009	1p004:009	1p004:009	VERSE	1Pt␣4:9␣
1p004:009	1	@	-	Olkaa␣
1p004:009	1	@	-	vieraanvaraisia␣
1p004:009	3	@	-	toinen␣
1p004:009	3	@	-	toistanne␣
1p004:009	2	@	-	kohtaan
1p004:009	-	(,)	-	,␣
1p004:009	5a	@	-	nurkumatta
1p004:009	4	%case	ABE	
1p004:009	5b	.	-	.␣
1p004:010	1p004:010	1p004:010	VERSE	1Pt␣4:10␣
1p004:010	8	@	-	Palvelkaa␣
1p004:010	6	@	-	toisianne
1p004:010	5	%case	PTV	
1p004:010	-	(,)	-	,␣
1p004:010	1	@	-	kukin␣
1p004:010	7	@	-	sillä␣
1p004:010	4	@	-	armolahjalla
1p004:010	-	(,)	-	,␣
1p004:010	pro%2	@	-	minkä␣
1p004:010	3	(@)	-	on␣
1p004:010	3	@	-	saanut
1p004:010	-	(,)	-	,␣
1p004:010	14a	@	-	Jumalan␣
1p004:010	12	@	-	moninaisen␣
1p004:010	13	@	-	armon␣
1p004:010	10	@	-	hyvinä␣
1p004:010	11	@	-	huoneenhaltijoina
1p004:010	9	%inflection	PL.ESS	
1p004:010	14b	.	-	.␣
1p004:011	1p004:011	1p004:011	VERSE	1Pt␣4:11␣
1p004:011	1	@	-	Jos␣
1p004:011	2	@	-	joku␣
1p004:011	3a	@	-	puhuu
1p004:011	-	(,)	-	,␣
1p004:011	-	(@)	-	puhukoon␣
1p004:011	4	@	-	niinkuin␣
1p004:011	6a	@	-	Jumalan␣
1p004:011	5	@	-	sanoja
1p004:011	6b	;	-	;␣
1p004:011	7	@	-	jos␣
1p004:011	8	@	-	joku␣
1p004:011	9a	@	-	palvelee
1p004:011	-	(,)	-	,␣
1p004:011	-	(@)	-	palvelkoon␣
1p004:011	-	(@)	-	sen␣
1p004:011	12	@	-	voiman␣
1p004:011	11	%case	GEN	
1p004:011	10	@	-	mukaan
1p004:011	-	(,)	-	,␣
1p004:011	13	@	-	minkä␣
1p004:011	(15) 16a	@	-	Jumala␣
1p004:011	14	@	-	antaa
1p004:011	16b	,	-	,␣
1p004:011	17	@	-	että␣
1p004:011	(21) 22	@	-	Jumala␣
1p004:011	20	@	-	tulisi␣
1p004:011	19	@	-	kaikessa␣
1p004:011	18	%case	LOC	
1p004:011	20	@	-	kirkastetuksi␣
1p004:011	24	@	-	Jeesuksen␣
1p004:011	25a	@	-	Kristuksen␣
1p004:011	23	@	-	kautta
1p004:011	25b	.	-	.␣
1p004:011	26	@	-	Hänen␣
1p004:011	27	@	-	on␣
1p004:011	(28) 29	@	-	kunnia␣
1p004:011	30	@	-	ja␣
1p004:011	(31) 32	@	-	valta␣
1p004:011	(34) 35	@	-	aina␣
1p004:011	33	%case	?	
1p004:011	-	(@)	-	ja␣
1p004:011	(36) 37a	@	-	iankaikkisesti
1p004:011	37b	.	-	.␣
1p004:011	38a	@	-	Amen
1p004:011	38b	.	-	.␣
1p004:012	1p004:012	1p004:012	VERSE	1Pt␣4:12␣
1p004:012	1a	@	-	Rakkaani
1p004:012	1b	,	-	,␣
1p004:012	2	@	-	älkää␣
1p004:012	3	@	-	oudoksuko␣
1p004:012	4	@	-	sitä␣
1p004:012	7	@	-	hellettä
1p004:012	-	(,)	-	,␣
1p004:012	5	@	-	jossa␣
1p004:012	pro%6	@	-	olette␣
1p004:012	-	(@)	-	ja␣
1p004:012	11	(@)	-	joka␣
1p004:012	11	@	-	on␣
1p004:012	10	@	-	teille␣
1p004:012	9	@	-	koetukseksi
1p004:012	8	%case	TRA	
1p004:012	-	(,)	-	,␣
1p004:012	12	@	-	ikäänkuin␣
1p004:012	14	@	-	teille␣
1p004:012	15a	@	-	tapahtuisi␣
1p004:012	case%13	@	-	jotakin␣
1p004:012	13	@	-	outoa
1p004:012	15b	,	-	,␣
1p004:013	1p004:013	1p004:013	VERSE	1Pt␣4:13␣
1p004:013	1	@	-	vaan␣
1p004:013	8a	@	-	iloitkaa
1p004:013	-	(,)	-	,␣
1p004:013	2	@	-	sitä␣
1p004:013	2	@	-	myöten␣
1p004:013	2	@	-	kuin␣
1p004:013	3	@	-	olette␣
1p004:013	3	@	-	osallisia␣
1p004:013	(5) 6	@	-	Kristuksen␣
1p004:013	(4) 7	@	-	kärsimyksistä
1p004:013	8b	,	-	,␣
1p004:013	9	@	-	että␣
1p004:013	17	(@)	-	te␣
1p004:013	10	@	-	myös␣
1p004:013	16	@	-	hänen␣
1p004:013	(14) 15	@	-	kirkkautensa␣
1p004:013	(12) 13	@	-	ilmestymisessä␣
1p004:013	11	%case	LOC	
1p004:013	tasp%17	@	-	saisitte␣
1p004:013	17	@	-	iloita␣
1p004:013	-	(@)	-	ja␣
1p004:013	18a	@	-	riemuita
1p004:013	18b	.	-	.␣
1p004:014	1p004:014	1p004:014	VERSE	1Pt␣4:14␣
1p004:014	1	@	-	Jos␣
1p004:014	2	(@)	-	teitä␣
1p004:014	2	@	-	solvataan␣
1p004:014	5a	@	-	Kristuksen␣
1p004:014	4	@	-	nimen␣
1p004:014	3	@	-	tähden
1p004:014	-	(,)	-	,␣
1p004:014	-	(@)	-	niin␣
1p004:014	-	(@)	-	te␣
1p004:014	-	(@)	-	olette␣
1p004:014	6a	@	-	autuaat
1p004:014	6b	,	-	,␣
1p004:014	7	@	-	sillä␣
1p004:014	(8)	-	UNTRANSLATED	
1p004:014	10 (9)	@	-	kirkkauden␣
1p004:014	11	@	-	ja␣
1p004:014	(13) 14	@	-	Jumalan␣
1p004:014	(12) 15	@	-	Henki␣
1p004:014	18a	@	-	lepää␣
1p004:014	17	@	-	teidän␣
1p004:014	16	@	-	päällänne
1p004:014	18b	.	-	.␣
1p004:015	1p004:015	1p004:015	VERSE	1Pt␣4:15␣
1p004:015	1	@	-	Älköön␣
1p004:015	2	@	-	näet␣
1p004:015	3	@	-	kukaan␣
1p004:015	4	@	-	teistä␣
1p004:015	5	@	-	kärsikö␣
1p004:015	7	@	-	murhaajana␣
1p004:015	6	%inflection	DER.SG.ESS	
1p004:015	8	@	-	tai␣
1p004:015	9	@	-	varkaana␣
1p004:015	10	@	-	tai␣
1p004:015	11	@	-	pahantekijänä␣
1p004:015	12	@	-	tahi␣
1p004:015	-	(@)	-	sentähden
1p004:015	-	(,)	-	,␣
1p004:015	-	(@)	-	että␣
1p004:015	14a	@	-	sekaantuu␣
1p004:015	14a	(@)	-	hänelle␣
1p004:015	14a	@	-	kuulumattomiin
1p004:015	13	%inflection	DER.ADJ.PL.ILL	
1p004:015	14b	;	-	;␣
1p004:016	1p004:016	1p004:016	VERSE	1Pt␣4:16␣
1p004:016	2	@	-	mutta␣
1p004:016	1	@	-	jos␣
1p004:016	-	(@)	-	hän␣
1p004:016	-	(@)	-	kärsii␣
1p004:016	4a	@	-	kristittynä
1p004:016	3	%inflection	SG.ESS	
1p004:016	4b	,	-	,␣
1p004:016	5	@	-	älköön␣
1p004:016	6a	@	-	hävetkö
1p004:016	6b	,	-	,␣
1p004:016	8	@	-	vaan␣
1p004:016	7	@	-	ylistäköön␣
1p004:016	14a	@	-	sen␣
1p004:016	(12) 13	@	-	nimensä␣
1p004:016	11	@	-	tähden␣
1p004:016	10 (9)	@	-	Jumalaa
1p004:016	14b	.	-	.␣
1p004:017	1p004:017	1p004:017	VERSE	1Pt␣4:17␣
1p004:017	1a	@	-	Sillä␣
1p004:017	(2a) 3	@	-	aika␣
1p004:017	pro%4	@	-	on␣
1p004:017	(6) 7	@	-	tuomion␣
1p004:017	5	@	-	alkaa␣
1p004:017	(11) 12a	@	-	Jumalan␣
1p004:017	10 (9)	@	-	huoneesta
1p004:017	8	%case	LOC	
1p004:017	12b	;	-	;␣
1p004:017	14	@	-	mutta␣
1p004:017	13	@	-	jos␣
1p004:017	-	(@)	-	se␣
1p004:017	-	(@)	-	alkaa␣
1p004:017	15	@	-	ensiksi␣
1p004:017	17a	@	-	meistä
1p004:017	16	%case	LOC	
1p004:017	-	(,)	-	,␣
1p004:017	-	(@)	-	niin␣
1p004:017	18	@	-	mikä␣
1p004:017	-	(@)	-	on␣
1p004:017	21	@	-	niiden␣
1p004:017	(19) 20	@	-	loppu
1p004:017	-	(,)	-	,␣
1p004:017	21	@	-	jotka␣
1p004:017	22	@	-	eivät␣
1p004:017	22	@	-	ole␣
1p004:017	(24) 25	@	-	Jumalan␣
1p004:017	(23) 26a	@	-	evankeliumille␣
1p004:017	22	@	-	kuuliaiset
1p004:017	-	(?)	-	?␣
1p004:018	1p004:018	1p004:018	VERSE	1Pt␣4:18␣
1p004:018	1	@	-	Ja␣
