jm001:001	jm001:001	jm001:001	VERSE	Jaak␣1:1␣
jm003:014	14	@	-	älkääkä␣
jm003:014	15	@	-	valhetelko␣
jm003:014	(17) 18a	@	-	totuutta␣
jm003:014	16	@	-	vastaan
jm003:014	18b	.	-	.␣
jm003:015	jm003:015	jm003:015	VERSE	Jaak␣3:15␣
jm003:015	3	@	-	Tämä␣
jm003:015	1	@	-	ei␣
jm003:015	2	@	-	ole␣
jm003:015	4	@	-	se␣
jm003:015	5	@	-	viisaus
jm003:015	-	(,)	-	,␣
jm003:015	7	(@)	-	joka␣
jm003:015	6	@	-	ylhäältä␣
jm003:015	7	@	-	tulee
jm003:015	-	(,)	-	,␣
jm003:015	8	@	-	vaan␣
jm003:015	-	(@)	-	se␣
jm003:015	-	(@)	-	on␣
jm003:015	9a	@	-	maallista
jm003:015	9b	,	-	,␣
jm003:015	10a	@	-	sielullista
jm003:015	10b	,	-	,␣
jm003:015	11a	@	-	riivaajien␣
jm003:015	-	(@)	-	viisautta
jm003:015	11b	.	-	.␣
jm003:016	jm003:016	jm003:016	VERSE	Jaak␣3:16␣
jm003:016	2	@	-	Sillä␣
jm003:016	1	@	-	missä␣
jm003:016	3	@	-	kiivaus␣
jm003:016	4	@	-	ja␣
jm003:016	5a	@	-	riitaisuus␣
jm003:016	-	(@)	-	on
jm003:016	5b	,	-	,␣
jm003:016	6	@	-	siellä␣
jm003:016	-	(@)	-	on␣
jm003:016	7	@	-	epäjärjestys␣
jm003:016	8	@	-	ja␣
jm003:016	9	@	-	kaikkinainen␣
jm003:016	10	@	-	paha␣
jm003:016	11a	@	-	meno
jm003:016	11b	.	-	.␣
jm003:017	jm003:017	jm003:017	VERSE	Jaak␣3:17␣
jm003:017	2	@	-	Mutta␣
jm003:017	3	@	-	ylhäältä␣
jm003:017	-	(@)	-	tuleva␣
jm003:017	(1) 4	@	-	viisaus␣
jm003:017	8a	@	-	on␣
jm003:017	5	@	-	ensiksikin␣
jm003:017	6	%clitic	kin	
jm003:017	7	@	-	puhdas
jm003:017	8b	,	-	,␣
jm003:017	9	@	-	sitten␣
jm003:017	10a	@	-	rauhaisa
jm003:017	10b	,	-	,␣
jm003:017	11a	@	-	lempeä
jm003:017	11b	,	-	,␣
jm003:017	12a	@	-	taipuisa
jm003:017	12b	,	-	,␣
jm003:017	13	@	-	täynnä␣
jm003:017	14	@	-	laupeutta␣
jm003:017	15	@	-	ja␣
jm003:017	17a	@	-	hyviä␣
jm003:017	16	@	-	hedelmiä
jm003:017	-	(,)	-	,␣
jm003:017	-	(@)	-	se␣
jm003:017	18a	@	-	ei␣
jm003:017	18a	@	-	epäile
jm003:017	18b	,	-	,␣
jm003:017	19a	@	-	ei␣
jm003:017	19a	@	-	teeskentele
jm003:017	19b	.	-	.␣
jm003:018	jm003:018	jm003:018	VERSE	Jaak␣3:18␣
jm003:018	3	@	-	Vanhurskauden␣
jm003:018	(2)	-	UNTRANSLATED	
jm003:018	1	@	-	hedelmä␣
jm003:018	6	@	-	kylvetään␣
jm003:018	5	@	-	rauhassa␣
jm003:018	4	%case	LOC	
jm003:018	9a	@	-	rauhan␣
jm003:018	(7) 8	@	-	tekijöille
jm003:018	9b	.	-	.␣
jm004:001	jm004:001	jm004:001	VERSE	Jaak␣4:1␣
jm004:001	1	@	-	Mistä␣
jm004:001	-	(@)	-	tulevat␣
jm004:001	2	@	-	taistelut␣
jm004:001	3	@	-	ja␣
jm004:001	4	@	-	mistä␣
jm004:001	5	@	-	riidat␣
jm004:001	7a	@	-	teidän␣
jm004:001	6	@	-	keskuudessanne
jm004:001	-	(?)	-	?␣
jm004:001	8	@	-	Eikö␣
jm004:001	(9a)	-	UNTRANSLATED	
jm004:001	13	@	-	teidän␣
jm004:001	(11) 12	@	-	himoistanne
jm004:001	10	%case	LOC	
jm004:001	-	(,)	-	,␣
jm004:001	14	@	-	jotka␣
jm004:001	15	@	-	sotivat␣
jm004:001	(17) 18	@	-	jäsenissänne
jm004:001	19a	%pers	?	
jm004:001	16	%case	LOC	
jm004:001	-	(?)	-	?␣
jm004:002	jm004:002	jm004:002	VERSE	Jaak␣4:2␣
jm004:002	1	(@)	-	Te␣
jm004:002	1	@	-	himoitsette
jm004:002	-	(,)	-	,␣
jm004:002	3	@	-	eikä␣
jm004:002	2	%clitic	kA	
jm004:002	4a	(@)	-	teillä␣
jm004:002	-	(@)	-	kuitenkaan␣
jm004:002	4a	@	-	ole
jm004:002	-	(;)	-	;␣
jm004:002	5	(@)	-	te␣
jm004:002	5	@	-	tapatte␣
jm004:002	6	@	-	ja␣
jm004:002	7	@	-	kiivailette
jm004:002	-	(,)	-	,␣
jm004:002	9	@	-	ettekä␣
jm004:002	8	%clitic	kA	
jm004:002	10	@	-	voi␣
jm004:002	11a	@	-	saavuttaa
jm004:002	-	(;)	-	;␣
jm004:002	12	(@)	-	te␣
jm004:002	12	@	-	riitelette␣
jm004:002	13	@	-	ja␣
jm004:002	14a	@	-	taistelette
jm004:002	14b	.	-	.␣
jm004:002	16	(@)	-	Teillä␣
jm004:002	15	@	-	ei␣
jm004:002	16	@	-	ole
jm004:002	-	(,)	-	,␣
jm004:002	17	@	-	sentähden␣
jm004:002	19 21a	@	-	ettette␣
jm004:002	(18) 20	@	-	ano
jm004:002	21b	.	-	.␣
jm004:003	jm004:003	jm004:003	VERSE	Jaak␣4:3␣
jm004:003	1	(@)	-	Te␣
jm004:003	1	@	-	anotte
jm004:003	-	(,)	-	,␣
jm004:003	3	@	-	ettekä␣
jm004:003	2	%clitic	kA	
jm004:003	4	@	-	saa
jm004:003	-	(,)	-	,␣
jm004:003	5	@	-	sentähden␣
jm004:003	5	@	-	että␣
jm004:003	7a	@	-	anotte␣
jm004:003	6	@	-	kelvottomasti
jm004:003	7b	,	-	,␣
jm004:003	13a	@	-	kuluttaaksenne␣
jm004:003	8	%case	TRA	
jm004:003	-	(@)	-	sen␣
jm004:003	(10) 11	@	-	himoissanne
jm004:003	12	%pers	?	
jm004:003	9	%case	LOC	
jm004:003	13b	.	-	.␣
jm004:004	jm004:004	jm004:004	VERSE	Jaak␣4:4␣
jm004:004	case%1a	@	-	Te␣
jm004:004	1a	@	-	avionrikkojat
jm004:004	1b	,	-	,␣
jm004:004	2	@	-	ettekö␣
jm004:004	3	@	-	tiedä
jm004:004	-	(,)	-	,␣
jm004:004	4	@	-	että␣
jm004:004	(7) 8	@	-	maailman␣
jm004:004	(5) 6	@	-	ystävyys␣
jm004:004	12a	@	-	on␣
jm004:004	9	@	-	vihollisuutta␣
jm004:004	(10) 11	@	-	Jumalaa␣
jm004:004	case%11	@	-	vastaan
jm004:004	-	(?)	-	?␣
jm004:004	13	@	-	Joka␣
jm004:004	15	@	-	siis␣
jm004:004	16	@	-	tahtoo␣
jm004:004	18	@	-	olla␣
jm004:004	(19) 20a	@	-	maailman␣
jm004:004	17	@	-	ystävä
jm004:004	20b	,	-	,␣
jm004:004	24a	(@)	-	siitä␣
jm004:004	24a	@	-	tulee␣
jm004:004	(22) 23	@	-	Jumalan␣
jm004:004	21	@	-	vihollinen
jm004:004	24b	.	-	.␣
jm004:005	jm004:005	jm004:005	VERSE	Jaak␣4:5␣
jm004:005	1	@	-	Vai␣
jm004:005	2	@	-	luuletteko
jm004:005	-	(,)	-	,␣
jm004:005	3	@	-	että␣
jm004:005	(5) 6	@	-	Raamattu␣
jm004:005	4	@	-	turhaan␣
jm004:005	7a	@	-	sanoo
jm004:005	7b	:	-	:␣
jm004:005	7b	@	-	"
jm004:005	9	@	-	Kateuteen␣
jm004:005	8	@	-	asti␣
jm004:005	10	(@)	-	hän␣
jm004:005	10	@	-	halajaa␣
jm004:005	(12) 14	@	-	henkeä
jm004:005	-	(,)	-	,␣
jm004:005	16	@	-	jonka␣
jm004:005	17	(@)	-	hän␣
jm004:005	17	(@)	-	on␣
jm004:005	17	@	-	pannut␣
jm004:005	19a	@	-	meihin␣
jm004:005	18	%case	LOC	
jm004:005	17	@	-	asumaan
jm004:005	-	(@)	-	"
jm004:005	-	(?)	-	?␣
jm004:006	jm004:006	jm004:006	VERSE	Jaak␣4:6␣
jm004:006	2	@	-	Mutta␣
jm004:006	3	(@)	-	hän␣
jm004:006	3	@	-	antaa␣
jm004:006	1	@	-	sitä␣
jm004:006	1	@	-	suuremman␣
jm004:006	4a	@	-	armon
jm004:006	4b	.	-	.␣
jm004:006	5	@	-	Sentähden␣
jm004:006	6a	@	-	sanotaan
jm004:006	-	(:)	-	:␣
jm004:006	-	(@)	-	"
jm004:006	(7) 8	@	-	Jumala␣
jm004:006	10a	@	-	on␣
jm004:006	9	@	-	ylpeitä␣
jm004:006	10a	@	-	vastaan
jm004:006	10b	,	-	,␣
jm004:006	12	@	-	mutta␣
jm004:006	11	@	-	nöyrille␣
jm004:006	13	(@)	-	hän␣
jm004:006	13	@	-	antaa␣
jm004:006	14a	@	-	armon
jm004:006	14b	@	-	"
jm004:006	14b	.	-	.␣
jm004:007	jm004:007	jm004:007	VERSE	Jaak␣4:7␣
jm004:007	1	@	-	Olkaa␣
jm004:007	2	@	-	siis␣
jm004:007	(3) 4a	@	-	Jumalalle␣
jm004:007	1	@	-	alamaiset
jm004:007	4b	;	-	;␣
jm004:007	6	@	-	mutta␣
jm004:007	5	@	-	vastustakaa␣
jm004:007	(7) 8	@	-	perkelettä
jm004:007	-	(,)	-	,␣
jm004:007	9	@	-	niin␣
jm004:007	10	(@)	-	se␣
jm004:007	12a	@	-	teistä␣
jm004:007	11	%case	LOC	
jm004:007	10	@	-	pakenee
jm004:007	12b	.	-	.␣
jm004:008	jm004:008	jm004:008	VERSE	Jaak␣4:8␣
jm004:008	1	@	-	Lähestykää␣
jm004:008	(2) 3	@	-	Jumalaa
jm004:008	-	(,)	-	,␣
jm004:008	4	@	-	niin␣
jm004:008	5	(@)	-	hän␣
jm004:008	5	@	-	lähestyy␣
jm004:008	6a	@	-	teitä
jm004:008	6b	.	-	.␣
jm004:008	7	@	-	Puhdistakaa␣
jm004:008	8a	@	-	kätenne
jm004:008	-	(,)	-	,␣
jm004:008	-	(@)	-	te␣
jm004:008	9a	@	-	syntiset
jm004:008	9b	,	-	,␣
jm004:008	10	@	-	ja␣
jm004:008	11	@	-	tehkää␣
jm004:008	12a	@	-	sydämenne␣
jm004:008	11	@	-	puhtaiksi
jm004:008	-	(,)	-	,␣
jm004:008	case%13a	@	-	te␣
jm004:008	13a	@	-	kaksimieliset
jm004:008	13b	.	-	.␣
jm004:009	jm004:009	jm004:009	VERSE	Jaak␣4:9␣
jm004:009	1	@	-	Tuntekaa␣
jm004:009	1	@	-	kurjuutenne␣
jm004:009	2	@	-	ja␣
jm004:009	3	@	-	murehtikaa␣
jm004:009	4	@	-	ja␣
jm004:009	5a	@	-	itkekää
jm004:009	-	(;)	-	;␣
jm004:009	(6) 7	@	-	naurunne␣
jm004:009	8	%pers	?	
jm004:009	11	@	-	muuttukoon␣
jm004:009	10	@	-	murheeksi␣
jm004:009	9	%case	TRA	
jm004:009	12	@	-	ja␣
jm004:009	(13) 14	@	-	ilonne␣
jm004:009	16a	@	-	suruksi
jm004:009	15	%case	TRA	
jm004:009	16b	.	-	.␣
jm004:010	jm004:010	jm004:010	VERSE	Jaak␣4:10␣
jm004:010	1	@	-	Nöyrtykää␣
jm004:010	3	@	-	Herran␣
jm004:010	2	@	-	edessä
jm004:010	-	(,)	-	,␣
jm004:010	4	@	-	niin␣
jm004:010	5	(@)	-	hän␣
jm004:010	6a	@	-	teidät␣
jm004:010	5	@	-	korottaa
jm004:010	6b	.	-	.␣
jm004:011	jm004:011	jm004:011	VERSE	Jaak␣4:11␣
jm004:011	1	@	-	Älkää␣
jm004:011	2	@	-	panetelko␣
jm004:011	3a	@	-	toisianne
jm004:011	3b	,	-	,␣
jm004:011	4a	@	-	veljet
jm004:011	4b	.	-	.␣
jm004:011	5	@	-	Joka␣
jm004:011	7	@	-	veljeään␣
jm004:011	6	@	-	panettelee␣
jm004:011	8	@	-	tai␣
jm004:011	(10) 11	@	-	veljensä␣
jm004:011	12	%pers	3	
jm004:011	9	@	-	tuomitsee
jm004:011	-	(,)	-	,␣
jm004:011	13	(@)	-	se␣
jm004:011	13	@	-	panettelee␣
jm004:011	14	@	-	lakia␣
jm004:011	15	@	-	ja␣
jm004:011	16	@	-	tuomitsee␣
jm004:011	17a	@	-	lain
jm004:011	17b	;	-	;␣
jm004:011	19	@	-	mutta␣
jm004:011	18	@	-	jos␣
jm004:011	21a	(@)	-	sinä␣
jm004:011	21a	@	-	tuomitset␣
jm004:011	20	@	-	lain
jm004:011	-	(,)	-	,␣
jm004:011	-	(@)	-	niin␣
jm004:011	22	@	-	et␣
jm004:011	23	@	-	ole␣
jm004:011	25	@	-	lain␣
jm004:011	24	@	-	noudattaja
jm004:011	-	(,)	-	,␣
jm004:011	26	@	-	vaan␣
jm004:011	-	(@)	-	sen␣
jm004:011	27a	@	-	tuomari
jm004:011	27b	.	-	.␣
jm004:012	jm004:012	jm004:012	VERSE	Jaak␣4:12␣
jm004:012	1	@	-	Yksi␣
jm004:012	2a	@	-	on␣
jm004:012	(3a) 4	@	-	lainsäätäjä␣
jm004:012	5	@	-	ja␣
jm004:012	6	@	-	tuomari
jm004:012	-	(,)	-	,␣
jm004:012	7	@	-	hän
jm004:012	-	(,)	-	,␣
jm004:012	7	@	-	joka␣
jm004:012	8	@	-	voi␣
jm004:012	9	@	-	pelastaa␣
jm004:012	10	@	-	ja␣
jm004:012	11a	@	-	hukuttaa
jm004:012	11b	;	-	;␣
jm004:012	13	@	-	mutta␣
jm004:012	14	@	-	kuka␣
jm004:012	15	@	-	olet␣
jm004:012	12	@	-	sinä
jm004:012	-	(,)	-	,␣
jm004:012	16	@	-	joka␣
jm004:012	17	@	-	tuomitset␣
jm004:012	(18) 19a	@	-	lähimmäisesi
jm004:012	-	(?)	-	?␣
jm004:013	jm004:013	jm004:013	VERSE	Jaak␣4:13␣
jm004:013	pro%1	@	-	Kuulkaa␣
jm004:013	2	@	-	nyt
jm004:013	-	(,)	-	,␣
jm004:013	3	@	-	te
jm004:013	-	(,)	-	,␣
jm004:013	3	@	-	jotka␣
jm004:013	4a	@	-	sanotte
jm004:013	4b	:	-	:␣
jm004:013	4b	@	-	"
jm004:013	5	@	-	Tänään␣
jm004:013	6	@	-	tai␣
jm004:013	7	@	-	huomenna␣
jm004:013	8	@	-	lähdemme␣
jm004:013	10	@	-	siihen␣
jm004:013	10	@	-	ja␣
jm004:013	10	@	-	siihen␣
jm004:013	(11) 12	@	-	kaupunkiin␣
jm004:013	9	%case	LOC	
jm004:013	13	@	-	ja␣
jm004:013	14	@	-	viivymme␣
jm004:013	15	@	-	siellä␣
jm004:013	16	@	-	vuoden␣
jm004:013	17	@	-	ja␣
jm004:013	18	@	-	teemme␣
jm004:013	18	@	-	kauppaa␣
jm004:013	19	@	-	ja␣
jm004:013	20a	@	-	saamme␣
jm004:013	20a	@	-	voittoa
jm004:013	20b	@	-	"␣
jm004:013	20b	-	-	-␣
jm004:014	jm004:014	jm004:014	VERSE	Jaak␣4:14␣
jm004:014	1	@	-	te
jm004:014	-	(,)	-	,␣
jm004:014	1	@	-	jotka␣
jm004:014	2	@	-	ette␣
jm004:014	3	@	-	tiedä
jm004:014	-	(,)	-	,␣
jm004:014	4	@	-	mitä␣
jm004:014	(5) 6	@	-	huomenna␣
jm004:014	-	(@)	-	tapahtuu
jm004:014	-	(;)	-	;␣
jm004:014	-	(@)	-	sillä␣
jm004:014	7	@	-	mikä␣
jm004:014	-	(@)	-	on␣
jm004:014	10a	@	-	teidän␣
jm004:014	(8) 9	@	-	elämänne
jm004:014	-	(?)	-	?␣
jm004:014	11	@	-	Savu␣
jm004:014	(12)	-	UNTRANSLATED	
jm004:014	13	(@)	-	te␣
jm004:014	13	@	-	olette
jm004:014	-	(,)	-	,␣
jm004:014	14	@	-	joka␣
jm004:014	16	@	-	hetkisen␣
jm004:014	15	%case	GEN	
jm004:014	17a	@	-	näkyy␣
jm004:014	-	(@)	-	ja␣
jm004:014	18	@	-	sitten␣
jm004:014	(19)	-	UNTRANSLATED	
jm004:014	20a	@	-	haihtuu␣
jm004:014	20b	-	-	-␣
jm004:015	jm004:015	jm004:015	VERSE	Jaak␣4:15␣
jm004:015	1	@	-	sen␣
jm004:015	1	@	-	sijaan
jm004:015	-	(,)	-	,␣
jm004:015	2	@	-	että␣
jm004:015	4a	@	-	teidän␣
jm004:015	tasp%3	@	-	tulisi␣
jm004:015	3	@	-	sanoa
jm004:015	4b	:	-	:␣
jm004:015	4b	@	-	"
jm004:015	5	@	-	Jos␣
jm004:015	(6) 7	@	-	Herra␣
jm004:015	8	@	-	tahtoo␣
jm004:015	9	@	-	ja␣
jm004:015	10	(@)	-	me␣
jm004:015	10	@	-	elämme
jm004:015	-	(,)	-	,␣
jm004:015	11	@	-	niin␣
jm004:015	12	@	-	teemme␣
jm004:015	13	@	-	tämän␣
jm004:015	14	@	-	tai␣
jm004:015	15a	@	-	tuon
jm004:015	15b	@	-	"
jm004:015	15b	.	-	.␣
jm004:016	jm004:016	jm004:016	VERSE	Jaak␣4:16␣
jm004:016	2	@	-	Mutta␣
jm004:016	1	@	-	nyt␣
jm004:016	3	(@)	-	te␣
jm004:016	3	@	-	kerskaatte␣
jm004:016	(5) 6	@	-	ylvästelyssänne
jm004:016	7a	%pers	?	
jm004:016	4	%case	LOC	
jm004:016	7b	.	-	.␣
jm004:016	8	@	-	Kaikki␣
jm004:016	10	@	-	sellainen␣
jm004:016	9	@	-	kerskaaminen␣
jm004:016	12a	@	-	on␣
jm004:016	11	@	-	paha
jm004:016	12b	.	-	.␣
jm004:017	jm004:017	jm004:017	VERSE	Jaak␣4:17␣
jm004:017	1	(@)	-	Joka␣
jm004:017	2	@	-	siis␣
jm004:017	1	@	-	ymmärtää␣
jm004:017	4	@	-	tehdä␣
jm004:017	-	(@)	-	sitä
jm004:017	-	(,)	-	,␣
jm004:017	-	(@)	-	mikä␣
jm004:017	3	@	-	hyvää␣
jm004:017	-	(@)	-	on
jm004:017	-	(,)	-	,␣
jm004:017	6	@	-	eikä␣
jm004:017	5	%clitic	kA	
jm004:017	7a	@	-	tee
jm004:017	7b	,	-	,␣
jm004:017	9	@	-	hänelle␣
jm004:017	-	(@)	-	se␣
jm004:017	10a	@	-	on␣
jm004:017	8	@	-	synniksi
jm004:017	10b	.	-	.␣
jm005:001	jm005:001	jm005:001	VERSE	Jaak␣5:1␣
jm005:001	pro%1	@	-	Kuulkaa␣
jm005:001	2	@	-	nyt
jm005:001	-	(,)	-	,␣
jm005:001	3	@	-	te␣
jm005:001	4a	@	-	rikkaat
jm005:001	4b	:	-	:␣
jm005:001	5	@	-	itkekää␣
jm005:001	-	(@)	-	ja␣
jm005:001	6	@	-	vaikeroikaa␣
jm005:001	8	@	-	sitä␣
jm005:001	9	@	-	kurjuutta
jm005:001	7	%case	PTV	
jm005:001	-	(,)	-	,␣
jm005:001	11	@	-	joka␣
jm005:001	12a	(@)	-	on␣
jm005:001	10	@	-	teille␣
jm005:001	12a	@	-	tulossa
jm005:001	12b	.	-	.␣
jm005:002	jm005:002	jm005:002	VERSE	Jaak␣5:2␣
jm005:002	3	@	-	Teidän␣
jm005:002	(1) 2	@	-	rikkautenne␣
jm005:002	4	(@)	-	on␣
jm005:002	4	@	-	mädännyt
jm005:002	-	(,)	-	,␣
jm005:002	5	@	-	ja␣
jm005:002	8	@	-	teidän␣
jm005:002	(6) 7	@	-	vaatteenne␣
jm005:002	10a	@	-	ovat␣
jm005:002	9	@	-	koin␣
jm005:002	9	@	-	syömät
jm005:002	10b	;	-	;␣
jm005:003	jm005:003	jm005:003	VERSE	Jaak␣5:3␣
jm005:003	3	@	-	teidän␣
jm005:003	(1) 2	@	-	kultanne␣
jm005:003	4	@	-	ja␣
jm005:003	(5) 6	@	-	hopeanne␣
jm005:003	7	(@)	-	on␣
jm005:003	7	@	-	ruostunut
jm005:003	-	(,)	-	,␣
jm005:003	8	@	-	ja␣
jm005:003	11	@	-	niiden␣
jm005:003	10 (9)	@	-	ruoste␣
jm005:003	15	(@)	-	on␣
jm005:003	15	@	-	oleva␣
jm005:003	13	@	-	todistuksena␣
jm005:003	12	%case	ESS	
jm005:003	14	@	-	teitä␣
jm005:003	case%14	@	-	vastaan␣
jm005:003	16	@	-	ja␣
jm005:003	17	@	-	syövä␣
jm005:003	20	@	-	teidän␣
jm005:003	(18) 19	@	-	lihanne␣
jm005:003	21	@	-	niinkuin␣
jm005:003	22a	@	-	tuli
jm005:003	-	(.)	-	.␣
jm005:003	23	(@)	-	Te␣
jm005:003	23	(@)	-	olette␣
jm005:003	23	@	-	koonneet␣
jm005:003	23	@	-	aarteita␣
jm005:003	25	@	-	viimeisinä␣
jm005:003	26a	@	-	päivinä
jm005:003	24	%case	ESS	
jm005:003	26b	.	-	.␣
jm005:004	jm005:004	jm005:004	VERSE	Jaak␣5:4␣
jm005:004	1	@	-	Katso
jm005:004	-	(,)	-	,␣
jm005:004	(4) 5	@	-	työmiesten␣
jm005:004	(2) 3	@	-	palkka
jm005:004	-	(,)	-	,␣
jm005:004	11	@	-	jonka␣
jm005:004	14	@	-	te␣
jm005:004	13	%case	NOM	
jm005:004	(8) 9	@	-	vainioittenne␣
jm005:004	10	%pers	?	
jm005:004	(6) 7	@	-	niittäjiltä␣
jm005:004	12b	(@)	-	olette␣
jm005:004	12b	@	-	pidättäneet
jm005:004	-	(,)	-	,␣
jm005:004	15a	@	-	huutaa
jm005:004	15b	,	-	,␣
jm005:004	16	@	-	ja␣
jm005:004	(19) 20	@	-	leikkuumiesten␣
jm005:004	(17) 18	@	-	valitukset␣
jm005:004	26a	(@)	-	ovat␣
jm005:004	26a	@	-	tulleet␣
jm005:004	24	@	-	Herran␣
jm005:004	25	@	-	Sebaotin␣
jm005:004	(22) 23	@	-	korviin
jm005:004	21	%case	LOC	
jm005:004	26b	.	-	.␣
jm005:005	jm005:005	jm005:005	VERSE	Jaak␣5:5␣
jm005:005	1	(@)	-	Te␣
jm005:005	1	(@)	-	olette␣
jm005:005	1	@	-	herkutelleet␣
jm005:005	(3) 4	@	-	maan␣
jm005:005	2	@	-	päällä␣
jm005:005	5	@	-	ja␣
jm005:005	6a	@	-	hekumoineet
jm005:005	-	(,)	-	,␣
jm005:005	7	(@)	-	te␣
jm005:005	7	(@)	-	olette␣
jm005:005	(8) 9	@	-	sydäntänne␣
jm005:005	10	%pers	?	
jm005:005	7	@	-	syötelleet␣
jm005:005	12 13a	@	-	teurastuspäivänä
jm005:005	11	%case	ESS	
jm005:005	13b	.	-	.␣
jm005:006	jm005:006	jm005:006	VERSE	Jaak␣5:6␣
jm005:006	(3) 4a	@	-	Vanhurskaan␣
jm005:006	1a	(@)	-	te␣
jm005:006	1a	(@)	-	olette␣
jm005:006	1a	@	-	tuominneet␣
jm005:006	-	(@)	-	ja␣
jm005:006	2	@	-	tappaneet
jm005:006	-	(;)	-	;␣
jm005:006	6	(@)	-	hän␣
jm005:006	5	@	-	ei␣
jm005:006	6	@	-	vastusta␣
jm005:006	7a	@	-	teitä
jm005:006	7b	.	-	.␣
jm005:007	jm005:007	jm005:007	VERSE	Jaak␣5:7␣
jm005:007	2a	@	-	Niin␣
jm005:007	1	@	-	olkaa␣
jm005:007	1	@	-	kärsivällisiä
jm005:007	2b	,	-	,␣
jm005:007	3a	@	-	veljet
jm005:007	3b	,	-	,␣
jm005:007	(7) 8a	@	-	Herran␣
jm005:007	(5) 6	@	-	tulemukseen␣
jm005:007	4	@	-	asti
jm005:007	8b	.	-	.␣
jm005:007	9	@	-	Katso
jm005:007	-	(,)	-	,␣
jm005:007	(10) 11	@	-	peltomies␣
jm005:007	12	@	-	odottaa␣
jm005:007	(16) 17	@	-	maan␣
jm005:007	14	@	-	kallista␣
jm005:007	(13) 15	@	-	hedelmää
jm005:007	-	(,)	-	,␣
jm005:007	18	@	-	kärsivällisesti␣
jm005:007	20	@	-	sitä␣
jm005:007	19	%case	PTV	
jm005:007	18	@	-	vartoen
jm005:007	-	(,)	-	,␣
jm005:007	21	@	-	kunnes␣
jm005:007	22	@	-	saa␣
jm005:007	23	@	-	syksyisen␣
jm005:007	23	@	-	sateen␣
jm005:007	24	@	-	ja␣
jm005:007	25a	@	-	keväisen
jm005:007	25b	.	-	.␣
jm005:008	jm005:008	jm005:008	VERSE	Jaak␣5:8␣
jm005:008	1	@	-	Olkaa␣
jm005:008	3a	@	-	tekin␣
jm005:008	2	%clitic	kin	
jm005:008	1	@	-	kärsivällisiä
jm005:008	3b	,	-	,␣
jm005:008	4	@	-	vahvistakaa␣
jm005:008	(5) 6	@	-	sydämenne
jm005:008	7a	%pers	?	
jm005:008	7b	,	-	,␣
jm005:008	8	@	-	sillä␣
jm005:008	(11) 12	@	-	Herran␣
jm005:008	10 (9)	@	-	tulemus␣
jm005:008	13a	@	-	on␣
jm005:008	13a	@	-	lähellä
jm005:008	13b	.	-	.␣
jm005:009	jm005:009	jm005:009	VERSE	Jaak␣5:9␣
jm005:009	1	@	-	Älkää␣
jm005:009	2a	@	-	huokailko
jm005:009	2b	,	-	,␣
jm005:009	3a	@	-	veljet
jm005:009	3b	,	-	,␣
jm005:009	5	@	-	toisianne␣
jm005:009	4	@	-	vastaan
jm005:009	-	(,)	-	,␣
jm005:009	6 7	@	-	ettei␣
jm005:009	8a	(@)	-	teitä␣
jm005:009	8a	@	-	tuomittaisi
jm005:009	8b	;	-	;␣
jm005:009	9	@	-	katso
jm005:009	-	(,)	-	,␣
jm005:009	(10) 11	@	-	tuomari␣
jm005:009	15a	@	-	seisoo␣
jm005:009	(13) 14	@	-	ovella
jm005:009	12	%case	LOC	
jm005:009	15b	.	-	.␣
jm005:010	jm005:010	jm005:010	VERSE	Jaak␣5:10␣
jm005:010	2a	@	-	Ottakaa
jm005:010	-	(,)	-	,␣
jm005:010	3a	@	-	veljet
jm005:010	-	(,)	-	,␣
jm005:010	(4) 5	@	-	vaivankestämisen␣
jm005:010	6	@	-	ja␣
jm005:010	(7) 8	@	-	kärsivällisyyden␣
jm005:010	1	@	-	esikuvaksi␣
jm005:010	10 (9)	@	-	profeetat
jm005:010	-	(,)	-	,␣
jm005:010	11	@	-	jotka␣
jm005:010	12	(@)	-	ovat␣
jm005:010	12	@	-	puhuneet␣
jm005:010	16a	@	-	Herran␣
jm005:010	(14) 15	@	-	nimessä
jm005:010	13	%case	LOC	
jm005:010	16b	.	-	.␣
jm005:011	jm005:011	jm005:011	VERSE	Jaak␣5:11␣
jm005:011	1	@	-	Katso
jm005:011	-	(,)	-	,␣
jm005:011	2	(@)	-	me␣
jm005:011	2	@	-	ylistämme␣
jm005:011	2	@	-	autuaiksi␣
jm005:011	3	@	-	niitä
jm005:011	-	(,)	-	,␣
jm005:011	3	@	-	jotka␣
jm005:011	4a	(@)	-	ovat␣
jm005:011	4a	@	-	kestäneet
jm005:011	-	(;)	-	;␣
jm005:011	7	@	-	Jobin␣
jm005:011	(5) 6	@	-	kärsivällisyyden␣
jm005:011	8	(@)	-	te␣
jm005:011	8	(@)	-	olette␣
jm005:011	8	@	-	kuulleet
jm005:011	-	(,)	-	,␣
jm005:011	9	@	-	ja␣
jm005:011	(10) 11	@	-	lopun
jm005:011	-	(,)	-	,␣
jm005:011	case%12	@	-	jonka␣
jm005:011	12	@	-	Herra␣
jm005:011	case%12	@	-	antaa
jm005:011	-	(,)	-	,␣
jm005:011	13a	(@)	-	te␣
jm005:011	13a	(@)	-	olette␣
jm005:011	13a	@	-	nähneet
jm005:011	13b	.	-	.␣
jm005:011	14	@	-	Sillä␣
jm005:011	(17) 18	@	-	Herra␣
jm005:011	16	@	-	on␣
jm005:011	15	@	-	laupias␣
