lm001:001	lm001:001	lm001:001	VERSE	Val␣1:1␣
lm002:020	13	%inflection	PSS.INF3.INS	
lm002:020	17	@	-	papit␣
lm002:020	18a	@	-	ja␣
lm002:020	18b	@	-	profeetat
lm002:020	-	(?)	-	?␣
lm002:021	lm002:021	lm002:021	VERSE	Val␣2:21␣
lm002:021	2b	@	-	Maassa
lm002:021	2a	%case	LOC	
lm002:021	-	(,)	-	,␣
lm002:021	3	@	-	kaduilla
lm002:021	-	(,)	-	,␣
lm002:021	1	@	-	makaa␣
lm002:021	4	@	-	nuorta␣
lm002:021	5a	@	-	ja␣
lm002:021	5b	@	-	vanhaa
lm002:021	-	(;)	-	;␣
lm002:021	pers%6	@	-	minun␣
lm002:021	6	@	-	neitsyeni␣
lm002:021	7a	@	-	ja␣
lm002:021	7b	@	-	nuorukaiseni␣
lm002:021	8	(@)	-	ovat␣
lm002:021	8	@	-	kaatuneet␣
lm002:021	9b	@	-	miekkaan
lm002:021	9a	%case	LOC	
lm002:021	-	(.)	-	.␣
lm002:021	10	(@)	-	Sinä␣
lm002:021	10	(@)	-	olet␣
lm002:021	10	@	-	surmannut␣
lm002:021	12	@	-	vihasi␣
lm002:021	11b	@	-	päivänä
lm002:021	11a	%case	ESS	
lm002:021	-	(,)	-	,␣
lm002:021	13	(@)	-	olet␣
lm002:021	13	@	-	teurastanut␣
lm002:021	15	@	-	säälimättä
lm002:021	14	%case	ABE	
lm002:021	-	(.)	-	.␣
lm002:022	lm002:022	lm002:022	VERSE	Val␣2:22␣
lm002:022	1	(@)	-	Sinä␣
lm002:022	1	@	-	kutsuit␣
lm002:022	2a	@	-	kuin␣
lm002:022	2b 3	@	-	juhlapäivän␣
lm002:022	2b 3	@	-	viettoon␣
lm002:022	pers%4	@	-	minun␣
lm002:022	4	@	-	peljättäjäni␣
lm002:022	5b	@	-	joka␣
lm002:022	5b	@	-	taholta
lm002:022	5a	%case	LOC	
lm002:022	-	(;)	-	;␣
lm002:022	6b	@	-	eikä␣
lm002:022	6a	%clitic	kA	
lm002:022	7	@	-	jäänyt␣
lm002:022	10	@	-	Herran␣
lm002:022	9	@	-	vihan␣
lm002:022	8b	@	-	päivänä␣
lm002:022	8a	%case	ESS	
lm002:022	11	@	-	pelastunutta
lm002:022	-	(,)	-	,␣
lm002:022	12a	@	-	ei␣
lm002:022	12b	@	-	pakoonpäässyttä
lm002:022	-	(.)	-	.␣
lm002:022	13	@	-	Jotka␣
lm002:022	14	(@)	-	minä␣
lm002:022	14	(@)	-	olin␣
lm002:022	14	@	-	vaalinut␣
lm002:022	15a	@	-	ja␣
lm002:022	15b	@	-	isoiksi␣
lm002:022	15b	@	-	saanut
lm002:022	-	(,)	-	,␣
lm002:022	pers%17	@	-	ne␣
lm002:022	pers%16	@	-	minun␣
lm002:022	16	@	-	vihamieheni␣
lm002:022	17	@	-	lopetti
lm002:022	-	(.)	-	.␣
lm003:001	lm003:001	lm003:001	VERSE	Val␣3:1␣
lm003:001	1	@	-	Minä␣
lm003:001	-	(@)	-	olen␣
lm003:001	-	(@)	-	se␣
lm003:001	(2a) 2b	@	-	mies
lm003:001	-	(,)	-	,␣
lm003:001	-	(@)	-	joka␣
lm003:001	3	(@)	-	olen␣
lm003:001	4	@	-	kurjuutta␣
lm003:001	3	@	-	nähnyt␣
lm003:001	pers%6	@	-	hänen␣
lm003:001	6	@	-	vihastuksensa␣
lm003:001	5b	@	-	vitsan␣
lm003:001	5a	@	-	alla
lm003:001	-	(.)	-	.␣
lm003:002	lm003:002	lm003:002	VERSE	Val␣3:2␣
lm003:002	1	@	-	Minut␣
lm003:002	2	(@)	-	hän␣
lm003:002	2	(@)	-	on␣
lm003:002	2	@	-	johdattanut␣
lm003:002	3a	@	-	ja␣
lm003:002	3b	@	-	kuljettanut␣
lm003:002	4	@	-	pimeyteen␣
lm003:002	5b	@	-	eikä␣
lm003:002	5a	%clitic	kA	
lm003:002	6	@	-	valkeuteen
lm003:002	-	(.)	-	.␣
lm003:003	lm003:003	lm003:003	VERSE	Val␣3:3␣
lm003:003	1	@	-	Juuri␣
lm003:003	pers%2	@	-	minua␣
lm003:003	2	@	-	vastaan␣
lm003:003	3 4	(@)	-	hän␣
lm003:003	3 4	@	-	kääntää␣
lm003:003	5	@	-	kätensä
lm003:003	-	(,)	-	,␣
lm003:003	3 4	@	-	yhäti
lm003:003	-	(,)	-	,␣
lm003:003	6	@	-	kaiken␣
lm003:003	(7a) 7b	@	-	päivää
lm003:003	-	(.)	-	.␣
lm003:004	lm003:004	lm003:004	VERSE	Val␣3:4␣
lm003:004	1	(@)	-	Hän␣
lm003:004	1	(@)	-	on␣
lm003:004	1	@	-	kalvanut␣
lm003:004	pers%2	@	-	minun␣
lm003:004	2	@	-	lihani␣
lm003:004	3a	@	-	ja␣
lm003:004	3b	@	-	nahkani
lm003:004	-	(,)	-	,␣
lm003:004	4	@	-	musertanut␣
lm003:004	pers%5	@	-	minun␣
lm003:004	5	@	-	luuni
lm003:004	-	(.)	-	.␣
lm003:005	lm003:005	lm003:005	VERSE	Val␣3:5␣
lm003:005	1	(@)	-	Hän␣
lm003:005	1	(@)	-	on␣
lm003:005	1	@	-	rakentanut␣
lm003:005	-	(@)	-	varustukset␣
lm003:005	pers%2	@	-	minua␣
lm003:005	2	@	-	vastaan␣
lm003:005	3a	@	-	ja␣
lm003:005	3b	@	-	piirittänyt␣
lm003:005	-	(@)	-	minut␣
lm003:005	4	@	-	myrkyllä␣
lm003:005	5a	@	-	ja␣
lm003:005	5b	@	-	vaivalla
lm003:005	-	(.)	-	.␣
lm003:006	lm003:006	lm003:006	VERSE	Val␣3:6␣
lm003:006	2	(@)	-	Hän␣
lm003:006	2	(@)	-	on␣
lm003:006	2	(@)	-	pannut␣
lm003:006	pers%2	@	-	minut␣
lm003:006	2	@	-	asumaan␣
lm003:006	1b	@	-	pimeydessä␣
lm003:006	1a	%case	LOC	
lm003:006	3a	@	-	niinkuin␣
lm003:006	4	@	-	ikiaikojen␣
lm003:006	3b	@	-	kuolleet
lm003:006	-	(.)	-	.␣
lm003:007	lm003:007	lm003:007	VERSE	Val␣3:7␣
lm003:007	1	(@)	-	Hän␣
lm003:007	1	(@)	-	on␣
lm003:007	1	@	-	tehnyt␣
lm003:007	1	@	-	muurin␣
lm003:007	pers%2	@	-	minun␣
lm003:007	2	@	-	ympärilleni
lm003:007	-	(,)	-	,␣
lm003:007	3a	@	-	niin␣
lm003:007	3b	@	-	etten␣
lm003:007	4	@	-	pääse␣
lm003:007	4	@	-	ulos
lm003:007	-	(,)	-	,␣
lm003:007	5	(@)	-	on␣
lm003:007	5	@	-	pannut␣
lm003:007	-	(@)	-	minut␣
lm003:007	5	@	-	raskaisiin␣
lm003:007	6	@	-	vaskikahleisiin
lm003:007	-	(.)	-	.␣
lm003:008	lm003:008	lm003:008	VERSE	Val␣3:8␣
lm003:008	1 2	@	-	Vaikka␣
lm003:008	3	(@)	-	minä␣
lm003:008	3	@	-	huudan␣
lm003:008	4a	@	-	ja␣
lm003:008	4b	@	-	parun
lm003:008	-	(,)	-	,␣
lm003:008	5	(@)	-	hän␣
lm003:008	5	@	-	vaientaa␣
lm003:008	pers%6	@	-	minun␣
lm003:008	6	@	-	rukoukseni
lm003:008	-	(.)	-	.␣
lm003:009	lm003:009	lm003:009	VERSE	Val␣3:9␣
lm003:009	3b	@	-	Hakatuista␣
lm003:009	3b	@	-	kivistä␣
lm003:009	3a	%case	LOC	
lm003:009	1	(@)	-	hän␣
lm003:009	1	(@)	-	on␣
lm003:009	1	@	-	tehnyt␣
lm003:009	pers%2	@	-	minun␣
lm003:009	2	@	-	teilleni␣
lm003:009	1	@	-	muurin
lm003:009	-	(,)	-	,␣
lm003:009	5	(@)	-	on␣
lm003:009	5	@	-	mutkistanut␣
lm003:009	4	(@)	-	minun␣
lm003:009	4	@	-	polkuni
lm003:009	-	(.)	-	.␣
lm003:010	lm003:010	lm003:010	VERSE	Val␣3:10␣
lm003:010	2	@	-	Vaaniva␣
lm003:010	1	@	-	karhu␣
lm003:010	-	(@)	-	on␣
lm003:010	3	@	-	hän␣
lm003:010	4	@	-	minulle
lm003:010	-	(,)	-	,␣
lm003:010	7b	@	-	piilossa␣
lm003:010	7b	@	-	väijyvä␣
lm003:010	7a	%case	NOM	
lm003:010	6	@	-	leijona
lm003:010	-	(.)	-	.␣
lm003:011	lm003:011	lm003:011	VERSE	Val␣3:11␣
lm003:011	2	(@)	-	Hän␣
lm003:011	2	(@)	-	on␣
lm003:011	2	@	-	vienyt␣
lm003:011	2	@	-	harhaan␣
lm003:011	pers%1	@	-	minun␣
lm003:011	1	@	-	tieni␣
lm003:011	3a	@	-	ja␣
lm003:011	3b	@	-	repinyt␣
lm003:011	pers%3b	@	-	minut␣
lm003:011	3b	@	-	kappaleiksi
lm003:011	-	(,)	-	,␣
lm003:011	4	(@)	-	hän␣
lm003:011	4	(@)	-	on␣
lm003:011	pers%4	@	-	minut␣
lm003:011	5	@	-	autioksi␣
lm003:011	4	@	-	tehnyt
lm003:011	-	(.)	-	.␣
lm003:012	lm003:012	lm003:012	VERSE	Val␣3:12␣
lm003:012	1	(@)	-	Hän␣
lm003:012	1	(@)	-	on␣
lm003:012	1	@	-	jännittänyt␣
lm003:012	2	@	-	jousensa␣
lm003:012	3a	@	-	ja␣
lm003:012	3b	@	-	asettanut␣
lm003:012	pers%3b	@	-	minut␣
lm003:012	5b	@	-	nuoltensa␣
lm003:012	5a	%case	GEN	
lm003:012	4b	@	-	maalitauluksi
lm003:012	4a	%case	TRA	
lm003:012	-	(.)	-	.␣
lm003:013	lm003:013	lm003:013	VERSE	Val␣3:13␣
lm003:013	1	(@)	-	Hän␣
lm003:013	1	(@)	-	on␣
lm003:013	1	@	-	ampunut␣
lm003:013	2b	@	-	munuaisiini␣
lm003:013	2a	%case	LOC	
lm003:013	-	(@)	-	nuolet
lm003:013	-	(,)	-	,␣
lm003:013	4	@	-	viinensä␣
lm003:013	3	@	-	lapset
lm003:013	-	(.)	-	.␣
lm003:014	lm003:014	lm003:014	VERSE	Val␣3:14␣
lm003:014	1	(@)	-	Minä␣
lm003:014	1	(@)	-	olen␣
lm003:014	1	@	-	joutunut␣
lm003:014	3b	@	-	koko␣
lm003:014	3a	%case	?	
lm003:014	4	@	-	kansani␣
lm003:014	2	@	-	nauruksi
lm003:014	-	(,)	-	,␣
lm003:014	pers%5	@	-	heidän␣
lm003:014	6 (7a) 7b	@	-	jokapäiväiseksi␣
lm003:014	5	@	-	pilkkalauluksensa
lm003:014	-	(.)	-	.␣
lm003:015	lm003:015	lm003:015	VERSE	Val␣3:15␣
lm003:015	1	(@)	-	Hän␣
lm003:015	1	(@)	-	on␣
lm003:015	1	@	-	ravinnut␣
lm003:015	pers%1	@	-	minua␣
lm003:015	2b	@	-	katkeruudella
lm003:015	2a	%case	LOC	
lm003:015	-	(,)	-	,␣
lm003:015	3	@	-	juottanut␣
lm003:015	pers%3	@	-	minua␣
lm003:015	4	@	-	koiruoholla
lm003:015	-	(.)	-	.␣
lm003:016	lm003:016	lm003:016	VERSE	Val␣3:16␣
lm003:016	(1a)	-	UNTRANSLATED	
lm003:016	1b	(@)	-	Hän␣
lm003:016	1b	(@)	-	on␣
lm003:016	1b	@	-	purettanut␣
lm003:016	pers%3	@	-	minulla␣
lm003:016	3	@	-	hampaat␣
lm003:016	1b	@	-	rikki␣
lm003:016	2b	@	-	soraan
lm003:016	2a	%case	LOC	
lm003:016	-	(,)	-	,␣
lm003:016	4	@	-	painanut␣
lm003:016	pers%4	@	-	minut␣
lm003:016	4	@	-	alas␣
lm003:016	5b	@	-	tomuun
lm003:016	5a	%case	LOC	
lm003:016	-	(.)	-	.␣
lm003:017	lm003:017	lm003:017	VERSE	Val␣3:17␣
lm003:017	1a	@	-	Sinä␣
lm003:017	1b	(@)	-	olet␣
lm003:017	1b	@	-	syössyt␣
lm003:017	pers%3	@	-	minun␣
lm003:017	3	@	-	sieluni␣
lm003:017	1b	@	-	ulos
lm003:017	-	(,)	-	,␣
lm003:017	2b	@	-	rauhasta␣
lm003:017	2a	@	-	pois
lm003:017	-	(,)	-	,␣
lm003:017	4	(@)	-	minä␣
lm003:017	4	(@)	-	olen␣
lm003:017	4	@	-	unhottanut␣
lm003:017	5	@	-	onnen
lm003:017	-	(.)	-	.␣
lm003:018	lm003:018	lm003:018	VERSE	Val␣3:18␣
lm003:018	1a	@	-	Ja␣
lm003:018	1b	(@)	-	minä␣
lm003:018	1b	@	-	sanon
lm003:018	-	(:)	-	:␣
lm003:018	2	@	-	mennyt␣
lm003:018	2	(@)	-	on␣
lm003:018	pers%3	@	-	minulta␣
lm003:018	3	@	-	kunnia␣
lm003:018	4a	@	-	ja␣
lm003:018	5b	@	-	Herran␣
lm003:018	5a	%case	GEN	
lm003:018	4b	@	-	odotus
lm003:018	-	(.)	-	.␣
lm003:019	lm003:019	lm003:019	VERSE	Val␣3:19␣
lm003:019	1	@	-	Muista␣
lm003:019	pers%2	@	-	minun␣
lm003:019	2	@	-	kurjuuttani␣
lm003:019	3a	@	-	ja␣
lm003:019	3b	@	-	kodittomuuttani
lm003:019	-	(,)	-	,␣
lm003:019	4	@	-	koiruohoa␣
lm003:019	5a	@	-	ja␣
lm003:019	5b	@	-	myrkkyä
lm003:019	-	(.)	-	.␣
lm003:020	lm003:020	lm003:020	VERSE	Val␣3:20␣
lm003:020	2	(@)	-	Sinä␣
lm003:020	-	(@)	-	kyllä␣
lm003:020	2	@	-	muistat␣
lm003:020	1	%case	?	
lm003:020	-	(@)	-	sen
lm003:020	-	(,)	-	,␣
lm003:020	4a	@	-	että␣
lm003:020	5	@	-	minun␣
lm003:020	6	@	-	sieluni␣
lm003:020	4b	(@)	-	on␣
lm003:020	4b	@	-	alaspainettu
lm003:020	-	(.)	-	.␣
lm003:021	lm003:021	lm003:021	VERSE	Val␣3:21␣
lm003:021	1	@	-	Tämän␣
lm003:021	2	(@)	-	minä␣
lm003:021	2	@	-	painan␣
lm003:021	4	@	-	sydämeeni
lm003:021	3	%case	LOC	
lm003:021	-	(,)	-	,␣
lm003:021	5 6	@	-	sentähden␣
lm003:021	7	(@)	-	minä␣
lm003:021	7	@	-	toivon
lm003:021	-	(.)	-	.␣
lm003:022	lm003:022	lm003:022	VERSE	Val␣3:22␣
lm003:022	2	@	-	Herran␣
lm003:022	1	@	-	armoa␣
lm003:022	-	(@)	-	on
lm003:022	-	(,)	-	,␣
lm003:022	3 4	@	-	ettemme␣
lm003:022	5	(@)	-	ole␣
lm003:022	5	@	-	aivan␣
lm003:022	5	@	-	hävinneet
lm003:022	-	(,)	-	,␣
lm003:022	6	@	-	sillä␣
lm003:022	pers%9	@	-	hänen␣
lm003:022	9	@	-	laupeutensa␣
lm003:022	7	@	-	ei␣
lm003:022	8	(@)	-	ole␣
lm003:022	8	@	-	loppunut
lm003:022	-	(:)	-	:␣
lm003:023	lm003:023	lm003:023	VERSE	Val␣3:23␣
lm003:023	-	(@)	-	se␣
lm003:023	-	(@)	-	on␣
lm003:023	2b	@	-	joka␣
lm003:023	2b	@	-	aamu␣
lm003:023	2a	%case	NOM	
lm003:023	1	@	-	uusi
lm003:023	-	(,)	-	,␣
lm003:023	-	(@)	-	ja␣
lm003:023	3	@	-	suuri␣
lm003:023	-	(@)	-	on␣
lm003:023	pers%4	@	-	hänen␣
lm003:023	4	@	-	uskollisuutensa
lm003:023	-	(.)	-	.␣
lm003:024	lm003:024	lm003:024	VERSE	Val␣3:24␣
lm003:024	pers%1	@	-	Minun␣
lm003:024	1	@	-	osani␣
lm003:024	-	(@)	-	on␣
lm003:024	2	@	-	Herra
lm003:024	-	(,)	-	,␣
lm003:024	3	@	-	sanoo␣
lm003:024	pers%4	@	-	minun␣
lm003:024	4	@	-	sieluni
lm003:024	-	(;)	-	;␣
lm003:024	5 6	@	-	sentähden␣
lm003:024	7	(@)	-	minä␣
lm003:024	7	@	-	panen␣
lm003:024	7	@	-	toivoni␣
lm003:024	8	@	-	häneen
lm003:024	-	(.)	-	.␣
lm003:025	lm003:025	lm003:025	VERSE	Val␣3:25␣
lm003:025	1	@	-	Hyvä␣
lm003:025	-	(@)	-	on␣
lm003:025	2	@	-	Herra␣
lm003:025	pers%3b	@	-	häntä␣
lm003:025	3b	@	-	odottaville
lm003:025	3a	%case	LOC	
lm003:025	-	(,)	-	,␣
lm003:025	-	(@)	-	sille␣
lm003:025	4b	@	-	sielulle
lm003:025	4a	%case	LOC	
lm003:025	-	(,)	-	,␣
lm003:025	-	(@)	-	joka␣
lm003:025	pers%5	@	-	häntä␣
lm003:025	5	@	-	etsii
lm003:025	-	(.)	-	.␣
lm003:026	lm003:026	lm003:026	VERSE	Val␣3:26␣
lm003:026	1	@	-	Hyvä␣
lm003:026	(2a)	-	UNTRANSLATED	
lm003:026	-	(@)	-	on␣
lm003:026	3b	@	-	hiljaisuudessa␣
lm003:026	(3a)	-	UNTRANSLATED	
lm003:026	2b	@	-	toivoa␣
lm003:026	5	@	-	Herran␣
lm003:026	4b	@	-	apua
lm003:026	4a	%case	PTV	
lm003:026	-	(.)	-	.␣
lm003:027	lm003:027	lm003:027	VERSE	Val␣3:27␣
lm003:027	1	@	-	Hyvä␣
lm003:027	-	(@)	-	on␣
lm003:027	2b	@	-	miehelle
lm003:027	2a	%case	LOC	
lm003:027	-	(,)	-	,␣
lm003:027	3	@	-	että␣
lm003:027	4	(@)	-	hän␣
lm003:027	4	@	-	kantaa␣
lm003:027	5	@	-	iestä␣
lm003:027	6b	@	-	nuoruudessaan
lm003:027	6a	%case	LOC	
lm003:027	-	(.)	-	.␣
lm003:028	lm003:028	lm003:028	VERSE	Val␣3:28␣
lm003:028	1	@	-	Istukoon␣
lm003:028	1	(@)	-	hän␣
lm003:028	2	@	-	yksin␣
lm003:028	3a	@	-	ja␣
lm003:028	3b	@	-	hiljaa
lm003:028	-	(,)	-	,␣
lm003:028	4	@	-	kun␣
lm003:028	-	(@)	-	Herra␣
lm003:028	5	(@)	-	on␣
lm003:028	-	(@)	-	sen␣
lm003:028	pers%6	@	-	hänen␣
lm003:028	6	@	-	päällensä␣
lm003:028	5	@	-	pannut
lm003:028	-	(.)	-	.␣
lm003:029	lm003:029	lm003:029	VERSE	Val␣3:29␣
lm003:029	1	@	-	Laskekoon␣
lm003:029	3	@	-	suunsa␣
lm003:029	2b	@	-	tomuun␣
lm003:029	2a	%case	LOC	
lm003:029	-	(-)	-	-␣
lm003:029	4	@	-	ehkä␣
lm003:029	5	@	-	on␣
lm003:029	-	(@)	-	vielä␣
lm003:029	6	@	-	toivoa
lm003:029	-	(.)	-	.␣
lm003:030	lm003:030	lm003:030	VERSE	Val␣3:30␣
lm003:030	1	@	-	Ojentakoon␣
lm003:030	1	(@)	-	hän␣
lm003:030	3	@	-	posken␣
lm003:030	-	(@)	-	sille
lm003:030	-	(,)	-	,␣
lm003:030	-	(@)	-	joka␣
lm003:030	pers%2b	@	-	häntä␣
lm003:030	2b	@	-	lyö
lm003:030	2a	%case	?	
lm003:030	-	(,)	-	,␣
lm003:030	4	@	-	saakoon␣
lm003:030	4	@	-	kyllälti␣
lm003:030	5b	@	-	häväistystä
lm003:030	5a	%case	PTV	
lm003:030	-	(.)	-	.␣
lm003:031	lm003:031	lm003:031	VERSE	Val␣3:31␣
lm003:031	1	@	-	Sillä␣
lm003:031	2	@	-	ei␣
lm003:031	5	@	-	Herra␣
lm003:031	3	@	-	hylkää␣
lm003:031	4b	@	-	iankaikkisesti
lm003:031	4a	%case	MAN	
lm003:031	-	(;)	-	;␣
lm003:032	lm003:032	lm003:032	VERSE	Val␣3:32␣
lm003:032	1 2	@	-	vaan␣
lm003:032	1 2	@	-	jos␣
lm003:032	3	(@)	-	hän␣
lm003:032	3	(@)	-	on␣
lm003:032	3	@	-	murheelliseksi␣
lm003:032	3	(@)	-	saattanut
lm003:032	(4a)	-	UNTRANSLATED	
lm003:032	-	(,)	-	,␣
lm003:032	4b	(@)	-	hän␣
lm003:032	4b	@	-	osoittaa␣
lm003:032	4b	@	-	laupeutta␣
lm003:032	5b	@	-	suuressa␣
lm003:032	5a	%case	LOC	
lm003:032	7	@	-	armossansa
lm003:032	-	(.)	-	.␣
lm003:033	lm003:033	lm003:033	VERSE	Val␣3:33␣
lm003:033	1	@	-	Sillä␣
lm003:033	2	@	-	ei␣
lm003:033	3	(@)	-	hän␣
lm003:033	4b	@	-	sydämensä␣
lm003:033	4a	@	-	halusta␣
lm003:033	3	@	-	vaivaa␣
lm003:033	5a	@	-	eikä␣
lm003:033	5b	@	-	murehduta␣
lm003:033	6 7	@	-	ihmislapsia
lm003:033	-	(.)	-	.␣
lm003:034	lm003:034	lm003:034	VERSE	Val␣3:34␣
lm003:034	1a	@	-	Kun␣
lm003:034	3	@	-	jalkojen␣
lm003:034	2	@	-	alle␣
lm003:034	1b	@	-	poljetaan␣
lm003:034	4	@	-	kaikki␣
lm003:034	5	@	-	vangit␣
lm003:034	6	@	-	maassa
lm003:034	-	(,)	-	,␣
lm003:035	lm003:035	lm003:035	VERSE	Val␣3:35␣
lm003:035	1a	@	-	kun␣
lm003:035	1b	@	-	väännetään␣
lm003:035	3	@	-	miehen␣
lm003:035	2	@	-	oikeutta␣
lm003:035	6	@	-	Korkeimman␣
lm003:035	5	@	-	kasvojen␣
lm003:035	4	@	-	edessä
lm003:035	-	(,)	-	,␣
lm003:036	lm003:036	lm003:036	VERSE	Val␣3:36␣
lm003:036	1a	@	-	kun␣
lm003:036	2	@	-	ihmiselle␣
lm003:036	1b	@	-	tehdään␣
lm003:036	1b	@	-	vääryyttä␣
lm003:036	pers%3b	@	-	hänen␣
lm003:036	3b	@	-	riita-asiassaan␣
lm003:036	3a	%case	LOC	
lm003:036	-	(-)	-	-␣
lm003:036	5	@	-	eikö␣
lm003:036	4	@	-	Herra␣
lm003:036	-	(@)	-	sitä␣
lm003:036	6	@	-	näkisi
lm003:036	-	(?)	-	?␣
lm003:037	lm003:037	lm003:037	VERSE	Val␣3:37␣
lm003:037	1 2	@	-	Onko␣
lm003:037	1 2	@	-	kukaan␣
lm003:037	3	@	-	sanonut
lm003:037	-	(,)	-	,␣
lm003:037	4a	@	-	ja␣
lm003:037	4b	(@)	-	se␣
lm003:037	4b	(@)	-	on␣
lm003:037	4b	@	-	tapahtunut
lm003:037	-	(,)	-	,␣
lm003:037	-	(@)	-	jos␣
lm003:037	6	@	-	ei␣
lm003:037	5	@	-	Herra␣
lm003:037	7	(@)	-	ole␣
lm003:037	7	@	-	käskenyt
lm003:037	-	(?)	-	?␣
lm003:038	lm003:038	lm003:038	VERSE	Val␣3:38␣
lm003:038	3	@	-	Eikö␣
lm003:038	4	@	-	lähde␣
lm003:038	2	@	-	Korkeimman␣
lm003:038	1b	@	-	suusta␣
lm003:038	1a	%case	LOC	
lm003:038	(5a) 5b	@	-	paha␣
lm003:038	6a	@	-	ja␣
lm003:038	(6b) 6c	@	-	hyvä
lm003:038	-	(?)	-	?␣
lm003:039	lm003:039	lm003:039	VERSE	Val␣3:39␣
lm003:039	1	@	-	Miksi␣
lm003:039	2	@	-	tuskittelee␣
lm003:039	3	@	-	ihminen␣
lm003:039	4	@	-	eläessään
lm003:039	-	(,)	-	,␣
lm003:039	5	@	-	mies␣
lm003:039	8	@	-	syntiensä␣
lm003:039	8	@	-	palkkaa
lm003:039	6	%case	PTV	
lm003:039	-	(?)	-	?␣
lm003:040	lm003:040	lm003:040	VERSE	Val␣3:40␣
lm003:040	1	@	-	Koetelkaamme␣
lm003:040	2	@	-	teitämme
lm003:040	(3a)	-	UNTRANSLATED	
lm003:040	-	(,)	-	,␣
lm003:040	3b	@	-	tutkikaamme␣
lm003:040	-	(@)	-	niitä␣
lm003:040	4a	@	-	ja␣
lm003:040	4b	@	-	palatkaamme␣
lm003:040	6	@	-	Herran␣
lm003:040	5	@	-	tykö
lm003:040	-	(.)	-	.␣
lm003:041	lm003:041	lm003:041	VERSE	Val␣3:41␣
lm003:041	1	@	-	Kohottakaamme␣
lm003:041	2	@	-	sydämemme␣
lm003:041	3	@	-	ynnä␣
lm003:041	4	@	-	kätemme␣
lm003:041	6	@	-	Jumalan␣
lm003:041	5	@	-	puoleen
lm003:041	-	(,)	-	,␣
lm003:041	-	(@)	-	joka␣
lm003:041	-	(@)	-	on␣
lm003:041	7b	@	-	taivaassa
lm003:041	7a	%case	LOC	
lm003:041	-	(.)	-	.␣
lm003:042	lm003:042	lm003:042	VERSE	Val␣3:42␣
lm003:042	1	@	-	Me␣
lm003:042	2	(@)	-	olemme␣
lm003:042	2	@	-	luopuneet␣
lm003:042	2	@	-	pois␣
lm003:042	3a	@	-	ja␣
lm003:042	3b	@	-	olleet␣
lm003:042	3b	@	-	kapinalliset
lm003:042	-	(;)	-	;␣
lm003:042	4	@	-	sinä␣
lm003:042	5	@	-	et␣
lm003:042	6	(@)	-	ole␣
lm003:042	6	@	-	antanut␣
lm003:042	6	@	-	anteeksi
lm003:042	-	(,)	-	,␣
lm003:043	lm003:043	lm003:043	VERSE	Val␣3:43␣
lm003:043	1	(@)	-	olet␣
lm003:043	1	@	-	peittänyt␣
lm003:043	1	(@)	-	itsesi␣
lm003:043	2b	@	-	vihassasi
lm003:043	2a	%case	LOC	
lm003:043	(3a)	-	UNTRANSLATED	
lm003:043	-	(,)	-	,␣
lm003:043	3b	@	-	ajanut␣
lm003:043	pers%3b	@	-	meitä␣
lm003:043	3b	@	-	takaa
lm003:043	-	(,)	-	,␣
lm003:043	4	@	-	surmannut␣
lm003:043	6	@	-	säälimättä
lm003:043	5	%inflection	INF3.ABE	
lm003:043	-	(;)	-	;␣
lm003:044	lm003:044	lm003:044	VERSE	Val␣3:44␣
lm003:044	1	(@)	-	olet␣
lm003:044	1	@	-	peittänyt␣
lm003:044	3	@	-	itsesi␣
lm003:044	2b	@	-	pilvellä
lm003:044	2a	%case	LOC	
lm003:044	-	(,)	-	,␣
lm003:044	4a	@	-	niin␣
lm003:044	4a	@	-	ettei␣
lm003:044	5	@	-	rukous␣
lm003:044	4b	@	-	pääse␣
lm003:044	4b	@	-	lävitse
lm003:044	-	(.)	-	.␣
lm003:045	lm003:045	lm003:045	VERSE	Val␣3:45␣
lm003:045	1	@	-	Tunkioksi␣
lm003:045	2a	@	-	ja␣
lm003:045	2b	@	-	hylyksi␣
lm003:045	3	(@)	-	sinä␣
lm003:045	3	(@)	-	olet␣
lm003:045	pers%3	@	-	meidät␣
lm003:045	3	@	-	tehnyt␣
lm003:045	(5a) 5b	@	-	kansojen␣
lm003:045	4b	@	-	seassa
lm003:045	4a	%case	LOC	
lm003:045	-	(.)	-	.␣
lm003:046	lm003:046	lm003:046	VERSE	Val␣3:46␣
lm003:046	3	@	-	Suut␣
lm003:046	1	@	-	ammollaan␣
lm003:046	pers%2	@	-	meitä␣
lm003:046	2	@	-	vastaan␣
lm003:046	1	@	-	ovat␣
lm003:046	4	@	-	kaikki␣
lm003:046	pers%5	@	-	meidän␣
lm003:046	5	@	-	vihamiehemme
lm003:046	-	(.)	-	.␣
lm003:047	lm003:047	lm003:047	VERSE	Val␣3:47␣
lm003:047	4	@	-	Osaksemme␣
lm003:047	3	(@)	-	on␣
lm003:047	3	@	-	tullut␣
lm003:047	1	@	-	kauhu␣
lm003:047	2a	@	-	ja␣
lm003:047	2b	@	-	kuoppa
lm003:047	-	(,)	-	,␣
lm003:047	(5a) 5b	@	-	turmio␣
lm003:047	6a	@	-	ja␣
lm003:047	(6b) 6c	@	-	sortuminen
lm003:047	-	(.)	-	.␣
lm003:048	lm003:048	lm003:048	VERSE	Val␣3:48␣
lm003:048	1 2	@	-	Vesipurot␣
lm003:048	3	@	-	juoksevat␣
