cl001:001	cl001:001	cl001:001	VERSE	Kol␣1:1␣
cl003:012	-	(,)	-	,␣
cl003:012	7	@	-	pyhiä␣
cl003:012	8	@	-	ja␣
cl003:012	9a	@	-	rakkaita
cl003:012	9b	,	-	,␣
cl003:012	10	@	-	sydämelliseen␣
cl003:012	11	@	-	armahtavaisuuteen
cl003:012	-	(,)	-	,␣
cl003:012	12	@	-	ystävällisyyteen
cl003:012	-	(,)	-	,␣
cl003:012	13	@	-	nöyryyteen
cl003:012	-	(,)	-	,␣
cl003:012	14	@	-	sävyisyyteen
cl003:012	-	(,)	-	,␣
cl003:012	15a	@	-	pitkämielisyyteen
cl003:012	15b	,	-	,␣
cl003:013	cl003:013	cl003:013	VERSE	Kol␣3:13␣
cl003:013	1	@	-	kärsikää␣
cl003:013	2	@	-	toinen␣
cl003:013	2	@	-	toistanne␣
cl003:013	3	@	-	ja␣
cl003:013	4	@	-	antakaa␣
cl003:013	5	@	-	toisillenne␣
cl003:013	4	@	-	anteeksi
cl003:013	-	(,)	-	,␣
cl003:013	6	@	-	jos␣
cl003:013	7	@	-	kenellä␣
cl003:013	10	@	-	on␣
cl003:013	11a	@	-	moitetta␣
cl003:013	9	@	-	toista␣
cl003:013	8	@	-	vastaan
cl003:013	11b	.	-	.␣
cl003:013	12	@	-	Niinkuin␣
cl003:013	(14) 15	@	-	Herrakin␣
cl003:013	13	%clitic	kin	
cl003:013	16	(@)	-	on␣
cl003:013	16	@	-	antanut␣
cl003:013	17a	@	-	teille␣
cl003:013	16	@	-	anteeksi
cl003:013	17b	,	-	,␣
cl003:013	18	@	-	niin␣
cl003:013	19	@	-	myös␣
cl003:013	20a	@	-	te␣
cl003:013	-	(@)	-	antakaa
cl003:013	20b	.	-	.␣
cl003:014	cl003:014	cl003:014	VERSE	Kol␣3:14␣
cl003:014	3	@	-	Mutta␣
cl003:014	2	@	-	kaiken␣
cl003:014	4	@	-	tämän␣
cl003:014	1	@	-	lisäksi␣
cl003:014	-	(@)	-	pukeutukaa␣
cl003:014	(5) 6a	@	-	rakkauteen
cl003:014	6b	,	-	,␣
cl003:014	7	@	-	mikä␣
cl003:014	8	@	-	on␣
cl003:014	(10) 11a	@	-	täydellisyyden␣
cl003:014	9	@	-	side
cl003:014	11b	.	-	.␣
cl003:015	cl003:015	cl003:015	VERSE	Kol␣3:15␣
cl003:015	1	@	-	Ja␣
cl003:015	6	@	-	vallitkoon␣
cl003:015	10a	@	-	teidän␣
cl003:015	(8) 9	@	-	sydämissänne␣
cl003:015	7	%case	LOC	
cl003:015	(4) 5	@	-	Kristuksen␣
cl003:015	(2) 3	@	-	rauha
cl003:015	10b	,	-	,␣
cl003:015	12	@	-	johon␣
cl003:015	11	%case	LOC	
cl003:015	14	(@)	-	te␣
cl003:015	14	(@)	-	olette␣
cl003:015	14	@	-	kutsututkin␣
cl003:015	13	%clitic	kin	
cl003:015	16	@	-	yhdessä␣
cl003:015	17a	@	-	ruumiissa
cl003:015	15	%case	LOC	
cl003:015	17b	,	-	,␣
cl003:015	18	@	-	ja␣
cl003:015	20a	@	-	olkaa␣
cl003:015	19	@	-	kiitolliset
cl003:015	20b	.	-	.␣
cl003:016	cl003:016	cl003:016	VERSE	Kol␣3:16␣
cl003:016	8a	@	-	Runsaasti␣
cl003:016	5	@	-	asukoon␣
cl003:016	7	@	-	teissä␣
cl003:016	6	%case	LOC	
cl003:016	(3) 4	@	-	Kristuksen␣
cl003:016	(1) 2	@	-	sana
cl003:016	8b	;	-	;␣
cl003:016	12	@	-	opettakaa␣
cl003:016	13	@	-	ja␣
cl003:016	14	@	-	neuvokaa␣
cl003:016	15a	@	-	toinen␣
cl003:016	15a	@	-	toistanne␣
cl003:016	10	@	-	kaikessa␣
cl003:016	11	@	-	viisaudessa
cl003:016	9	%case	LOC	
cl003:016	15b	,	-	,␣
cl003:016	16	@	-	psalmeilla
cl003:016	-	(,)	-	,␣
cl003:016	17	@	-	kiitosvirsillä␣
cl003:016	-	(@)	-	ja␣
cl003:016	19	@	-	hengellisillä␣
cl003:016	18	@	-	lauluilla
cl003:016	-	(,)	-	,␣
cl003:016	23	@	-	veisaten␣
cl003:016	(21a) 22	@	-	kiitollisesti␣
cl003:016	20a	%case	MAN	
cl003:016	(28) 29a	@	-	Jumalalle␣
cl003:016	(25) 26	@	-	sydämissänne
cl003:016	27	%pers	?	
cl003:016	24	%case	LOC	
cl003:016	29b	.	-	.␣
cl003:017	cl003:017	cl003:017	VERSE	Kol␣3:17␣
cl003:017	1	@	-	Ja␣
cl003:017	2	@	-	kaikki
cl003:017	-	(,)	-	,␣
cl003:017	3 4	@	-	minkä␣
cl003:017	6	@	-	teette␣
cl003:017	5	%modus	IND	
cl003:017	8	@	-	sanalla␣
cl003:017	7	%case	LOC	
cl003:017	9	@	-	tai␣
cl003:017	11a	@	-	työllä
cl003:017	10	%case	LOC	
cl003:017	11b	,	-	,␣
cl003:017	12	@	-	kaikki␣
cl003:017	-	(@)	-	tehkää␣
cl003:017	15	@	-	Herran␣
cl003:017	16a	@	-	Jeesuksen␣
cl003:017	14	@	-	nimessä
cl003:017	13	%case	LOC	
cl003:017	16b	,	-	,␣
cl003:017	17	@	-	kiittäen␣
cl003:017	20	@	-	Isää␣
cl003:017	(18) 19	@	-	Jumalaa␣
cl003:017	22a	@	-	hänen␣
cl003:017	21	@	-	kauttansa
cl003:017	22b	.	-	.␣
cl003:018	cl003:018	cl003:018	VERSE	Kol␣3:18␣
cl003:018	(1) 2a	@	-	Vaimot
cl003:018	2b	,	-	,␣
cl003:018	3	@	-	olkaa␣
cl003:018	(4) 5	@	-	miehillenne␣
cl003:018	3	@	-	alamaiset
cl003:018	-	(,)	-	,␣
cl003:018	6	@	-	niinkuin␣
cl003:018	7	@	-	sopii␣
cl003:018	9a	@	-	Herrassa
cl003:018	8	%case	LOC	
cl003:018	9b	.	-	.␣
cl003:019	cl003:019	cl003:019	VERSE	Kol␣3:19␣
cl003:019	(1) 2a	@	-	Miehet
cl003:019	2b	,	-	,␣
cl003:019	3	@	-	rakastakaa␣
cl003:019	(4) 5	@	-	vaimojanne
cl003:019	-	(,)	-	,␣
cl003:019	7	@	-	älkääkä␣
cl003:019	6	%clitic	kA	
cl003:019	8	@	-	olko␣
cl003:019	10a	@	-	heitä␣
cl003:019	9	@	-	kohtaan␣
cl003:019	8	@	-	katkerat
cl003:019	10b	.	-	.␣
cl003:020	cl003:020	cl003:020	VERSE	Kol␣3:20␣
cl003:020	(1) 2a	@	-	Lapset
cl003:020	2b	,	-	,␣
cl003:020	3	@	-	olkaa␣
cl003:020	(4) 5	@	-	vanhemmillenne␣
cl003:020	3	@	-	kuuliaiset␣
cl003:020	7a	@	-	kaikessa
cl003:020	6	%case	LOC	
cl003:020	7b	,	-	,␣
cl003:020	9	@	-	sillä␣
cl003:020	8	@	-	se␣
cl003:020	11	@	-	on␣
cl003:020	10	@	-	otollista␣
cl003:020	13a	@	-	Herrassa
cl003:020	12	%case	LOC	
cl003:020	13b	.	-	.␣
cl003:021	cl003:021	cl003:021	VERSE	Kol␣3:21␣
cl003:021	(1) 2a	@	-	Isät
cl003:021	2b	,	-	,␣
cl003:021	3	@	-	älkää␣
cl003:021	4	@	-	kiihoittako␣
cl003:021	(5) 6	@	-	lapsianne
cl003:021	7a	%pers	?	
cl003:021	7b	,	-	,␣
cl003:021	9	@	-	etteivät␣
cl003:021	8	%case	?	
cl003:021	10a	(@)	-	he␣
cl003:021	10a	@	-	kävisi␣
cl003:021	10a	@	-	aroiksi
cl003:021	10b	.	-	.␣
cl003:022	cl003:022	cl003:022	VERSE	Kol␣3:22␣
cl003:022	(1) 2a	@	-	Palvelijat
cl003:022	2b	,	-	,␣
cl003:022	3	@	-	olkaa␣
cl003:022	8	@	-	maallisille␣
cl003:022	7	%case	LOC	
cl003:022	(6) 9a	@	-	isännillenne␣
cl003:022	5	@	-	kaikessa␣
cl003:022	4	%case	LOC	
cl003:022	3	@	-	kuuliaiset
cl003:022	9b	,	-	,␣
cl003:022	10	@	-	ei␣
cl003:022	12	@	-	silmänpalvelijoina
cl003:022	11	%case	ESS	
cl003:022	-	(,)	-	,␣
cl003:022	14a	@	-	ihmisille␣
cl003:022	14a	@	-	mieliksi
cl003:022	13	%inflection	DER.ADV	
cl003:022	14b	,	-	,␣
cl003:022	15	@	-	vaan␣
cl003:022	18	@	-	sydämen␣
cl003:022	17	@	-	yksinkertaisuudessa␣
cl003:022	16	%case	LOC	
cl003:022	19	@	-	peljäten␣
cl003:022	(20) 21a	@	-	Herraa
cl003:022	21b	.	-	.␣
cl003:023	cl003:023	cl003:023	VERSE	Kol␣3:23␣
cl003:023	1	@	-	Kaikki
cl003:023	-	(,)	-	,␣
cl003:023	1	@	-	mitä␣
cl003:023	3a	@	-	teette
cl003:023	2	%modus	IND	
cl003:023	-	(,)	-	,␣
cl003:023	-	(@)	-	se␣
cl003:023	6	@	-	tehkää␣
cl003:023	5	@	-	sydämestänne
cl003:023	4	%case	LOC	
cl003:023	-	(,)	-	,␣
cl003:023	7	@	-	niinkuin␣
cl003:023	(8) 9	@	-	Herralle␣
cl003:023	11	@	-	eikä␣
cl003:023	10	%clitic	kA	
cl003:023	12a	@	-	ihmisille
cl003:023	12b	,	-	,␣
cl003:024	cl003:024	cl003:024	VERSE	Kol␣3:24␣
cl003:024	1	@	-	tietäen
cl003:024	-	(,)	-	,␣
cl003:024	2	@	-	että␣
cl003:024	5	(@)	-	te␣
cl003:024	5	@	-	saatte␣
cl003:024	4	@	-	Herralta␣
cl003:024	3	%case	LOC	
cl003:024	(6) 7	@	-	palkaksi␣
cl003:024	(8) 9a	@	-	perinnön
cl003:024	-	(;)	-	;␣
cl003:024	13	(@)	-	te␣
cl003:024	13	@	-	palvelette␣
cl003:024	(10) 11	@	-	Herraa␣
cl003:024	12	@	-	Kristusta
cl003:024	-	(.)	-	.␣
cl003:025	cl003:025	cl003:025	VERSE	Kol␣3:25␣
cl003:025	2	@	-	Sillä␣
cl003:025	1	@	-	se
cl003:025	-	(,)	-	,␣
cl003:025	1	@	-	joka␣
cl003:025	3	@	-	tekee␣
cl003:025	3	@	-	väärin
cl003:025	-	(,)	-	,␣
cl003:025	4	(@)	-	on␣
cl003:025	4	@	-	saava␣
cl003:025	4	@	-	takaisin
cl003:025	-	(,)	-	,␣
cl003:025	5	@	-	mitä␣
cl003:025	6a	(@)	-	on␣
cl003:025	6a	@	-	väärin␣
cl003:025	6a	@	-	tehnyt
cl003:025	6b	;	-	;␣
cl003:025	7	@	-	ja␣
cl003:025	10a	@	-	henkilöön␣
cl003:025	8	@	-	ei␣
cl003:025	10a	@	-	katsota
cl003:025	9	%tasp	PRES	
cl003:025	10b	.	-	.␣
cl004:001	cl004:001	cl004:001	VERSE	Kol␣4:1␣
cl004:001	(1) 2a	@	-	Isännät
cl004:001	2b	,	-	,␣
cl004:001	10a	@	-	tehkää␣
cl004:001	(8) 9	@	-	palvelijoillenne
cl004:001	-	(,)	-	,␣
cl004:001	3	@	-	mitä␣
cl004:001	4	@	-	oikeus␣
cl004:001	5	@	-	ja␣
cl004:001	(6) 7	@	-	kohtuus␣
cl004:001	-	(@)	-	vaatii
cl004:001	10b	,	-	,␣
cl004:001	11	(@)	-	sillä␣
cl004:001	11	(@)	-	te␣
cl004:001	11	@	-	tiedätte
cl004:001	-	(,)	-	,␣
cl004:001	12	@	-	että␣
cl004:001	14	@	-	teilläkin␣
cl004:001	13	%clitic	kin	
cl004:001	15	@	-	on␣
cl004:001	16	@	-	Herra␣
cl004:001	18a	@	-	taivaassa
cl004:001	17	%case	LOC	
cl004:001	18b	.	-	.␣
cl004:002	cl004:002	cl004:002	VERSE	Kol␣4:2␣
cl004:002	3a	@	-	Olkaa␣
cl004:002	3a	@	-	kestäväiset␣
cl004:002	(1) 2	@	-	rukouksessa␣
cl004:002	-	(@)	-	ja␣
cl004:002	6	@	-	siinä␣
cl004:002	5	%case	LOC	
cl004:002	8a	@	-	kiittäen␣
cl004:002	7	%case	MAN	
cl004:002	4	@	-	valvokaa
cl004:002	8b	,	-	,␣
cl004:003	cl004:003	cl004:003	VERSE	Kol␣4:3␣
cl004:003	1	@	-	rukoillen␣
cl004:003	2	@	-	samalla␣
cl004:003	5a	@	-	meidänkin␣
cl004:003	3	%clitic	kin	
cl004:003	4	@	-	edestämme
cl004:003	5b	,	-	,␣
cl004:003	6	@	-	että␣
cl004:003	(7) 8	@	-	Jumala␣
cl004:003	9	@	-	avaisi␣
cl004:003	10	@	-	meille␣
cl004:003	(12) 13	@	-	sanan␣
cl004:003	11	@	-	oven␣
cl004:003	14	@	-	puhuaksemme␣
cl004:003	(17) 18a	@	-	Kristuksen␣
cl004:003	(15) 16	@	-	salaisuutta
cl004:003	18b	,	-	,␣
cl004:003	20	@	-	jonka␣
cl004:003	19	@	-	tähden␣
cl004:003	22a	(@)	-	minä␣
cl004:003	21	@	-	myös␣
cl004:003	22a	(@)	-	olen␣
cl004:003	22a	@	-	sidottuna
cl004:003	22b	,	-	,␣
cl004:004	cl004:004	cl004:004	VERSE	Kol␣4:4␣
cl004:004	1	@	-	että␣
cl004:004	2	(@)	-	minä␣
cl004:004	3	@	-	sen␣
cl004:004	2	@	-	ilmoittaisin
cl004:004	-	(,)	-	,␣
cl004:004	4	@	-	niinkuin␣
cl004:004	6	@	-	minun␣
cl004:004	5	@	-	tulee␣
cl004:004	7a	@	-	puhua
cl004:004	7b	.	-	.␣
cl004:005	cl004:005	cl004:005	VERSE	Kol␣4:5␣
cl004:005	3	@	-	Vaelluksessanne␣
cl004:005	-	(@)	-	olkaa␣
cl004:005	2	@	-	viisaat␣
cl004:005	1	%case	NOM	
cl004:005	6	@	-	ulkopuolella␣
cl004:005	pro%5	@	-	olevia␣
cl004:005	4	@	-	kohtaan
cl004:005	-	(,)	-	,␣
cl004:005	-	(@)	-	ja␣
cl004:005	9a	@	-	ottakaa␣
cl004:005	9a	@	-	vaari␣
cl004:005	(7) 8	@	-	oikeasta␣
cl004:005	(7) 8	@	-	hetkestä
cl004:005	9b	.	-	.␣
cl004:006	cl004:006	cl004:006	VERSE	Kol␣4:6␣
cl004:006	-	(@)	-	Olkoon␣
cl004:006	(1) 2	@	-	puheenne␣
cl004:006	3	%pers	?	
cl004:006	4	@	-	aina␣
cl004:006	6a	@	-	suloista
cl004:006	5	%case	PTV	
cl004:006	6b	,	-	,␣
cl004:006	7	@	-	suolalla␣
cl004:006	8a	@	-	höystettyä
cl004:006	-	(,)	-	,␣
cl004:006	-	(@)	-	ja␣
cl004:006	9	@	-	tietäkää
cl004:006	-	(,)	-	,␣
cl004:006	10	@	-	kuinka␣
cl004:006	12	@	-	teidän␣
cl004:006	11	@	-	tulee␣
cl004:006	13 14	@	-	itsekullekin␣
cl004:006	15a	@	-	vastata
cl004:006	15b	.	-	.␣
cl004:007	cl004:007	cl004:007	VERSE	Kol␣4:7␣
cl004:007	(1) 4	@	-	Kaikista␣
cl004:007	3	@	-	minun␣
cl004:007	pro%2	@	-	oloistani␣
cl004:007	5	@	-	antaa␣
cl004:007	6	@	-	teille␣
cl004:007	5	@	-	tiedon␣
cl004:007	7	@	-	Tykikus
cl004:007	-	(,)	-	,␣
cl004:007	9	@	-	rakas␣
cl004:007	10 (8)	@	-	veli␣
cl004:007	11	@	-	ja␣
cl004:007	12	@	-	uskollinen␣
cl004:007	13	@	-	palvelija
cl004:007	(14)	-	UNTRANSLATED	
cl004:007	-	(,)	-	,␣
cl004:007	-	(@)	-	minun␣
cl004:007	15	@	-	kanssapalvelijani␣
cl004:007	17a	@	-	Herrassa
cl004:007	16	%case	LOC	
cl004:007	17b	.	-	.␣
cl004:008	cl004:008	cl004:008	VERSE	Kol␣4:8␣
cl004:008	1	@	-	Hänet␣
cl004:008	2	(@)	-	minä␣
cl004:008	2	@	-	lähetän␣
cl004:008	4	@	-	teidän␣
cl004:008	3	@	-	tykönne␣
cl004:008	6	@	-	juuri␣
cl004:008	7a	@	-	sitä␣
cl004:008	5	@	-	varten
cl004:008	7b	,	-	,␣
cl004:008	8	@	-	että␣
cl004:008	tasp%9	@	-	saisitte␣
cl004:008	9	@	-	tietää␣
cl004:008	10 11	@	-	tilamme␣
cl004:008	12	%case	NOM.GEN	
cl004:008	13	@	-	ja␣
cl004:008	-	(@)	-	että␣
cl004:008	14	(@)	-	hän␣
cl004:008	14	@	-	lohduttaisi␣
cl004:008	17a	@	-	teidän␣
cl004:008	(15) 16	@	-	sydämiänne
cl004:008	17b	;	-	;␣
cl004:009	cl004:009	cl004:009	VERSE	Kol␣4:9␣
cl004:009	-	(@)	-	ja␣
cl004:009	1	@	-	myös␣
cl004:009	2	@	-	Onesimuksen
cl004:009	-	(,)	-	,␣
cl004:009	(3) 4	@	-	uskollisen␣
cl004:009	5	@	-	ja␣
cl004:009	6	@	-	rakkaan␣
cl004:009	7a	@	-	veljen
cl004:009	7b	,	-	,␣
cl004:009	8	@	-	joka␣
cl004:009	9	@	-	on␣
cl004:009	11a	@	-	teikäläisiä
cl004:009	10	%case	PTV	
cl004:009	-	(;)	-	;␣
cl004:009	14	(@)	-	he␣
cl004:009	14	@	-	ilmoittavat␣
cl004:009	13	@	-	teille
cl004:009	-	(,)	-	,␣
cl004:009	pro%15	@	-	kuinka␣
cl004:009	16a	@	-	täällä␣
cl004:009	12	@	-	kaikki␣
cl004:009	pro%15	@	-	on
cl004:009	16b	.	-	.␣
cl004:010	cl004:010	cl004:010	VERSE	Kol␣4:10␣
cl004:010	2	@	-	Teille␣
cl004:010	1	@	-	lähettää␣
cl004:010	1	@	-	tervehdyksen␣
cl004:010	3	@	-	Aristarkus
cl004:010	-	(,)	-	,␣
cl004:010	6	@	-	minun␣
cl004:010	(4) 5	@	-	vankitoverini
cl004:010	-	(,)	-	,␣
cl004:010	7	@	-	ja␣
cl004:010	8	@	-	Markus
cl004:010	-	(,)	-	,␣
cl004:010	11a	@	-	Barnabaan␣
cl004:010	10 (9)	@	-	serkku
cl004:010	11b	,	-	,␣
cl004:010	13	@	-	josta␣
cl004:010	12	%case	LOC	
cl004:010	14	(@)	-	olette␣
cl004:010	14	@	-	saaneet␣
cl004:010	15a	@	-	ohjeita␣
cl004:010	15b	-	-	-␣
cl004:010	16	@	-	jos␣
cl004:010	17	(@)	-	hän␣
cl004:010	17	@	-	tulee␣
cl004:010	19a	@	-	teidän␣
cl004:010	18	@	-	tykönne
cl004:010	-	(,)	-	,␣
cl004:010	-	(@)	-	niin␣
cl004:010	20	@	-	ottakaa␣
cl004:010	21a	@	-	hänet␣
cl004:010	20	@	-	vastaan␣
cl004:010	21b	-	-	-␣
cl004:011	cl004:011	cl004:011	VERSE	Kol␣4:11␣
cl004:011	1	@	-	ja␣
cl004:011	2	@	-	Jeesus
cl004:011	-	(,)	-	,␣
cl004:011	3	@	-	jota␣
cl004:011	4	@	-	sanotaan␣
cl004:011	5a	@	-	Justukseksi
cl004:011	5b	;	-	;␣
cl004:011	6	@	-	nämä␣
cl004:011	7	@	-	ovat␣
cl004:011	9a	@	-	ympärileikatuista␣
cl004:011	8	%case	LOC	
cl004:011	11	@	-	ainoat
cl004:011	-	(,)	-	,␣
cl004:011	10	@	-	jotka␣
cl004:011	-	(@)	-	ovat␣
cl004:011	-	(@)	-	olleet␣
cl004:011	-	(@)	-	minun␣
cl004:011	12	@	-	auttajani␣
cl004:011	12	@	-	työssä␣
cl004:011	(16) 17a	@	-	Jumalan␣
cl004:011	(14) 15	@	-	valtakunnan␣
cl004:011	13	@	-	hyväksi
cl004:011	-	(,)	-	,␣
cl004:011	-	(@)	-	ja␣
cl004:011	18	@	-	he␣
cl004:011	19	(@)	-	ovat␣
cl004:011	19	@	-	olleet␣
cl004:011	20	@	-	minulle␣
cl004:011	21a	@	-	lohdutukseksi
cl004:011	21b	.	-	.␣
cl004:012	cl004:012	cl004:012	VERSE	Kol␣4:12␣
cl004:012	1	@	-	Tervehdyksen␣
cl004:012	1	@	-	lähettää␣
cl004:012	2	@	-	teille␣
cl004:012	(4) 6a	@	-	teikäläinen␣
cl004:012	5	%case	NOM	
cl004:012	3	@	-	Epafras
cl004:012	6b	,	-	,␣
cl004:012	8a	@	-	Kristuksen␣
cl004:012	9a	@	-	Jeesuksen␣
cl004:012	7	@	-	palvelija
cl004:012	-	(,)	-	,␣
cl004:012	11	(@)	-	joka␣
cl004:012	(15) 16a	@	-	rukouksissaan␣
cl004:012	14	%case	LOC	
cl004:012	10	@	-	aina␣
cl004:012	11	@	-	taistelee␣
cl004:012	13	@	-	teidän␣
cl004:012	12	@	-	puolestanne
cl004:012	16b	,	-	,␣
cl004:012	17	@	-	että␣
cl004:012	18	(@)	-	te␣
cl004:012	18	@	-	pysyisitte␣
cl004:012	19	@	-	täydellisinä␣
cl004:012	20	@	-	ja␣
cl004:012	21	@	-	täysin␣
cl004:012	21	@	-	vahvoina␣
cl004:012	23	@	-	kaikessa
cl004:012	22	%case	LOC	
cl004:012	-	(,)	-	,␣
cl004:012	-	(@)	-	mikä␣
cl004:012	-	(@)	-	on␣
cl004:012	(25) 26a	@	-	Jumalan␣
cl004:012	24	@	-	tahto
cl004:012	26b	.	-	.␣
cl004:013	cl004:013	cl004:013	VERSE	Kol␣4:13␣
cl004:013	2	@	-	Sillä␣
cl004:013	1	(@)	-	minä␣
cl004:013	1	@	-	annan␣
cl004:013	3	@	-	hänestä␣
cl004:013	-	(@)	-	sen␣
cl004:013	1	@	-	todistuksen
cl004:013	-	(,)	-	,␣
cl004:013	4	@	-	että␣
cl004:013	5	(@)	-	hän␣
cl004:013	5	@	-	näkee␣
cl004:013	6	@	-	paljon␣
cl004:013	7	@	-	vaivaa␣
cl004:013	9	@	-	teidän␣
cl004:013	8	@	-	hyväksenne␣
cl004:013	10	@	-	ja␣
cl004:013	11	@	-	niiden␣
cl004:013	-	(@)	-	hyväksi
cl004:013	-	(,)	-	,␣
cl004:013	11	@	-	jotka␣
cl004:013	-	(@)	-	ovat␣
cl004:013	13	@	-	Laodikeassa
cl004:013	12	%case	LOC	
cl004:013	-	(,)	-	,␣
cl004:013	14	@	-	sekä␣
cl004:013	15	@	-	niiden
cl004:013	-	(,)	-	,␣
cl004:013	15	@	-	jotka␣
cl004:013	-	(@)	-	ovat␣
cl004:013	17a	@	-	Hierapolissa
cl004:013	16	%case	LOC	
cl004:013	17b	.	-	.␣
cl004:014	cl004:014	cl004:014	VERSE	Kol␣4:14␣
cl004:014	3	@	-	Luukas
cl004:014	-	(,)	-	,␣
cl004:014	(6) 7	@	-	rakas␣
cl004:014	(4) 5	@	-	lääkäri
cl004:014	-	(,)	-	,␣
cl004:014	1	@	-	lähettää␣
cl004:014	2	@	-	teille␣
cl004:014	1	@	-	tervehdyksen
cl004:014	-	(,)	-	,␣
cl004:014	-	(@)	-	niin␣
cl004:014	8	@	-	myös␣
cl004:014	9a	@	-	Deemas
cl004:014	9b	.	-	.␣
cl004:015	cl004:015	cl004:015	VERSE	Kol␣4:15␣
cl004:015	1	@	-	Tervehdys␣
cl004:015	4	@	-	Laodikeassa␣
cl004:015	3	%case	LOC	
cl004:015	pro%2	@	-	oleville␣
cl004:015	5	@	-	veljille␣
cl004:015	6	@	-	ja␣
cl004:015	7	@	-	Nymfalle␣
cl004:015	8	@	-	sekä␣
cl004:015	12	@	-	hänen␣
cl004:015	11	@	-	kodissaan␣
cl004:015	pro%10	@	-	kokoontuvalle␣
cl004:015	13a (9)	@	-	seurakunnalle
cl004:015	13b	.	-	.␣
cl004:016	cl004:016	cl004:016	VERSE	Kol␣4:16␣
cl004:016	1	@	-	Ja␣
cl004:016	2	@	-	kun␣
cl004:016	6	@	-	tämä␣
cl004:016	7a	@	-	kirje␣
cl004:016	3	(@)	-	on␣
cl004:016	3	@	-	luettu␣
cl004:016	5	@	-	teille
cl004:016	4	%case	LOC	
cl004:016	-	(,)	-	,␣
cl004:016	-	(@)	-	niin␣
cl004:016	8	@	-	toimittakaa
cl004:016	-	(,)	-	,␣
cl004:016	9	@	-	että␣
cl004:016	15a	(@)	-	se␣
cl004:016	15a	@	-	luetaan␣
cl004:016	13	@	-	Laodikeankin␣
cl004:016	10	%clitic	kin	
cl004:016	(12) 14	@	-	seurakunnassa␣
cl004:016	11	%case	LOC	
cl004:016	16	@	-	ja␣
cl004:016	20	@	-	että␣
cl004:016	21	@	-	myös␣
cl004:016	22	@	-	te␣
cl004:016	23a	@	-	luette␣
cl004:016	19	@	-	Laodikeasta␣
cl004:016	18	%case	LOC	
cl004:016	pro%17	@	-	tulevan␣
cl004:016	pro%17	@	-	kirjeen
cl004:016	23b	.	-	.␣
cl004:017	cl004:017	cl004:017	VERSE	Kol␣4:17␣
cl004:017	1	@	-	Ja␣
cl004:017	2	@	-	sanokaa␣
cl004:017	3a	@	-	Arkippukselle
cl004:017	3b	:	-	:␣
cl004:017	3b	@	-	"
cl004:017	4	@	-	Ota␣
cl004:017	4	@	-	vaari␣
cl004:017	(5) 6	@	-	virasta
cl004:017	-	(,)	-	,␣
cl004:017	7	@	-	jonka␣
cl004:017	8	(@)	-	olet␣
cl004:017	8	@	-	saanut␣
cl004:017	10a	@	-	Herrassa
cl004:017	9	%case	LOC	
cl004:017	10b	,	-	,␣
cl004:017	11	@	-	että␣
cl004:017	12	@	-	sen␣
cl004:017	13a	@	-	täysin␣
cl004:017	13a	@	-	toimitat
cl004:017	13b	@	-	"
cl004:017	13b	.	-	.␣
cl004:018	cl004:018	cl004:018	VERSE	Kol␣4:18␣
cl004:018	(1) 2	@	-	Tervehdys␣
cl004:018	-	(@)	-	minulta
cl004:018	-	(,)	-	,␣
cl004:018	6a	@	-	Paavalilta
cl004:018	-	(,)	-	,␣
cl004:018	(3) 4 5	@	-	omakätisesti
cl004:018	6b	.	-	.␣
cl004:018	7	@	-	Muistakaa␣
cl004:018	8	@	-	minun␣
cl004:018	10a (9)	@	-	kahleitani
cl004:018	-	(.)	-	.␣
cl004:018	(11) 12	@	-	Armo␣
cl004:018	-	(@)	-	olkoon␣
cl004:018	14a	@	-	teidän␣
cl004:018	13	@	-	kanssanne
cl004:018	14b	.	-	.␣
