ac001:001	ac001:001	ac001:001	VERSE	Apt␣1:1␣
ac015:012	-	(,)	-	,␣
ac015:012	12	@	-	kuinka␣
ac015:012	12	@	-	suuria␣
ac015:012	16	@	-	tunnustekoja␣
ac015:012	17	@	-	ja␣
ac015:012	18	@	-	ihmeitä␣
ac015:012	(14) 15	@	-	Jumala␣
ac015:012	13	(@)	-	oli␣
ac015:012	13	@	-	tehnyt␣
ac015:012	(20) 21	@	-	pakanain␣
ac015:012	19	@	-	keskuudessa␣
ac015:012	23a	@	-	heidän␣
ac015:012	22	@	-	kauttansa
ac015:012	23b	.	-	.␣
ac015:013	ac015:013	ac015:013	VERSE	Apt␣15:13␣
ac015:013	1	@	-	Kun␣
ac015:013	(2)	-	UNTRANSLATED	
ac015:013	5	@	-	he␣
ac015:013	(3) 4	(@)	-	olivat␣
ac015:013	(3) 4	@	-	lakanneet␣
ac015:013	(3) 4	@	-	puhumasta
ac015:013	-	(,)	-	,␣
ac015:013	6	@	-	lausui␣
ac015:013	7	@	-	Jaakob
ac015:013	(8a)	-	UNTRANSLATED	
ac015:013	-	(:)	-	:␣
ac015:013	-	(@)	-	"
ac015:013	9	@	-	Miehet
ac015:013	-	(,)	-	,␣
ac015:013	10a	@	-	veljet
ac015:013	10b	,	-	,␣
ac015:013	11	@	-	kuulkaa␣
ac015:013	12a	@	-	minua
ac015:013	-	(!)	-	!␣
ac015:014	ac015:014	ac015:014	VERSE	Apt␣15:14␣
ac015:014	1	@	-	Simeon␣
ac015:014	2	(@)	-	on␣
ac015:014	2	@	-	kertonut
ac015:014	-	(,)	-	,␣
ac015:014	3	@	-	kuinka␣
ac015:014	(5) 6	@	-	Jumala␣
ac015:014	4	@	-	ensi␣
ac015:014	4	@	-	kerran␣
ac015:014	7	@	-	katsoi␣
ac015:014	10	@	-	pakanain␣
ac015:014	7	@	-	puoleen␣
ac015:014	8	@	-	ottaakseen␣
ac015:014	pro%10	@	-	heistä␣
ac015:014	9	%case	LOC	
ac015:014	11	@	-	kansan␣
ac015:014	-	(@)	-	omalle␣
ac015:014	(12) 13	@	-	nimellensä
ac015:014	14a	%pers	3	
ac015:014	14b	.	-	.␣
ac015:015	ac015:015	ac015:015	VERSE	Apt␣15:15␣
ac015:015	1	@	-	Ja␣
ac015:015	2	@	-	tämän␣
ac015:015	case%2	@	-	kanssa␣
ac015:015	3	@	-	pitävät␣
ac015:015	3	@	-	yhtä␣
ac015:015	(6) 7	@	-	profeettain␣
ac015:015	(4) 5	@	-	sanat
ac015:015	-	(,)	-	,␣
ac015:015	-	(@)	-	sillä␣
ac015:015	8	@	-	näin␣
ac015:015	9a	(@)	-	on␣
ac015:015	9a	@	-	kirjoitettu
ac015:015	9b	:	-	:␣
ac015:016	ac015:016	ac015:016	VERSE	Apt␣15:16␣
ac015:016	-	(@)	-	'
ac015:016	2	@	-	Sen␣
ac015:016	1	@	-	jälkeen␣
ac015:016	3	(@)	-	minä␣
ac015:016	3	@	-	palajan␣
ac015:016	4	@	-	ja␣
ac015:016	5	@	-	pystytän␣
ac015:016	5	@	-	jälleen␣
ac015:016	8	@	-	Daavidin␣
ac015:016	10 (9)	@	-	sortuneen␣
ac015:016	(6) 7	@	-	majan
ac015:016	-	(;)	-	;␣
ac015:016	(11)	-	UNTRANSLATED	
ac015:016	15	(@)	-	minä␣
ac015:016	15	@	-	korjaan␣
ac015:016	14	@	-	sen␣
ac015:016	(12) 13	@	-	repeämät␣
ac015:016	16	@	-	ja␣
ac015:016	17	@	-	nostan␣
ac015:016	18a	@	-	sen␣
ac015:016	17	@	-	jälleen␣
ac015:016	17	@	-	pystyyn
ac015:016	18b	,	-	,␣
ac015:017	ac015:017	ac015:017	VERSE	Apt␣15:17␣
ac015:017	1	@	-	että␣
ac015:017	(4) 5	@	-	jäljelle␣
ac015:017	(4) 5	@	-	jääneet␣
ac015:017	(6) 7	@	-	ihmiset␣
ac015:017	3	@	-	etsisivät␣
ac015:017	(8) 9	@	-	Herraa
ac015:017	-	(,)	-	,␣
ac015:017	10	@	-	ynnä␣
ac015:017	11	@	-	kaikki␣
ac015:017	(12) 13	@	-	pakanat
ac015:017	-	(,)	-	,␣
ac015:017	15	@	-	jotka␣
ac015:017	14	%case	NOM	
ac015:017	16	(@)	-	ovat␣
ac015:017	19	@	-	minun␣
ac015:017	(17) 18	@	-	nimiini␣
ac015:017	16	@	-	otetut
ac015:017	(20) (21a)	-	UNTRANSLATED	
ac015:017	-	(,)	-	,␣
ac015:017	22	@	-	sanoo␣
ac015:017	23	@	-	Herra
ac015:017	-	(,)	-	,␣
ac015:017	24	(@)	-	joka␣
ac015:017	25	@	-	tämän␣
ac015:017	24	@	-	tekee
ac015:017	-	(,)	-	,␣
ac015:018	ac015:018	ac015:018	VERSE	Apt␣15:18␣
ac015:018	1	(@)	-	mikä␣
ac015:018	1	(@)	-	on␣
ac015:018	1	(@)	-	ollut␣
ac015:018	1	@	-	tunnettua␣
ac015:018	2	@	-	hamasta␣
ac015:018	3a	@	-	ikiajoista
ac015:018	3b	@	-	'
ac015:018	3b	.	-	.␣
ac015:019	ac015:019	ac015:019	VERSE	Apt␣15:19␣
ac015:019	1	@	-	Sentähden␣
ac015:019	2	@	-	minä␣
ac015:019	3	@	-	olen␣
ac015:019	3	@	-	sitä␣
ac015:019	3	@	-	mieltä
ac015:019	-	(,)	-	,␣
ac015:019	4	@	-	ettei␣
ac015:019	5	@	-	tule␣
ac015:019	5	@	-	rasittaa␣
ac015:019	6	@	-	niitä
ac015:019	-	(,)	-	,␣
ac015:019	6	@	-	jotka␣
ac015:019	(8) 9	@	-	pakanuudesta␣
ac015:019	7	%case	LOC	
ac015:019	10	@	-	kääntyvät␣
ac015:019	(12) 13a	@	-	Jumalan␣
ac015:019	11	@	-	puoleen
ac015:019	13b	,	-	,␣
ac015:020	ac015:020	ac015:020	VERSE	Apt␣15:20␣
ac015:020	1	@	-	vaan␣
ac015:020	3	@	-	heille␣
ac015:020	2	@	-	kirjoitettakoon
ac015:020	-	(,)	-	,␣
ac015:020	-	(@)	-	että␣
ac015:020	-	(@)	-	heidän␣
ac015:020	(4) 5	(@)	-	pitää␣
ac015:020	(4) 5	@	-	karttaman␣
ac015:020	(8) 9	@	-	epäjumalien␣
ac015:020	(6) 7	@	-	saastuttamaa␣
ac015:020	10	@	-	ja␣
ac015:020	(11) 12	@	-	haureutta␣
ac015:020	13	@	-	ja␣
ac015:020	(14) 15	@	-	lihaa
ac015:020	-	(,)	-	,␣
ac015:020	(14) 15	@	-	josta␣
ac015:020	(14) 15	@	-	ei␣
ac015:020	(14) 15	@	-	veri␣
ac015:020	(14) 15	(@)	-	ole␣
ac015:020	(14) 15	@	-	laskettu
ac015:020	-	(,)	-	,␣
ac015:020	16	@	-	sekä␣
ac015:020	(17) 18a	@	-	verta
ac015:020	18b	.	-	.␣
ac015:021	ac015:021	ac015:021	VERSE	Apt␣15:21␣
ac015:021	2	@	-	Sillä␣
ac015:021	1	@	-	Mooseksella␣
ac015:021	11	@	-	on␣
ac015:021	5	@	-	ammoisista␣
ac015:021	4	@	-	ajoista␣
ac015:021	3	@	-	asti␣
ac015:021	pro%6	@	-	joka␣
ac015:021	7	@	-	kaupungissa␣
ac015:021	(8) 9	@	-	julistajansa
ac015:021	10	%pers	3	
ac015:021	-	(;)	-	;␣
ac015:021	18a	@	-	luetaanhan␣
ac015:021	-	(@)	-	häntä␣
ac015:021	(13) 14	@	-	synagoogissa␣
ac015:021	12	%case	LOC	
ac015:021	16	@	-	jokaisena␣
ac015:021	17	@	-	sapattina
ac015:021	15	%case	ESS	
ac015:021	18b	.	-	.
ac015:021	18b	@	-	"␣
ac015:022	ac015:022	ac015:022	VERSE	Apt␣15:22␣
ac015:022	1	@	-	Silloin␣
ac015:022	(3) 4	@	-	apostolit␣
ac015:022	5	@	-	ja␣
ac015:022	(6) 7	@	-	vanhimmat␣
ac015:022	-	(@)	-	ja␣
ac015:022	9	@	-	koko␣
ac015:022	(10) 11	@	-	seurakunta␣
ac015:022	8	%case	NOM	
ac015:022	2	@	-	näkivät␣
ac015:022	2	@	-	hyväksi␣
ac015:022	12	@	-	valita␣
ac015:022	15	@	-	keskuudestaan␣
ac015:022	14	%case	LOC	
ac015:022	-	(@)	-	muutamia␣
ac015:022	13	@	-	miehiä␣
ac015:022	-	(@)	-	ja␣
ac015:022	16	@	-	lähettää␣
ac015:022	-	(@)	-	heidät␣
ac015:022	18	@	-	Antiokiaan␣
ac015:022	17	%case	LOC	
ac015:022	(20) 21	@	-	Paavalin␣
ac015:022	22	@	-	ja␣
ac015:022	23a	@	-	Barnabaan␣
ac015:022	19	@	-	mukana
ac015:022	-	(,)	-	,␣
ac015:022	-	(@)	-	nimittäin␣
ac015:022	24	@	-	Juudaan
ac015:022	-	(,)	-	,␣
ac015:022	25	@	-	jota␣
ac015:022	26	@	-	kutsuttiin␣
ac015:022	27	@	-	Barsabbaaksi
ac015:022	-	(,)	-	,␣
ac015:022	28	@	-	ja␣
ac015:022	29a	@	-	Silaan
ac015:022	-	(,)	-	,␣
ac015:022	-	(@)	-	jotka␣
ac015:022	-	(@)	-	olivat␣
ac015:022	31	@	-	johtavia␣
ac015:022	30	@	-	miehiä␣
ac015:022	(33) 34a	@	-	veljien␣
ac015:022	32	@	-	joukossa
ac015:022	34b	;	-	;␣
ac015:023	ac015:023	ac015:023	VERSE	Apt␣15:23␣
ac015:023	-	(@)	-	ja␣
ac015:023	1	@	-	kirjoittivat␣
ac015:023	4a	@	-	heidän␣
ac015:023	pro%3	@	-	mukaansa␣
ac015:023	2	%case	LOC	
ac015:023	-	(@)	-	näin␣
ac015:023	-	(@)	-	kuuluvan␣
ac015:023	-	(@)	-	kirjeen
ac015:023	4b	:	-	:␣
ac015:023	4b	@	-	"
ac015:023	5	@	-	Me␣
ac015:023	6	@	-	apostolit␣
ac015:023	7	@	-	ja␣
ac015:023	(8) 9	@	-	vanhimmat
ac015:023	-	(,)	-	,␣
ac015:023	-	(@)	-	teidän␣
ac015:023	10	@	-	veljenne
ac015:023	-	(,)	-	,␣
ac015:023	23a	@	-	lähetämme␣
ac015:023	11	@	-	teille
ac015:023	-	(,)	-	,␣
ac015:023	22	@	-	pakanuudesta␣
ac015:023	21	%case	LOC	
ac015:023	(20)	-	UNTRANSLATED	
ac015:023	-	(@)	-	kääntyneille␣
ac015:023	19	@	-	veljille␣
ac015:023	(13) 14	@	-	Antiokiassa␣
ac015:023	12	%case	LOC	
ac015:023	15	@	-	ja␣
ac015:023	16	@	-	Syyriassa␣
ac015:023	17	@	-	ja␣
ac015:023	18	@	-	Kilikiassa
ac015:023	-	(,)	-	,␣
ac015:023	23a	@	-	tervehdyksen
ac015:023	23b	.	-	.␣
ac015:024	ac015:024	ac015:024	VERSE	Apt␣15:24␣
ac015:024	1	@	-	Koska␣
ac015:024	2	(@)	-	olemme␣
ac015:024	2	@	-	kuulleet
ac015:024	-	(,)	-	,␣
ac015:024	3	@	-	että␣
ac015:024	4	@	-	muutamat␣
ac015:024	6a	@	-	meistä␣
ac015:024	5	%case	LOC	
ac015:024	7a	@	-	lähteneet
ac015:024	7b	,	-	,␣
ac015:024	15	@	-	joille␣
ac015:024	16	@	-	emme␣
ac015:024	17a	(@)	-	ole␣
ac015:024	-	(@)	-	mitään␣
ac015:024	17a	@	-	käskyä␣
ac015:024	17a	@	-	antaneet
ac015:024	-	(,)	-	,␣
ac015:024	8	(@)	-	ovat␣
ac015:024	10	@	-	puheillaan␣
ac015:024	8	@	-	tehneet␣
ac015:024	9	@	-	teidät␣
ac015:024	8	@	-	levottomiksi␣
ac015:024	-	(@)	-	ja␣
ac015:024	11	@	-	saattaneet␣
ac015:024	14	@	-	teidän␣
ac015:024	(12) 13	@	-	sielunne␣
ac015:024	11	@	-	hämmennyksiin
ac015:024	17b	,	-	,␣
ac015:025	ac015:025	ac015:025	VERSE	Apt␣15:25␣
ac015:025	-	(@)	-	niin␣
ac015:025	2	@	-	me␣
ac015:025	1	(@)	-	olemme␣
ac015:025	4	@	-	yksimielisesti␣
ac015:025	(3)	-	UNTRANSLATED	
ac015:025	1	@	-	nähneet␣
ac015:025	1	@	-	hyväksi␣
ac015:025	5	@	-	valita␣
ac015:025	6	@	-	miehiä␣
ac015:025	-	(@)	-	ja␣
ac015:025	7	@	-	lähettää␣
ac015:025	-	(@)	-	heidät␣
ac015:025	9	@	-	teidän␣
ac015:025	8	@	-	tykönne␣
ac015:025	(11) 12	@	-	rakkaiden␣
ac015:025	-	(@)	-	veljiemme␣
ac015:025	(13)	-	UNTRANSLATED	
ac015:025	14	@	-	Barnabaan␣
ac015:025	15	@	-	ja␣
ac015:025	16a	@	-	Paavalin␣
ac015:025	10	@	-	kanssa
ac015:025	16b	,	-	,␣
ac015:026	ac015:026	ac015:026	VERSE	Apt␣15:26␣
ac015:026	2	(@)	-	jotka␣
ac015:026	(1)	-	UNTRANSLATED	
ac015:026	2	(@)	-	ovat␣
ac015:026	2	@	-	panneet␣
ac015:026	(3) 4	@	-	henkensä␣
ac015:026	5	%pers	3	
ac015:026	2	@	-	alttiiksi␣
ac015:026	11	@	-	meidän␣
ac015:026	10 (9)	@	-	Herramme␣
ac015:026	12	@	-	Jeesuksen␣
ac015:026	13a	@	-	Kristuksen␣
ac015:026	(7) 8	@	-	nimen␣
ac015:026	6	@	-	tähden
ac015:026	13b	.	-	.␣
ac015:027	ac015:027	ac015:027	VERSE	Apt␣15:27␣
ac015:027	1	(@)	-	Me␣
ac015:027	1	@	-	lähetämme␣
ac015:027	2	@	-	siis␣
ac015:027	3	@	-	Juudaan␣
ac015:027	4	@	-	ja␣
ac015:027	5	@	-	Silaan
ac015:027	(6)	-	UNTRANSLATED	
ac015:027	-	(,)	-	,␣
ac015:027	7	@	-	jotka␣
ac015:027	-	(@)	-	myös␣
ac015:027	9	@	-	suusanalla␣
ac015:027	8	%case	LOC	
ac015:027	10	@	-	ilmoittavat␣
ac015:027	-	(@)	-	teille␣
ac015:027	(11) 12a	@	-	saman
ac015:027	12b	.	-	.␣
ac015:028	ac015:028	ac015:028	VERSE	Apt␣15:28␣
ac015:028	2	@	-	Sillä␣
ac015:028	(5) 6	@	-	Pyhä␣
ac015:028	(3) 4	@	-	Henki␣
ac015:028	7	@	-	ja␣
ac015:028	8	@	-	me␣
ac015:028	1	(@)	-	olemme␣
ac015:028	1	@	-	nähneet␣
ac015:028	1	@	-	hyväksi
ac015:028	-	(,)	-	,␣
ac015:028	9	@	-	ettei␣
ac015:028	12	@	-	teidän␣
ac015:028	11	@	-	päällenne␣
ac015:028	11	(@)	-	ole␣
ac015:028	11	@	-	pantava␣
ac015:028	10	@	-	enempää␣
ac015:028	13	@	-	kuormaa␣
ac015:028	14	@	-	kuin␣
ac015:028	15	@	-	nämä␣
ac015:028	(16) 17a	@	-	välttämättömät
ac015:028	17b	:	-	:␣
ac015:029	ac015:029	ac015:029	VERSE	Apt␣15:29␣
ac015:029	mod%1	@	-	että␣
ac015:029	1	@	-	kartatte␣
ac015:029	2	@	-	epäjumalille␣
ac015:029	2	@	-	uhrattua␣
ac015:029	3	@	-	ja␣
ac015:029	4	@	-	verta␣
ac015:029	5	@	-	ja␣
ac015:029	6	@	-	lihaa
ac015:029	-	(,)	-	,␣
ac015:029	6	@	-	josta␣
ac015:029	6	@	-	ei␣
ac015:029	6	@	-	veri␣
ac015:029	6	(@)	-	ole␣
ac015:029	6	@	-	laskettu
ac015:029	-	(,)	-	,␣
ac015:029	7	@	-	ja␣
ac015:029	8a	@	-	haureutta
ac015:029	-	(.)	-	.␣
ac015:029	-	(@)	-	Jos␣
ac015:029	11	(@)	-	te␣
ac015:029	10	@	-	näitä␣
ac015:029	9	%case	PTV	
ac015:029	11	@	-	vältätte
ac015:029	12	%case	?	
ac015:029	-	(,)	-	,␣
ac015:029	-	(@)	-	niin␣
ac015:029	14a	(@)	-	teidän␣
ac015:029	14a	@	-	käy␣
ac015:029	13	@	-	hyvin
ac015:029	14b	.	-	.␣
ac015:029	15a	@	-	Jääkää␣
ac015:029	15a	@	-	hyvästi
ac015:029	-	(!)	-	!
ac015:029	15b	@	-	"␣
ac015:030	ac015:030	ac015:030	VERSE	Apt␣15:30␣
ac015:030	2 3	@	-	Niin␣
ac015:030	1	@	-	heidät␣
ac015:030	4	@	-	lähetettiin␣
ac015:030	4	@	-	matkalle
ac015:030	-	(,)	-	,␣
ac015:030	-	(@)	-	ja␣
ac015:030	5	(@)	-	he␣
ac015:030	5	@	-	tulivat␣
ac015:030	7a	@	-	Antiokiaan
ac015:030	6	%case	LOC	
ac015:030	-	(;)	-	;␣
ac015:030	-	(@)	-	siellä␣
ac015:030	(8)	-	UNTRANSLATED	
ac015:030	9	(@)	-	he␣
ac015:030	9	@	-	kutsuivat␣
ac015:030	9	@	-	koolle␣
ac015:030	(10) 11	@	-	seurakunnan␣
ac015:030	-	(@)	-	ja␣
ac015:030	12	@	-	antoivat␣
ac015:030	-	(@)	-	heille␣
ac015:030	(13) 14a	@	-	kirjeen
ac015:030	14b	.	-	.␣
ac015:031	ac015:031	ac015:031	VERSE	Apt␣15:31␣
ac015:031	2	@	-	Ja␣
ac015:031	1	(@)	-	kun␣
ac015:031	1	(@)	-	he␣
ac015:031	1	(@)	-	olivat␣
ac015:031	-	(@)	-	sen␣
ac015:031	1	@	-	lukeneet
ac015:031	-	(,)	-	,␣
ac015:031	3	@	-	iloitsivat␣
ac015:031	3	(@)	-	he␣
ac015:031	-	(@)	-	tästä␣
ac015:031	(5) 6a	@	-	lohdutuksesta
ac015:031	4	%case	LOC	
ac015:031	6b	.	-	.␣
ac015:032	ac015:032	ac015:032	VERSE	Apt␣15:32␣
ac015:032	2	@	-	Ja␣
ac015:032	1	@	-	Juudas␣
ac015:032	3	@	-	ja␣
ac015:032	4	@	-	Silas
ac015:032	-	(,)	-	,␣
ac015:032	8	(@)	-	jotka␣
ac015:032	6	@	-	itsekin␣
ac015:032	5	%clitic	kin	
ac015:032	8	@	-	olivat␣
ac015:032	7	@	-	profeettoja
ac015:032	-	(,)	-	,␣
ac015:032	12	@	-	kehoittivat␣
ac015:032	(13) 14	@	-	veljiä␣
ac015:032	11	@	-	monin␣
ac015:032	10	@	-	sanoin␣
ac015:032	9	%case	INS	
ac015:032	15	@	-	ja␣
ac015:032	16a	@	-	vahvistivat␣
ac015:032	-	(@)	-	heitä
ac015:032	16b	.	-	.␣
ac015:033	ac015:033	ac015:033	VERSE	Apt␣15:33␣
ac015:033	2	@	-	Ja␣
ac015:033	1	(@)	-	heidän␣
ac015:033	1	@	-	viivyttyään␣
ac015:033	-	(@)	-	siellä␣
ac015:033	3	@	-	jonkin␣
ac015:033	3	@	-	aikaa␣
ac015:033	(8) 9	@	-	veljet␣
ac015:033	7	%case	NOM	
ac015:033	4	@	-	laskivat␣
ac015:033	-	(@)	-	heidät␣
ac015:033	6	@	-	rauhassa␣
ac015:033	5	%case	LOC	
ac015:033	4	@	-	palaamaan␣
ac015:033	11	@	-	niiden␣
ac015:033	10	@	-	tykö
ac015:033	-	(,)	-	,␣
ac015:033	11	@	-	jotka␣
ac015:033	12	(@)	-	olivat␣
ac015:033	13a	@	-	heidät␣
ac015:033	12	@	-	lähettäneet
ac015:033	13b	.	-	.␣
ac015:034	ac015:034	ac015:034	VERSE	Apt␣15:34␣
ac015:034	2	@	-	Mutta␣
ac015:034	(3) 4	@	-	Silas␣
ac015:034	1	@	-	päätti␣
ac015:034	5	@	-	jäädä␣
ac015:034	6a	%inflection	INF1.LAT	
ac015:034	-	(@)	-	heidän␣
ac015:034	-	(@)	-	luokseen
ac015:034	6b	.	-	.␣
ac015:035	ac015:035	ac015:035	VERSE	Apt␣15:35␣
ac015:035	2	@	-	Ja␣
ac015:035	1	@	-	Paavali␣
ac015:035	3	@	-	ja␣
ac015:035	4	@	-	Barnabas␣
ac015:035	5	@	-	viipyivät␣
ac015:035	7	@	-	Antiokiassa␣
ac015:035	6	%case	LOC	
ac015:035	8	@	-	opettaen␣
ac015:035	9	@	-	ja␣
ac015:035	10	@	-	julistaen␣
ac015:035	14	@	-	useiden␣
ac015:035	13	@	-	muidenkin␣
ac015:035	12	%clitic	kin	
ac015:035	11	@	-	kanssa␣
ac015:035	(17) 18a	@	-	Herran␣
ac015:035	(15) 16	@	-	sanaa
ac015:035	18b	.	-	.␣
ac015:036	ac015:036	ac015:036	VERSE	Apt␣15:36␣
ac015:036	2	@	-	Mutta␣
ac015:036	3	@	-	muutamien␣
ac015:036	4	@	-	päivien␣
ac015:036	1	@	-	kuluttua␣
ac015:036	8a	@	-	Paavali␣
ac015:036	5	@	-	sanoi␣
ac015:036	7	@	-	Barnabaalle
ac015:036	6	%case	LOC	
ac015:036	8b	:	-	:␣
ac015:036	8b	@	-	"
ac015:036	9	@	-	Lähtekäämme␣
ac015:036	10	%case	?	
ac015:036	9	@	-	takaisin␣
ac015:036	16	@	-	kaikkiin␣
ac015:036	-	(@)	-	niihin␣
ac015:036	15	@	-	kaupunkeihin
ac015:036	14	%case	LOC	
ac015:036	-	(,)	-	,␣
ac015:036	18	@	-	joissa␣
ac015:036	17	%case	LOC	
ac015:036	19	(@)	-	olemme␣
ac015:036	19	@	-	julistaneet␣
ac015:036	(22) 23	@	-	Herran␣
ac015:036	(20) 21	@	-	sanaa
ac015:036	-	(,)	-	,␣
ac015:036	11	@	-	katsomaan␣
ac015:036	(12) 13	@	-	veljiä
ac015:036	-	(,)	-	,␣
ac015:036	24	@	-	miten␣
ac015:036	25a	(@)	-	heidän␣
ac015:036	25a	@	-	on
ac015:036	25b	@	-	"
ac015:036	25b	.	-	.␣
ac015:037	ac015:037	ac015:037	VERSE	Apt␣15:37␣
ac015:037	2	@	-	Niin␣
ac015:037	1	@	-	Barnabas␣
ac015:037	3	@	-	tahtoi␣
ac015:037	4	@	-	ottaa␣
ac015:037	4	@	-	mukaan␣
ac015:037	(6) 7	@	-	Johanneksenkin
ac015:037	5	%clitic	kin	
ac015:037	-	(,)	-	,␣
ac015:037	8	@	-	jota␣
ac015:037	9	@	-	kutsuttiin␣
ac015:037	10a	@	-	Markukseksi
ac015:037	10b	.	-	.␣
ac015:038	ac015:038	ac015:038	VERSE	Apt␣15:38␣
ac015:038	2	@	-	Mutta␣
ac015:038	1	@	-	Paavali␣
ac015:038	3a	@	-	katsoi␣
ac015:038	3a	@	-	oikeaksi␣
ac015:038	18	(@)	-	olla␣
ac015:038	18	@	-	ottamatta␣
ac015:038	17	%case	ABE	
ac015:038	19a	@	-	häntä␣
ac015:038	18	@	-	mukaan
ac015:038	-	(,)	-	,␣
ac015:038	5	(@)	-	koska␣
ac015:038	4	@	-	hän␣
ac015:038	5	(@)	-	oli␣
ac015:038	5	@	-	luopunut␣
ac015:038	7	@	-	heistä␣
ac015:038	6	%case	LOC	
ac015:038	9	@	-	Pamfyliassa␣
ac015:038	8	%case	LOC	
ac015:038	11	@	-	eikä␣
ac015:038	10	%clitic	kA	
ac015:038	12	(@)	-	ollut␣
ac015:038	13	@	-	heidän␣
ac015:038	12	@	-	kanssaan␣
ac015:038	12	@	-	lähtenyt␣
ac015:038	(15) 16	@	-	työhön
ac015:038	14	%case	LOC	
ac015:038	19b	.	-	.␣
ac015:039	ac015:039	ac015:039	VERSE	Apt␣15:39␣
ac015:039	2	@	-	Ja␣
ac015:039	3	(@)	-	he␣
ac015:039	3	@	-	kiivastuivat␣
ac015:039	1	%case	?	
ac015:039	4	@	-	niin
ac015:039	-	(,)	-	,␣
ac015:039	4	@	-	että␣
ac015:039	5	@	-	erkanivat␣
ac015:039	(6)	-	UNTRANSLATED	
ac015:039	8a	@	-	toisistaan
ac015:039	7	%case	LOC	
ac015:039	-	(,)	-	,␣
ac015:039	10	@	-	ja␣
ac015:039	11 (9)	@	-	Barnabas␣
ac015:039	12	@	-	otti␣
ac015:039	12	@	-	mukaansa␣
ac015:039	(13) 14	@	-	Markuksen␣
ac015:039	-	(@)	-	ja␣
ac015:039	15	@	-	purjehti␣
ac015:039	17a	@	-	Kyproon
ac015:039	16	%case	LOC	
ac015:039	17b	.	-	.␣
ac015:040	ac015:040	ac015:040	VERSE	Apt␣15:40␣
ac015:040	2	@	-	Mutta␣
ac015:040	1	@	-	Paavali␣
ac015:040	3	@	-	valitsi␣
ac015:040	4	@	-	Silaan
ac015:040	-	(,)	-	,␣
ac015:040	-	(@)	-	ja␣
ac015:040	(12) 13a	@	-	veljet␣
ac015:040	11	%case	NOM	
ac015:040	6	@	-	jättivät␣
ac015:040	6	(@)	-	hänet␣
ac015:040	10 (9)	@	-	Herran␣
ac015:040	(7) 8	@	-	armon␣
ac015:040	6	@	-	haltuun
ac015:040	-	(,)	-	,␣
ac015:040	-	(@)	-	ja␣
ac015:040	5	(@)	-	hän␣
ac015:040	5	@	-	lähti␣
ac015:040	-	(@)	-	matkalle
ac015:040	13b	.	-	.␣
ac015:041	ac015:041	ac015:041	VERSE	Apt␣15:41␣
ac015:041	2	@	-	Ja␣
ac015:041	1	(@)	-	hän␣
ac015:041	1	@	-	vaelsi␣
ac015:041	1	@	-	läpi␣
ac015:041	(3) 4	@	-	Syyrian␣
ac015:041	5a	@	-	ja␣
ac015:041	(6a) 7	@	-	Kilikian␣
ac015:041	8	@	-	vahvistaen␣
ac015:041	10a (9)	@	-	seurakuntia
ac015:041	10b	.	-	.␣
ac016:001	ac016:001	ac016:001	VERSE	Apt␣16:1␣
ac016:001	2a	@	-	Niin␣
ac016:001	1	(@)	-	hän␣
ac016:001	1	@	-	saapui␣
ac016:001	3a	@	-	myös␣
ac016:001	5	@	-	Derbeen␣
ac016:001	4	%case	LOC	
ac016:001	6	@	-	ja␣
ac016:001	8a	@	-	Lystraan
ac016:001	7	%case	LOC	
ac016:001	8b	.	-	.␣
ac016:001	9	@	-	Ja␣
ac016:001	10	@	-	katso
ac016:001	-	(,)	-	,␣
ac016:001	14	@	-	siellä␣
ac016:001	13	@	-	oli␣
ac016:001	12	@	-	eräs␣
ac016:001	11	@	-	opetuslapsi
ac016:001	-	(,)	-	,␣
ac016:001	15	@	-	nimeltä␣
ac016:001	16a	@	-	Timoteus
ac016:001	-	(,)	-	,␣
ac016:001	-	(@)	-	joka␣
ac016:001	-	(@)	-	oli␣
ac016:001	20a	@	-	uskovaisen␣
ac016:001	18 19	@	-	juutalaisvaimon␣
ac016:001	17	@	-	poika
ac016:001	20b	,	-	,␣
ac016:001	22	@	-	mutta␣
ac016:001	21	@	-	isä␣
ac016:001	-	(@)	-	oli␣
ac016:001	23a	@	-	kreikkalainen
ac016:001	23b	.	-	.␣
ac016:002	ac016:002	ac016:002	VERSE	Apt␣16:2␣
ac016:002	1	@	-	Hänestä␣
ac016:002	9a	@	-	veljet
ac016:002	3	%case	NOM	
ac016:002	-	(,)	-	,␣
ac016:002	4	@	-	jotka␣
ac016:002	-	(@)	-	olivat␣
ac016:002	6	@	-	Lystrassa␣
ac016:002	5	%case	LOC	
ac016:002	7	@	-	ja␣
ac016:002	8	@	-	Ikonionissa
ac016:002	-	(,)	-	,␣
ac016:002	2	@	-	todistivat␣
ac016:002	2	@	-	hyvää
ac016:002	9b	.	-	.␣
ac016:003	ac016:003	ac016:003	VERSE	Apt␣16:3␣
ac016:003	(3) 4	@	-	Paavali␣
ac016:003	2	@	-	tahtoi␣
ac016:003	1	@	-	häntä␣
ac016:003	6	@	-	mukaansa␣
ac016:003	5	%case	LOC	
ac016:003	7a	@	-	matkalle␣
ac016:003	8	@	-	ja␣
ac016:003	9	@	-	otti␣
ac016:003	-	(@)	-	hänet␣
ac016:003	-	(@)	-	ja␣
ac016:003	10	@	-	ympärileikkasi␣
ac016:003	11	@	-	hänet␣
ac016:003	(13) 14	@	-	juutalaisten␣
