mt001:001	1	βίβλος/976/0974	NOM.FEM.SG	Βίβλος	biblos
mt016:019	2	σύ/4771/4624	PRON.DAT.2sg	σοι	soi
mt016:019	3	ὁ/3588/3455	ART.ACC.FEM.PL	τὰς	tas
mt016:019	4	κλείς/2807/2792	ACC.FEM.PL	κλεῖδας	kleidas
mt016:019	5	ὁ/3588/3455	ART.GEN.FEM.SG	τῆς	tēs
mt016:019	6	βασιλεία/932/0929	GEN.FEM.SG	βασιλείας	basileias
mt016:019	7	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt016:019	8a	οὐρανός/3772/3640	GEN.MASC.PL	οὐρανῶν	ūranōn
mt016:019	8b	-/-/-	-	,	,
mt016:019	9	καί/2532/2515	CNJ	καὶ	kai
mt016:019	10	ὅς/3739/3607	REL.acc.SG.NEUT	ὃ	ho
mt016:019	11	ἐάν/1437/1439	COND	ἐὰν	ean
mt016:019	12	δέω/1210&5661/1208	AOR.ACT.SBJV.2sg	δήσῃς	dēsēs
mt016:019	13	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt016:019	14	ὁ/3588/3455	ART.GEN.FEM.SG	τῆς	tēs
mt016:019	15	γῆ/1093/1092	GEN.FEM.SG	γῆς	gēs
mt016:019	16	εἰμί/1510&5695/1504	FUT.MID/DEP.IND.3sg	ἔσται	estai
mt016:019	17	δέω/1210&5772/1208	PERF.PASS.PART.NOM.NEUT.SG	δεδεμένον	dedemenon
mt016:019	18	ἐν/1722/1714	PREP	ἐν	en
mt016:019	19	ὁ/3588/3455	ART.DAT.MASC.PL	τοῖς	tois
mt016:019	20a	οὐρανός/3772/3640	DAT.MASC.PL	οὐρανοῖς	ūranois
mt016:019	20b	-/-/-	-	,	,
mt016:019	21	καί/2532/2515	CNJ	καὶ	kai
mt016:019	22	ὅς/3739/3607	REL.acc.SG.NEUT	ὃ	ho
mt016:019	23	ἐάν/1437/1439	COND	ἐὰν	ean
mt016:019	24	λύω/3089&5661/3077	AOR.ACT.SBJV.2sg	λύσῃς	lysēs
mt016:019	25	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt016:019	26	ὁ/3588/3455	ART.GEN.FEM.SG	τῆς	tēs
mt016:019	27	γῆ/1093/1092	GEN.FEM.SG	γῆς	gēs
mt016:019	28	εἰμί/1510&5695/1504	FUT.MID/DEP.IND.3sg	ἔσται	estai
mt016:019	29	λύω/3089&5772/3077	PERF.PASS.PART.NOM.NEUT.SG	λελυμένον	lelymenon
mt016:019	30	ἐν/1722/1714	PREP	ἐν	en
mt016:019	31	ὁ/3588/3455	ART.DAT.MASC.PL	τοῖς	tois
mt016:019	32a	οὐρανός/3772/3640	DAT.MASC.PL	οὐρανοῖς	ūranois
mt016:019	32b	-/-/-	-	.	.
mt016:020	1	τότε/5119/4968	ADV	τότε	tote
mt016:020	2	ἐπιτιμάω/2008&5656/2003	AOR.ACT.IND.3sg	ἐπετίμησεν	epetimēsen
mt016:020	3	ὁ/3588/3455	ART.DAT.MASC.PL	τοῖς	tois
mt016:020	4	μαθητής/3101/3089	DAT.MASC.PL	μαθηταῖς	mathētais
mt016:020	5	ἵνα/2443/2424	CNJ	ἵνα	hina
mt016:020	6	μηδείς/3367/3246	ADJ.DAT.MASC.SG	μηδενὶ	mēdeni
mt016:020	7	λέγω/3004&5632/2992	2AOR.ACT.SBJV.3pl	εἴπωσιν	eipōsin
mt016:020	8	ὅτι/3754/3621	CNJ	ὅτι	hoti
mt016:020	9	αὐτός/846/0841	PRON.NOM.MASC.SG	αὐτός	autos
mt016:020	10	εἰμί/1510&5719/1504	PRES.ACT.IND.3sg	ἐστιν	estin
mt016:020	11	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt016:020	12a	Χριστός/5547/5383	NOM.MASC.SG	Χριστός	khristos
mt016:020	12b	-/-/-	-	.	.
mt016:021	1	ἀπό/575/0575	PREP	Ἀπὸ	apo
mt016:021	2	τότε/5119/4968	ADV	τότε	tote
mt016:021	3	ἄρχω/756&5668/0753	AOR.MID.IND.3sg	ἤρξατο	ērksato
mt016:021	4	Ἰησοῦς/2424/2406	NOM.MASC.SG	Ἰησοῦς	iēsūs
mt016:021	5	Χριστός/5547/5383	NOM.MASC.SG	Χριστὸς	khristos
mt016:021	6	δείκνυμι/1166&5721/1165	PRES.ACT.INF	δεικνύειν	deiknyein
mt016:021	7	ὁ/3588/3455	ART.DAT.MASC.PL	τοῖς	tois
mt016:021	8	μαθητής/3101/3089	DAT.MASC.PL	μαθηταῖς	mathētais
mt016:021	9	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:021	10	ὅτι/3754/3621	CNJ	ὅτι	hoti
mt016:021	11	δεῖ/1163&5719/1162	PRES.ACT.IND.3sg	δεῖ	dei
mt016:021	12	αὐτός/846/0841	PRON.ACC.MASC.SG	αὐτὸν	auton
mt016:021	13	εἰς/1519/1513	PREP	εἰς	eis
mt016:021	14	Ἱεροσόλυμα/2414/2396	ACC.NEUT.PL	Ἱεροσόλυμα	hierosolyma
mt016:021	15	ἀπέρχομαι/565&5629/0567	2AOR.ACT.INF	ἀπελθεῖν	apelthein
mt016:021	16	καί/2532/2515	CNJ	καὶ	kai
mt016:021	17	πολύς/4183/4047	ADJ.ACC.NEUT.PL	πολλὰ	polla
mt016:021	18	πάσχω/3958&5629/3823	2AOR.ACT.INF	παθεῖν	pathein
mt016:021	19	ἀπό/575/0575	PREP	ἀπὸ	apo
mt016:021	20	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt016:021	21	πρεσβύτερος/4245/4106	ADJ.GEN.MASC.PL	πρεσβυτέρων	presbyterōn
mt016:021	22	καί/2532/2515	CNJ	καὶ	kai
mt016:021	23	ἀρχιερεύς/749/0746	GEN.MASC.PL	ἀρχιερέων	arkhiereōn
mt016:021	24	καί/2532/2515	CNJ	καὶ	kai
mt016:021	25	γραμματεύς/1122/1121	GEN.MASC.PL	γραμματέων	grammateōn
mt016:021	26	καί/2532/2515	CNJ	καὶ	kai
mt016:021	27	ἀποκτείνω/615&5683/0615	AOR.PASS.INF	ἀποκτανθῆναι	apoktanthēnai
mt016:021	28	καί/2532/2515	CNJ	καὶ	kai
mt016:021	29	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt016:021	30	τρίτος/5154/4996	ADJ.DAT.FEM.SG	τρίτῃ	tritē
mt016:021	31	ἡμέρα/2250/2237	DAT.FEM.SG	ἡμέρᾳ	hēmera
mt016:021	32a	ἐγείρω/1453&5683/1454	AOR.PASS.INF	ἐγερθῆναι	egerthēnai
mt016:021	32b	-/-/-	-	.	.
mt016:022	1	καί/2532/2515	CNJ	καὶ	kai
mt016:022	2	προσλαμβάνω/4355&5642/4218	2AOR.MID.PART.NOM.MASC.SG	προσλαβόμενος	proslabomenos
mt016:022	3	αὐτός/846/0841	PRON.ACC.MASC.SG	αὐτὸν	auton
mt016:022	4	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt016:022	5	Πέτρος/4074/3938	NOM.MASC.SG	Πέτρος	petros
mt016:022	6	ἄρχω/756&5668/0753	AOR.MID.IND.3sg	ἤρξατο	ērksato
mt016:022	7	ἐπιτιμάω/2008&5721/2003	PRES.ACT.INF	ἐπιτιμᾶν	epitiman
mt016:022	8	αὐτός/846/0841	PRON.DAT.MASC.SG	αὐτῷ	autō
mt016:022	9a	λέγω/3004&5723/2992	PRES.ACT.PART.NOM.MASC.SG	λέγων	legōn
mt016:022	9b	-/-/-	-	-	-
mt016:022	10	ἵλεως/2436/2418	ADJ.NOM.MASC.SG	Ἵλεώς	hileōs
mt016:022	11a	σύ/4771/4624	PRON.DAT.2sg	σοι	soi
mt016:022	11b	-/-/-	-	,	,
mt016:022	12a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt016:022	12b	-/-/-	-	·	·
mt016:022	13	οὐ/3756/3624	PRART.NOM	οὐ	ū
mt016:022	14	μή/3361/3243	PRART.NOM	μὴ	mē
mt016:022	15	εἰμί/1510&5695/1504	FUT.MID/DEP.IND.3sg	ἔσται	estai
mt016:022	16	σύ/4771/4624	PRON.DAT.2sg	σοι	soi
mt016:022	17a	οὗτος/3778/-	DEM.NOM.SG.NEUT	τοῦτο	tūto
mt016:022	17b	-/-/-	-	.	.
mt016:023	1	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt016:023	2	δέ/1161/1160	CNJ	δὲ	de
mt016:023	3	στρέφω/4762&5651/4616	2AOR.PASS.PART.NOM.MASC.SG	στραφεὶς	strafeis
mt016:023	4	λέγω/3004&5627/2992	2AOR.ACT.IND.3sg	εἶπεν	eipen
mt016:023	5	ὁ/3588/3455	ART.DAT.MASC.SG	τῷ	tō
mt016:023	6a	Πέτρος/4074/3938	DAT.MASC.SG	Πέτρῳ	petrō
mt016:023	6b	-/-/-	-	-	-
mt016:023	7	ὑπάγω/5217&5720/5055	PRES.ACT.IMP.2sg	Ὕπαγε	hopage
mt016:023	8	ὀπίσω/3694/3564	ADV	ὀπίσω	opisō
mt016:023	9a	ἐγώ/1473/1476	PRON.GEN.1sg	μου	mū
mt016:023	9b	-/-/-	-	,	,
mt016:023	10a	Σατανᾶς/4567/4424	VOC.MASC.SG	Σατανᾶ	satana
mt016:023	10b	-/-/-	-	·	·
mt016:023	11	σκάνδαλον/4625/4484	NOM.NEUT.SG	σκάνδαλον	skandalon
mt016:023	12	εἰμί/1510&5719/1504	PRES.ACT.IND.2sg	εἶ	ei
mt016:023	13a	ἐγώ/1473/1476	PRON.GEN.1sg	ἐμοῦ	emū
mt016:023	13b	-/-/-	-	,	,
mt016:023	14	ὅτι/3754/3621	CNJ	ὅτι	hoti
mt016:023	15	οὐ/3756/3624	PRART.NOM	οὐ	ū
mt016:023	16	φρονέω/5426&5719/5265	PRES.ACT.IND.2sg	φρονεῖς	froneis
mt016:023	17	ὁ/3588/3455	ART.ACC.NEUT.PL	τὰ	ta
mt016:023	18	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt016:023	19	θεός/2316/2298	GEN.MASC.SG	Θεοῦ	theū
mt016:023	20	ἀλλά/235/0232	CNJ	ἀλλὰ	alla
mt016:023	21	ὁ/3588/3455	ART.ACC.NEUT.PL	τὰ	ta
mt016:023	22	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt016:023	23a	ἄνθρωπος/444/0450	GEN.MASC.PL	ἀνθρώπων	anthrōpōn
mt016:023	23b	-/-/-	-	.	.
mt016:024	1	τότε/5119/4968	ADV	Τότε	tote
mt016:024	2	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt016:024	3	Ἰησοῦς/2424/2406	NOM.MASC.SG	Ἰησοῦς	iēsūs
mt016:024	4	λέγω/3004&5627/2992	2AOR.ACT.IND.3sg	εἶπεν	eipen
mt016:024	5	ὁ/3588/3455	ART.DAT.MASC.PL	τοῖς	tois
mt016:024	6	μαθητής/3101/3089	DAT.MASC.PL	μαθηταῖς	mathētais
mt016:024	7a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:024	7b	-/-/-	-	-	-
mt016:024	8	εἰ/1487/1489	COND	Εἴ	ei
mt016:024	9	τὶς/5100/4950	INDEF.NOM.SG.MASC	τις	tis
mt016:024	10	θέλω/2309&5719/2291	PRES.ACT.IND.3sg	θέλει	thelei
mt016:024	11	ὀπίσω/3694/3564	ADV	ὀπίσω	opisō
mt016:024	12	ἐγώ/1473/1476	PRON.GEN.1sg	μου	mū
mt016:024	13a	ἔρχομαι/2064&5629/2056	2AOR.ACT.INF	ἐλθεῖν	elthein
mt016:024	13b	-/-/-	-	,	,
mt016:024	14	ἀπαρνέομαι/533&5663/0536	AOR.MID/DEP.IMP.3sg	ἀπαρνησάσθω	aparnēsasthō
mt016:024	15	ἑαυτοῦ/1438/1441	REFL.ACC.3sg	ἑαυτὸν	heauton
mt016:024	16	καί/2532/2515	CNJ	καὶ	kai
mt016:024	17	αἴρω/142&5657/0144	AOR.ACT.IMP.3sg	ἀράτω	aratō
mt016:024	18	ὁ/3588/3455	ART.ACC.MASC.SG	τὸν	ton
mt016:024	19	σταυρός/4716/4570	ACC.MASC.SG	σταυρὸν	stauron
mt016:024	20	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ,	autū,
mt016:024	21	καί/2532/2515	CNJ	καὶ	kai
mt016:024	22	ἀκολουθέω/190&5720/0188	PRES.ACT.IMP.3sg	ἀκολουθείτω	akolūtheitō
mt016:024	23a	ἐγώ/1473/1476	PRON.DAT.1sg	μοι	moi
mt016:024	23b	-/-/-	-	.	.
mt016:025	1	ὅς/3739/3607	REL.NOM.SG.MASC	ὃς	hos
mt016:025	2	γάρ/1063/1062	CNJ	γὰρ	gar
mt016:025	3	ἐάν/1437/1439	COND	ἐὰν	ean
mt016:025	4	θέλω/2309&5725/2291	PRES.ACT.SBJV.3sg	θέλῃ	thelē
mt016:025	5	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt016:025	6	ψυχή/5590/5426	ACC.FEM.SG	ψυχὴν	psykhēn
mt016:025	7	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:025	8	σῴζω/4982&5658/-	AOR.ACT.INF	σῶσαι,	sōsai,
mt016:025	9	ἀπόλλυμι/622&5692/0621	FUT.ACT.IND.3sg	ἀπολέσει	apolesei
mt016:025	10a	αὐτός/846/0841	PRON.ACC.FEM.SG	αὐτήν	autēn
mt016:025	10b	-/-/-	-	·	·
mt016:025	11	ὅς/3739/3607	REL.NOM.SG.MASC	ὃς	hos
mt016:025	12	δέ/1161/1160	CNJ	δ’	d
mt016:025	13	ἄν/302/0304	PRT	ἂν	an
mt016:025	14	ἀπόλλυμι/622&5661/0621	AOR.ACT.SBJV.3sg	ἀπολέσῃ	apolesē
mt016:025	15	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt016:025	16	ψυχή/5590/5426	ACC.FEM.SG	ψυχὴν	psykhēn
mt016:025	17	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:025	18	ἕνεκα/1752/1744	PREP	ἕνεκεν	heneken
mt016:025	19	ἐγώ/1473/1476	PRON.GEN.1sg	ἐμοῦ,	emū,
mt016:025	20	εὑρίσκω/2147&5692/2138	FUT.ACT.IND.3sg	εὑρήσει	heurēsei
mt016:025	21a	αὐτός/846/0841	PRON.ACC.FEM.SG	αὐτήν	autēn
mt016:025	21b	-/-/-	-	.	.
mt016:026	1	τίς/5101/4949	INT.acc.SG.NEUT	τί	ti
mt016:026	2	γάρ/1063/1062	CNJ	γὰρ	gar
mt016:026	3	ὠφελέω/5623&5701/5457	FUT.PASS.IND.3sg	ὠφεληθήσεται	ōfelēthēsetai
mt016:026	4	ἄνθρωπος/444/0450	NOM.MASC.SG	ἄνθρωπος	anthrōpos
mt016:026	5	ἐάν/1437/1439	COND	ἐὰν	ean
mt016:026	6	ὁ/3588/3455	ART.ACC.MASC.SG	τὸν	ton
mt016:026	7	κόσμος/2889/2876	ACC.MASC.SG	κόσμον	kosmon
mt016:026	8	ὅλος/3650/3520	ADJ.ACC.MASC.SG	ὅλον	holon
mt016:026	9	κερδαίνω/2770&5661/2754	AOR.ACT.SBJV.3sg	κερδήσῃ,	kerdēsē,
mt016:026	10	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt016:026	11	δέ/1161/1160	CNJ	δὲ	de
mt016:026	12	ψυχή/5590/5426	ACC.FEM.SG	ψυχὴν	psykhēn
mt016:026	13	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:026	14a	ζημιόω/2210&5686/2200	AOR.PASS.SBJV.3sg	ζημιωθῇ	dzēmiōthē
mt016:026	14b	-/-/-	-	;	;
mt016:026	15	ἤ/2228/2218	PRT	ἢ	ē
mt016:026	16	τίς/5101/4949	INT.acc.SG.NEUT	τί	ti
mt016:026	17	δίδωμι/1325&5692/1323	FUT.ACT.IND.3sg	δώσει	dōsei
mt016:026	18	ἄνθρωπος/444/0450	NOM.MASC.SG	ἄνθρωπος	anthrōpos
mt016:026	19	ἀντάλλαγμα/465/0469	ACC.NEUT.SG	ἀντάλλαγμα	antallagma
mt016:026	20	ὁ/3588/3455	ART.GEN.FEM.SG	τῆς	tēs
mt016:026	21	ψυχή/5590/5426	GEN.FEM.SG	ψυχῆς	psykhēs
mt016:026	22a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:026	22b	-/-/-	-	;	;
mt016:027	1	μέλλω/3195&5719/3175	PRES.ACT.IND.3sg	μέλλει	mellei
mt016:027	2	γάρ/1063/1062	CNJ	γὰρ	gar
mt016:027	3	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt016:027	4	υἱός/5207/-	NOM.MASC.SG	Υἱὸς	huios
mt016:027	5	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt016:027	6	ἄνθρωπος/444/0450	GEN.MASC.SG	ἀνθρώπου	anthrōpū
mt016:027	7	ἔρχομαι/2064&5738/2056	PRES.MID/PASS/DEP.INF	ἔρχεσθαι	erkhesthai
mt016:027	8	ἐν/1722/1714	PREP	ἐν	en
mt016:027	9	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt016:027	10	δόξα/1391/1393	DAT.FEM.SG	δόξῃ	doksē
mt016:027	11	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt016:027	12	πατήρ/3962/3827	GEN.MASC.SG	Πατρὸς	patros
mt016:027	13	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:027	14	μετά/3326/3207	PREP	μετὰ	meta
mt016:027	15	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt016:027	16	ἄγγελος/32/0033	GEN.MASC.PL	ἀγγέλων	angelōn
mt016:027	17a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:027	17b	-/-/-	-	,	,
mt016:027	18	καί/2532/2515	CNJ	καὶ	kai
mt016:027	19	τότε/5119/4968	ADV	τότε	tote
mt016:027	20	ἀποδίδωμι/591&5692/0591	FUT.ACT.IND.3sg	ἀποδώσει	apodōsei
mt016:027	21	ἕκαστος/1538/1530	ADJ.DAT.MASC.SG	ἑκάστῳ	hekastō
mt016:027	22	κατά/2596/2576	PREP	κατὰ	kata
mt016:027	23	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt016:027	24	πρᾶξις/4234/4096	ACC.FEM.SG	πρᾶξιν	praksin
mt016:027	25a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:027	25b	-/-/-	-	.	.
mt016:028	1	ἀμήν/281/0280	HEB	ἀμὴν	amēn
mt016:028	2	λέγω/3004&5719/2992	PRES.ACT.IND.1sg	λέγω	legō
mt016:028	3	σύ/4771/4624	PRON.DAT.2pl	ὑμῖν	hymin
mt016:028	4	ὅτι/3754/3621	CNJ	ὅτι	hoti
mt016:028	5	εἰμί/1510&5719/1504	PRES.ACT.IND.3pl	εἰσίν	eisin
mt016:028	6	τὶς/5100/4950	INDEF.NOM.PL.MASC	τινες	tines
mt016:028	7	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt016:028	8	ὧδε/5602/-	ADV	ὧδε	hōde
mt016:028	9	ἵστημι/2476&5761/2456	PERF.ACT.PART.GEN.MASC.PL	ἑστώτων	hestōtōn
mt016:028	10	ὅστις/3748/3615	REL.NOM.PL.MASC	οἵτινες	hoitines
mt016:028	11	οὐ/3756/3624	PRART.NOM	οὐ	ū
mt016:028	12	μή/3361/3243	PRART.NOM	μὴ	mē
mt016:028	13	γεύομαι/1089&5667/1088	AOR.MID/DEP.SBJV.3pl	γεύσωνται	geusōntai
mt016:028	14	θάνατος/2288/2270	GEN.MASC.SG	θανάτου	thanatū
mt016:028	15	ἕως/2193/2183	ADV	ἕως	heōs
mt016:028	16	ἄν/302/0304	PRT	ἂν	an
mt016:028	17	ὁράω/3708&5632/3577	2AOR.ACT.SBJV.3pl	ἴδωσιν	idōsin
mt016:028	18	ὁ/3588/3455	ART.ACC.MASC.SG	τὸν	ton
mt016:028	19	υἱός/5207/-	ACC.MASC.SG	Υἱὸν	huion
mt016:028	20	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt016:028	21	ἄνθρωπος/444/0450	GEN.MASC.SG	ἀνθρώπου	anthrōpū
mt016:028	22	ἔρχομαι/2064&5740/2056	PRES.MID/PASS/DEP.PART.ACC.MASC.SG	ἐρχόμενον	erkhomenon
mt016:028	23	ἐν/1722/1714	PREP	ἐν	en
mt016:028	24	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt016:028	25	βασιλεία/932/0929	DAT.FEM.SG	βασιλείᾳ	basileia
mt016:028	26a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt016:028	26b	-/-/-	-	.	.
mt017:001	1	καί/2532/2515	CNJ	Καὶ	kai
mt017:001	2	μετά/3326/3207	PREP	μεθ’	meth
mt017:001	3	ἡμέρα/2250/2237	ACC.FEM.PL	ἡμέρας	hēmeras
mt017:001	4	ἕξ/1803/1796	ADJ.NOM.IU	ἓξ	heks
mt017:001	5	παραλαμβάνω/3880&5719/3743	PRES.ACT.IND.3sg	παραλαμβάνει	paralambanei
mt017:001	6	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt017:001	7	Ἰησοῦς/2424/2406	NOM.MASC.SG	Ἰησοῦς	iēsūs
mt017:001	8	ὁ/3588/3455	ART.ACC.MASC.SG	τὸν	ton
mt017:001	9	Πέτρος/4074/3938	ACC.MASC.SG	Πέτρον	petron
mt017:001	10	καί/2532/2515	CNJ	καὶ	kai
mt017:001	11	Ἰάκωβος/2385/2367	ACC.MASC.SG	Ἰάκωβον	iakōbon
mt017:001	12	καί/2532/2515	CNJ	καὶ	kai
mt017:001	13	Ἰωάννης/2491/2471	ACC.MASC.SG	Ἰωάνην	iōanēn
mt017:001	14	ὁ/3588/3455	ART.ACC.MASC.SG	τὸν	ton
mt017:001	15	ἀδελφός/80/0081	ACC.MASC.SG	ἀδελφὸν	adelfon
mt017:001	16	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ,	autū,
mt017:001	17	καί/2532/2515	CNJ	καὶ	kai
mt017:001	18	ἀναφέρω/399&5719/0404	PRES.ACT.IND.3sg	ἀναφέρει	anaferei
mt017:001	19	αὐτός/846/0841	PRON.ACC.MASC.PL	αὐτοὺς	autūs
mt017:001	20	εἰς/1519/1513	PREP	εἰς	eis
mt017:001	21	ὄρος/3735/3603	ACC.NEUT.SG	ὄρος	oros
mt017:001	22	ὑψηλός/5308/5150	ADJ.ACC.NEUT.SG	ὑψηλὸν	hypsēlon
mt017:001	23	κατά/2596/2576	PREP	κατ’	kat
mt017:001	24a	ἴδιος/2398/2379	ADJ.ACC.FEM.SG	ἰδίαν	idian
mt017:001	24b	-/-/-	-	.	.
mt017:002	1	καί/2532/2515	CNJ	καὶ	kai
mt017:002	2	μεταμορφόω/3339&5681/3220	AOR.PASS.IND.3sg	μετεμορφώθη	metemorfōthē
mt017:002	3	ἔμπροσθεν/1715/1707	PREP	ἔμπροσθεν	emprosthen
mt017:002	4a	αὐτός/846/0841	PRON.GEN.MASC.PL	αὐτῶν	autōn
mt017:002	4b	-/-/-	-	,	,
mt017:002	5	καί/2532/2515	CNJ	καὶ	kai
mt017:002	6	λάμπω/2989&5656/2978	AOR.ACT.IND.3sg	ἔλαμψεν	elampsen
mt017:002	7	ὁ/3588/3455	ART.NOM.NEUT.SG	τὸ	to
mt017:002	8	πρόσωπον/4383/4246	NOM.NEUT.SG	πρόσωπον	prosōpon
mt017:002	9	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt017:002	10	ὡς/5613/5446	ADV	ὡς	hōs
mt017:002	11	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt017:002	12a	ἥλιος/2246/2234	NOM.MASC.SG	ἥλιος	hēlios
mt017:002	12b	-/-/-	-	,	,
mt017:002	13	ὁ/3588/3455	ART.NOM.NEUT.PL	τὰ	ta
mt017:002	14	δέ/1161/1160	CNJ	δὲ	de
mt017:002	15	ἱμάτιον/2440/2422	NOM.NEUT.PL	ἱμάτια	himatia
mt017:002	16	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt017:002	17	γίνομαι/1096&5633/1095	2AOR.MID/DEP.IND.3sg	ἐγένετο	egeneto
mt017:002	18	λευκός/3022/3010	ADJ.NOM.NEUT.PL	λευκὰ	leuka
mt017:002	19	ὡς/5613/5446	ADV	ὡς	hōs
mt017:002	20	ὁ/3588/3455	ART.NOM.NEUT.SG	τὸ	to
mt017:002	21a	φῶς/5457/5296	NOM.NEUT.SG	φῶς	fōs
mt017:002	21b	-/-/-	-	.	.
mt017:003	1	καί/2532/2515	CNJ	καὶ	kai
mt017:003	2	ὁράω/3708&5640/3577	2AOR.MID.IMP.2sg	ἰδοὺ	idū
mt017:003	3	ὁράω/3708&5681/3577	AOR.PASS.IND.3sg	ὤφθη	ōfthē
mt017:003	4	αὐτός/846/0841	PRON.DAT.MASC.PL	αὐτοῖς	autois
mt017:003	5	Μωϋσῆς/3475/-	NOM.MASC.SG	Μωϋσῆς	mōysēs
mt017:003	6	καί/2532/2515	CNJ	καὶ	kai
mt017:003	7	Ἠλίας/2243/2231	NOM.MASC.SG	Ἡλείας	hēleias
mt017:003	8	συλλαλέω/4814&5723/4667	PRES.ACT.PART.NOM.MASC.PL	συνλαλοῦντες	synlalūntes
mt017:003	9	μετά/3326/3207	PREP	μετ’	met
mt017:003	10a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt017:003	10b	-/-/-	-	.	.
mt017:004	1	ἀποκρίνομαι/611&5679/0611	AOR.PASS/DEP.PART.NOM.MASC.SG	ἀποκριθεὶς	apokritheis
mt017:004	2	δέ/1161/1160	CNJ	δὲ	de
mt017:004	3	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt017:004	4	Πέτρος/4074/3938	NOM.MASC.SG	Πέτρος	petros
mt017:004	5	λέγω/3004&5627/2992	2AOR.ACT.IND.3sg	εἶπεν	eipen
mt017:004	6	ὁ/3588/3455	ART.DAT.MASC.SG	τῷ	tō
mt017:004	7a	Ἰησοῦς/2424/2406	DAT.MASC.SG	Ἰησοῦ	iēsū
mt017:004	7b	-/-/-	-	-	-
mt017:004	8a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt017:004	8b	-/-/-	-	,	,
mt017:004	9	καλός/2570/2551	ADJ.NOM.NEUT.SG	καλόν	kalon
mt017:004	10	εἰμί/1510&5719/1504	PRES.ACT.IND.3sg	ἐστιν	estin
mt017:004	11	ἐγώ/1473/1476	PRON.ACC.1pl	ἡμᾶς	hēmas
mt017:004	12	ὧδε/5602/-	ADV	ὧδε	hōde
mt017:004	13a	εἰμί/1510&5721/1504	PRES.ACT.INF	εἶναι	einai
mt017:004	13b	-/-/-	-	·	·
mt017:004	14	εἰ/1487/1489	COND	εἰ	ei
mt017:004	15a	θέλω/2309&5719/2291	PRES.ACT.IND.2sg	θέλεις	theleis
mt017:004	15b	-/-/-	-	,	,
mt017:004	16	ποιέω/4160&5692/4024	FUT.ACT.IND.1sg	ποιήσω	poiēsō
mt017:004	17	ὧδε/5602/-	ADV	ὧδε	hōde
mt017:004	18	τρεῖς/5140/4980	ADJ.ACC.FEM.PL	τρεῖς	treis
