1x001:001	1x001:001	1x001:001	VERSE	1Ak␣1:1␣
1x010:012	(18a) 18b	tammi	SG.GEN	tammen␣
1x010:012	17	alle	PREP	alle␣
1x010:012	19b	Jaabes	PR.SG.ILL	Jaabekseen␣
1x010:012	19a	%case	LOC	
1x010:012	20a	ja	CNJ	ja␣
1x010:012	20b	paastota	ACT.PAST.3P	paastosivat␣
1x010:012	21	7	NUM.SG.NOM	seitsemän␣
1x010:012	22	päivä	SG.PTV	päivää
1x010:012	-	(.)	PUNC	.␣
1x010:013	1x010:013	1x010:013	VERSE	1Ak␣10:13␣
1x010:013	1a	niin	ADV.AD-A	Niin␣
1x010:013	1b	kuolla	ACT.PAST.3S	kuoli␣
1x010:013	2	Saul	PR.SG.NOM	Saul
1x010:013	-	(,)	PUNC	,␣
1x010:013	3a	koska	SUBORD	koska␣
1x010:013	pers%3b	hän	PERS.SG.NOM	hän␣
1x010:013	3b	(olla)	COP.ACT.PAST.3S	oli␣
1x010:013	3b	olla	COP.ACT.PCP2.PERF	ollut␣
1x010:013	3b	uskoton	DER.ADJ.SG.NOM	uskoton␣
1x010:013	(4) (5)	-	UNTRANSLATED	
1x010:013	6b	Herra	SG.PTV	Herraa␣
1x010:013	6a	kohtaan	POST	kohtaan␣
1x010:013	11	ei	NEGV.3S.-CLITIC	eikä␣
1x010:013	12	(olla)	COP.ACT.PCP2.PERF	ollut␣
1x010:013	12	ottaa	ACT.PCP2.PERF	ottanut␣
1x010:013	12	vaari	DER.ADV	vaaria␣
1x010:013	9	Herra	SG.GEN	Herran␣
1x010:013	8	sana	SG.ELA	sanasta
1x010:013	7	%case	LOC	
1x010:013	(10)	-	UNTRANSLATED	
1x010:013	-	(,)	PUNC	,␣
1x010:013	13a	ja	CNJ	ja␣
1x010:013	13b	myös	ADV	myös␣
1x010:013	14a	sen_tähden	ADV	sentähden
1x010:013	-	(,)	PUNC	,␣
1x010:013	14a	että	SUBORD	että␣
1x010:013	14b	(hän)	PERS.SG.NOM	hän␣
1x010:013	14b	(olla)	COP.ACT.PAST.3S	oli␣
1x010:013	14b	kysyä	ACT.PCP2.PERF	kysynyt␣
1x010:013	15b	vainaja_henki	SG.ABL	vainajahengeltä␣
1x010:013	15a	%case	LOC	
1x010:013	16b	neuvo	SG.PTV	neuvoa
1x010:013	16a	%case	PTV	
1x010:013	-	(,)	PUNC	,␣
1x010:014	1x010:014	1x010:014	VERSE	1Ak␣10:14␣
1x010:014	1a	mutta	CNJ	mutta␣
1x010:014	1b	ei	NEGV.3S	ei␣
1x010:014	2	(olla)	COP.ACT.PAST.SG	ollut␣
1x010:014	2	kysyä	ACT.PAST.SG	kysynyt␣
1x010:014	2	neuvo	SG.PTV	neuvoa␣
1x010:014	3b	Herra	SG.ABL	Herralta
1x010:014	3a	%case	LOC	
1x010:014	-	(.)	PUNC	.␣
1x010:014	4a	sen_tähden	ADV	Sentähden␣
1x010:014	pro%4b	Herra	SG.NOM	Herra␣
1x010:014	4b	surmata	ACT.PAST.3S	surmasi␣
1x010:014	pers%4b	hän	PERS.SG.ACC	hänet␣
1x010:014	5a	ja	CNJ	ja␣
1x010:014	5b	siirtää	ACT.PAST.3S	siirsi␣
1x010:014	(7a) 7b	kuninkuus	DER.SG.GEN	kuninkuuden␣
1x010:014	6	%case	GEN	
1x010:014	8b	Daavid	PR.SG.ALL	Daavidille
1x010:014	8a	%case	LOC	
1x010:014	-	(,)	PUNC	,␣
1x010:014	10	Iisai	PR.SG.GEN	Iisain␣
1x010:014	9	poika	SG.ALL	pojalle
1x010:014	-	(.)	PUNC	.␣
1x011:001	1x011:001	1x011:001	VERSE	1Ak␣11:1␣
1x011:001	1a	sitten	ADV	Sitten␣
1x011:001	2	koko	ADJ	koko␣
1x011:001	3	Israel	PR.SG.NOM	Israel␣
1x011:001	1b	kokoontua	ACT.PAST.3S	kokoontui␣
1x011:001	5	Daavid	PR.SG.GEN	Daavidin␣
1x011:001	4	tykö	POST	tykö␣
1x011:001	6	Hebron	PR.SG.ILL	Hebroniin
1x011:001	-	(,)	PUNC	,␣
1x011:001	7a 7b	ja	CNJ	ja␣
1x011:001	-	(he)	PERS.PL.NOM	he␣
1x011:001	7a 7b	sanoa	ACT.PAST.3P	sanoivat
1x011:001	-	(:)	PUNC	:␣
1x011:001	-	(")	PUNC.LEFT	"
1x011:001	8	katso	INTJ	Katso
1x011:001	-	(,)	PUNC	,␣
1x011:001	11	me	PERS.PL.NOM	me␣
1x011:001	-	(olla)	COP.ACT.PRES.1P	olemme␣
1x011:001	pers%9	sinä	PERS.SG.GEN	sinun␣
1x011:001	9	luu	SG.PTV.-2	luutasi␣
1x011:001	10a	ja	CNJ	ja␣
1x011:001	10b	liha	SG.PTV.-2	lihaasi
1x011:001	-	(.)	PUNC	.␣
1x011:002	1x011:002	1x011:002	VERSE	1Ak␣11:2␣
1x011:002	1	jo	ADV	Jo␣
1x011:002	2 4	kauan	ADV	kauan␣
1x011:002	(3)	-	UNTRANSLATED	
1x011:002	2 4	sitten	ADV	sitten
1x011:002	-	(,)	PUNC	,␣
1x011:002	7	Saul	PR.SG.GEN	Saulin␣
1x011:002	5	vielä	ADV	vielä␣
1x011:002	6b	olla	COP.ACT.INF2.INE	ollessa␣
1x011:002	6a	%case	LOC	
1x011:002	8	kuningas	SG.ESS	kuninkaana
1x011:002	-	(,)	PUNC	,␣
1x011:002	9	sinä	PERS.SG.NOM	sinä␣
1x011:002	tasp%10b	saattaa	ACT.PAST.2S	saatoit␣
1x011:002	13	Israel	PR.SG.GEN	Israelin␣
1x011:002	12	%case	GEN	
1x011:002	(10a) 10b	lähteä	INF3.ILL	lähtemään␣
1x011:002	11a	ja	CNJ	ja␣
1x011:002	(11b) 11c	tulla	INF3.ILL	tulemaan
1x011:002	-	(.)	PUNC	.␣
1x011:002	14a	ja	CNJ	Ja␣
1x011:002	17	sinä	PERS.SG.ALL	sinulle␣
1x011:002	14b	(olla)	COP.ACT.PRES.3S	on␣
1x011:002	15	Herra	SG.NOM	Herra
1x011:002	-	(,)	PUNC	,␣
1x011:002	pers%16	sinä	PERS.SG.GEN	sinun␣
1x011:002	16	Jumala	NOM&SGGEN.-2	Jumalasi
1x011:002	-	(,)	PUNC	,␣
1x011:002	14b	sanoa	ACT.PCP2.PERF	sanonut
1x011:002	-	(:)	PUNC	:␣
1x011:002	-	(')	PUNC.LEFT	'
1x011:002	18	sinä	PERS.SG.NOM	Sinä␣
1x011:002	19	(olla)	COP.ACT.PRES.2S	olet␣
1x011:002	19	kaita,kaitsea	ACT.PCP1.FUTR	kaitseva␣
1x011:002	pers%21	minä	PERS.SG.GEN	minun␣
1x011:002	21	kansa	SG.PTV.-1	kansaani␣
1x011:002	20	%case	PTV	
1x011:002	23	Israel	PR.SG.PTV	Israelia
1x011:002	22	%case	PTV	
1x011:002	-	(,)	PUNC	,␣
1x011:002	24a	ja	CNJ	ja␣
1x011:002	24b	sinä	PERS.SG.NOM	sinä␣
1x011:002	25	(olla)	COP.ACT.PRES.2S	olet␣
1x011:002	25	olla	COP.ACT.PCP1.FUTR	oleva␣
1x011:002	pers%28	minä	PERS.SG.GEN	minun␣
1x011:002	28	kansa	NOM&SGGEN.-1	kansani␣
1x011:002	27	%case	NOM.GEN	
1x011:002	29	Israel	PR.SG.GEN	Israelin␣
1x011:002	26	ruhtinas	SG.NOM	ruhtinas
1x011:002	-	(')	PUNC.RIGHT	'
1x011:002	-	(.)	PUNC	.
1x011:002	-	(")	PUNC.RIGHT	"␣
1x011:003	1x011:003	1x011:003	VERSE	1Ak␣11:3␣
1x011:003	1a	ja	CNJ	Ja␣
1x011:003	2	kaikki	INDEF.SG.NOM	kaikki␣
1x011:003	4	Israel	PR.SG.GEN	Israelin␣
1x011:003	3	vanhin	DER.PL.NOM	vanhimmat␣
1x011:003	1b	tulla	ACT.PAST.3P	tulivat␣
1x011:003	(6a) 6b	kuningas	SG.GEN	kuninkaan␣
1x011:003	5	tykö	POST	tykö␣
1x011:003	7	Hebron	PR.SG.ILL	Hebroniin
1x011:003	-	(,)	PUNC	,␣
1x011:003	8a	ja	CNJ	ja␣
1x011:003	10	Daavid	PR.SG.NOM	Daavid␣
1x011:003	8b	tehdä	ACT.PAST.3S	teki␣
1x011:003	pers%9	he	PERS.PL.GEN	heidän␣
1x011:003	9	kanssa	POST.-3	kanssaan␣
1x011:003	11	liitto	SG.GEN	liiton␣
1x011:003	12b	Hebron	PR.SG.INE	Hebronissa␣
1x011:003	12a	%case	LOC	
1x011:003	14	Herra	SG.GEN	Herran␣
1x011:003	13a 13b	edessä	PREP	edessä
1x011:003	-	(.)	PUNC	.␣
1x011:003	15a	ja	CNJ	Ja␣
1x011:003	15a	sitten	ADV	sitten␣
1x011:003	15b	(he)	PERS.PL.NOM	he␣
1x011:003	15b	voidella	ACT.PAST.3P	voitelivat␣
1x011:003	17	Daavid	PR.SG.GEN	Daavidin␣
1x011:003	16	%case	GEN	
1x011:003	20	Israel	PR.SG.GEN	Israelin␣
1x011:003	19	%case	GEN	
1x011:003	18b	kuningas	SG.TRA	kuninkaaksi␣
1x011:003	18a	%case	TRA	
1x011:003	-	(se)	DEM.SG.GEN	sen␣
1x011:003	21b	sana	SG.GEN	sanan␣
1x011:003	21a	mukaan	POST	mukaan
1x011:003	-	(,)	PUNC	,␣
1x011:003	-	(joka)	REL.SG.GEN	jonka␣
1x011:003	22	Herra	SG.NOM	Herra␣
1x011:003	-	(olla)	COP.ACT.PAST.3S	oli␣
1x011:003	-	(puhua)	ACT.PCP2.PERF	puhunut␣
1x011:003	24	Samuel	PR.SG.GEN	Samuelin␣
1x011:003	23b	kautta	PREP	kautta
1x011:003	23a	%case	?	
1x011:003	-	(.)	PUNC	.␣
1x011:004	1x011:004	1x011:004	VERSE	1Ak␣11:4␣
1x011:004	1a	ja	CNJ	Ja␣
1x011:004	2	Daavid	PR.SG.NOM	Daavid␣
1x011:004	3a	ja	CNJ	ja␣
1x011:004	3b	koko	ADJ	koko␣
1x011:004	4	Israel	PR.SG.NOM	Israel␣
1x011:004	1b	mennä	ACT.PAST.3P	menivät␣
1x011:004	5	Jerusalem	PR.SG.ILL	Jerusalemiin
1x011:004	-	(,)	PUNC	,␣
1x011:004	6	se	DEM.SG.NOM	se␣
1x011:004	-	(olla)	COP.ACT.PRES.3S	on␣
1x011:004	7	Jebus	PR.SG.ILL	Jebukseen
1x011:004	-	(,)	PUNC	,␣
1x011:004	8a	ja	CNJ	ja␣
1x011:004	8b	siellä	ADV	siellä␣
1x011:004	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x011:004	(9a) 9b	jebusilainen	DER.ADJ.PL.NOM	jebusilaiset
1x011:004	-	(,)	PUNC	,␣
1x011:004	-	(joka)	REL.PL.NOM	jotka␣
1x011:004	10	asua	ACT.PAST.3P	asuivat␣
1x011:004	11a	se	DEM.SG.INE	siinä␣
1x011:004	11b	maa	SG.INE	maassa
1x011:004	-	(.)	PUNC	.␣
1x011:005	1x011:005	1x011:005	VERSE	1Ak␣11:5␣
1x011:005	(1a)	-	UNTRANSLATED	
1x011:005	3	Jebus	PR.SG.GEN	Jebuksen␣
1x011:005	2	asukas	PL.NOM	asukkaat␣
1x011:005	1b	sanoa	ACT.PAST.3P	sanoivat␣
1x011:005	4b	Daavid	PR.SG.ALL	Daavidille
1x011:005	4a	%case	LOC	
1x011:005	-	(:)	PUNC	:␣
1x011:005	-	(")	PUNC.LEFT	"
1x011:005	7	tänne	ADV	Tänne␣
1x011:005	6	(sinä)	PERS.SG.NOM	sinä␣
1x011:005	5	ei	NEGV.2S	et␣
1x011:005	6	tulla	ACT.PRES.NEG	tule
1x011:005	-	(")	PUNC.RIGHT	"
1x011:005	-	(.)	PUNC	.␣
1x011:005	8a	mutta	CNJ	Mutta␣
1x011:005	9	Daavid	PR.SG.NOM	Daavid␣
1x011:005	8b	valloittaa	ACT.PAST.3S	valloitti␣
1x011:005	12	Siion	PR.SG.GEN	Siionin␣
1x011:005	11	vuori_linna	SG.GEN	vuorilinnan
1x011:005	10	%case	GEN	
1x011:005	-	(,)	PUNC	,␣
1x011:005	13	se	DEM.SG.NOM	se␣
1x011:005	-	(olla)	COP.ACT.PRES.3S	on␣
1x011:005	15	Daavid	PR.SG.GEN	Daavidin␣
1x011:005	14	kaupunki	SG.GEN	kaupungin
1x011:005	-	(.)	PUNC	.␣
1x011:006	1x011:006	1x011:006	VERSE	1Ak␣11:6␣
1x011:006	1a	ja	CNJ	Ja␣
1x011:006	2	Daavid	PR.SG.NOM	Daavid␣
1x011:006	1b	sanoa	ACT.PAST.3S	sanoi
1x011:006	-	(:)	PUNC	:␣
1x011:006	-	(")	PUNC.LEFT	"
1x011:006	3	joka	REL.INDEF.SG.NOM	Joka␣
1x011:006	6b		ORD.SG.ESS	ensimmäisenä␣
1x011:006	6a	%case	ESS	
1x011:006	4	surmata	ACT.PRES.3S	surmaa␣
1x011:006	5	jebusilainen	DER.ADJ.SG.GEN	jebusilaisen
1x011:006	-	(,)	PUNC	,␣
1x011:006	7	(hän)	PERS.SG.NOM	hän␣
1x011:006	7	(olla)	COP.ACT.PRES.3S	on␣
1x011:006	7	olla	COP.ACT.PCP1.FUTR	oleva␣
1x011:006	8b	pää_mies	SG.NOM	päämies␣
1x011:006	8a	%case	NOM	
1x011:006	9a	ja	CNJ	ja␣
1x011:006	9c	päällikkö	SG.NOM	päällikkö
1x011:006	9b	%case	NOM	
1x011:006	(10a)	-	UNTRANSLATED	
1x011:006	-	(")	PUNC.RIGHT	"
1x011:006	-	(.)	PUNC	.␣
1x011:006	12	Jooab	PR.SG.NOM	Jooab
1x011:006	-	(,)	PUNC	,␣
1x011:006	14	Seruja	PR.SG.GEN	Serujan␣
1x011:006	13	poika	SG.NOM	poika
1x011:006	-	(,)	PUNC	,␣
1x011:006	10b	tulla	ACT.PAST.3S	tuli␣
1x011:006	11b		ORD.SG.ESS	ensimmäisenä␣
1x011:006	11a	%case	ESS	
1x011:006	-	(sinne)	ADV	sinne␣
1x011:006	10b	ylös	ADV	ylös
1x011:006	-	(,)	PUNC	,␣
1x011:006	15a	ja	CNJ	ja␣
1x011:006	-	(niin)	ADV.AD-A	niin␣
1x011:006	15b	(hän)	PERS.SG.ELA	hänestä␣
1x011:006	15b	tulla	ACT.PAST.3S	tuli␣
1x011:006	16b	pää_mies	SG.NOM	päämies
1x011:006	16a	%case	NOM	
1x011:006	-	(.)	PUNC	.␣
1x011:007	1x011:007	1x011:007	VERSE	1Ak␣11:7␣
1x011:007	1a	sitten	ADV	Sitten␣
1x011:007	2	Daavid	PR.SG.NOM	Daavid␣
1x011:007	1b	asettua	DER.ACT.PAST.3S	asettui␣
1x011:007	3b	vuori_linna	SG.ILL	vuorilinnaan
1x011:007	3a	%case	LOC	
1x011:007	-	(;)	PUNC	;␣
1x011:007	4 5	sen_tähden	ADV	sentähden␣
1x011:007	6	kutsua	PSS.PAST	kutsuttiin␣
1x011:007	7	se	DEM.SG.PTV	sitä␣
1x011:007	9	Daavid	PR.SG.GEN	Daavidin␣
1x011:007	8	kaupunki	SG.TRA	kaupungiksi
1x011:007	-	(.)	PUNC	.␣
1x011:008	1x011:008	1x011:008	VERSE	1Ak␣11:8␣
1x011:008	1a	ja	CNJ	Ja␣
1x011:008	1b	(hän)	PERS.SG.NOM	hän␣
1x011:008	1b	rakentaa	ACT.PAST.3S	rakensi␣
1x011:008	(2a) 2b	kaupunki	SG.PTV	kaupunkia␣
1x011:008	3b	yltympäri	ADV	yltympäri
1x011:008	3a	%case	?	
1x011:008	-	(,)	PUNC	,␣
1x011:008	(5a) 5b	Millo	PR.SG.ELA	Millosta␣
1x011:008	4	%case	LOC	
1x011:008	(7a) 7b	reuna	PL.ILL	reunoihin␣
1x011:008	6b	asti	POST	asti
1x011:008	6a	%inflection	POST	
1x011:008	-	(;)	PUNC	;␣
1x011:008	8a	ja	CNJ	ja␣
1x011:008	8b	Jooab	PR.SG.NOM	Jooab␣
1x011:008	9	rakentaa	ACT.PAST.3S	rakensi␣
1x011:008	9	entiselleen	DER.ADV.-3	entiselleen␣
1x011:008	11	muu	INDEF.SG.GEN	muun␣
1x011:008	10	%case	GEN	
1x011:008	-	(osa)	SG.GEN	osan␣
1x011:008	(12a) 12b	kaupunki	SG.PTV	kaupunkia
1x011:008	-	(.)	PUNC	.␣
1x011:009	1x011:009	1x011:009	VERSE	1Ak␣11:9␣
1x011:009	1a	ja	CNJ	Ja␣
1x011:009	2	Daavid	PR.SG.NOM	Daavid␣
1x011:009	1b	tulla	ACT.PAST.3S	tuli␣
1x011:009	3	yhä	ADV	yhä␣
1x011:009	4a	%case	?	
1x011:009	4b	suuri	ADJ.CMP.SG.TRA	suuremmaksi
1x011:009	-	(,)	PUNC	,␣
1x011:009	5a	ja	CNJ	ja␣
1x011:009	5b	Herra	SG.NOM	Herra␣
1x011:009	6	Sebaot	PR.SG.NOM	Sebaot␣
1x011:009	-	(olla)	COP.ACT.PAST.3S	oli␣
1x011:009	pers%7	hän	PERS.SG.GEN	hänen␣
1x011:009	7	kanssa	POST.-3	kanssansa
1x011:009	-	(.)	PUNC	.␣
1x011:010	1x011:010	1x011:010	VERSE	1Ak␣11:10␣
1x011:010	(1a)	-	UNTRANSLATED	
1x011:010	1b	nämä	DEM.PL.NOM	Nämä␣
1x011:010	-	(olla)	COP.ACT.PRES.3P	ovat␣
1x011:010	2		ORD.PL.NOM	ensimmäiset␣
1x011:010	5b	Daavid	PR.SG.GEN	Daavidin␣
1x011:010	5a	%case	GEN	
1x011:010	(3a) 3b	urho	PL.ELA	urhoista
1x011:010	-	(,)	PUNC	,␣
1x011:010	4	joka	REL.PL.NOM	jotka␣
1x011:010	(6a) 6b	voimakkaasti	DER.ADV.POS	voimakkaasti␣
1x011:010	(6a) 6b	auttaa	ACT.PAST.3P	auttoivat␣
1x011:010	7	hän	PERS.SG.PTV	häntä␣
1x011:010	8b	kuninkuus	DER.SG.ILL	kuninkuuteen␣
1x011:010	8a	%case	LOC	
1x011:010	9	yhdessä	ADV	yhdessä␣
1x011:010	10	koko	ADJ	koko␣
1x011:010	11	Israel	PR.SG.GEN	Israelin␣
1x011:010	9	kanssa	POST	kanssa
1x011:010	-	(,)	PUNC	,␣
1x011:010	12b	tehdä	INF1.TRA.-3	tehdäkseen␣
1x011:010	12a	%case	TRA	
1x011:010	pers%12b	hän	PERS.SG.ACC	hänet␣
1x011:010	16	Israel	PR.SG.GEN	Israelin␣
1x011:010	15	%case	GEN	
1x011:010	12b	kuningas	SG.TRA	kuninkaaksi␣
1x011:010	14	Herra	SG.GEN	Herran␣
1x011:010	13b	sana	SG.GEN	sanan␣
1x011:010	13a	mukaan	POST	mukaan
1x011:010	-	(.)	PUNC	.␣
1x011:011	1x011:011	1x011:011	VERSE	1Ak␣11:11␣
1x011:011	(1a)	-	UNTRANSLATED	
1x011:011	1b	tämä	DEM.SG.NOM	Tämä␣
1x011:011	-	(olla)	COP.ACT.PRES.3S	on␣
1x011:011	5b	Daavid	PR.SG.GEN	Daavidin␣
1x011:011	4 5a	%case	GEN	
1x011:011	(3a) 3b	urho	PL.GEN	urhojen␣
1x011:011	2	luettelo	SG.NOM	luettelo
1x011:011	-	(:)	PUNC	:␣
1x011:011	6	Jaasobeam	PR.SG.NOM	Jaasobeam
1x011:011	-	(,)	PUNC	,␣
1x011:011	8	hakmonilainen	DER.ADJ.SG.GEN	hakmonilaisen␣
1x011:011	7	poika	SG.NOM	poika
1x011:011	-	(,)	PUNC	,␣
1x011:011	10a	ne	DEM.PL.GEN	niiden␣
1x011:011	10b	3	NUM.SG.GEN	kolmen␣
1x011:011	9	päällikkö	SG.NOM	päällikkö
1x011:011	-	(,)	PUNC	,␣
1x011:011	12	hän	PERS.SG.NOM	hän
1x011:011	-	(,)	PUNC	,␣
1x011:011	-	(joka)	REL.INDEF.SG.NOM	joka␣
1x011:011	13	heiluttaa	DER.ACT.PAST.3S	heilutti␣
1x011:011	15	keihäs	SG.PTV.-3	keihästään␣
1x011:011	14	%case	PTV	
1x011:011	17 18	300	NUM.SG.GEN	kolmensadan␣
1x011:011	19	kaatua:kaatunut	ACT.PCP2.SG.GEN	kaatuneen␣
1x011:011	16	yli	PREP	yli␣
1x011:011	21	1	NUM.SG.ADE	yhdellä␣
1x011:011	20b	kerta	SG.PTV	kertaa
1x011:011	20a	%case	PTV	
1x011:011	-	(.)	PUNC	.␣
1x011:012	1x011:012	1x011:012	VERSE	1Ak␣11:12␣
1x011:012	(1a)	-	UNTRANSLATED	
1x011:012	pers%1b	hän	PERS.SG.GEN	Hänen␣
1x011:012	1b	jälkeen	PREP.-3	jälkeensä␣
1x011:012	2	Eleasar	PR.SG.NOM	Eleasar
1x011:012	-	(,)	PUNC	,␣
1x011:012	4	Doodo	PR.SG.GEN	Doodon␣
1x011:012	3	poika	SG.NOM	poika
1x011:012	-	(,)	PUNC	,␣
1x011:012	(5a) 5b	ahohilainen	DER.ADJ.SG.NOM	ahohilainen
1x011:012	-	(,)	PUNC	,␣
1x011:012	-	(1)	NUM.SG.NOM	yksi␣
1x011:012	(6)	-	UNTRANSLATED	
1x011:012	8a	ne	DEM.PL.ELA	niistä␣
1x011:012	7b	3	NUM.SG.ELA	kolmesta␣
1x011:012	7a	%case	LOC	
1x011:012	8b	urho	SG.ELA	urhosta
1x011:012	-	(.)	PUNC	.␣
1x011:013	1x011:013	1x011:013	VERSE	1Ak␣11:13␣
1x011:013	1	hän	PERS.SG.NOM	Hän␣
1x011:013	2	olla	COP.ACT.PAST.3S	oli␣
1x011:013	4	Daavid	PR.SG.GEN	Daavidin␣
1x011:013	3	kanssa	POST	kanssa␣
1x011:013	5b	Pas-Dammim	PR.SG.INE	Pas-Dammimissa
1x011:013	5a	%case	LOC	
1x011:013	-	(,)	PUNC	,␣
1x011:013	6a	kun	SUBORD	kun␣
1x011:013	(6b) 6c	filistealainen	DER.ADJ.PL.NOM	filistealaiset␣
1x011:013	7	(olla)	COP.ACT.PAST.3P	olivat␣
1x011:013	7	kokoontua	ACT.PCP2.PERF	kokoontuneet␣
1x011:013	8	sinne	ADV	sinne␣
1x011:013	9b	sotia	INF3.ILL	sotimaan
1x011:013	9a	%case	LOC	
1x011:013	-	(.)	PUNC	.␣
1x011:013	10a	ja	CNJ	Ja␣
1x011:013	-	(siellä)	ADV	siellä␣
1x011:013	10b	olla	COP.ACT.PAST.3S	oli␣
1x011:013	11 (12a) 12b	pelto_palsta	SG.NOM	peltopalsta␣
1x011:013	13	täynnä	ADV	täynnä␣
1x011:013	14	ohra	SG.PTV	ohraa
1x011:013	-	(.)	PUNC	.␣
1x011:013	15a	ja	CNJ	Ja␣
1x011:013	(15b) 15c	väki	SG.NOM	väki␣
1x011:013	16	paeta	ACT.PAST.3S	pakeni␣
1x011:013	18	filistealainen	DER.ADJ.PL.PTV	filistealaisia
1x011:013	17a 17b	%case	PTV	
1x011:013	-	(;)	PUNC	;␣
1x011:014	1x011:014	1x011:014	VERSE	1Ak␣11:14␣
1x011:014	1a	mutta	CNJ	mutta␣
1x011:014	1b	(he)	PERS.PL.NOM	he␣
1x011:014	1b	asettua	DER.ACT.PAST.3P	asettuivat␣
1x011:014	2b	keskelle	PREP	keskelle␣
1x011:014	2a	%case	LOC	
1x011:014	(3a) 3b	palsta	SG.PTV	palstaa
1x011:014	(4a)	-	UNTRANSLATED	
1x011:014	-	(,)	PUNC	,␣
1x011:014	4b	(saada)	ACT.PAST.3P	saivat␣
1x011:014	pers%4b	se	DEM.SG.GEN	sen␣
1x011:014	4b	pelastaa	PSS.PCP2.ACCD	pelastetuksi␣
1x011:014	5a	ja	CNJ	ja␣
1x011:014	5b	voittaa	ACT.PAST.3P	voittivat␣
1x011:014	7	filistealainen	DER.ADJ.PL.NOM	filistealaiset
1x011:014	6	%case	NOM	
1x011:014	-	(;)	PUNC	;␣
1x011:014	8a	ja	CNJ	ja␣
1x011:014	-	(niin)	ADV.AD-A	niin␣
1x011:014	9	Herra	SG.NOM	Herra␣
1x011:014	8b	antaa	ACT.PAST.3S	antoi␣
1x011:014	11	suuri	ADJ.SG.GEN	suuren␣
1x011:014	10	voitto	SG.GEN	voiton
1x011:014	-	(.)	PUNC	.␣
1x011:015	1x011:015	1x011:015	VERSE	1Ak␣11:15␣
1x011:015	1a	kerran	DER.ADV	Kerran␣
1x011:015	1b	lähteä	ACT.PAST.3S	lähti␣
1x011:015	2	3	NUM.SG.NOM	kolme␣
1x011:015	4a	ne	DEM.PL.ELA	niistä␣
1x011:015	4b	30	NUM.SG.ELA	kolmestakymmenestä␣
1x011:015	3	%case	LOC	
1x011:015	5	päällikkö	SG.ELA	päälliköstä␣
1x011:015	9	Daavid	PR.SG.GEN	Daavidin␣
1x011:015	8	luo	PREP	luo␣
1x011:015	(7a) 7b	kallio_linna	SG.ILL	kalliolinnaan
1x011:015	6	%case	LOC	
1x011:015	-	(,)	PUNC	,␣
1x011:015	12	Adullam	PR.SG.GEN	Adullamin␣
1x011:015	11	luola	SG.ALL	luolalle
1x011:015	10	%case	LOC	
1x011:015	-	(.)	PUNC	.␣
1x011:015	13a	ja	CNJ	Ja␣
1x011:015	14	filistealainen	DER.ADJ.PL.GEN	filistealaisten␣
1x011:015	13b	joukko	SG.NOM	joukko␣
1x011:015	15	(olla)	COP.ACT.PAST.3S	oli␣
1x011:015	15	leiriytyä	ACT.PCP2.PERF	leiriytynyt␣
1x011:015	17	Refaim	PR.SG.GEN	Refaimin␣
1x011:015	16b	tasanko	SG.ALL	tasangolle
1x011:015	16a	%case	LOC	
1x011:015	-	(.)	PUNC	.␣
1x011:016	1x011:016	1x011:016	VERSE	1Ak␣11:16␣
1x011:016	1a	mutta	CNJ	Mutta␣
1x011:016	1b	Daavid	PR.SG.NOM	Daavid␣
1x011:016	-	(olla)	COP.ACT.PAST.3S	oli␣
1x011:016	2	silloin	ADV	silloin␣
1x011:016	3b	vuori_linna	SG.INE	vuorilinnassa
1x011:016	3a	%case	LOC	
1x011:016	-	(,)	PUNC	,␣
1x011:016	4a	ja	CNJ	ja␣
1x011:016	5	filistealainen	DER.ADJ.PL.GEN	filistealaisten␣
1x011:016	4b	vartiosto	SG.NOM	vartiosto␣
1x011:016	-	(olla)	COP.ACT.PAST.3S	oli␣
1x011:016	(6)	-	UNTRANSLATED	
1x011:016	7b	Beetlehem	PR.SG.INE	Beetlehemissä
1x011:016	7a	%case	LOC	
1x011:016	-	(.)	PUNC	.␣
1x011:017	1x011:017	1x011:017	VERSE	1Ak␣11:17␣
1x011:017	2a	ja	CNJ	Ja␣
1x011:017	3	Daavid	PR.SG.GEN	Daavidin␣
1x011:017	asp%2b	ruveta	ACT.PAST.3S	rupesi␣
1x011:017	2b	tehdä	INF3.ILL	tekemään␣
1x011:017	2b	mieli	SG.NOM	mieli␣
1x011:017	-	(vesi)	SG.PTV	vettä
1x011:017	-	(,)	PUNC	,␣
1x011:017	4a	ja	CNJ	ja␣
1x011:017	4b	(hän)	PERS.SG.NOM	hän␣
1x011:017	4b	sanoa	ACT.PAST.3S	sanoi
1x011:017	-	(:)	PUNC	:␣
1x011:017	-	(")	PUNC.LEFT	"
1x011:017	-	(jospa)	SUBORD	Jospa␣
1x011:017	5	joku	INDEF.SG.NOM	joku␣
1x011:017	tasp%6	tuoda	ACT.COND.3S	toisi␣
1x011:017	pers%6	minä	PERS.SG.ALL	minulle␣
1x011:017	7	vesi	SG.PTV	vettä␣
1x011:017	6	juoda	INF1.TRA.-1	juodakseni␣
1x011:017	9	Beetlehem	PR.SG.GEN	Beetlehemin␣
1x011:017	8b	kaivo	SG.ELA	kaivosta
1x011:017	8a	%case	LOC	
1x011:017	-	(,)	PUNC	,␣
