jn001:001	jn001:001	jn001:001	VERSE	Jh␣1:1␣
jn008:030	-	(,)	PUNC	,␣
jn008:030	5	uskoa	ACT.PAST.3P	uskoivat␣
jn008:030	4	moni	INDEF.PL.NOM	monet␣
jn008:030	7a	hän	PERS.SG.ILL	häneen
jn008:030	6	%case	LOC	
jn008:030	-	(.)	PUNC	.␣
jn008:031	jn008:031	jn008:031	VERSE	Jh␣8:31␣
jn008:031	2	niin	ADV.AD-A	Niin␣
jn008:031	(3) 4	Jeesus	PR.SG.NOM	Jeesus␣
jn008:031	1	sanoa	ACT.PAST.3S	sanoi␣
jn008:031	6	ne	DEM.PL.ALL	niille␣
jn008:031	9a	juutalainen	DER.ADJ.PL.ALL	juutalaisille
jn008:031	-	(,)	PUNC	,␣
jn008:031	6	joka	REL.PL.NOM	jotka␣
jn008:031	7	uskoa	ACT.PAST.3P	uskoivat␣
jn008:031	5	%case	?	
jn008:031	8	hän	PERS.SG.ILL	häneen
jn008:031	-	(:)	PUNC	:␣
jn008:031	-	(")	PUNC.LEFT	"
jn008:031	10	jos	SUBORD	Jos␣
jn008:031	11	te	PERS.PL.NOM	te␣
jn008:031	12	pysyä	ACT.PRES.2P	pysytte␣
jn008:031	(16) 17a	minä	PERS.SG.GEN	minun␣
jn008:031	(14) 15	sana	SG.INE.-1	sanassani
jn008:031	13	%case	LOC	
jn008:031	-	(,)	PUNC	,␣
jn008:031	-	(niin)	ADV.AD-A	niin␣
jn008:031	21	(te)	PERS.PL.NOM	te␣
jn008:031	18	totisesti	DER.ADV.POS	totisesti␣
jn008:031	21	olla	COP.ACT.PRES.2P	olette␣
jn008:031	20	minä	PERS.SG.GEN	minun␣
jn008:031	19	opetus_lapsi	PL.PTV.-1	opetuslapsiani
jn008:031	-	(;)	PUNC	;␣
jn008:032	jn008:032	jn008:032	VERSE	Jh␣8:32␣
jn008:032	1	ja	CNJ	ja␣
jn008:032	2	(te)	PERS.PL.NOM	te␣
jn008:032	2	tulla	ACT.PRES.2P	tulette␣
jn008:032	2	tuntea	INF3.ILL	tuntemaan␣
jn008:032	(3) 4a	totuus	SG.GEN	totuuden
jn008:032	-	(,)	PUNC	,␣
jn008:032	5	ja	CNJ	ja␣
jn008:032	(6) 7	totuus	SG.NOM	totuus␣
jn008:032	8	(olla)	COP.ACT.PRES.3S	on␣
jn008:032	8	tehdä	ACT.PCP1.FUTR	tekevä␣
jn008:032	9a	te	PERS.PL.ACC	teidät␣
jn008:032	8	vapaa	ADJ.PL.TRA	vapaiksi
jn008:032	-	(")	PUNC.RIGHT	"
jn008:032	-	(.)	PUNC	.␣
jn008:033	jn008:033	jn008:033	VERSE	Jh␣8:33␣
jn008:033	1	(he)	PERS.PL.NOM	He␣
jn008:033	1	vastata	ACT.PAST.3P	vastasivat␣
jn008:033	3a	hän	PERS.SG.ALL	hänelle
jn008:033	2	%case	LOC	
jn008:033	-	(:)	PUNC	:␣
jn008:033	-	(")	PUNC.LEFT	"
jn008:033	6	(me)	PERS.PL.NOM	Me␣
jn008:033	6	olla	COP.ACT.PRES.1P	olemme␣
jn008:033	5	Aabraham	PR.SG.GEN	Aabrahamin␣
jn008:033	4	jälkeläinen	PL.PTV	jälkeläisiä␣
jn008:033	8	ei	NEGV.1P.-CLITIC	emmekä␣
jn008:033	7	%clitic	kA	
jn008:033	9	(olla)	COP.ACT.PRES.NEG	ole␣
jn008:033	10a	koskaan	ADV	koskaan␣
jn008:033	9	olla	COP.ACT.PCP2.PERF	olleet␣
jn008:033	8	kukaan	INDEF.SG.GEN	kenenkään␣
jn008:033	9	orja	PL.PTV	orjia
jn008:033	-	(.)	PUNC	.␣
jn008:033	11	kuinka	ADV	Kuinka␣
jn008:033	12	sinä	PERS.SG.NOM	sinä␣
jn008:033	-	(sitten)	ADV	sitten␣
jn008:033	13	sanoa	ACT.PRES.2S	sanot
jn008:033	14	:	PUNC	:␣
jn008:033	-	(')	PUNC.LEFT	'
jn008:033	16a	(te)	PERS.PL.NOM	Te␣
jn008:033	16a	tulla	ACT.PRES.2P	tulette␣
jn008:033	15	vapaa	ADJ.PL.TRA	vapaiksi
jn008:033	-	(')	PUNC.RIGHT	'
jn008:033	-	(?)	PUNC	?
jn008:033	-	(")	PUNC.RIGHT	"␣
jn008:034	jn008:034	jn008:034	VERSE	Jh␣8:34␣
jn008:034	(3) 4a	Jeesus	PR.SG.NOM	Jeesus␣
jn008:034	1	vastata	ACT.PAST.3S	vastasi␣
jn008:034	2	he	PERS.PL.ALL	heille
jn008:034	-	(:)	PUNC	:␣
jn008:034	-	(")	PUNC.LEFT	"
jn008:034	5	totisesti	DER.ADV.POS	Totisesti
jn008:034	-	(,)	PUNC	,␣
jn008:034	6	totisesti	DER.ADV.POS	totisesti␣
jn008:034	7	(minä)	PERS.SG.NOM	minä␣
jn008:034	7	sanoa	ACT.PRES.1S	sanon␣
jn008:034	8	te	PERS.PL.ALL	teille
jn008:034	9	:	PUNC	:␣
jn008:034	10	jokainen	INDEF.SG.NOM	jokainen
jn008:034	-	(,)	PUNC	,␣
jn008:034	11	joka	REL.INDEF.SG.NOM	joka␣
jn008:034	12	tehdä	ACT.PRES.3S	tekee␣
jn008:034	(13) 14	synti	SG.PTV	syntiä
jn008:034	-	(,)	PUNC	,␣
jn008:034	16	olla	COP.ACT.PRES.3S	on␣
jn008:034	(17) 18a	synti	SG.GEN	synnin␣
jn008:034	15	orja	SG.NOM	orja
jn008:034	-	(.)	PUNC	.␣
jn008:035	jn008:035	jn008:035	VERSE	Jh␣8:35␣
jn008:035	2	mutta	CNJ	Mutta␣
jn008:035	(1) 3	orja	SG.NOM	orja␣
jn008:035	4	ei	NEGV.3S	ei␣
jn008:035	5	pysyä	ACT.PRES.NEG	pysy␣
jn008:035	(7) 8	talo	SG.INE	talossa␣
jn008:035	6	%case	LOC	
jn008:035	(10) 11a	iäti	ADV	iäti
jn008:035	9	%case	?	
jn008:035	-	(;)	PUNC	;␣
jn008:035	(12) 13	Poika	SG.NOM	Poika␣
jn008:035	14	pysyä	ACT.PRES.3S	pysyy␣
jn008:035	(16) 17a	iäti	ADV	iäti
jn008:035	15	%case	?	
jn008:035	-	(.)	PUNC	.␣
jn008:036	jn008:036	jn008:036	VERSE	Jh␣8:36␣
jn008:036	1	jos	SUBORD	Jos␣
jn008:036	2	siis	ADV	siis␣
jn008:036	(3) 4	Poika	SG.NOM	Poika␣
jn008:036	6a	tehdä	ACT.PRES.3S	tekee␣
jn008:036	5	te	PERS.PL.ACC	teidät␣
jn008:036	6a	vapaa	ADJ.PL.TRA	vapaiksi
jn008:036	-	(,)	PUNC	,␣
jn008:036	-	(niin)	ADV.AD-A	niin␣
jn008:036	9a	(te)	PERS.PL.NOM	te␣
jn008:036	9a	tulla	ACT.PRES.2P	tulette␣
jn008:036	7	todellisesti	DER.ADV.POS	todellisesti␣
jn008:036	8	vapaa	ADJ.PL.TRA	vapaiksi
jn008:036	-	(.)	PUNC	.␣
jn008:037	jn008:037	jn008:037	VERSE	Jh␣8:37␣
jn008:037	1	(minä)	PERS.SG.NOM	Minä␣
jn008:037	1	tietää	ACT.PRES.1S	tiedän
jn008:037	-	(,)	PUNC	,␣
jn008:037	2	että	SUBORD	että␣
jn008:037	5a	(te)	PERS.PL.NOM	te␣
jn008:037	5a	olla	COP.ACT.PRES.2P	olette␣
jn008:037	4	Aabraham	PR.SG.GEN	Aabrahamin␣
jn008:037	3	jälkeläinen	PL.PTV	jälkeläisiä
jn008:037	-	(;)	PUNC	;␣
jn008:037	6	mutta	CNJ	mutta␣
jn008:037	7	(te)	PERS.PL.NOM	te␣
jn008:037	7	tavoitella	DER.ACT.PRES.2P	tavoittelette␣
jn008:037	8	minä	PERS.SG.PTV	minua␣
jn008:037	9a	tappaa	INF1.TRA.-2	tappaaksenne
jn008:037	-	(,)	PUNC	,␣
jn008:037	10	koska	SUBORD	koska␣
jn008:037	(13) 14	minä	PERS.SG.GEN	minun␣
jn008:037	(11) 12	sana	NOM&SGGEN.-1	sanani␣
jn008:037	15	ei	NEGV.3S	ei␣
jn008:037	16	saada	ACT.PRES.NEG	saa␣
jn008:037	16	tila	SG.PTV	tilaa␣
jn008:037	18a	te	PERS.PL.INE	teissä
jn008:037	17	%case	LOC	
jn008:037	-	(.)	PUNC	.␣
jn008:038	jn008:038	jn008:038	VERSE	Jh␣8:38␣
jn008:038	7a	(minä)	PERS.SG.NOM	Minä␣
jn008:038	7a	puhua	ACT.PRES.1S	puhun
jn008:038	-	(,)	PUNC	,␣
jn008:038	1	mikä	INT.REL.SG.PTV	mitä␣
jn008:038	2	minä	PERS.SG.NOM	minä␣
jn008:038	3	(olla)	COP.ACT.PRES.1S	olen␣
jn008:038	3	nähdä	ACT.PCP2.PERF	nähnyt␣
jn008:038	(5) 6	Isä	NOM&SGGEN.-1	Isäni␣
jn008:038	4	tykönä	POST	tykönä
jn008:038	-	(;)	PUNC	;␣
jn008:038	10	niin	ADV.AD-A	niin␣
jn008:038	9	te	PERS.PL.NOM.-CLITIC	tekin␣
jn008:038	8	%clitic	kin	
jn008:038	16a	tehdä	ACT.PRES.2P	teette
jn008:038	-	(,)	PUNC	,␣
jn008:038	11	mikä	INT.REL.SG.PTV	mitä␣
jn008:038	12	(olla)	COP.ACT.PRES.2P	olette␣
jn008:038	12	kuulla	ACT.PCP2.PERF	kuulleet␣
jn008:038	-	(oma)	ADJ.SG.ABL	omalta␣
jn008:038	(14) 15	isä	SG.ABL.-2	isältänne
jn008:038	13	%case	LOC	
jn008:038	-	(.)	PUNC	.
jn008:038	-	(")	PUNC.RIGHT	"␣
jn008:039	jn008:039	jn008:039	VERSE	Jh␣8:39␣
jn008:039	1	(he)	PERS.PL.NOM	He␣
jn008:039	1	vastata	ACT.PAST.3P	vastasivat␣
jn008:039	2	ja	CNJ	ja␣
jn008:039	3	sanoa	ACT.PAST.3P	sanoivat␣
jn008:039	4a	hän	PERS.SG.ALL	hänelle
jn008:039	-	(:)	PUNC	:␣
jn008:039	-	(")	PUNC.LEFT	"
jn008:039	8	Aabraham	PR.SG.NOM	Aabraham␣
jn008:039	9a	olla	COP.ACT.PRES.3S	on␣
jn008:039	7	me	PERS.PL.GEN	meidän␣
jn008:039	(5) 6	isä	NOM&SGGEN.-1	isämme
jn008:039	-	(")	PUNC.RIGHT	"
jn008:039	-	(.)	PUNC	.␣
jn008:039	(12) 13a	Jeesus	PR.SG.NOM	Jeesus␣
jn008:039	10	sanoa	ACT.PAST.3S	sanoi␣
jn008:039	11	he	PERS.PL.ALL	heille
jn008:039	-	(:)	PUNC	:␣
jn008:039	-	(")	PUNC.LEFT	"
jn008:039	14	jos	SUBORD	Jos␣
jn008:039	18a	olla	COP.ACT.COND.2P	olisitte␣
jn008:039	(16) 17	Aabraham	PR.SG.GEN	Aabrahamin␣
jn008:039	15	lapsi	PL.PTV	lapsia
jn008:039	-	(,)	PUNC	,␣
jn008:039	-	(niin)	ADV.AD-A	niin␣
jn008:039	23a	(te)	PERS.PL.NOM	te␣
jn008:039	23a	tehdä	ACT.COND.2P	tekisitte␣
jn008:039	(21) 22	Aabraham	PR.SG.GEN	Aabrahamin␣
jn008:039	(19) 20	teko	PL.PTV	tekoja
jn008:039	-	(.)	PUNC	.␣
jn008:040	jn008:040	jn008:040	VERSE	Jh␣8:40␣
jn008:040	2	mutta	CNJ	Mutta␣
jn008:040	1	nyt	ADV	nyt␣
jn008:040	3	(te)	PERS.PL.NOM	te␣
jn008:040	3	tavoitella	DER.ACT.PRES.2P	tavoittelette␣
jn008:040	4	minä	PERS.SG.PTV	minua␣
jn008:040	5	tappaa	INF1.TRA.-2	tappaaksenne
jn008:040	-	(,)	PUNC	,␣
jn008:040	6	mies	SG.PTV	miestä
jn008:040	-	(,)	PUNC	,␣
jn008:040	7	joka	REL.INDEF.SG.NOM	joka␣
jn008:040	11	(olla)	COP.ACT.PRES.3S	on␣
jn008:040	11	puhua	ACT.PCP2.PERF	puhunut␣
jn008:040	10	te	PERS.PL.ALL	teille␣
jn008:040	(8) 9	totuus	SG.GEN	totuuden
jn008:040	-	(,)	PUNC	,␣
jn008:040	12	joka	REL.SG.GEN	jonka␣
jn008:040	13	(hän)	PERS.SG.NOM	hän␣
jn008:040	13	(olla)	COP.ACT.PRES.3S	on␣
jn008:040	13	kuulla	ACT.PCP2.PERF	kuullut␣
jn008:040	(15) 16a	Jumala	SG.ABL	Jumalalta
jn008:040	14	%case	LOC	
jn008:040	-	(.)	PUNC	.␣
jn008:040	17	niin	ADV.AD-A	Niin␣
jn008:040	19	ei	NEGV.3S	ei␣
jn008:040	18	Aabraham	PR.SG.NOM	Aabraham␣
jn008:040	20a	tehdä	ACT.PAST.SG	tehnyt
jn008:040	-	(.)	PUNC	.␣
jn008:041	jn008:041	jn008:041	VERSE	Jh␣8:41␣
jn008:041	1	te	PERS.PL.NOM	Te␣
jn008:041	2	tehdä	ACT.PRES.2P	teette␣
jn008:041	(5) 6	isä	NOM&SGGEN.-2	isänne␣
jn008:041	7a	%pers	?	
jn008:041	(3) 4	teko	PL.PTV	tekoja
jn008:041	-	(.)	PUNC	.
jn008:041	-	(")	PUNC.RIGHT	"␣
jn008:041	8a	(he)	PERS.PL.NOM	He␣
jn008:041	8a	sanoa	ACT.PAST.3P	sanoivat␣
jn008:041	(9a)	-	UNTRANSLATED	
jn008:041	10a	hän	PERS.SG.ALL	hänelle
jn008:041	-	(:)	PUNC	:␣
jn008:041	-	(")	PUNC.LEFT	"
jn008:041	11	me	PERS.PL.NOM	Me␣
jn008:041	14	ei	NEGV.1P	emme␣
jn008:041	15a	(olla)	COP.ACT.PRES.NEG	ole␣
jn008:041	13	avio_rikos	SG.ELA	aviorikoksesta␣
jn008:041	12	%case	LOC	
jn008:041	15a	syntyä:syntynyt	ACT.PCP2.PL.PTV	syntyneitä
jn008:041	-	(;)	PUNC	;␣
jn008:041	18	(me)	PERS.PL.ADE	meillä␣
jn008:041	18	olla	COP.ACT.PRES.3S	on␣
jn008:041	16	1	NUM.SG.NOM	yksi␣
jn008:041	17	Isä	SG.NOM	Isä
jn008:041	-	(,)	PUNC	,␣
jn008:041	(19) 20a	Jumala	SG.NOM	Jumala
jn008:041	-	(")	PUNC.RIGHT	"
jn008:041	-	(.)	PUNC	.␣
jn008:042	jn008:042	jn008:042	VERSE	Jh␣8:42␣
jn008:042	(3) 4a	Jeesus	PR.SG.NOM	Jeesus␣
jn008:042	1	sanoa	ACT.PAST.3S	sanoi␣
jn008:042	2	he	PERS.PL.ALL	heille
jn008:042	-	(:)	PUNC	:␣
jn008:042	-	(")	PUNC.LEFT	"
jn008:042	5	jos	SUBORD	Jos␣
jn008:042	(6) 7	Jumala	SG.NOM	Jumala␣
jn008:042	10	olla	COP.ACT.COND.3S	olisi␣
jn008:042	9	te	PERS.PL.GEN	teidän␣
jn008:042	8	Isä	NOM&SGGEN.-2	Isänne
jn008:042	-	(,)	PUNC	,␣
jn008:042	-	(niin)	ADV.AD-A	niin␣
jn008:042	11	(te)	PERS.PL.NOM	te␣
jn008:042	11	rakastaa	ACT.COND.2P	rakastaisitte␣
jn008:042	12	%modus	COND	
jn008:042	13a	minä	PERS.SG.PTV	minua
jn008:042	-	(,)	PUNC	,␣
jn008:042	15	sillä	SUBORD	sillä␣
jn008:042	14	minä	PERS.SG.NOM	minä␣
jn008:042	19	(olla)	COP.ACT.PRES.1S	olen␣
jn008:042	(17) 18	Jumala	SG.ELA	Jumalasta␣
jn008:042	16	%case	LOC	
jn008:042	19	lähteä	ACT.PCP2.PERF	lähtenyt␣
jn008:042	20	ja	CNJ	ja␣
jn008:042	21a	tulla	ACT.PCP2.PERF	tullut
jn008:042	-	(;)	PUNC	;␣
jn008:042	22	ei	NEGV.1S	en␣
jn008:042	(23)	-	UNTRANSLATED	
jn008:042	26a	minä	PERS.SG.NOM	minä␣
jn008:042	26a	(olla)	COP.ACT.PRES.NEG	ole␣
jn008:042	25	itse	REFL.SG.ELA.-1	itsestäni␣
jn008:042	24	%case	LOC	
jn008:042	26a	tulla	ACT.PCP2.PERF	tullut
jn008:042	-	(,)	PUNC	,␣
jn008:042	27	vaan	SUBORD	vaan␣
jn008:042	28	hän	PERS.SG.NOM	hän␣
jn008:042	30a	(olla)	COP.ACT.PRES.3S	on␣
jn008:042	29	minä	PERS.SG.ACC	minut␣
jn008:042	30a	lähettää	ACT.PCP2.PERF	lähettänyt
jn008:042	-	(.)	PUNC	.␣
jn008:043	jn008:043	jn008:043	VERSE	Jh␣8:43␣
jn008:043	2	minkä_tähden	ADV	Minkätähden␣
jn008:043	1	%case	?	
jn008:043	8a	(te)	PERS.PL.NOM	te␣
jn008:043	7	ei	NEGV.2P	ette␣
jn008:043	8a	ymmärtää	ACT.PRES.NEG	ymmärrä␣
jn008:043	(5) 6	minä	PERS.SG.GEN	minun␣
jn008:043	(3) 4	puhe	SG.PTV.-1	puhettani
jn008:043	-	(?)	PUNC	?␣
jn008:043	9	sen_tähden	ADV	Sentähden
jn008:043	-	(,)	PUNC	,␣
jn008:043	9	että	SUBORD	että␣
jn008:043	11	(te)	PERS.PL.NOM	te␣
jn008:043	10	ei	NEGV.2P	ette␣
jn008:043	11	kärsiä	ACT.PRES.NEG	kärsi␣
jn008:043	12	kuulla	INF1.LAT	kuulla␣
jn008:043	(15) 16a	minä	PERS.SG.GEN	minun␣
jn008:043	(13) 14	sana	SG.PTV.-1	sanaani
jn008:043	-	(.)	PUNC	.␣
jn008:044	jn008:044	jn008:044	VERSE	Jh␣8:44␣
jn008:044	1	te	PERS.PL.NOM	Te␣
jn008:044	7	olla	COP.ACT.PRES.2P	olette␣
jn008:044	(3) 4	isä	SG.ELA	isästä␣
jn008:044	2	%case	LOC	
jn008:044	(5) 6	perkele	SG.ELA	perkeleestä
jn008:044	-	(,)	PUNC	,␣
jn008:044	8	ja	CNJ	ja␣
jn008:044	(11) 12	isä	NOM&SGGEN.-2	isänne␣
jn008:044	13	%pers	?	
jn008:044	10 (9)	himo	PL.PTV	himoja␣
jn008:044	14	(te)	PERS.PL.NOM	te␣
jn008:044	14	tahtoa	ACT.PRES.2P	tahdotte␣
jn008:044	15a	noudattaa	INF1.LAT	noudattaa
jn008:044	-	(.)	PUNC	.␣
jn008:044	16	hän	PERS.SG.NOM	Hän␣
jn008:044	18	(olla)	COP.ACT.PRES.3S	on␣
jn008:044	18	olla	COP.ACT.PCP2.PERF	ollut␣
jn008:044	17	murhaaja	DER.SG.NOM	murhaaja␣
jn008:044	20	alku	SG.ELA	alusta␣
jn008:044	19	asti	POST	asti
jn008:044	-	(,)	PUNC	,␣
jn008:044	21	ja	CNJ	ja␣
jn008:044	(23) 24	totuus	SG.INE	totuudessa␣
jn008:044	22	%case	LOC	
jn008:044	26a	(hän)	PERS.SG.NOM	hän␣
jn008:044	25	ei	NEGV.3S	ei␣
jn008:044	26a	pysyä	ACT.PRES.NEG	pysy
jn008:044	-	(,)	PUNC	,␣
jn008:044	27	koska	SUBORD	koska␣
jn008:044	32a	hän	PERS.SG.INE	hänessä␣
jn008:044	31	%case	LOC	
jn008:044	28	ei	NEGV.3S	ei␣
jn008:044	30	totuus	SG.PTV	totuutta␣
jn008:044	29	olla	COP.ACT.PRES.NEG	ole
jn008:044	-	(.)	PUNC	.␣
jn008:044	33	kun	SUBORD	Kun␣
jn008:044	34	(hän)	PERS.SG.NOM	hän␣
jn008:044	34	puhua	ACT.PRES.3S	puhuu␣
jn008:044	(35) 36a	valhe	SG.PTV	valhetta
jn008:044	-	(,)	PUNC	,␣
jn008:044	-	(niin)	ADV.AD-A	niin␣
jn008:044	40a	(hän)	PERS.SG.NOM	hän␣
jn008:044	40a	puhua	ACT.PRES.3S	puhuu␣
jn008:044	(38) 39	oma	ADJ.SG.PTV.-3	omaansa
jn008:044	37	%case	PTV	
jn008:044	-	(,)	PUNC	,␣
jn008:044	41	sillä	SUBORD	sillä␣
jn008:044	43	(hän)	PERS.SG.NOM	hän␣
jn008:044	43	olla	COP.ACT.PRES.3S	on␣
jn008:044	42	valhettelija	DER.SG.NOM	valhettelija␣
jn008:044	44	ja	CNJ	ja␣
jn008:044	47a	se	DEM.SG.GEN	sen␣
jn008:044	(45) 46	isä	SG.NOM	isä
jn008:044	-	(.)	PUNC	.␣
jn008:045	jn008:045	jn008:045	VERSE	Jh␣8:45␣
jn008:045	2	mutta	CNJ	Mutta␣
jn008:045	9a	minä	PERS.SG.PTV	minua␣
jn008:045	8	(te)	PERS.PL.NOM	te␣
jn008:045	7	ei	NEGV.2P	ette␣
jn008:045	8	uskoa	ACT.PRES.NEG	usko
jn008:045	-	(,)	PUNC	,␣
jn008:045	3	sen_tähden	ADV	sentähden␣
jn008:045	3	että	SUBORD	että␣
jn008:045	1	minä	PERS.SG.NOM	minä␣
jn008:045	6a	sanoa	ACT.PRES.1S	sanon␣
jn008:045	(4) 5	totuus	SG.GEN	totuuden
jn008:045	-	(.)	PUNC	.␣
jn008:046	jn008:046	jn008:046	VERSE	Jh␣8:46␣
jn008:046	1	kuka	INT.SG.NOM	Kuka␣
jn008:046	3	te	PERS.PL.ELA	teistä␣
jn008:046	2	%case	LOC	
jn008:046	tasp%4	voida	ACT.PRES.3S	voi␣
jn008:046	4	näyttää	INF1.LAT	näyttää␣
jn008:046	5	minä	PERS.SG.ACC	minut␣
jn008:046	4	syy_pää	SG.TRA	syypääksi␣
jn008:046	7a	synti	SG.ILL	syntiin
jn008:046	6	%case	LOC	
jn008:046	-	(?)	PUNC	?␣
jn008:046	8	jos	SUBORD	Jos␣
jn008:046	10a	minä	PERS.SG.NOM	minä␣
jn008:046	9	totuus	SG.PTV	totuutta␣
jn008:046	10a	puhua	ACT.PRES.1S	puhun
jn008:046	-	(,)	PUNC	,␣
jn008:046	11 12	miksi	ADV	miksi␣
jn008:046	(13)	-	UNTRANSLATED	
jn008:046	14	ei	NEGV.2P	ette␣
jn008:046	16a	minä	PERS.SG.PTV	minua␣
jn008:046	15	uskoa	ACT.PRES.NEG	usko
jn008:046	-	(?)	PUNC	?␣
jn008:047	jn008:047	jn008:047	VERSE	Jh␣8:47␣
jn008:047	1	joka	REL.INDEF.SG.NOM	Joka␣
jn008:047	2	olla	COP.ACT.PRES.3S	on␣
jn008:047	(4) 5	Jumala	SG.ELA	Jumalasta
jn008:047	3	%case	LOC	
jn008:047	-	(,)	PUNC	,␣
jn008:047	10a	(se)	DEM.SG.NOM	se␣
jn008:047	10a	kuulla	ACT.PRES.3S	kuulee␣
jn008:047	(8) 9	Jumala	SG.GEN	Jumalan␣
jn008:047	(6) 7	sana	PL.NOM	sanat
jn008:047	-	(.)	PUNC	.␣
jn008:047	11 12	sen_tähden	ADV	Sentähden␣
jn008:047	13	te	PERS.PL.NOM	te␣
jn008:047	14	ei	NEGV.2P	ette␣
jn008:047	15a	kuulla	ACT.PRES.NEG	kuule
jn008:047	-	(,)	PUNC	,␣
jn008:047	16	koska	SUBORD	koska␣
jn008:047	20	ei	NEGV.2P	ette␣
jn008:047	21a	olla	COP.ACT.PRES.NEG	ole␣
jn008:047	(18) 19	Jumala	SG.ELA	Jumalasta
jn008:047	17	%case	LOC	
jn008:047	-	(.)	PUNC	.
jn008:047	-	(")	PUNC.RIGHT	"␣
jn008:048	jn008:048	jn008:048	VERSE	Jh␣8:48␣
jn008:048	-	(niin)	ADV.AD-A	Niin␣
jn008:048	(2) 3	juutalainen	DER.ADJ.PL.NOM	juutalaiset␣
jn008:048	1	vastata	ACT.PAST.3P	vastasivat␣
jn008:048	4	ja	CNJ	ja␣
jn008:048	5	sanoa	ACT.PAST.3P	sanoivat␣
jn008:048	6a	hän	PERS.SG.ALL	hänelle
jn008:048	-	(:)	PUNC	:␣
jn008:048	-	(")	PUNC.LEFT	"
jn008:048	7	ei	NEGV.1P.-CLITIC	Emmekö␣
jn008:048	8	olla	COP.ACT.PRES.NEG	ole␣
jn008:048	8	oikea	ADJ.SG.INE	oikeassa
jn008:048	-	(,)	PUNC	,␣
jn008:048	-	(kun)	SUBORD	kun␣
jn008:048	9	sanoa	ACT.PRES.1P	sanomme
jn008:048	10	%pers	1P	
jn008:048	-	(,)	PUNC	,␣
jn008:048	11	että	SUBORD	että␣
jn008:048	14	sinä	PERS.SG.NOM	sinä␣
jn008:048	13	olla	COP.ACT.PRES.2S	olet␣
jn008:048	12	samarialainen	DER.ADJ.SG.NOM	samarialainen␣
jn008:048	15	ja	CNJ	ja␣
jn008:048	-	(että)	SUBORD	että␣
jn008:048	17a	(sinä)	PERS.SG.INE	sinussa␣
jn008:048	17a	olla	COP.ACT.PRES.3S	on␣
jn008:048	16	riivaaja	DER.SG.NOM	riivaaja
jn008:048	-	(?)	PUNC	?
jn008:048	-	(")	PUNC.RIGHT	"␣
jn008:049	jn008:049	jn008:049	VERSE	Jh␣8:49␣
jn008:049	2a	Jeesus	PR.SG.NOM	Jeesus␣
jn008:049	1	vastata	ACT.PAST.3S	vastasi
jn008:049	-	(:)	PUNC	:␣
jn008:049	-	(")	PUNC.LEFT	"
jn008:049	3	minä	PERS.SG.INE	Minussa␣
jn008:049	5	ei	NEGV.3S	ei␣
jn008:049	6a	olla	COP.ACT.PRES.NEG	ole␣
jn008:049	4	riivaaja	DER.SG.PTV	riivaajaa
jn008:049	-	(,)	PUNC	,␣
jn008:049	7	vaan	SUBORD	vaan␣
jn008:049	8	(minä)	PERS.SG.NOM	minä␣
jn008:049	8	kunnioittaa	ACT.PRES.1S	kunnioitan␣
jn008:049	10 (9)	Isä	SG.PTV.-1	Isääni
jn008:049	11a	%pers	?	
jn008:049	-	(,)	PUNC	,␣
jn008:049	12	ja	CNJ	ja␣
jn008:049	13	te	PERS.PL.NOM	te␣
jn008:049	14	häpäistä	ACT.PRES.2P	häpäisette␣
jn008:049	15a	minä	PERS.SG.PTV	minua
jn008:049	-	(.)	PUNC	.␣
jn008:050	jn008:050	jn008:050	VERSE	Jh␣8:50␣
jn008:050	2	mutta	CNJ	Mutta␣
jn008:050	1	minä	PERS.SG.NOM	minä␣
jn008:050	3	ei	NEGV.1S	en␣
jn008:050	4	etsiä	ACT.PRES.NEG	etsi␣
jn008:050	7a	oma	ADJ.SG.PTV	omaa␣
jn008:050	(5) 6	kunnia	SG.PTV.-1	kunniaani
jn008:050	-	(;)	PUNC	;␣
jn008:050	-	(1)	NUM.SG.NOM	yksi␣
jn008:050	8	olla	COP.ACT.PRES.3S	on
jn008:050	-	(,)	PUNC	,␣
jn008:050	9	joka	REL.INDEF.SG.NOM	joka␣
jn008:050	10	etsiä	ACT.PRES.3S	etsii␣
jn008:050	11	ja	CNJ	ja␣
jn008:050	12a	tuomita	ACT.PRES.3S	tuomitsee
jn008:050	-	(.)	PUNC	.␣
jn008:051	jn008:051	jn008:051	VERSE	Jh␣8:51␣
jn008:051	1	totisesti	DER.ADV.POS	Totisesti
jn008:051	-	(,)	PUNC	,␣
jn008:051	2	totisesti	DER.ADV.POS	totisesti␣
jn008:051	3	(minä)	PERS.SG.NOM	minä␣
jn008:051	3	sanoa	ACT.PRES.1S	sanon␣
jn008:051	4a	te	PERS.PL.ALL	teille
jn008:051	-	(:)	PUNC	:␣
jn008:051	5	jos	SUBORD	jos␣
jn008:051	6	joku	INDEF.SG.NOM	joku␣
jn008:051	10a	pitää	ACT.PRES.3S	pitää␣
jn008:051	8	minä	PERS.SG.GEN	minun␣
jn008:051	(7) 9	sana	NOM&SGGEN.-1	sanani
jn008:051	-	(,)	PUNC	,␣
jn008:051	14	(hän)	PERS.SG.NOM	hän␣
jn008:051	12 13	ei	NEGV.3S	ei␣
jn008:051	(16) 17a	ikinä	ADV	ikinä␣
jn008:051	15	%case	?	
jn008:051	14	nähdä	ACT.PRES.NEG	näe␣
